group,subgroup,key,unit
agriculture,agriculture_heat_chp,agriculture_chp_engine_network_gas_dispatchable_demand,TJ
agriculture,agriculture_heat_chp,agriculture_chp_engine_biogas_demand,TJ
agriculture,agriculture_heat_chp,agriculture_chp_wood_pellets_demand,TJ
agriculture,agriculture_energy_demand,agriculture_final_demand_electricity_demand,TJ
agriculture,agriculture_energy_demand,agriculture_final_demand_network_gas_demand,TJ
agriculture,agriculture_energy_demand,input_agriculture_final_demand_steam_hot_water_demand,TJ
agriculture,agriculture_energy_demand,agriculture_final_demand_wood_pellets_demand,TJ
agriculture,agriculture_energy_demand,input_agriculture_final_demand_crude_oil_demand,TJ
agriculture,agriculture_energy_demand,agriculture_final_demand_hydrogen_demand,TJ
agriculture,agriculture_energy_demand,input_percentage_of_central_mt_steam_hot_water_agriculture_final_demand_steam_hot_water,%
agriculture,agriculture_energy_demand,input_percentage_of_central_ht_steam_hot_water_agriculture_final_demand_steam_hot_water,%
agriculture,agriculture_energy_demand,input_percentage_of_local_steam_hot_water_agriculture_final_demand_steam_hot_water,%
agriculture,agriculture_energy_demand,input_percentage_of_diesel_agriculture_final_demand_crude_oil,%
agriculture,agriculture_energy_demand,input_percentage_of_biodiesel_agriculture_final_demand_crude_oil,%
agriculture,agriculture_energy_demand,input_percentage_of_kerosene_agriculture_final_demand_crude_oil,%
agriculture,agriculture_energy_demand,input_percentage_of_bio_kerosene_agriculture_final_demand_crude_oil,%
agriculture,agriculture_energy_demand,input_percentage_of_lpg_agriculture_final_demand_crude_oil,%
agriculture,agriculture_energy_demand,input_percentage_of_bio_oil_agriculture_final_demand_crude_oil,%
agriculture,agriculture_energy_demand,input_percentage_of_crude_oil_agriculture_final_demand_crude_oil,%
buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_lighting_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_space_heating_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_appliances_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_cooling_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_appliances_network_gas_parent_share,%
buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_space_heating_network_gas_parent_share,%
buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_cooling_network_gas_parent_share,%
buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_space_heating_wood_pellets_parent_share,%
buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_appliances_wood_pellets_parent_share,%
buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_space_heating_coal_parent_share,%
buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_appliances_coal_parent_share,%
buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_space_heating_crude_oil_parent_share,%
buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_appliances_crude_oil_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_heatpump_air_water_network_gas_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_network_gas_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_collective_heatpump_water_water_ts_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_heatpump_air_water_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_efficient_fluorescent_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_standard_fluorescent_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_led_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_airconditioning_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_heatpump_air_water_electricity_parent_share,%
buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_collective_heatpump_water_water_ts_electricity_parent_share,%
buildings,buildings_energy_supply,input_buildings_solar_pv_demand,TJ
buildings,buildings_energy_supply,buildings_final_demand_solar_thermal_demand,TJ
buildings,buildings_energy_demand,input_buildings_electricity_demand,TJ
buildings,buildings_energy_demand,buildings_final_demand_network_gas_demand,TJ
buildings,buildings_energy_demand,input_buildings_final_demand_steam_hot_water_demand,TJ
buildings,buildings_energy_demand,buildings_final_demand_wood_pellets_demand,TJ
buildings,buildings_energy_demand,buildings_final_demand_coal_demand,TJ
buildings,buildings_energy_demand,input_buildings_final_demand_crude_oil_demand,TJ
buildings,buildings_energy_demand,input_percentage_of_lt_steam_hot_water_buildings_final_demand_steam_hot_water,%
buildings,buildings_energy_demand,input_percentage_of_mt_steam_hot_water_buildings_final_demand_steam_hot_water,%
buildings,buildings_energy_demand,input_percentage_of_ht_steam_hot_water_buildings_final_demand_steam_hot_water,%
buildings,buildings_energy_demand,input_percentage_of_diesel_buildings_final_demand_crude_oil,%
buildings,buildings_energy_demand,input_percentage_of_biodiesel_buildings_final_demand_crude_oil,%
buildings,buildings_energy_demand,input_percentage_of_kerosene_buildings_final_demand_crude_oil,%
buildings,buildings_energy_demand,input_percentage_of_bio_kerosene_buildings_final_demand_crude_oil,%
buildings,buildings_energy_demand,input_percentage_of_lpg_buildings_final_demand_crude_oil,%
buildings,buildings_energy_demand,input_percentage_of_bio_oil_buildings_final_demand_crude_oil,%
buildings,buildings_energy_demand,input_percentage_of_crude_oil_buildings_final_demand_crude_oil,%
buildings,buildings_building_stock,present_number_of_buildings,#
buildings,buildings_building_stock,buildings_roof_surface_available_for_pv,km<sup>2</sup>
buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_present,kWh/m<sup>2</sup>
buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_future,kWh/m<sup>2</sup>
transport,transport_ship_transport,input_transport_ship_diesel_demand,TJ
transport,transport_ship_transport,input_transport_ship_biodiesel_demand,TJ
transport,transport_ship_transport,transport_final_demand_for_shipping_lng_demand,TJ
transport,transport_ship_transport,transport_final_demand_for_shipping_bio_lng_demand,TJ
transport,transport_ship_transport,input_transport_ship_bio_ethanol_demand,TJ
transport,transport_ship_transport,transport_final_demand_heavy_fuel_oil_demand,TJ
transport,transport_ship_transport,input_transport_ship_electricity_demand,TJ
transport,transport_ship_transport,bunkers_total_useful_demand_ships_demand,TJ
transport,transport_rail_transport,input_transport_rail_electricity_demand,TJ
transport,transport_rail_transport,input_transport_rail_diesel_demand,TJ
transport,transport_rail_transport,input_transport_rail_biodiesel_demand,TJ
transport,transport_rail_transport,transport_final_demand_coal_demand,TJ
transport,transport_rail_transport,transport_final_demand_for_rail_electricity_transport_freight_train_using_electricity_parent_share,%
transport,transport_rail_transport,transport_final_demand_for_rail_electricity_transport_tram_using_electricity_parent_share,%
transport,transport_rail_transport,transport_final_demand_for_rail_electricity_transport_passenger_train_using_electricity_parent_share,%
transport,transport_rail_transport,transport_rail_mixer_diesel_transport_freight_train_using_diesel_mix_parent_share,%
transport,transport_rail_transport,transport_rail_mixer_diesel_transport_passenger_train_using_diesel_mix_parent_share,%
transport,transport_plane_transport,transport_final_demand_kerosene_demand,TJ
transport,transport_plane_transport,input_transport_plane_gasoline_demand,TJ
transport,transport_plane_transport,input_transport_plane_bio_ethanol_demand,TJ
transport,transport_plane_transport,input_transport_plane_electricity_demand,TJ
transport,transport_plane_transport,bunkers_total_useful_demand_planes_demand,TJ
transport,transport_road_transport,number_of_cars,#
transport,transport_road_transport,number_of_vans,#
transport,transport_road_transport,number_of_busses,#
transport,transport_road_transport,number_of_trucks,#
transport,transport_road_transport,input_transport_road_human_powered_bicycle_demand,km
transport,transport_road_transport,input_transport_road_gasoline_demand,TJ
transport,transport_road_transport,input_transport_road_diesel_demand,TJ
transport,transport_road_transport,transport_final_demand_lpg_demand,TJ
transport,transport_road_transport,input_transport_road_electricity_demand,TJ
transport,transport_road_transport,input_transport_road_bio_ethanol_demand,TJ
transport,transport_road_transport,input_transport_road_biodiesel_demand,TJ
transport,transport_road_transport,transport_final_demand_for_road_compressed_network_gas_demand,TJ
transport,transport_road_transport,transport_final_demand_hydrogen_demand,TJ
transport,transport_road_transport,transport_final_demand_for_road_lng_demand,TJ
transport,transport_road_transport,transport_final_demand_for_road_bio_lng_demand,TJ
transport,transport_road_transport,transport_road_mixer_gasoline_transport_car_using_gasoline_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_gasoline_transport_van_using_gasoline_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_gasoline_transport_bus_using_gasoline_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_gasoline_transport_truck_using_gasoline_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_gasoline_transport_motorcycle_using_gasoline_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_diesel_transport_car_using_diesel_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_diesel_transport_van_using_diesel_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_diesel_transport_bus_using_diesel_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_diesel_transport_truck_using_diesel_mix_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_electricity_transport_car_using_electricity_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_electricity_transport_van_using_electricity_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_electricity_transport_bus_using_electricity_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_electricity_transport_motorcycle_using_electricity_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_electricity_transport_bicycle_using_electricity_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_electricity_transport_truck_using_electricity_parent_share,%
transport,transport_road_transport,transport_road_mixer_compressed_network_gas_transport_bus_using_compressed_natural_gas_parent_share,%
transport,transport_road_transport,transport_road_mixer_compressed_network_gas_transport_car_using_compressed_natural_gas_parent_share,%
transport,transport_road_transport,transport_road_mixer_compressed_network_gas_transport_van_using_compressed_natural_gas_parent_share,%
transport,transport_road_transport,transport_road_mixer_compressed_network_gas_transport_truck_using_compressed_natural_gas_parent_share,%
transport,transport_road_transport,input_transport_road_car_hydrogen_share,%
