PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,x,x,58234.16,211815.99,82819.13,0,1595225.06,0,0,0,0,0,0,0,0,0,0,455935.95,x,112322.63,0,0,32305.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61508.2,100651.63,100651.63,489333.97,211241.39,15314.14,106121.1,31792.63,0,0,0,0,1178965.28,62175.99,24447.31,69636.53,23251.52,0,176010.48,0,0,0,5199760.34,1309976.7
Imports,x,x,48712.33,254562,955999.34,0,0,8634.98,97553.24,0,0,1767.75,0,0,0,0,0,3144673.07,x,3870320.88,0,0,0,0,0,0,40019.99,82896,792.02,0,179697,774.01,578507.99,111640.02,282875.99,5231.99,38261.99,13142.99,17080.01,41408,1120.01,0,0,0,0,0,17623.2,2847.15,0,0,0,0,0,0,0,0,0,0,0,0,0,183643.85,0,9979785.81,20470.35
Exports,x,x,-4785.89,-318.99,-1058.42,0,-64.02,-31.4,-5071.05,0,0,-29016.41,0,0,0,0,0,-617527.13,x,-16033.89,0,0,0,0,0,0,-12512,-207724.02,-88.01,0,-32852.02,0,-270935.99,-78680.02,-18172.01,-4272.8,-46535.99,-43212,-8479.99,-24319.99,-3920.02,0,0,0,0,0,-636.98,-22851.18,0,0,0,0,0,0,0,0,0,0,0,0,0,-197200.29,-237.94,-1646538.44,-23488.16
International marine bunkers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-20874,-91840.01,0,0,-210.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112924.02,0
International aviation bunkers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,-326972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-326972,0
Stock changes,x,x,-415.96,11831.98,-51850,0,1908.55,0,-573.01,0,0,2738.75,0,0,0,0,0,-70069.32,x,33863.55,0,0,0,0,-49.49,0,-1747.99,2420.01,-44,0,343.99,0,17338.21,9719.99,2111.99,-130.8,-1008.01,506.98,200,1599.99,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39944.58,0
Total primary energy supply,x,x,101744.68,477890.98,985910.05,0,1597069.6,8603.58,91909.22,0,0,-24509.95,0,0,0,0,0,2913012.57,x,4000473.21,0,0,32305.6,0,-49.49,0,25760,-122408.01,660.01,0,-179782.99,774.01,304036.21,-49159.98,266816.01,828.4,-9492.02,-29561.99,8799.98,18687.99,-1440.01,61508.2,100651.63,100651.63,489333.97,211241.39,32300.41,86117.12,31792.63,0,0,0,0,1178965.28,62175.99,24447.31,69636.53,23251.52,0,176010.48,0,-13556.44,-237.94,13053167.39,1306958.98
Transfers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,56774.64,0,0,13315.49,0,1287.99,28115.99,0,0,-2408,-171.99,-40469.99,-6680,80608,2136.4,-49055.98,-11076.01,119.99,-1024.01,-40999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30472.54,0
Statistical differences,x,x,1428.33,13.31,56393.64,0,-2339.37,0,-17648.99,0,0,-10821.62,0,-2068.53,0,0,0,39559.02,x,-5301.87,0,0,0,0,-1088.99,0,3679.99,879.98,0,0,-6493.02,0,2683.78,-16919.99,-2860,1002.78,-294,1794,-1159.99,-1536.01,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222.58,0,51725.03,0
