utc_timestamp,cet_cest_timestamp,interpolated_values,DE_solar_profile
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,,0.0308
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,,0.0036
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,,0
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,,0
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,,0
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,,0
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,,0
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,,0
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,,0
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,,0
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,,0
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,,0
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,,0
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,,0
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,,0
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,,0
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,,0
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,,0.0015
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,,0.0119
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,,0.0288
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,,0.0462
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,,0.0548
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,,0.0452
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,,0.0276
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,,0.011
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,,0.0016
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,,0
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,,0
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,,0
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,,0
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,,0
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,,0
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,,0
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,,0
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,,0
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,,0
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,,0
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,,0
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,,0
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,,0
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,,0
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,,0.0014
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,,0.0112
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,,0.0259
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,,0.0372
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,,0.0392
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,,0.0328
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,NL_wind_onshore_generation_actual,0.0231
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,,0.0093
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,,0.0012
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,,0
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,,0
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,,0
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,,0
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,,0
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,,0
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,,0
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,,0
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,,0
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,,0
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,,0
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,,0
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,,0
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,,0
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,,0
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,,0.0014
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,,0.0146
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,,0.0536
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,,0.1124
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,,0.1402
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,,0.1206
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,,0.0733
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,,0.0255
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,,0.0023
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,,0
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,,0
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,,0
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,,0
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,,0
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,,0
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,,0
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,,0
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,,0
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,,0
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,,0
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,,0
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,,0
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,,0
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,,0
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,,0.0033
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,,0.0286
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,,0.0656
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,,0.0906
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,,0.1095
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,,0.1058
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,,0.0803
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,,0.0378
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,,0.0048
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,,0.0001
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,,0
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,,0
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,,0
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,,0
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,,0
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,,0
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,,0
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,,0
2015-01-12T01:00:00Z,2015-01-12T02:00:00+0100,,0
2015-01-12T02:00:00Z,2015-01-12T03:00:00+0100,,0
2015-01-12T03:00:00Z,2015-01-12T04:00:00+0100,,0
2015-01-12T04:00:00Z,2015-01-12T05:00:00+0100,,0
2015-01-12T05:00:00Z,2015-01-12T06:00:00+0100,,0
2015-01-12T06:00:00Z,2015-01-12T07:00:00+0100,,0
2015-01-12T07:00:00Z,2015-01-12T08:00:00+0100,,0.0022
2015-01-12T08:00:00Z,2015-01-12T09:00:00+0100,,0.0148
2015-01-12T09:00:00Z,2015-01-12T10:00:00+0100,,0.0376
2015-01-12T10:00:00Z,2015-01-12T11:00:00+0100,"CZ_solar_generation_actual | CZ_wind_onshore_generation_actual",0.0562
2015-01-12T11:00:00Z,2015-01-12T12:00:00+0100,,0.0624
2015-01-12T12:00:00Z,2015-01-12T13:00:00+0100,,0.0595
2015-01-12T13:00:00Z,2015-01-12T14:00:00+0100,,0.0395
2015-01-12T14:00:00Z,2015-01-12T15:00:00+0100,,0.017
2015-01-12T15:00:00Z,2015-01-12T16:00:00+0100,,0.0037
2015-01-12T16:00:00Z,2015-01-12T17:00:00+0100,,0
2015-01-12T17:00:00Z,2015-01-12T18:00:00+0100,,0
2015-01-12T18:00:00Z,2015-01-12T19:00:00+0100,,0
2015-01-12T19:00:00Z,2015-01-12T20:00:00+0100,,0
2015-01-12T20:00:00Z,2015-01-12T21:00:00+0100,,0
2015-01-12T21:00:00Z,2015-01-12T22:00:00+0100,,0
2015-01-12T22:00:00Z,2015-01-12T23:00:00+0100,,0
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,,0
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,NL_wind_onshore_generation_actual,0
2015-01-13T01:00:00Z,2015-01-13T02:00:00+0100,,0
2015-01-13T02:00:00Z,2015-01-13T03:00:00+0100,,0
2015-01-13T03:00:00Z,2015-01-13T04:00:00+0100,,0
2015-01-13T04:00:00Z,2015-01-13T05:00:00+0100,NL_wind_onshore_generation_actual,0
2015-01-13T05:00:00Z,2015-01-13T06:00:00+0100,,0
2015-01-13T06:00:00Z,2015-01-13T07:00:00+0100,NL_wind_onshore_generation_actual,0
2015-01-13T07:00:00Z,2015-01-13T08:00:00+0100,,0.0137
2015-01-13T08:00:00Z,2015-01-13T09:00:00+0100,,0.0912
2015-01-13T09:00:00Z,2015-01-13T10:00:00+0100,,0.1841
2015-01-13T10:00:00Z,2015-01-13T11:00:00+0100,,0.2536
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,,0.2822
2015-01-13T12:00:00Z,2015-01-13T13:00:00+0100,,0.2506
2015-01-13T13:00:00Z,2015-01-13T14:00:00+0100,,0.175
2015-01-13T14:00:00Z,2015-01-13T15:00:00+0100,,0.077
2015-01-13T15:00:00Z,2015-01-13T16:00:00+0100,,0.0085
2015-01-13T16:00:00Z,2015-01-13T17:00:00+0100,,0.0001
2015-01-13T17:00:00Z,2015-01-13T18:00:00+0100,,0
2015-01-13T18:00:00Z,2015-01-13T19:00:00+0100,,0
2015-01-13T19:00:00Z,2015-01-13T20:00:00+0100,,0
2015-01-13T20:00:00Z,2015-01-13T21:00:00+0100,,0
2015-01-13T21:00:00Z,2015-01-13T22:00:00+0100,,0
2015-01-13T22:00:00Z,2015-01-13T23:00:00+0100,,0
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,,0
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,,0
2015-01-14T01:00:00Z,2015-01-14T02:00:00+0100,,0
2015-01-14T02:00:00Z,2015-01-14T03:00:00+0100,,0
2015-01-14T03:00:00Z,2015-01-14T04:00:00+0100,,0
2015-01-14T04:00:00Z,2015-01-14T05:00:00+0100,,0
2015-01-14T05:00:00Z,2015-01-14T06:00:00+0100,,0
2015-01-14T06:00:00Z,2015-01-14T07:00:00+0100,,0
2015-01-14T07:00:00Z,2015-01-14T08:00:00+0100,,0.0044
2015-01-14T08:00:00Z,2015-01-14T09:00:00+0100,,0.0356
2015-01-14T09:00:00Z,2015-01-14T10:00:00+0100,,0.0804
2015-01-14T10:00:00Z,2015-01-14T11:00:00+0100,,0.0986
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,,0.0925
2015-01-14T12:00:00Z,2015-01-14T13:00:00+0100,,0.0837
2015-01-14T13:00:00Z,2015-01-14T14:00:00+0100,,0.0583
2015-01-14T14:00:00Z,2015-01-14T15:00:00+0100,,0.0238
2015-01-14T15:00:00Z,2015-01-14T16:00:00+0100,,0.0037
2015-01-14T16:00:00Z,2015-01-14T17:00:00+0100,,0.0001
2015-01-14T17:00:00Z,2015-01-14T18:00:00+0100,,0
2015-01-14T18:00:00Z,2015-01-14T19:00:00+0100,,0
2015-01-14T19:00:00Z,2015-01-14T20:00:00+0100,,0
2015-01-14T20:00:00Z,2015-01-14T21:00:00+0100,,0
2015-01-14T21:00:00Z,2015-01-14T22:00:00+0100,,0
2015-01-14T22:00:00Z,2015-01-14T23:00:00+0100,,0
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,,0
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",0
2015-01-15T01:00:00Z,2015-01-15T02:00:00+0100,,0
2015-01-15T02:00:00Z,2015-01-15T03:00:00+0100,SK_solar_generation_actual,0
2015-01-15T03:00:00Z,2015-01-15T04:00:00+0100,SK_solar_generation_actual,0
2015-01-15T04:00:00Z,2015-01-15T05:00:00+0100,,0
2015-01-15T05:00:00Z,2015-01-15T06:00:00+0100,,0
2015-01-15T06:00:00Z,2015-01-15T07:00:00+0100,,0
2015-01-15T07:00:00Z,2015-01-15T08:00:00+0100,,0.0041
2015-01-15T08:00:00Z,2015-01-15T09:00:00+0100,,0.0256
2015-01-15T09:00:00Z,2015-01-15T10:00:00+0100,,0.0628
2015-01-15T10:00:00Z,2015-01-15T11:00:00+0100,,0.0922
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,,0.0954
2015-01-15T12:00:00Z,2015-01-15T13:00:00+0100,,0.0848
2015-01-15T13:00:00Z,2015-01-15T14:00:00+0100,,0.0593
2015-01-15T14:00:00Z,2015-01-15T15:00:00+0100,,0.0268
2015-01-15T15:00:00Z,2015-01-15T16:00:00+0100,,0.0045
2015-01-15T16:00:00Z,2015-01-15T17:00:00+0100,,0.0001
2015-01-15T17:00:00Z,2015-01-15T18:00:00+0100,,0
2015-01-15T18:00:00Z,2015-01-15T19:00:00+0100,,0
2015-01-15T19:00:00Z,2015-01-15T20:00:00+0100,,0
2015-01-15T20:00:00Z,2015-01-15T21:00:00+0100,,0
2015-01-15T21:00:00Z,2015-01-15T22:00:00+0100,,0
2015-01-15T22:00:00Z,2015-01-15T23:00:00+0100,,0
2015-01-15T23:00:00Z,2015-01-16T00:00:00+0100,,0
2015-01-16T00:00:00Z,2015-01-16T01:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",0
2015-01-16T01:00:00Z,2015-01-16T02:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",0
2015-01-16T02:00:00Z,2015-01-16T03:00:00+0100,,0
2015-01-16T03:00:00Z,2015-01-16T04:00:00+0100,,0
2015-01-16T04:00:00Z,2015-01-16T05:00:00+0100,,0
2015-01-16T05:00:00Z,2015-01-16T06:00:00+0100,,0
2015-01-16T06:00:00Z,2015-01-16T07:00:00+0100,,0
2015-01-16T07:00:00Z,2015-01-16T08:00:00+0100,,0.0078
2015-01-16T08:00:00Z,2015-01-16T09:00:00+0100,,0.0461
2015-01-16T09:00:00Z,2015-01-16T10:00:00+0100,,0.0927
2015-01-16T10:00:00Z,2015-01-16T11:00:00+0100,,0.1246
2015-01-16T11:00:00Z,2015-01-16T12:00:00+0100,,0.1254
2015-01-16T12:00:00Z,2015-01-16T13:00:00+0100,,0.1023
2015-01-16T13:00:00Z,2015-01-16T14:00:00+0100,,0.0702
2015-01-16T14:00:00Z,2015-01-16T15:00:00+0100,,0.0322
2015-01-16T15:00:00Z,2015-01-16T16:00:00+0100,,0.0047
2015-01-16T16:00:00Z,2015-01-16T17:00:00+0100,,0.0001
2015-01-16T17:00:00Z,2015-01-16T18:00:00+0100,,0
2015-01-16T18:00:00Z,2015-01-16T19:00:00+0100,,0
2015-01-16T19:00:00Z,2015-01-16T20:00:00+0100,,0
2015-01-16T20:00:00Z,2015-01-16T21:00:00+0100,,0
2015-01-16T21:00:00Z,2015-01-16T22:00:00+0100,,0
2015-01-16T22:00:00Z,2015-01-16T23:00:00+0100,,0
2015-01-16T23:00:00Z,2015-01-17T00:00:00+0100,,0
2015-01-17T00:00:00Z,2015-01-17T01:00:00+0100,,0
