utc_timestamp,cet_cest_timestamp,interpolated_values,DE_solar_profile
2015-02-13T21:00:00Z,2015-02-13T22:00:00+0100,"CZ_solar_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | FR_solar_generation_actual | PL_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-13T22:00:00Z,2015-02-13T23:00:00+0100,"EE_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | LT_solar_generation_actual | NO_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-13T23:00:00Z,2015-02-14T00:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | DK_wind_onshore_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-14T00:00:00Z,2015-02-14T01:00:00+0100,"LT_solar_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-14T01:00:00Z,2015-02-14T02:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-14T02:00:00Z,2015-02-14T03:00:00+0100,"CH_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | LV_wind_onshore_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-14T03:00:00Z,2015-02-14T04:00:00+0100,"BE_solar_generation_actual | CZ_wind_onshore_generation_actual | GR_solar_generation_actual | LT_solar_generation_actual | LV_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-14T04:00:00Z,2015-02-14T05:00:00+0100,"BE_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | ES_solar_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-14T05:00:00Z,2015-02-14T06:00:00+0100,"BE_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | ES_solar_generation_actual | FI_wind_onshore_generation_actual | PT_solar_generation_actual | RO_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-14T06:00:00Z,2015-02-14T07:00:00+0100,"BE_solar_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | GR_solar_generation_actual | RO_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0.0021
2015-02-14T07:00:00Z,2015-02-14T08:00:00+0100,"CH_wind_onshore_generation_actual | EE_solar_generation_actual | GR_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SI_solar_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.0443
2015-02-14T08:00:00Z,2015-02-14T09:00:00+0100,"BE_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | NO_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0.1308
2015-02-14T09:00:00Z,2015-02-14T10:00:00+0100,"BE_wind_offshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",0.2207
2015-02-14T10:00:00Z,2015-02-14T11:00:00+0100,"ES_solar_generation_actual | GR_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",0.2858
2015-02-14T11:00:00Z,2015-02-14T12:00:00+0100,"BE_solar_generation_actual | BG_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.3067
2015-02-14T12:00:00Z,2015-02-14T13:00:00+0100,"BE_wind_offshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | GR_solar_generation_actual | LT_wind_onshore_generation_actual | PT_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual",0.2943
2015-02-14T13:00:00Z,2015-02-14T14:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",0.2541
2015-02-14T14:00:00Z,2015-02-14T15:00:00+0100,"CZ_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | FR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0.1684
2015-02-14T15:00:00Z,2015-02-14T16:00:00+0100,"BE_solar_generation_actual | BE_wind_offshore_generation_actual | BG_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | FI_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | RO_solar_generation_actual | SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0.066
2015-02-14T16:00:00Z,2015-02-14T17:00:00+0100,"DK_wind_offshore_generation_actual | EE_solar_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.0063
2015-02-14T17:00:00Z,2015-02-14T18:00:00+0100,"DK_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | NL_wind_onshore_generation_actual | NL_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-14T18:00:00Z,2015-02-14T19:00:00+0100,"BE_wind_offshore_generation_actual | BG_solar_generation_actual | BG_wind_onshore_generation_actual | CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | GR_solar_generation_actual | NO_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-14T19:00:00Z,2015-02-14T20:00:00+0100,"BE_wind_onshore_generation_actual | BG_wind_onshore_generation_actual | FR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | NL_wind_onshore_generation_actual | DE_solar_generation_actual | DE_wind_offshore_generation_actual | AT_solar_generation_actual",0
2015-02-14T20:00:00Z,2015-02-14T21:00:00+0100,"CH_wind_onshore_generation_actual | CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-14T21:00:00Z,2015-02-14T22:00:00+0100,"BG_solar_generation_actual | CH_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-14T22:00:00Z,2015-02-14T23:00:00+0100,"BE_wind_onshore_generation_actual | BG_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-14T23:00:00Z,2015-02-15T00:00:00+0100,"BG_solar_generation_actual | BG_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-15T00:00:00Z,2015-02-15T01:00:00+0100,"BG_solar_generation_actual | DK_wind_offshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-15T01:00:00Z,2015-02-15T02:00:00+0100,"BE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-15T02:00:00Z,2015-02-15T03:00:00+0100,"CH_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | LT_solar_generation_actual | PT_solar_generation_actual | SI_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-15T03:00:00Z,2015-02-15T04:00:00+0100,"BE_wind_offshore_generation_actual | CH_solar_generation_actual | DK_solar_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-15T04:00:00Z,2015-02-15T05:00:00+0100,"BE_solar_generation_actual | FI_wind_onshore_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | PT_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_wind_onshore_generation_actual",0
2015-02-15T05:00:00Z,2015-02-15T06:00:00+0100,"DK_wind_onshore_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-15T06:00:00Z,2015-02-15T07:00:00+0100,"BG_solar_generation_actual | CH_solar_generation_actual | CZ_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | GR_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.0022
2015-02-15T07:00:00Z,2015-02-15T08:00:00+0100,"BG_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | GR_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual",0.0426
2015-02-15T08:00:00Z,2015-02-15T09:00:00+0100,"BE_wind_offshore_generation_actual | BG_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_wind_onshore_generation_actual | ES_solar_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual",0.1206
2015-02-15T09:00:00Z,2015-02-15T10:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | EE_wind_onshore_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",0.1948
2015-02-15T10:00:00Z,2015-02-15T11:00:00+0100,"BE_wind_offshore_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",0.2505
2015-02-15T11:00:00Z,2015-02-15T12:00:00+0100,"BE_solar_generation_actual | BG_solar_generation_actual | CZ_wind_onshore_generation_actual | EE_solar_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",0.2774
2015-02-15T12:00:00Z,2015-02-15T13:00:00+0100,"BE_wind_offshore_generation_actual | BG_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | ES_wind_onshore_generation_actual | GR_solar_generation_actual | NO_wind_onshore_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.2765
2015-02-15T13:00:00Z,2015-02-15T14:00:00+0100,"BE_wind_offshore_generation_actual | CZ_solar_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.236
2015-02-15T14:00:00Z,2015-02-15T15:00:00+0100,"BE_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | LT_solar_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.1524
2015-02-15T15:00:00Z,2015-02-15T16:00:00+0100,"BG_wind_onshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | RO_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.0564
2015-02-15T16:00:00Z,2015-02-15T17:00:00+0100,"BE_wind_offshore_generation_actual | CZ_solar_generation_actual | FR_solar_generation_actual | GR_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0.0046
2015-02-15T17:00:00Z,2015-02-15T18:00:00+0100,"BE_wind_onshore_generation_actual | CH_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
2015-02-15T18:00:00Z,2015-02-15T19:00:00+0100,"CH_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-15T19:00:00Z,2015-02-15T20:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | BG_wind_onshore_generation_actual | CH_solar_generation_actual | CZ_solar_generation_actual | DK_wind_offshore_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-15T20:00:00Z,2015-02-15T21:00:00+0100,"GR_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",0
2015-02-15T21:00:00Z,2015-02-15T22:00:00+0100,"CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | GR_solar_generation_actual | LV_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual",0
2015-02-15T22:00:00Z,2015-02-15T23:00:00+0100,"BG_solar_generation_actual | BG_wind_onshore_generation_actual | CH_solar_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | NO_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",0
2015-02-15T23:00:00Z,2015-02-16T00:00:00+0100,"BE_wind_onshore_generation_actual | BG_wind_onshore_generation_actual | CH_solar_generation_actual | CZ_solar_generation_actual | DK_solar_generation_actual | ES_solar_generation_actual | ES_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",0
