key,demand,full_load_hours
energy_heater_for_heat_network_geothermal,1.03667281757520E+03,3.67200000000000E+03
energy_heater_for_heat_network_wood_pellets,1.56996241475588E+04,2.19000000000000E+03
energy_heater_for_heat_network_coal,2.59628211856339E+04,2.19000000000000E+03
energy_heater_for_heat_network_lignite,1.39842268611494E+03,2.19000000000000E+03
energy_heater_for_heat_network_crude_oil,9.27835051938759E+03,2.19000000000000E+03
energy_heater_for_heat_network_network_gas,1.70205993623861E+05,2.19000000000000E+03
energy_heater_for_heat_network_waste_mix,5.79206585452064E+04,2.19000000000000E+03
energy_power_supercritical_coal,6.02032800000000E+05,3.60000000000000E+03
energy_power_ultra_supercritical_coal,3.80525634782609E+05,5.00000000000000E+03
energy_power_ultra_supercritical_ccs_coal,0.00000000000000E+00,6.00000000000000E+03
energy_power_ultra_supercritical_cofiring_coal,8.37085714285714E+04,4.05000000000000E+03
energy_power_combined_cycle_coal,0.00000000000000E+00,4.60000000000000E+03
energy_power_combined_cycle_ccs_coal,0.00000000000000E+00,4.50000000000000E+03
energy_power_ultra_supercritical_lignite,1.32904800000000E+06,6.50000000000000E+03
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.00000000000000E+00,7.00000000000000E+03
energy_power_turbine_network_gas,8.01063529411765E+03,3.75000000000000E+02
energy_power_combined_cycle_network_gas,9.07872000000000E+04,4.40000000000000E+03
energy_power_combined_cycle_ccs_network_gas,0.00000000000000E+00,4.00000000000000E+03
energy_power_ultra_supercritical_network_gas,1.87248600000000E+04,7.00000000000000E+02
energy_power_ultra_supercritical_crude_oil,2.46720000000000E+04,3.55000000000000E+03
energy_power_engine_diesel,5.43789473684211E+03,7.90000000000000E+03
energy_power_engine_network_gas,7.09275000000000E+03,4.50000000000000E+03
energy_power_supercritical_waste_mix,1.12248000000000E+05,7.55000000000000E+03
energy_power_nuclear_gen2_uranium_oxide,1.03259250000000E+06,7.87500000000000E+03
energy_power_nuclear_gen3_uranium_oxide,0.00000000000000E+00,8.00000000000000E+03
energy_power_hydro_river,1.50896081849717E+04,1.27900000000000E+03
energy_power_hydro_mountain,5.63467199776081E+04,2.04600000000000E+03
energy_power_geothermal,1.92960000000000E+03,3.20000000000000E+03
energy_power_solar_pv_solar_radiation,8.20080000000000E+05,8.94000000000000E+02
energy_power_solar_csp_solar_radiation,0.00000000000000E+00,8.94000000000000E+02
energy_power_wind_turbine_coastal,3.05718828865979E+04,2.40000000000000E+03
energy_power_wind_turbine_offshore,3.82148536082474E+03,3.50000000000000E+03
energy_power_wind_turbine_inland,2.59567044123711E+05,1.65800000000000E+03
buildings_solar_pv_solar_radiation,0.00000000000000E+00,8.94000000000000E+02
households_solar_pv_solar_radiation,0.00000000000000E+00,8.94000000000000E+02
agriculture_chp_engine_network_gas,0.00000000000000E+00,3.60000000000000E+03
agriculture_chp_engine_biogas,0.00000000000000E+00,8.00000000000000E+03
agriculture_chp_supercritical_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
households_collective_chp_network_gas,0.00000000000000E+00,4.00000000000000E+03
households_collective_chp_biogas,0.00000000000000E+00,8.00000000000000E+03
households_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
buildings_collective_chp_network_gas,0.00000000000000E+00,4.00000000000000E+03
buildings_chp_engine_biogas,0.00000000000000E+00,8.00000000000000E+03
buildings_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,1.57006245790068E+05,6.00000000000000E+03
industry_chp_engine_gas_power_fuelmix,8.68209844639782E+02,6.00000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,1.10158520154822E+05,6.00000000000000E+03
industry_chp_ultra_supercritical_coal,6.83640000000000E+04,7.00000000000000E+03
energy_chp_combined_cycle_network_gas,4.76965714285714E+05,4.50000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,5.81837837837838E+04,4.50000000000000E+03
energy_chp_ultra_supercritical_coal,8.70750000000000E+04,4.00000000000000E+03
energy_chp_ultra_supercritical_lignite,4.06697142857143E+04,7.00000000000000E+03
energy_chp_supercritical_waste_mix,6.70533333333333E+04,6.00000000000000E+03
energy_power_turbine_hydrogen,0.00000000000000E+00,5.00000000000000E+02
energy_hydrogen_wind_turbine_offshore,0.00000000000000E+00,4.00000000000000E+03
energy_hydrogen_electrolysis_wind_electricity,0.00000000000000E+00,4.00000000000000E+03
energy_hydrogen_solar_pv_solar_radiation,0.00000000000000E+00,8.94000000000000E+02
energy_hydrogen_electrolysis_solar_electricity,0.00000000000000E+00,1.79161504958000E+03
energy_hydrogen_steam_methane_reformer,0.00000000000000E+00,7.50000000000000E+03
energy_hydrogen_steam_methane_reformer_ccs,0.00000000000000E+00,7.50000000000000E+03
energy_hydrogen_biomass_gasification,0.00000000000000E+00,7.88400000000000E+03
energy_hydrogen_biomass_gasification_ccs,0.00000000000000E+00,7.88400000000000E+03
