Key,Value,Source
country,pl,
base_year,2012,
metal_steel_production,8.366,World Steel Association
metal_steel_share_blast_furnace_current,0.506,World Steel Association
metal_steel_share_blast_furnace_bat,0,
metal_steel_share_cyclone,0,
metal_steel_share_electric,0.494,World Steel Association
metal_steel_burner_share_coal,0,
metal_steel_burner_share_coal_gas,1,Optimized to reduce unmodelled final demand of coal gas
metal_steel_burner_share_network_gas,0,Optimized to reduce unmodelled final demand of coal gas
metal_aluminium_production,0.047,Wikipedia
metal_aluminium_share_electrolysis_current,0.8,Based on DE dataset
metal_aluminium_share_electrolysis_bat,0,Based on DE dataset
metal_aluminium_share_melting_oven,0.2,Based on DE dataset
metal_aluminium_share_carbothermal_reduction,0,Based on DE dataset
