Municipality,energetic_emissions_other_ghg_agriculture,energetic_emissions_other_ghg_buildings,energetic_emissions_other_ghg_energy,energetic_emissions_other_ghg_households,energetic_emissions_other_ghg_industry,energetic_emissions_other_ghg_transport,non_energetic_emissions_other_ghg_agriculture_fermentation,non_energetic_emissions_other_ghg_agriculture_manure,non_energetic_emissions_other_ghg_agriculture_other,non_energetic_emissions_other_ghg_agriculture_soil_cultivation,non_energetic_emissions_other_ghg_chemical_industry,non_energetic_emissions_other_ghg_other_industry,non_energetic_emissions_other_ghg_waste_management
Halderberge,0.00390731367125,5.259594495e-05,0.00038392779571,0.0008774841677349999,5.8319803636500006e-05,0.00077581150025335,0.0153386536464,0.011161148713321,0.0,0.007662998030500001,0.0,0.0014633898334,0.000112874315
Hardenberg,0.0007818411829450001,0.00014115395465,0.0011590615205950001,0.0016487573586000002,0.0001092497599945,0.00166068769189926,0.136205736352,0.07145752327863,0.0,0.03710261226665,0.0,0.0019142498252,0.02642026903686
Harderwijk,0.0009941551623,0.0001501370951,0.0006198656584999999,0.0010290265295100002,0.000122740070002,0.001331709379187916,0.0068593795956,0.0032246544633480006,0.0,0.0010747519935,0.0,0.0026167016493,0.0028921848179999997
Hardinxveld-Giessendam,2.1562443285e-06,4.844170962000001e-05,0.00023140096,0.00044278875554000003,5.2121857845e-05,0.000843536755665532,0.0075015540040000005,0.002512635474475,0.0,0.003936790127,0.0,0.0006433967046,0.000162412452
Harlingen,0.00021684669395000003,3.5918858820000004e-05,0.0025414433787100004,0.00043115038029500007,5.211760188e-05,0.00034832816286862,0.0079727158924,0.003521415632981,0.0,0.003669642885,0.0,0.0004901267325,0.00030451189600000004
Hattem,0.0008111396162499999,2.4816673450000004e-05,0.00015365616000000002,0.000316980525635,3.2098741099e-05,0.00078994110239234,0.005567312286480001,0.002199292762811,0.0,0.0027481861305,0.0,0.0003577172028,0.0031652221258000003
Heemskerk,0.00132266382755,6.9222997175e-05,0.00050940649415,0.0008490237231000001,3.153632541295e-05,0.00055255640049063,0.0015339913904,0.00032624654268000004,0.0,0.0010390897404,0.0,0.0030454575379000003,0.00017636353899999998
Heemstede,5.3390317865e-05,6.771437932e-05,0.00034420288,0.000641446970865,2.0021319605e-05,0.000332222664467062,0.00021962651199999996,6.70691662588e-05,0.0,0.00027152590198595,0.0,0.00082228207285,0.0003685553618
Heerde,0.00476287071345,3.420511226e-05,0.00024063004000000004,0.000571045642505,5.29887038955e-05,0.000707656052715304,0.01472816436,0.005470813393800001,0.0,0.006729067355,5.09026e-08,0.0012254565404,0.00030269035400000004
Heerenveen,6.706920200000001e-05,0.0001888519247,0.0021648410412000003,0.00138702348533,8.339472317099999e-05,0.001613406234052,0.08986411611520001,0.030045689387460002,0.0,0.04797829346,1.2543999999999999e-05,0.006490523651,0.045387935473000005
Heerhugowaard,0.0089409673277,0.00014673671009999997,0.0006961262,0.001198286190925,9.162551545135e-05,0.00112802265322702,0.00659681204,0.0024521916030839997,0.0,0.0036788387242,3.13782e-09,0.0054692271906,0.000296820147
Heerlen,3.2116618959999996e-05,0.00042572103482000007,0.00113903835302,0.0020584445777499997,0.0002082285194235,0.002064775054631774,0.0010946209428,0.000502574845308,0.0,0.000786601283185,0.0,0.0049876507811,0.0011007665892
Heeze-Leende,0.00041744472885,3.600250865e-05,0.00020117916000000002,0.000470264635425,2.1941643979950002e-05,0.00074510335064014,0.02460077676,0.018478994101396,0.0,0.0062823429160000005,0.0,0.00047938369820000004,0.0003101865356400001
Heiloo,0.00047518381587799993,4.09947128e-05,0.0002931572,0.000519592562965,1.464072486715e-05,0.000429063808045668,0.0048557851524,0.0014756687856720002,0.0,0.002525675022206,0.0,0.0006603311849,0.000469863065
Hellendoorn,5.2500292049700005e-05,7.323721436e-05,0.000463822394605,0.0010007889764,7.928032011425001e-05,0.00072345549596784,0.049979788319999996,0.031080236103382,0.0,0.014040204030000001,0.0,0.0011375651756000001,0.00110235466324
Hellevoetsluis,0.00037342288002300005,7.154323303e-05,0.00051953076,0.0009259420594500002,0.000114891771249,0.000587717063958608,0.0029391163956000005,0.0010770972818058,0.0,0.0048852045206,0.0,0.0011629497620000001,0.0006962509955999999
Helmond,0.0026903075978,0.00022041779630000002,0.001166541866515,0.0020451086098,0.00024575345828800003,0.001524956183376968,0.00442137374,0.003254289952741,0.0,0.002901805385,1.8826948e-08,0.0034390706190000004,0.00040699061
Hendrik-Ido-Ambacht,0.001364609433628985,3.52531336e-05,0.000378987,0.00063294120257,3.1855070152000005e-05,0.000588066697971362,0.0,9.2568165612e-06,0.0,0.000257892801495,0.0,0.0008402407082000001,0.00010463606800000002
Hengelo (O),0.00015512202919999997,0.0002950908269,0.027497730468950002,0.00193972148575,0.000154530571856,0.001789795006102988,0.0086694512324,0.0036933131465670004,0.0,0.0035823542117,0.0,0.0053723625948,0.028095082408399998
Het Hogeland,0.0021765894295000003,8.283152377000001e-05,0.037401004848,0.00154279383362,4.49423373855e-05,0.000864164806051052,0.1055465197724,0.037818522745600006,0.0,0.070224431204,0.0,0.0179727603129,0.0007902315650000001
Heumen,0.00012286836722999998,3.14877174e-05,0.00021429010549999997,0.00041651160809,1.15278132055e-05,0.00065649732181144,0.010227917167999999,0.005966725998958,0.0,0.00341996931635,0.0,0.00048449505940000004,0.000142364392
Heusden,0.010494738681800002,7.043674890000001e-05,0.000560989226515,0.0011090798656,0.000692327640651,0.00112837017800632,0.018652861164,0.00845460874592,0.0,0.0070606595983448,0.0,0.0013503359886,0.00016766592760000001
Hillegom,0.0005548226376450001,5.425697765e-05,0.00027428352,0.00047155009822,2.061762626635e-05,0.00024313464228016,0.0003868050144,0.0001350218203602,0.0,0.000674350670415,0.0,0.0079193589884,6.874209960000001e-05
Hilvarenbeek,8.431758876500001e-05,3.0228135399999998e-05,0.00019552484,0.00031071458525,1.9087302845500002e-05,0.00043979338503778,0.0446550223756,0.039910395041841996,0.0,0.006861432973500001,0.0,0.0004649082441,0.0006772191722000001
Hilversum,7.082432194e-06,0.0004197024755,0.0011329696000000002,0.0019277492854500003,0.00015858737599,0.00142587775321561,0.0019809593159999996,0.000565968141181,0.0,0.0014122694432835,2.1964768e-08,0.0035949507694,0.000513999139
Hoeksche Waard,0.0071188737896,0.000156961663695,0.0013227188414,0.0022197190275,0.00013150326441000002,0.00256495757195289,0.013808348315999999,0.0059896525746449495,0.0,0.035769367425000004,0.0,0.0033835384394,0.0010028966496000002
Hof van Twente,0.00040655513183499996,9.039947399999999e-05,0.0004543715200450001,0.001040399991945,8.58061750925e-05,0.000902064900007232,0.104479845988,0.06616949586592401,0.0,0.0303356153,0.0,0.0062756174818,0.0341273524412
Hollands Kroon,0.0192993026305,0.00010230674624,0.014392017192900002,0.001378450332905,5.29698532785e-05,0.0018137546015742,0.0598488020704,0.023239010634967,0.0,0.0503867118545,0.0,0.0036945527611,0.064849826598
Hoogeveen,4.13676984885e-05,0.00015969888069,0.0007272738095000002,0.00143539469864,8.7300335574e-05,0.0016788822455510101,0.037561708799999996,0.01675438912912,0.0,0.014591112746770002,7.670236e-09,0.0232996384362,0.00128071944
Hoorn,0.0005209379930880001,0.00020369111805000002,0.0009383394793,0.00162703796725,0.000105400803505,0.000882305420649864,0.00047639769268000004,5.6769470876800006e-05,0.0,0.00041349949239500005,0.0,0.00248736752042,0.000311944196
Horst aan de Maas,0.03502972059600001,0.00011203213970000002,0.0005415351200000001,0.001181092908195,0.000112502192134,0.00145020268972792,0.0368901932924,0.061668412969554005,0.0,0.013622783291,0.0,0.00134206916132,0.053741282776
Houten,0.0056239383,0.00013129097159000002,0.00063221228,0.000904212871175,3.3187322584e-05,0.001005294191918,0.015584797384799998,0.005815449203698,0.0,0.007570623456,6.972952e-10,0.0022474122058,0.0006883667579999999
Huizen,3.4352024e-07,0.00011054410403,0.0005370369200000001,0.00085306523525,3.72118336976e-05,0.0006006098741549481,2.8984788e-05,9.15379252048e-06,0.0,8.17726599015e-05,9.056867614e-05,0.0013264361252000002,0.00033600693220000005
Hulst,0.00011699940369000002,6.448142795e-05,0.00035564172000000007,0.000853641486505,3.99317887545e-05,0.000550318754322748,0.0231101915128,0.010991362144772001,0.0,0.0227825520955,0.0,0.0008740190151999999,0.0003273735255
IJsselstein,2.67970255e-06,9.412760910000001e-05,0.00044324516004500003,0.0007253731149799999,3.53332079245e-05,0.00043267754070736405,0.007805824644799999,0.0026471580852940003,0.0,0.003622881091,0.0,0.0011293450877000002,0.002406203085
Kaag en Braassem,0.006225883874805,4.218608399e-05,0.00033593588000000005,0.000705510423365,3.8253825508e-05,0.001358399255560956,0.030725025688,0.010950366573601,0.0,0.016518717174350002,0.0,0.0007553693957,0.000414759394
Kampen,0.012725176963999999,9.090189131825e-05,0.00066983055571,0.001230259398905,8.648177471465e-05,0.001174582323273012,0.07460380116000001,0.0258264338904695,0.0,0.03010452123607635,2.8240520000000004e-08,0.0016476336978999999,0.00125915555
Kapelle,0.0085047896732,2.1871860125000003e-05,0.00016306752,0.000372930664635,1.076281342835e-05,0.000514743887729778,0.00223675088,0.000960192249486,0.0,0.003315399365,0.0,0.00037553079642000005,0.001216650096
Katwijk,0.0044059804688535,0.0001235511006005,0.0008271407200000002,0.00130606352665,7.623238063585e-05,0.0006549895490655,0.0010634306648,0.0002848141999066,0.0,0.000786145339025,0.0,0.0020967182084,0.0022111698748
Kerkrade,2.4728191477500005e-05,0.00010045731443,0.0006047462400000001,0.001137694186385,9.137773893245e-05,0.000589389348605456,0.00093142909524,0.0002451503382567,0.0,0.0004948743774650001,0.0,0.00152787995685,0.0005134369586
Koggenland,0.0024739916089149996,4.5815403720000004e-05,0.000291839786515,0.0006691481677450001,5.481913519215001e-05,0.001021212474535368,0.0329801461024,0.011022976800405,0.0,0.0165035715330755,0.0,0.0007486258725,0.00042710229499999996
Krimpen aan den IJssel,1.4112346584000004e-06,5.33762344e-05,0.000376902666515,0.00064620368885,3.9136871873e-05,0.000226218907009325,0.0,2.2929032884e-06,0.0,0.000274903217745,0.0,0.0008938827121000001,0.000126812827
Krimpenerwaard,0.0002336817086,0.00011053215021824998,0.0007046275599999999,0.0014079451343199999,0.000124589889402,0.00114699694815984,0.0659400507724,0.02198223280797,0.0,0.05445160746,0.0,0.0017320160134000001,0.000847492395
Laarbeek,0.004577509633200001,3.05996200235e-05,0.00028483812,0.0006196939538450001,0.00016199595819180003,0.0006743784279874801,0.023352168392,0.026068901262196,0.0,0.0049918020055,0.0,0.0006873643489000001,0.0032015065042
Landerd,5.871774367e-05,3.8594509549999996e-05,0.00019874848000000004,0.00045013848159,1.5452017513000002e-05,0.000855293436959544,0.0288201789232,0.025774949638454,0.0,0.004654585875,0.0,0.0005568125192000001,6.0398362e-05
Landgraaf,9.72384014885e-07,0.00015378319238,0.00048739057366,0.0009557909511700001,3.8036056522e-05,0.00040157835783691996,0.00114121138908,0.0003603254664955,0.0,0.000740633266475,0.0,0.0090244560481,0.13389044046119997
Landsmeer,2.347351964305e-06,1.8980027510000003e-05,0.00014068376,0.000270149315305,7.99550248835e-06,0.00019922339833186998,0.00572226508868,0.0017318749881759998,0.0,0.00722692298114,0.0,0.00031390047697999997,3.75492e-05
Langedijk,0.0005048848888400001,4.71431492e-05,0.00035469252,0.00076821311583,6.133745214115e-05,0.00039704143069882003,0.0025923345840000002,0.000818384952177,0.0,0.002911688401,0.0,0.003120913391,0.00018408863099999998
Lansingerland,0.10608272108164,9.30705597e-05,0.00075675736334,0.001328747018455,7.2207200366e-05,0.00127928880991999,0.00344544026428,0.0008619543752074999,0.0,0.0036259366549500002,0.00010975864949999998,0.0112920375112,0.00035610563399999997
Laren,2.2917591548e-07,3.4811359655000005e-05,0.00014179253415,0.00033141801603500003,6.22637945395e-06,0.000565855724935484,0.0,1.33339039688e-06,0.0,4.8390377576e-05,0.0,0.00035386226826,3.478264099999999e-05
Leeuwarden,0.00014426694452000002,0.000598932393145,0.0016230106896895,0.00295420895325,0.000158513047257,0.0027180330674834,0.10821315051960001,0.036537378906932504,0.0,0.050033294734349996,1.2899936e-08,0.0069413141536,0.0128793788692
Leiden,2.7629914895e-05,0.00053880087975,0.002043674200045,0.00238835185845,0.000194467711359,0.002055762724807876,0.0006563003028400001,0.0001774412717335,0.0,0.0008707061354499999,0.0,0.004655403413200001,0.002801957622
Leiderdorp,2.3806093405e-06,7.143415525000001e-05,0.00034905136,0.0005555041170300001,1.76551371478e-05,0.0006886941726708981,0.0021062929524,0.000588623919278,0.0,0.00143899896935,0.0,0.000911572537,8.77610446e-05
Leidschendam-Voorburg,0.0031077396685164995,0.0002835371672000001,0.0009629574654999999,0.0015129560731,4.3458399452500004e-05,0.001652269373049814,0.007897660240680001,0.002345222658599,0.0,0.00464659585735,0.0,0.0025670378604,0.00021445429000000005
Lelystad,0.00050330385726,0.000256570482285,0.0011398044,0.00179670015715,0.00013238102415700001,0.0036066486031526,0.0216525036392,0.010331385821737,0.0,0.0192689917725,6.310500000000001e-08,0.0039286133074000005,0.0261746529792
Leudal,0.005305710322500001,6.44007248e-05,0.00047145502651499996,0.00109411284885,6.6237888066e-05,0.001480826312376244,0.035034221723200004,0.03985738764301,0.0,0.013527818421000001,0.0,0.0031054964381000004,0.000452633167
Leusden,2.110218115e-05,0.00012064814295000001,0.00037776536,0.0005769609226850001,3.613135561615e-05,0.0008725239637213441,0.01563169832,0.005701332911950001,0.0,0.005717921668499999,0.0,0.0010364228950200001,0.00013996349
Lingewaard,0.0145470566088,8.138105384999999e-05,0.0005951783600000001,0.001246470314655,6.03951143748e-05,0.000771340225865432,0.0082741848,0.00598603967872,0.0,0.0053482786911,0.0,0.0015296872204999998,0.0007334151655000001
Lisse,0.0001351495298355,4.9610876260000006e-05,0.0002929752,0.000516077165855,2.17269595341e-05,0.00029294376526115,0.0021049822360000004,0.0008909790963745,0.0,0.000956460055155,0.0,0.0007108729668,0.0003236089778
Lochem,0.00049029493625,9.408849615e-05,0.00043245914651500006,0.00093734967371,0.00010934079482649998,0.00094480314682152,0.076230289772,0.0322013315822125,0.0,0.02573728389,1.3945876e-09,0.0011081887414,0.008339402109
Loon op Zand,0.000118332140425,3.9879754300000006e-05,0.00031359495876000004,0.0006266840426149999,3.075624612665e-05,0.000497375525435356,0.0077450550464,0.0058203518370779994,0.0,0.0029097482035,0.0,0.0006830139071000001,0.0005010403064000001
Lopik,2.628513451788e-05,3.09442783e-05,0.00018326699999999998,0.000333587076545,2.21316358455e-05,0.0005180695044265801,0.0399402276,0.014584727380605003,0.0,0.02057021107,5.9270120000000004e-09,0.00047119703609999996,0.000159283944
Losser,0.00025457358835000003,3.653278194000001e-05,0.00029203944,0.0006066778790050001,4.5532539942e-05,0.0006727098049610801,0.0396312914788,0.01433448727888,0.0,0.011868703744500001,6.972952e-10,0.0006797502503,0.0003586499865
Maasdriel,0.004627015159,5.6681359899999995e-05,0.00031532452871,0.0007184580408050001,9.89055122245e-05,0.001118371285161088,0.0234449964,0.008937473739120001,0.0,0.00796298394,4.6369960000000005e-08,0.0007605592359,0.00018516548404
Maasgouw,0.00016340126019999998,6.32352273e-05,0.00031092988195,0.00070015584301,4.00413115895e-05,0.000800515124922988,0.0032994384248,0.0013027137406389998,0.0,0.00249276867943,0.0,0.0007767037976,0.0006023291632399999
Maassluis,0.00054749336284011,4.0796717900000006e-05,0.00041885315456,0.0006722950671000001,2.6764378866999998e-05,0.00018043921026642,0.00040749385348,0.000118931270768,0.0,0.000424613138185,0.0,0.0009733676724,9.584094700000001e-05
Maastricht,3.755008795e-06,0.0006356210358999999,0.00160291426284,0.00272194776665,0.0002192095896255,0.001910589347662668,0.0020192385584000003,0.0005180814226253299,0.0,0.00174967746985,2.004656e-06,0.00893653316,0.059694281497
Medemblik,0.01763800512832,8.755600254499999e-05,0.000567125426515,0.00119013913197,9.426841930300001e-05,0.00106339533640736,0.0326747143772,0.010210187221389,0.0,0.0197181595645,0.0,0.004731943200999999,0.0024453258491999997
Meerssen,0.00017069355024099998,3.134901325825e-05,0.00024779244,0.000571309585945,2.0887362752800002e-05,0.00047325819156821604,0.0019750135187999998,0.000678131180256,0.0,0.0016197543166,0.0,0.0005876950299000001,5.4209448039999994e-05
Meierijstad,0.0032422166199999997,0.00028700699711499997,0.0010299324,0.0020578959401,0.000386731009714,0.00264145369654693,0.0895953888956,0.08899833430836,0.0,0.0177539188,0.0,0.0034279302918,0.0634181450755
Meppel,2.7777315635000004e-05,0.00011459251404,0.000462934711265,0.000831330329895,5.113485107995001e-05,0.00098496688715516,0.02197273675268,0.00734786017876,0.0,0.0076057546650000005,0.0,0.0012371711848,0.0007186134824400002
Middelburg,0.00027247864079500006,0.00016510077675,0.000620036676415,0.001096766989695,5.4876947440299996e-05,0.000739470256314592,0.00545335542108,0.0017578661070159999,0.0,0.004956164779,3.965304e-06,0.0016944578011,0.00018679882600000002
Midden-Delfland,0.036998161743481,6.5158363e-05,0.00033324846340000003,0.00044556102677000003,1.5004495504500001e-05,0.0010761662792175201,0.021347465695080003,0.006712630513953001,0.0,0.011261089447665,0.0,0.0005890787315999999,0.010852407360000002
Midden-Drenthe,0.00042797903067,0.00015906397891,0.000433561798875,0.0010343358657800002,2.53423608875e-05,0.001465149111556888,0.0866772514188,0.03946370220831,0.0,0.0379213372635,0.0,0.0009843239845,0.171530083489
Midden-Groningen,0.0035111373475000002,9.285862275e-05,0.017862832683,0.0017581520586,0.000626030486265,0.00173200358258132,0.04806248692,0.01948765751093,0.0,0.0483045345625,0.0,0.0018503942512,0.0014221674975
Mill en Sint Hubert,0.00105735984035,1.8613194889999998e-05,0.00014078764,0.00032095673017,1.6022672083100002e-05,0.00026205857476236,0.0166892698924,0.022123597228678002,0.0,0.0036911263290000003,0.0,0.00032949487382,0.000300527373
Moerdijk,0.0043982509305,0.00012460302495,0.0285721519282,0.0009721655343949999,0.0001774160881695,0.0031778495702376,0.015845000172400002,0.009053037076326001,0.0,0.01834039532705,0.005931975428292,0.0106465080494,0.0352230183825
Molenlanden,5.9587984580000006e-05,8.428734622e-05,0.00056487928,0.001125071542805,6.971494757535e-05,0.001590289608757484,0.11071574177999999,0.03949266889555,0.0,0.06577999441,4.532416e-08,0.0013566378839,0.00121356436
Montferland,0.000100596862575,7.688883870000001e-05,0.00045773346625,0.0009735090527300001,9.6546863725e-05,0.000710452428205226,0.0371769965756,0.023513282713564,0.0,0.01091951633,0.0,0.0083617711381,0.0001768477412
Montfoort,8.94060925e-06,2.6854327340000003e-05,0.00017771684,0.000356406694,3.076109033395e-05,0.000291762351019724,0.02278692248,0.008926409208083,0.0,0.009556822094,0.0,0.00043317521660000003,0.00016200061500000002
Mook en Middelaar,3.45274124e-06,1.1314290345000001e-05,0.00010089380000000001,0.00023270658928000002,5.15115768865e-06,0.00011168591040928401,0.0027350376199999997,0.0008433607504384,0.0,0.0010282468659655,0.0,0.00022162358939999997,2.588871904e-05
Neder-Betuwe,0.00082573055015,4.2146366250000006e-05,0.00029764066303,0.000598413356435,6.294909755884999e-05,0.00155227746100756,0.0124369691264,0.0058713873921,0.0,0.005908639716932,0.0,0.0211649450172,0.0003471362028
Nederweert,0.0030973267102500004,2.9990684750000004e-05,0.0002181791499095,0.00047101891174500005,3.658571679315e-05,0.000424326976519912,0.0354208599724,0.054697046506708,0.0,0.007409282744390001,0.0,0.000565958957,6.397662624e-05
Nieuwegein,0.00037095912707,0.0003614709214145,0.0007976907703449999,0.0011004907712749998,8.899294600245e-05,0.00189860825503616,9.589928124e-05,1.9591742629100002e-05,0.0,0.00041506420795000003,2.3564016e-05,0.002747211527,0.00019654517900000003
Nieuwkoop,0.0075174437984,5.547208311999999e-05,0.00035411117530000005,0.0006931350719050001,4.327765828845e-05,0.00053683401341642,0.02799299048,0.011035997811001999,0.0,0.02086080428505,0.0,0.0008338087542,0.000412789764
Nijkerk,0.0007190015102855,9.195276455000001e-05,0.000531986651465,0.00098644523925,9.200286620645e-05,0.001069965127527916,0.02416115576,0.01623081349001,0.0,0.00953841371,0.0,0.0079014812824,0.0014510562628
Nijmegen,0.0005847062242,0.000830077703,0.0022510975037999996,0.0036609029337500007,0.00018834902445635,0.0031396958329262398,0.0005873198324,0.0003155718610519,0.0,0.0008323540573550001,9.28205689125e-05,0.006722822249,0.0006047861248
Nissewaard,0.00014549343991500003,0.00017231288901,0.00118609836085,0.0016655428701500003,6.5665327594e-05,0.00095274726146278,0.010795437441600001,0.0035496254800445,0.0,0.011068084658,0.0,0.0031700336166,0.001042149628
Noardeast-Fryslân,0.000142830889675,8.759368122999998e-05,0.0030934713975,0.0013782687157400002,9.665837729399999e-05,0.000785397865779568,0.14266481841640002,0.04882430802198,0.0,0.0673188014715,0.0,0.0021404322427,0.00189330247
Noord-Beveland,7.9284335505e-05,1.1951264705e-05,9.660840000000001e-05,0.00023325244918999998,7.1989781425e-06,0.00030788721009817997,0.00859625284868,0.00382063410085,0.0,0.011269935263999999,0.0,0.00021801940858000003,9.93657952e-05
Noordenveld,0.000836815966654,6.181736790000001e-05,0.000420191646855,0.0009229468639500001,2.4439222275e-05,0.0006191250160555701,0.043124315046400005,0.015482970729886601,0.0,0.027527705404,0.0,0.0009457708883999999,0.00017798413
Noordoostpolder,0.011439736078499999,0.00013553914515000002,0.000604368786515,0.0011710786168950002,6.965514433e-05,0.0024096756212732802,0.046097431800000005,0.02728322296187,0.0,0.0596632448,0.0,0.0160828870086,0.0267878720452
Noordwijk,0.00179211103966305,0.00014307294859999998,0.0005421120400450001,0.000985696782325,4.25715028545e-05,0.000760556061106248,0.00136152203348,0.0003909380070376,0.0,0.00172329939317,0.0,0.0023956588867,0.0006853390530000001
Noordzee,0.0,0.0,0.257692000941,0.0,0.0,0.00111791147651473,0.0,0.0,0.0,4.9143985e-05,0.0,0.0,0.0
"Nuenen, Gerwen en Nederwetten",0.0001638576911,9.94556582e-05,0.00029469493415000005,0.00059814716881,3.3369385697e-05,0.000517135237255414,0.00853050804648,0.008365179410805,0.0,0.0023920979985,0.0,0.0026836553323,0.082185057179
Nunspeet,0.00011671174396000002,5.6237298599999995e-05,0.00034763428,0.000686523573315,8.51372817013e-05,0.0010714871915215,0.0223530569472,0.008945989103102,0.0,0.005614052984,0.0,0.0008098584999,0.00010209831300000001
Oegstgeest,0.00023816207164925002,5.4232486450000004e-05,0.00029892884,0.00051693286933,1.1027983678000001e-05,0.000421031147106677,0.000583229276,0.0001768611684249,0.0,0.0001623261285578,0.0,0.0006960580723999999,7.57542036e-05
Oirschot,0.0019125424485000003,8.56973803e-05,0.00023500176000000003,0.000493607815825,4.073401079e-05,0.0013300401080033422,0.0317805432,0.03121796326526,0.0,0.006516356837,0.0,0.0007744966425000001,0.0003090838352
Oisterwijk,0.001089431076,6.964957964e-05,0.00040635728000000006,0.0008364545912300001,3.7795233136e-05,0.00090969745906404,0.027077217902000003,0.032565917406754,0.0,0.0060356608025000005,0.0001358513128,0.001001656783,0.0003957225564
Oldambt,7.170642849599999e-05,8.892240809899999e-05,0.006959106995,0.001162031178245,0.000104015741833,0.00103299574303584,0.036495023880000005,0.024541396723592002,0.0,0.035538220698,3.869992e-08,0.0016470326867000001,0.0014319182262
Oldebroek,6.748034082250001e-05,5.45730344e-05,0.00030006924334,0.0006125944431549999,4.616717734255e-05,0.0009520474391523001,0.0292709424,0.01120524565625,0.0,0.014239744525,0.0,0.0007088399019999999,0.0001195291648
Oldenzaal,0.000122485779475,0.00011091329048,0.00041751556,0.0008099164184550001,9.14258046765e-05,0.00063690246716876,0.00114682502508,0.0003689803601888,0.0,0.0010011736570000001,0.0,0.0012554799234999999,0.0007935937032
Olst-Wijhe,0.00014955726180999998,2.613929298e-05,0.000231882,0.000519514891745,1.58054506425e-05,0.00042640901736104,0.0542833542188,0.02685202183382,0.0,0.017331036835,1.04594e-09,0.0071217055443,0.0005264212557
Ommen,6.98035129605e-05,3.593212494e-05,0.00754729668,0.000510834620825,2.297846938945e-05,0.00089897131327144,0.0630108672032,0.038667310665937996,0.0,0.0177809040198495,0.0,0.0006934844422,0.0002811913245
Oost Gelre,0.0009220609765950001,8.777639544999998e-05,0.00038406395999999993,0.000836981341235,0.0001255724743075,0.00065882796033086,0.06664790585880001,0.04479142210089,0.0,0.014433858986,0.0,0.0246033835017,0.000976156276
Oosterhout,0.005049147184600001,0.00015239076150000002,0.00069923392,0.001284887360275,0.00016350510131965,0.001910821900541752,0.0176253279748,0.007958803698411001,0.0,0.005205666716902,5.927012e-08,0.0017693919796000002,0.00197418749512
Ooststellingwerf,7.62931827305e-05,5.049552679e-05,0.00034208970780000004,0.0008067164681749999,5.0904007925500004e-05,0.000562524904197804,0.09541071302,0.03566233766852,0.0,0.0397020971462365,0.0,0.0007559456527,0.0130121451888
Oostzaan,9.5654266195e-07,1.2970384945e-05,0.00011941804000000002,0.0002347576021,1.569302034385e-05,0.000371044128559276,0.0012676746880000002,0.000286223461313,0.0,0.0020688052595,0.0,0.0003008768949200001,3.39106295e-05
Opmeer,0.003363372778900001,2.2080270175e-05,0.0001482308255,0.00032934946198000004,2.7280539898999998e-05,0.000201386998014952,0.02078489462,0.0066479364916349,0.0,0.00845859873356,4.8810720000000014e-09,0.00034482829264,0.000313877851
Opsterland,6.562073162250001e-05,6.086538711e-05,0.00045623124344750004,0.0006114653953949999,6.646683393915e-05,0.00116916420025816,0.09893871857240001,0.034437646250760005,0.0,0.053933688015,1.0459400000000001e-08,0.0009196538284,0.00034447587126
Oss,0.0005528567103,0.00026471713656,0.0043347052,0.0022842297288500004,0.0001364439457695,0.001941966693105628,0.08052318680000001,0.06132912227226,0.0,0.019008478439906,0.00018113500100000002,0.0079857065746,0.0021855736172
Oude IJsselstreek,0.00045096312118500005,9.14062381e-05,0.000514541089195,0.001155467514555,0.00011718365005750001,0.00096498663866448,0.0536453737372,0.02852764511909,0.0,0.017569515900000002,0.0,0.0027066559522,0.0023011021741999997
Ouder-Amstel,4.31731670675e-05,9.890858605000001e-05,0.00017273844,0.00032132997909,2.381336132845e-05,0.00138750507258997,0.0080810817724,0.002376278652804,0.0,0.007902303698912401,0.0,0.00057688728758,5.6924545360000004e-05
Oudewater,0.000128500751985,1.9101518e-05,0.00012899796,0.000247044383305,1.1163489898000001e-05,0.00015953116863170802,0.024670629200000002,0.008991142754836,0.0,0.01384601510135,0.0,0.00030572801358,0.000152123737
Overbetuwe,0.0025080781394999996,9.270401155e-05,0.000608993699645,0.001224455776375,6.35412990183e-05,0.00239598504834312,0.0297498354188,0.01290263264118,0.0,0.0140082038755,0.0,0.0096940556407,0.0003793193956
Papendrecht,1.658974657e-07,6.858822475e-05,0.00042137801325,0.00069559083004,3.417217060265e-05,0.000774445630091419,6.40363164e-05,1.52643912066e-05,0.0,0.000539891731055,0.0,0.0009939289698000001,0.0002917168302
Peel en Maas,0.039410053682000006,7.419738635e-05,0.000565908979095,0.001283393099975,9.243337237385e-05,0.00164142667682124,0.0339626075628,0.05556200870083,0.0,0.0120607564525,0.0,0.0013606376662,0.0005065043163800001
Pekela,0.0002246949058,1.2997649590000001e-05,0.00020387981186,0.00041767432094999996,1.7417383630499996e-05,0.00031025242455574,0.006778701132,0.0028747392929470003,0.0,0.0040655457565,0.0,0.00034695262993999994,0.0037143403570385
Pijnacker-Nootdorp,0.043420376541800004,7.399526660000001e-05,0.0006672346152999999,0.001142016769255,2.92605173235e-05,0.0005823965894449831,0.00387679692428,0.0010939593411775,0.0,0.00325053440820445,0.0,0.0014891674558000002,0.00034669279599999997
Purmerend,2.9522273735099998e-06,0.00018749549180000004,0.001040831996,0.0015387240297449996,5.771045702815e-05,0.000818462664565034,0.0006591800600000001,0.00021522102270799998,0.0,0.0021939334425685,0.0,0.002532873254,0.0057137479904
