Emissiecode,Emissieoorzaak,Gascode,Gasnaam,CRF code,Emissiecode_Gascode,ETM categorie,
280005,"Ankerligger NCP, Roro lading/autoschepen",204,Koolstofdioxide,,280005_204,out_of_scope,
280006,"Ankerligger NCP, Koelschepen",204,Koolstofdioxide,,280006_204,out_of_scope,
280007,"Ankerligger NCP, Passagierschepen",204,Koolstofdioxide,,280007_204,out_of_scope,
280008,"Ankerligger NCP, Overige schepen",204,Koolstofdioxide,,280008_204,out_of_scope,
280009,"Varend NCP, Olietankers",204,Koolstofdioxide,,280009_204,out_of_scope,
280010,"Varend NCP, Chemie/Gastankers",204,Koolstofdioxide,,280010_204,out_of_scope,
280011,"Varend NCP, Bulkcarrier",204,Koolstofdioxide,,280011_204,out_of_scope,
280012,"Varend NCP, Containerschepen",204,Koolstofdioxide,,280012_204,out_of_scope,
280013,"Varend NCP, Conventioneel stukgoed",204,Koolstofdioxide,,280013_204,out_of_scope,
280014,"Varend NCP, Roro lading/autoschepen",204,Koolstofdioxide,,280014_204,out_of_scope,
280015,"Varend NCP, Koelschepen",204,Koolstofdioxide,,280015_204,out_of_scope,
280016,"Varend NCP, Passagierschepen",204,Koolstofdioxide,,280016_204,out_of_scope,
280017,"Varend NCP, Overige schepen",204,Koolstofdioxide,,280017_204,out_of_scope,
280018,"Stilliggend NL, Olietankers",204,Koolstofdioxide,,280018_204,out_of_scope,
280019,"Stilliggend NL, Chemie/Gastankers",204,Koolstofdioxide,,280019_204,out_of_scope,
280020,"Stilliggend NL, Bulkcarrier",204,Koolstofdioxide,,280020_204,out_of_scope,
280021,"Stilliggend NL, Containerschepen",204,Koolstofdioxide,,280021_204,out_of_scope,
280022,"Stilliggend NL, Conventioneel stukgoed",204,Koolstofdioxide,,280022_204,out_of_scope,
280023,"Stilliggend NL, Roro lading/autoschepen",204,Koolstofdioxide,,280023_204,out_of_scope,
280024,"Stilliggend NL, Koelschepen",204,Koolstofdioxide,,280024_204,out_of_scope,
280025,"Stilliggend NL, Passagierschepen",204,Koolstofdioxide,,280025_204,out_of_scope,
280026,"Stilliggend NL, Overige schepen",204,Koolstofdioxide,,280026_204,out_of_scope,
280027,"Varend NL, Olietankers",204,Koolstofdioxide,,280027_204,out_of_scope,
280028,"Varend NL, Chemie/Gastankers",204,Koolstofdioxide,,280028_204,out_of_scope,
280029,"Varend NL, Bulkcarrier",204,Koolstofdioxide,,280029_204,out_of_scope,
280030,"Varend NL, Containerschepen",204,Koolstofdioxide,,280030_204,out_of_scope,
280031,"Varend NL, Conventioneel stukgoed",204,Koolstofdioxide,,280031_204,out_of_scope,
280032,"Varend NL, Roro lading/autoschepen",204,Koolstofdioxide,,280032_204,out_of_scope,
280033,"Varend NL, Koelschepen",204,Koolstofdioxide,,280033_204,out_of_scope,
280034,"Varend NL, Passagierschepen",204,Koolstofdioxide,,280034_204,out_of_scope,
280035,"Varend NL, Overige schepen",204,Koolstofdioxide,,280035_204,out_of_scope,
T104702,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium",204,Koolstofdioxide,1.A,T104702_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104704,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, koper",204,Koolstofdioxide,1.A,T104704_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104705,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, lood",204,Koolstofdioxide,1.A,T104705_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104706,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink",204,Koolstofdioxide,1.A,T104706_204,"NA (energetische emissies, volgt uit energiegebruik)",
401107,Mobiele werktuigen containeroverslag,204,Koolstofdioxide,1.A,401107_204,"NA (energetische emissies, volgt uit energiegebruik)",
6800201,Aardgasverbruik landbouw (WKK),204,Koolstofdioxide,1.A,6800201_204,"NA (energetische emissies, volgt uit energiegebruik)",
6800202,Aardgasverbruik landbouw (niet WKK),204,Koolstofdioxide,1.A,6800202_204,"NA (energetische emissies, volgt uit energiegebruik)",
930001,"Vliegverkeer, Take Off",204,Koolstofdioxide,1.A,930001_204,"NA (energetische emissies, volgt uit energiegebruik)",
930002,"Vliegverkeer, Climb Out",204,Koolstofdioxide,1.A,930002_204,"NA (energetische emissies, volgt uit energiegebruik)",
930003,"Vliegverkeer, Approach",204,Koolstofdioxide,1.A,930003_204,"NA (energetische emissies, volgt uit energiegebruik)",
930004,"Vliegverkeer, Idle",204,Koolstofdioxide,1.A,930004_204,"NA (energetische emissies, volgt uit energiegebruik)",
930005,"Vliegverkeer, APU",204,Koolstofdioxide,1.A,930005_204,"NA (energetische emissies, volgt uit energiegebruik)",
930007,"Vliegverkeer, GSE",204,Koolstofdioxide,1.A,930007_204,"NA (energetische emissies, volgt uit energiegebruik)",
T163100,"SBI 63 (per bedrijf) - Gegevensverwerking, webhosting en aanverwante activiteiten",204,Koolstofdioxide,1.A,T163100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,409,Zwavelhexafluoride,2,T101001_409,non_energetic_emissions_other_ghg_other_industry,
T106100,SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof,409,Zwavelhexafluoride,2.B,T106100_409,non_energetic_emissions_other_ghg_chemical_industry,
T137300,SBI 26/27 (per bedrijf): Elektrotechnische industrie,409,Zwavelhexafluoride,2,T137300_409,non_energetic_emissions_other_ghg_other_industry,
T104702,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium",409,Zwavelhexafluoride,2,T104702_409,non_energetic_emissions_other_ghg_other_industry,
12101,"SBI: Huishoudens, verbrandingsemissies (gasslip)",523,Methaan,1.A.4.b,12101_523,energetic_emissions_other_ghg_households,
12102,"Vuurhaarden consumenten, hoofdverwarming woningen",523,Methaan,1.A.4.b,12102_523,energetic_emissions_other_ghg_households,
100101,"Uitlaatgassen personenauto's benzine, bebouwde kom",523,Methaan,1.A.3,100101_523,energetic_emissions_other_ghg_transport,
100102,"Uitlaatgassen personenauto's benzine, autosnelweg",523,Methaan,1.A.3,100102_523,energetic_emissions_other_ghg_transport,
100103,"Uitlaatgassen personenauto's benzine, buitenweg",523,Methaan,1.A.3,100103_523,energetic_emissions_other_ghg_transport,
100201,"Uitlaatgassen personenauto's diesel, bebouwde kom",523,Methaan,1.A.3,100201_523,energetic_emissions_other_ghg_transport,
100202,"Uitlaatgassen personenauto's diesel, autosnelweg",523,Methaan,1.A.3,100202_523,energetic_emissions_other_ghg_transport,
100203,"Uitlaatgassen personenauto's diesel, buitenweg",523,Methaan,1.A.3,100203_523,energetic_emissions_other_ghg_transport,
100301,"Uitlaatgassen personenauto's LPG, bebouwde kom",523,Methaan,1.A.3,100301_523,energetic_emissions_other_ghg_transport,
100302,"Uitlaatgassen personenauto's LPG, autosnelweg",523,Methaan,1.A.3,100302_523,energetic_emissions_other_ghg_transport,
100303,"Uitlaatgassen personenauto's LPG, buitenweg",523,Methaan,1.A.3,100303_523,energetic_emissions_other_ghg_transport,
100401,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, bebouwde kom",523,Methaan,1.A.3,100401_523,energetic_emissions_other_ghg_transport,
100402,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, autosnelweg",523,Methaan,1.A.3,100402_523,energetic_emissions_other_ghg_transport,
100403,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, buitenweg",523,Methaan,1.A.3,100403_523,energetic_emissions_other_ghg_transport,
100501,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, bebouwde kom",523,Methaan,1.A.3,100501_523,energetic_emissions_other_ghg_transport,
100502,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, autosnelweg",523,Methaan,1.A.3,100502_523,energetic_emissions_other_ghg_transport,
100503,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, buitenweg",523,Methaan,1.A.3,100503_523,energetic_emissions_other_ghg_transport,
100601,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, bebouwde kom",523,Methaan,1.A.3,100601_523,energetic_emissions_other_ghg_transport,
100602,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, autosnelweg",523,Methaan,1.A.3,100602_523,energetic_emissions_other_ghg_transport,
100603,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, buitenweg",523,Methaan,1.A.3,100603_523,energetic_emissions_other_ghg_transport,
100701,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, bebouwde kom",523,Methaan,1.A.3,100701_523,energetic_emissions_other_ghg_transport,
100702,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, autosnelweg",523,Methaan,1.A.3,100702_523,energetic_emissions_other_ghg_transport,
100703,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, buitenweg",523,Methaan,1.A.3,100703_523,energetic_emissions_other_ghg_transport,
100901,"Uitlaatgassen motorfietsen, bebouwde kom",523,Methaan,1.A.3,100901_523,energetic_emissions_other_ghg_transport,
100902,"Uitlaatgassen motorfietsen, autosnelweg",523,Methaan,1.A.3,100902_523,energetic_emissions_other_ghg_transport,
100903,"Uitlaatgassen motorfietsen, buitenweg",523,Methaan,1.A.3,100903_523,energetic_emissions_other_ghg_transport,
101001,"Uitlaatgassen bromfietsen, bebouwde kom",523,Methaan,1.A.3,101001_523,energetic_emissions_other_ghg_transport,
101003,"Uitlaatgassen bromfietsen, buitenweg",523,Methaan,1.A.3,101003_523,energetic_emissions_other_ghg_transport,
200100,Spoorwegen - vrachtvervoer,523,Methaan,1.A.3,200100_523,energetic_emissions_other_ghg_transport,
200300,Spoorwegen diesel personenvervoer,523,Methaan,1.A.3,200300_523,energetic_emissions_other_ghg_transport,
230000,Binnenvaart internationaal,523,Methaan,,230000_523,out_of_scope,
230001,Binnenvaart internationaal duwvaart,523,Methaan,,230001_523,out_of_scope,
230002,Binnenvaart nationaal,523,Methaan,1.A.3,230002_523,energetic_emissions_other_ghg_transport,
230003,Binnenvaart nationaal duwvaart,523,Methaan,1.A.3,230003_523,energetic_emissions_other_ghg_transport,
230005,Binnenvaart passagiers- en veerboten,523,Methaan,1.A.3,230005_523,energetic_emissions_other_ghg_transport,
240101,"Visserij, buitenlandse viskotters",523,Methaan,1.A.3,240101_523,energetic_emissions_other_ghg_transport,
240102,"Visserij, diepzeetrawlers",523,Methaan,1.A.3,240102_523,energetic_emissions_other_ghg_transport,
240103,"Visserij, Nederlandse kottervisserij en binnenvisserij",523,Methaan,1.A.3,240103_523,energetic_emissions_other_ghg_transport,
400300,Landbouwbodems,523,Methaan,,400300_523,out_of_scope,
400301,Niet-landbouwbodems,523,Methaan,,400301_523,out_of_scope,
800700,"Vuurhaarden consumenten, koken",523,Methaan,1.A.4.b,800700_523,energetic_emissions_other_ghg_households,
800800,"Vuurhaarden consumenten, warm water voorziening",523,Methaan,1.A.4.b,800800_523,energetic_emissions_other_ghg_households,
8902304,SBI 26: Vervaardiging computers en elektronische en optische apparatuur,523,Methaan,1.A.2,8902304_523,energetic_emissions_other_ghg_industry,
8911700,SBI 15.11: Leerlooierijen en bontbereiding,523,Methaan,1.A.2,8911700_523,energetic_emissions_other_ghg_industry,
8912900,SBI 20.149: Basischemie organisch (geen petrochemische producten),523,Methaan,2.B,8912900_523,non_energetic_emissions_other_ghg_chemical_industry,
8913100,SBI 20.2: Chemische bestrijdingsmiddelenindustrie,523,Methaan,2.B,8913100_523,non_energetic_emissions_other_ghg_chemical_industry,
8913200,"SBI 20.3: Vervaardiging van verf, lak, vernis, inkt en mastiek",523,Methaan,2.B,8913200_523,non_energetic_emissions_other_ghg_chemical_industry,
8916000,SBI 38.3: Voorbereiding tot recycling,523,Methaan,1.A.2,8916000_523,energetic_emissions_other_ghg_industry,
8919700,SBI 13.20: Weven van textiel,523,Methaan,1.A.2,8919700_523,energetic_emissions_other_ghg_industry,
T100201,SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie,523,Methaan,1.A.2,T100201_523,energetic_emissions_other_ghg_industry,
T100600,"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren",523,Methaan,1.A.2,T100600_523,energetic_emissions_other_ghg_industry,
T100901,SBI 24 (per bedrijf): Vervaardiging van metalen in primaire vorm,523,Methaan,1.A.2,T100901_523,energetic_emissions_other_ghg_industry,
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,523,Methaan,1.A.1,T101001_523,energetic_emissions_other_ghg_energy,
T101100,SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten,523,Methaan,2.B,T101100_523,non_energetic_emissions_other_ghg_chemical_industry,
T101702,SBI 20.5 (per bedrijf): Overige chemische producten,523,Methaan,2.B,T101702_523,non_energetic_emissions_other_ghg_chemical_industry,
T102100,"SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton",523,Methaan,1.A.2,T102100_523,energetic_emissions_other_ghg_industry,
T102102,SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie,523,Methaan,1.A.2,T102102_523,energetic_emissions_other_ghg_industry,
T102200,SBI 17.2 (per bedrijf): Vervaardiging van papier- en kartonwaren,523,Methaan,1.A.2,T102200_523,energetic_emissions_other_ghg_industry,
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,523,Methaan,2.B,T102201_523,non_energetic_emissions_other_ghg_chemical_industry,
T102202,"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal",523,Methaan,1.A.2,T102202_523,energetic_emissions_other_ghg_industry,
T102300,"SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen",523,Methaan,1.A.2,T102300_523,energetic_emissions_other_ghg_industry,
T102500,SBI 20.13 (per bedrijf): Basischemie anorganisch,523,Methaan,2.B,T102500_523,non_energetic_emissions_other_ghg_chemical_industry,
T102501,SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten,523,Methaan,2.B,T102501_523,non_energetic_emissions_other_ghg_chemical_industry,
T102601,SBI 20.149 (per bedrijf): Basischemie organisch (geen petrochemische producten),523,Methaan,2.B,T102601_523,non_energetic_emissions_other_ghg_chemical_industry,
T102700,SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen,523,Methaan,2.B,T102700_523,non_energetic_emissions_other_ghg_chemical_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,523,Methaan,2.B,T102800_523,non_energetic_emissions_other_ghg_chemical_industry,
T103000,"SBI 20.3 (per bedrijf): Vervaardiging van verf, lak, vernis, inkt en mastiek",523,Methaan,2.B,T103000_523,non_energetic_emissions_other_ghg_chemical_industry,
T103100,SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten,523,Methaan,2.B,T103100_523,non_energetic_emissions_other_ghg_chemical_industry,
T103101,SBI 20.41 (per bedrijf): Vervaardiging van was- en schoonmaakmiddelen,523,Methaan,2.B,T103101_523,non_energetic_emissions_other_ghg_chemical_industry,
T103200,"SBI 20.4 (per bedrijf): Vervaardiging was- en schoonmaakmiddelen, parfums en cosmetica",523,Methaan,2.B,T103200_523,non_energetic_emissions_other_ghg_chemical_industry,
T104201,"SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's",523,Methaan,1.A.2,T104201_523,energetic_emissions_other_ghg_industry,
T104400,SBI 24.3 (per bedrijf): Overige eerste verwerking van ijzer en staal,523,Methaan,1.A.2,T104400_523,energetic_emissions_other_ghg_industry,
T105200,SBI 10.4 (per bedrijf): produktie oliën en vetten,523,Methaan,1.A.2,T105200_523,energetic_emissions_other_ghg_industry,
T105400,SBI 10.6 (per bedrijf): Meelproduktie (excl. zetmeel),523,Methaan,1.A.2,T105400_523,energetic_emissions_other_ghg_industry,
T105600,SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82),523,Methaan,1.A.2,T105600_523,energetic_emissions_other_ghg_industry,
T106200,SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw),523,Methaan,1.A.2,T106200_523,energetic_emissions_other_ghg_industry,
T106600,SBI 29 (per bedrijf): Auto-industrie,523,Methaan,1.A.2,T106600_523,energetic_emissions_other_ghg_industry,
T107200,SBI 41-43 (per bedrijf): Bouwnijverheid,523,Methaan,1.A.2,T107200_523,energetic_emissions_other_ghg_industry,
T107201,SBI 85-88 (per bedrijf): Onderwijs en gezondheids- en welzijnszorg,523,Methaan,1.A.4.a.i,T107201_523,energetic_emissions_other_ghg_buildings,
T107500,SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen,523,Methaan,1.A.2,T107500_523,energetic_emissions_other_ghg_industry,
T108400,SBI 30.1 (per bedrijf): Scheepsbouw,523,Methaan,1.A.2,T108400_523,energetic_emissions_other_ghg_industry,
T108500,SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas,523,Methaan,1.A.1,T108500_523,energetic_emissions_other_ghg_energy,
T111201,SBI 38.2 (per bedrijf): Behandeling van afval,523,Methaan,1.A.1,T111201_523,energetic_emissions_other_ghg_energy,
T137300,SBI 26/27 (per bedrijf): Elektrotechnische industrie,523,Methaan,1.A.2,T137300_523,energetic_emissions_other_ghg_industry,
T151100,SBI 46/47 (per bedrijf): Detail- en groothandel,523,Methaan,1.A.2,T151100_523,energetic_emissions_other_ghg_industry,
280000,"Ankerligger NCP, Olietankers",523,Methaan,,280000_523,out_of_scope,
280001,"Ankerligger NCP, Chemie/Gastankers",523,Methaan,,280001_523,out_of_scope,
280002,"Ankerligger NCP, Bulkcarrier",523,Methaan,,280002_523,out_of_scope,
280003,"Ankerligger NCP, Containerschepen",523,Methaan,,280003_523,out_of_scope,
280004,"Ankerligger NCP, Conventioneel stukgoed",523,Methaan,,280004_523,out_of_scope,
280005,"Ankerligger NCP, Roro lading/autoschepen",523,Methaan,,280005_523,out_of_scope,
280006,"Ankerligger NCP, Koelschepen",523,Methaan,,280006_523,out_of_scope,
280007,"Ankerligger NCP, Passagierschepen",523,Methaan,,280007_523,out_of_scope,
280008,"Ankerligger NCP, Overige schepen",523,Methaan,,280008_523,out_of_scope,
280009,"Varend NCP, Olietankers",523,Methaan,,280009_523,out_of_scope,
280010,"Varend NCP, Chemie/Gastankers",523,Methaan,,280010_523,out_of_scope,
280011,"Varend NCP, Bulkcarrier",523,Methaan,,280011_523,out_of_scope,
280012,"Varend NCP, Containerschepen",523,Methaan,,280012_523,out_of_scope,
280013,"Varend NCP, Conventioneel stukgoed",523,Methaan,,280013_523,out_of_scope,
280014,"Varend NCP, Roro lading/autoschepen",523,Methaan,,280014_523,out_of_scope,
280015,"Varend NCP, Koelschepen",523,Methaan,,280015_523,out_of_scope,
280016,"Varend NCP, Passagierschepen",523,Methaan,,280016_523,out_of_scope,
280017,"Varend NCP, Overige schepen",523,Methaan,,280017_523,out_of_scope,
280018,"Stilliggend NL, Olietankers",523,Methaan,,280018_523,out_of_scope,
280019,"Stilliggend NL, Chemie/Gastankers",523,Methaan,,280019_523,out_of_scope,
280020,"Stilliggend NL, Bulkcarrier",523,Methaan,,280020_523,out_of_scope,
280021,"Stilliggend NL, Containerschepen",523,Methaan,,280021_523,out_of_scope,
280022,"Stilliggend NL, Conventioneel stukgoed",523,Methaan,,280022_523,out_of_scope,
280023,"Stilliggend NL, Roro lading/autoschepen",523,Methaan,,280023_523,out_of_scope,
280024,"Stilliggend NL, Koelschepen",523,Methaan,,280024_523,out_of_scope,
280025,"Stilliggend NL, Passagierschepen",523,Methaan,,280025_523,out_of_scope,
280026,"Stilliggend NL, Overige schepen",523,Methaan,,280026_523,out_of_scope,
280027,"Varend NL, Olietankers",523,Methaan,,280027_523,out_of_scope,
280028,"Varend NL, Chemie/Gastankers",523,Methaan,,280028_523,out_of_scope,
280029,"Varend NL, Bulkcarrier",523,Methaan,,280029_523,out_of_scope,
280030,"Varend NL, Containerschepen",523,Methaan,,280030_523,out_of_scope,
280031,"Varend NL, Conventioneel stukgoed",523,Methaan,,280031_523,out_of_scope,
280032,"Varend NL, Roro lading/autoschepen",523,Methaan,,280032_523,out_of_scope,
280033,"Varend NL, Koelschepen",523,Methaan,,280033_523,out_of_scope,
280034,"Varend NL, Passagierschepen",523,Methaan,,280034_523,out_of_scope,
280035,"Varend NL, Overige schepen",523,Methaan,,280035_523,out_of_scope,
8914702,"SBI 24.45: Vervaardiging van overige non-ferrometalen, aluminium",523,Methaan,1.A.2,8914702_523,energetic_emissions_other_ghg_industry,
T104702,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium",523,Methaan,1.A.2,T104702_523,energetic_emissions_other_ghg_industry,
T104704,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, koper",523,Methaan,1.A.2,T104704_523,energetic_emissions_other_ghg_industry,
T104706,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink",523,Methaan,1.A.2,T104706_523,energetic_emissions_other_ghg_industry,
102001,"Uitlaatgassen brommobielen, bebouwde kom",523,Methaan,1.A.3,102001_523,energetic_emissions_other_ghg_transport,
102003,"Uitlaatgassen brommobielen, buitenweg",523,Methaan,1.A.3,102003_523,energetic_emissions_other_ghg_transport,
100423,"Uitlaatgassen autobussen ov diesel, bebouwde kom",523,Methaan,1.A.3,100423_523,energetic_emissions_other_ghg_transport,
100424,"Uitlaatgassen autobussen ov diesel, autosnelweg",523,Methaan,1.A.3,100424_523,energetic_emissions_other_ghg_transport,
100425,"Uitlaatgassen autobussen ov diesel, buitenweg",523,Methaan,1.A.3,100425_523,energetic_emissions_other_ghg_transport,
100426,"Uitlaatgassen autobussen touringcars diesel, bebouwde kom",523,Methaan,1.A.3,100426_523,energetic_emissions_other_ghg_transport,
100427,"Uitlaatgassen autobussen touringcars diesel, autosnelweg",523,Methaan,1.A.3,100427_523,energetic_emissions_other_ghg_transport,
100428,"Uitlaatgassen autobussen touringcars diesel, buitenweg",523,Methaan,1.A.3,100428_523,energetic_emissions_other_ghg_transport,
100429,"Uitlaatgassen autobussen ov aardgas, bebouwde kom",523,Methaan,1.A.3,100429_523,energetic_emissions_other_ghg_transport,
100430,"Uitlaatgassen autobussen ov aardgas, autosnelweg",523,Methaan,1.A.3,100430_523,energetic_emissions_other_ghg_transport,
100431,"Uitlaatgassen autobussen ov aardgas, buitenweg",523,Methaan,1.A.3,100431_523,energetic_emissions_other_ghg_transport,
100432,"Uitlaatgassen autobussen touringcars aardgas, bebouwde kom",523,Methaan,1.A.3,100432_523,energetic_emissions_other_ghg_transport,
100433,"Uitlaatgassen autobussen touringcars aardgas, autosnelweg",523,Methaan,1.A.3,100433_523,energetic_emissions_other_ghg_transport,
100434,"Uitlaatgassen autobussen touringcars aardgas, buitenweg",523,Methaan,1.A.3,100434_523,energetic_emissions_other_ghg_transport,
100435,"Uitlaatgassen autobussen ov overig, bebouwde kom",523,Methaan,1.A.3,100435_523,energetic_emissions_other_ghg_transport,
100436,"Uitlaatgassen autobussen ov overig, autosnelweg",523,Methaan,1.A.3,100436_523,energetic_emissions_other_ghg_transport,
100437,"Uitlaatgassen autobussen ov overig, buitenweg",523,Methaan,1.A.3,100437_523,energetic_emissions_other_ghg_transport,
100438,"Uitlaatgassen autobussen touringcars overig, bebouwde kom",523,Methaan,1.A.3,100438_523,energetic_emissions_other_ghg_transport,
100439,"Uitlaatgassen autobussen touringcars overig, autosnelweg",523,Methaan,1.A.3,100439_523,energetic_emissions_other_ghg_transport,
100440,"Uitlaatgassen autobussen touringcars overig, buitenweg",523,Methaan,1.A.3,100440_523,energetic_emissions_other_ghg_transport,
401107,Mobiele werktuigen containeroverslag,523,Methaan,1.A.2,401107_523,energetic_emissions_other_ghg_industry,
6800201,Aardgasverbruik landbouw (WKK),523,Methaan,1.A.4.c,6800201_523,energetic_emissions_other_ghg_agriculture,
6800202,Aardgasverbruik landbouw (niet WKK),523,Methaan,1.A.4.c,6800202_523,energetic_emissions_other_ghg_agriculture,
930001,"Vliegverkeer, Take Off",523,Methaan,1.A.3,930001_523,energetic_emissions_other_ghg_transport,
930002,"Vliegverkeer, Climb Out",523,Methaan,1.A.3,930002_523,energetic_emissions_other_ghg_transport,
930003,"Vliegverkeer, Approach",523,Methaan,1.A.3,930003_523,energetic_emissions_other_ghg_transport,
930004,"Vliegverkeer, Idle",523,Methaan,1.A.3,930004_523,energetic_emissions_other_ghg_transport,
930005,"Vliegverkeer, APU",523,Methaan,1.A.3,930005_523,energetic_emissions_other_ghg_transport,
930007,"Vliegverkeer, GSE",523,Methaan,1.A.3,930007_523,energetic_emissions_other_ghg_transport,
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T101001_687,non_energetic_emissions_other_ghg_other_industry,
T102100,"SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton",687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T102100_687,non_energetic_emissions_other_ghg_other_industry,
T102500,SBI 20.13 (per bedrijf): Basischemie anorganisch,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T102500_687,non_energetic_emissions_other_ghg_chemical_industry,
T102501,SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T102501_687,non_energetic_emissions_other_ghg_chemical_industry,
T102700,SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T102700_687,non_energetic_emissions_other_ghg_chemical_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T102800_687,non_energetic_emissions_other_ghg_chemical_industry,
T103001,SBI 21.20 (per bedrijf): Vervaardiging van farmaceutische producten (geen grondstoffen),687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T103001_687,non_energetic_emissions_other_ghg_chemical_industry,
T103600,SBI 20.59 (per bedrijf): Vervaardiging van overige chemische producten n.e.g.,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T103600_687,non_energetic_emissions_other_ghg_chemical_industry,
T104700,SBI 20.11 (per bedrijf): Vervaardiging van industriële gassen,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T104700_687,non_energetic_emissions_other_ghg_chemical_industry,
T105000,SBI 10.1 (per bedrijf): Slachterijen en vleesverwerking,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T105000_687,non_energetic_emissions_other_ghg_other_industry,
T105100,SBI 10.3 (per bedrijf): Groente- en fruitverwerking,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T105100_687,non_energetic_emissions_other_ghg_other_industry,
T105300,SBI 10.5 (per bedrijf): Zuivelindustrie,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T105300_687,non_energetic_emissions_other_ghg_other_industry,
T105400,SBI 10.6 (per bedrijf): Meelproduktie (excl. zetmeel),687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T105400_687,non_energetic_emissions_other_ghg_other_industry,
T105600,SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82),687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T105600_687,non_energetic_emissions_other_ghg_other_industry,
T105900,"SBI 18/58 (per bedrijf): Uitgeverijen, drukkerijen, reproductie van opgenomen media",687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T105900_687,non_energetic_emissions_other_ghg_other_industry,
