Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,1.27027512000000E+05,0.00000000000000E+00,3.55878000000000E+03,5.19163200000000E+03,6.69511188000000E+05,2.58899252083200E+05
2.01100000000000E+03,1.15054206000000E+05,0.00000000000000E+00,2.86312000000000E+03,5.62503100000000E+03,6.70106864000000E+05,2.67858039444480E+05
2.01200000000000E+03,1.03080900000000E+05,0.00000000000000E+00,2.16746000000000E+03,6.05843000000000E+03,6.70702540000000E+05,2.76816826805760E+05
2.01300000000000E+03,1.05787736000000E+05,0.00000000000000E+00,1.90552133333333E+03,5.33686133333333E+03,6.56963486666667E+05,2.85775614167040E+05
2.01400000000000E+03,1.08494572000000E+05,0.00000000000000E+00,1.64358266666667E+03,4.61529266666667E+03,6.43224433333333E+05,2.94734401528320E+05
2.01500000000000E+03,1.11201408000000E+05,0.00000000000000E+00,1.38164400000000E+03,3.89372400000000E+03,6.29485380000000E+05,3.03693188889600E+05
2.01600000000000E+03,1.10590135200000E+05,0.00000000000000E+00,1.10531520000000E+03,3.67601040000000E+03,6.29485380000000E+05,3.16072163122560E+05
2.01700000000000E+03,1.09978862400000E+05,0.00000000000000E+00,8.28986400000000E+02,3.45829680000000E+03,6.29485380000000E+05,3.28451137355520E+05
2.01800000000000E+03,1.09367589600000E+05,0.00000000000000E+00,5.52657600000000E+02,3.24058320000000E+03,6.29485380000000E+05,3.40830111588480E+05
2.01900000000000E+03,1.08756316800000E+05,0.00000000000000E+00,2.76328800000000E+02,3.02286960000000E+03,6.29485380000000E+05,3.53209085821440E+05
2.02000000000000E+03,1.08145044000000E+05,0.00000000000000E+00,0.00000000000000E+00,2.80515600000000E+03,6.29485380000000E+05,3.65588060054400E+05
2.02100000000000E+03,9.95955984000000E+04,0.00000000000000E+00,0.00000000000000E+00,2.24412480000000E+03,6.28237713600000E+05,3.64957387297920E+05
2.02200000000000E+03,9.10461528000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.68309360000000E+03,6.26990047200000E+05,3.64326714541440E+05
2.02300000000000E+03,8.24967072000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.12206240000000E+03,6.25742380800000E+05,3.63696041784960E+05
2.02400000000000E+03,7.39472616000000E+04,0.00000000000000E+00,0.00000000000000E+00,5.61031200000000E+02,6.24494714400000E+05,3.63065369028480E+05
2.02500000000000E+03,6.53978160000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.23247048000000E+05,3.62434696272000E+05
2.02600000000000E+03,6.28689888000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.23247048000000E+05,3.66776635633920E+05
2.02700000000000E+03,6.03401616000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.23247048000000E+05,3.71118574995840E+05
2.02800000000000E+03,5.78113344000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.23247048000000E+05,3.75460514357760E+05
2.02900000000000E+03,5.52825072000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.23247048000000E+05,3.79802453719680E+05
2.03000000000000E+03,5.27536800000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.23247048000000E+05,3.84144393081600E+05
2.03100000000000E+03,4.96303272000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.49364306400000E+05,3.83748201221760E+05
2.03200000000000E+03,4.65069744000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.75481564800000E+05,3.83352009361920E+05
2.03300000000000E+03,4.33836216000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.01598823200000E+05,3.82955817502080E+05
2.03400000000000E+03,4.02602688000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.27716081600000E+05,3.82559625642240E+05
2.03500000000000E+03,3.71369160000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.53833340000000E+05,3.82163433782400E+05
2.03600000000000E+03,3.99336984000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.26845227200000E+05,3.94413039244800E+05
2.03700000000000E+03,4.27304808000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.99857114400000E+05,4.06662644707200E+05
2.03800000000000E+03,4.55272632000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.72869001600000E+05,4.18912250169600E+05
2.03900000000000E+03,4.83240456000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.45880888800000E+05,4.31161855632000E+05
2.04000000000000E+03,5.11208280000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.18892776000000E+05,4.43411461094400E+05
2.04100000000000E+03,4.91697792000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.11833831200000E+05,4.44034048302720E+05
2.04200000000000E+03,4.72187304000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.04774886400000E+05,4.44656635511040E+05
2.04300000000000E+03,4.52676816000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.97715941600000E+05,4.45279222719360E+05
2.04400000000000E+03,4.33166328000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.90656996800000E+05,4.45901809927680E+05
2.04500000000000E+03,4.13655840000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.83598052000000E+05,4.46524397136000E+05
2.04600000000000E+03,3.99002040000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.83598052000000E+05,4.46936760092160E+05
2.04700000000000E+03,3.84348240000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.83598052000000E+05,4.47349123048320E+05
2.04800000000000E+03,3.69694440000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.83598052000000E+05,4.47761486004480E+05
2.04900000000000E+03,3.55040640000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.83598052000000E+05,4.48173848960640E+05
2.05000000000000E+03,3.40386840000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.83598052000000E+05,4.48586211916800E+05
