,Coal (TJ),Cokes (TJ),Coal gas (TJ),Network gas (TJ),Crude oil (TJ),Wood pellets (TJ),Heat (TJ),Electricity (TJ),Other (TJ)
Total energetic final consumption incl. refineries,,,,,,,,,
Chemical and petrochemical,0.00000000000000E+00,-,0.00000000000000E+00,7.40923392117060E+04,2.08393316222222E+05,0.00000000000000E+00,6.14293996955155E+04,5.27647790000000E+04,2.03652222222222E+02
Total non-energetic final consumption incl. refineries,,,,,,,,,
   Memo: Feedstock use in petrochemical industry,0.00000000000000E+00,-,0.00000000000000E+00,6.69787930000000E+04,2.01188016690000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
