key,demand,full_load_hours
agriculture_chp_engine_network_gas,9.01898628321122E+04,3.60000000000000E+03
agriculture_chp_engine_biogas,4.23614500000000E+03,8.00000000000000E+03
agriculture_chp_supercritical_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
households_collective_chp_network_gas,0.00000000000000E+00,4.50000000000000E+03
households_collective_chp_biogas,0.00000000000000E+00,8.00000000000000E+03
households_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
buildings_collective_chp_network_gas,0.00000000000000E+00,4.50000000000000E+03
buildings_chp_engine_biogas,1.67950461280396E+02,8.00000000000000E+03
buildings_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,2.69205852320528E+04,3.70000000000000E+03
industry_chp_engine_gas_power_fuelmix,7.97300910992622E+02,1.30000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,3.87675002801358E+04,2.12000000000000E+03
industry_chp_ultra_supercritical_coal,0.00000000000000E+00,4.50000000000000E+03
energy_chp_combined_cycle_network_gas,1.68334285714286E+05,4.90000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,2.39351351351351E+04,5.80000000000000E+03
energy_chp_ultra_supercritical_coal,4.87350000000000E+04,5.90000000000000E+03
energy_chp_ultra_supercritical_lignite,0.00000000000000E+00,4.50000000000000E+03
energy_chp_supercritical_waste_mix,5.03200000000000E+04,5.10000000000000E+03
