PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.58533774000000E+06,x,4.79093800000000E+04,1.74680000000000E+04,0.00000000000000E+00,1.56755000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.34385900000000E+04,2.73587300000000E+04,4.66100500000000E+04,1.30495000000000E+04,1.11780000000000E+04,5.08749800000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.15438500000000E+04,4.10470000000000E+02,9.92820000000000E+02,1.85793000000000E+03,1.08878000000000E+03,0.00000000000000E+00,2.02608500000000E+04,4.42880000000000E+02,0.00000000000000E+00,0.00000000000000E+00,2.90549806000000E+06,1.79761970000000E+05
Imports,x,x,4.74662000000000E+03,1.19041990000000E+05,1.04559615000000E+06,0.00000000000000E+00,9.59990000000000E+02,0.00000000000000E+00,3.13499000000000E+03,0.00000000000000E+00,1.42460000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.09718620000000E+05,x,2.02086289000000E+06,3.35940000000000E+05,0.00000000000000E+00,4.60468000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.84597980000000E+05,4.26316010000000E+05,0.00000000000000E+00,0.00000000000000E+00,1.65421010000000E+05,9.80402000000000E+03,8.12722820000000E+05,1.27980001000000E+06,7.08927980000000E+05,3.79319900000000E+04,4.70400000000000E+04,1.22849900000000E+04,4.60000000000000E+03,0.00000000000000E+00,6.83600200000000E+04,0.00000000000000E+00,8.68732000000000E+03,7.10764000000000E+03,1.29735100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.77001000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.19728750000000E+05,0.00000000000000E+00,8.29554670000000E+06,2.34308400000000E+04
Exports,x,x,-1.75800000000000E+03,-4.30070000000000E+02,-7.85338380000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-7.66649000000000E+03,0.00000000000000E+00,-4.19010000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.01781926000000E+06,x,-2.32714900000000E+04,-3.95990000000000E+02,0.00000000000000E+00,-4.69511500000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.56419900000000E+04,-7.78227980000000E+05,-2.02398000000000E+03,0.00000000000000E+00,-2.91797980000000E+05,-1.25990000000000E+04,-1.28443262000000E+06,-1.09640000000000E+06,-5.57656010000000E+05,-1.98816100000000E+04,-6.39240200000000E+04,-2.19570000000000E+04,-5.75999000000000E+03,0.00000000000000E+00,-6.45200100000000E+04,0.00000000000000E+00,-1.44474000000000E+03,-1.18177000000000E+03,-1.27735500000000E+04,0.00000000000000E+00,-6.04800000000000E+03,-3.85909900000000E+04,0.00000000000000E+00,0.00000000000000E+00,-1.68000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.40673300000000E+04,0.00000000000000E+00,-7.26465840000000E+06,-6.05372800000000E+04
International marine bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.56782000000000E+04,-4.62319980000000E+05,0.00000000000000E+00,0.00000000000000E+00,-1.00801000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.19006190000000E+05,0.00000000000000E+00
International aviation bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.44221990000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.44221990000000E+05,0.00000000000000E+00
Stock changes,x,x,-9.08280000000000E+02,-1.80627000000000E+03,-4.22699700000000E+04,0.00000000000000E+00,-3.40010000000000E+02,0.00000000000000E+00,5.84251000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.35129000000000E+03,x,-2.34850000000000E+03,1.00319900000000E+04,0.00000000000000E+00,-2.68797000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.13990000000000E+02,-5.85202000000000E+03,8.80100000000000E+01,0.00000000000000E+00,-3.56900000000000E+03,-9.46010000000000E+02,4.00438000000000E+03,6.19998000000000E+03,-5.06000000000000E+03,8.71980000000000E+02,2.01599000000000E+03,3.12000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,7.59990000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.08020000000000E+02,-4.14401000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.29319000000000E+04,-4.03599000000000E+03
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,2.08034000000000E+03,1.16805650000000E+05,2.18871457567568E+05,0.00000000000000E+00,6.20030000000000E+02,0.00000000000000E+00,1.31102000000000E+03,0.00000000000000E+00,1.00559000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-1.75470000000000E+02,-9.27921000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.37562853448094E+06,0.00000000000000E+00,2.04315229000000E+06,3.63044000000000E+05,3.41060513164848E-12,1.20831800000000E+04,0.00000000000000E+00,-5.55368939495103E+03,0.00000000000000E+00,1.19369980000000E+05,-3.57763990000000E+05,-1.93598000000000E+03,0.00000000000000E+00,-2.74167990000000E+05,-3.74103000000000E+03,-5.23531951680429E+05,-2.72720040000000E+05,1.46212020000000E+05,1.89224100000000E+04,-1.58760100000000E+04,-9.36001000000000E+03,-1.15999000000000E+03,0.00000000000000E+00,4.84062922980338E+03,0.00000000000000E+00,2.76800000000000E+04,2.26400000000000E+04,4.60169875675676E+04,9.88642476737342E+03,5.23798000000000E+03,8.14002000000000E+03,0.00000000000000E+00,0.00000000000000E+00,9.00200000000000E+01,0.00000000000000E+00,0.00000000000000E+00,3.15438500000000E+04,4.10470000000000E+02,9.92820000000000E+02,1.85794000000000E+03,1.08882000000000E+03,0.00000000000000E+00,2.02608400000000E+04,4.42880000000000E+02,6.56938400000000E+04,-1.93583461135547E+03,3.18872882792652E+06,1.38619550000000E+05
Transfers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,-1.69946000000000E+04,-3.78399000000000E+03,-1.69984000000000E+03,-4.77299000000000E+03,0.00000000000000E+00,1.42560100000000E+04,0.00000000000000E+00,2.25400100000000E+04,2.45740000000000E+05,0.00000000000000E+00,0.00000000000000E+00,-1.71990000000000E+02,-8.98701000000000E+03,-2.11296100000000E+04,-6.44400000000000E+04,-1.34288010000000E+05,-7.67361000000000E+03,-4.20020000000000E+02,-7.80000000000000E+01,5.20000000000000E+02,0.00000000000000E+00,-4.07999000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.45363600000000E+04,0.00000000000000E+00
Statistical differences,x,x,0.00000000000000E+00,0.00000000000000E+00,2.72163000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.72163000000000E+03,0.00000000000000E+00
Transformation processes,0.00000000000000E+00,0.00000000000000E+00,-9.66900000000000E+02,-1.14942020000000E+05,-2.21593087567568E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.96400000000000E+03,0.00000000000000E+00,3.60341000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.39118200000000E+04,2.13809000000000E+04,0.00000000000000E+00,0.00000000000000E+00,-4.51866522529441E+05,0.00000000000000E+00,-2.02615769000000E+06,-1.76923990000000E+05,1.69984000000000E+03,-7.31019000000000E+03,0.00000000000000E+00,6.94086693949510E+04,0.00000000000000E+00,1.05340300000000E+04,2.77639980000000E+05,1.97998000000000E+03,0.00000000000000E+00,2.76146000000000E+05,1.72000000000000E+04,8.53298521680429E+05,3.39800020000000E+05,2.34827980000000E+05,2.22361000000000E+03,2.05380100000000E+04,1.76280200000000E+04,1.21599700000000E+04,0.00000000000000E+00,5.05993807701966E+04,0.00000000000000E+00,-2.76800000000000E+04,-2.26400000000000E+04,-2.86883575675676E+04,-7.13038974699468E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.79990000000000E+02,0.00000000000000E+00,0.00000000000000E+00,-3.15438500000000E+04,-4.10470000000000E+02,0.00000000000000E+00,-1.85794000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-2.02608400000000E+04,-4.42880000000000E+02,3.63182940000000E+05,1.61836193553896E+05,-3.87671862012099E+05,-1.00487260000000E+05
Main activity producer electricity plants,x,x,0.00000000000000E+00,0.00000000000000E+00,-1.60890520000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.89666000000000E+03,-1.42492700000000E+04,0.00000000000000E+00,0.00000000000000E+00,-1.29161730000000E+05,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.16707500000000E+04,-2.86960000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.15438500000000E+04,-4.10470000000000E+02,0.00000000000000E+00,-3.96100000000000E+01,0.00000000000000E+00,0.00000000000000E+00,-1.55187900000000E+04,0.00000000000000E+00,1.73428810000000E+05,0.00000000000000E+00,-1.92239800000000E+05,-2.79265800000000E+04
Autoproducer electricity plants,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.04256000000000E+03,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.69010000000000E+03,-5.01910000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.81833000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-4.74205000000000E+03,-4.42880000000000E+02,9.63893000000000E+03,0.00000000000000E+00,-6.59890000000000E+03,-1.17523900000000E+04
Main activity producer CHP plants,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-6.07025675675676E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.67888571428571E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.76800000000000E+04,-2.26400000000000E+04,-1.19675675675676E+04,-4.45714285714286E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.12636800000000E+05,9.08322631274131E+04,-8.78553577220077E+04,-1.34374100000000E+04
