"11,547.00"
"11,340.00"
"10,915.00"
"10,568.00"
"10,343.00"
"10,317.00"
"10,433.00"
"10,731.00"
"11,039.00"
"11,386.00"
"12,014.00"
"12,531.00"
"12,880.00"
"12,994.00"
"13,032.00"
"13,060.00"
"13,449.00"
"14,295.00"
"14,305.00"
"14,061.00"
"13,701.00"
"13,134.00"
"12,514.00"
"11,770.00"
"11,373.00"
"11,102.00"
"10,657.00"
"10,238.00"
"10,018.00"
"10,017.00"
"10,231.00"
"10,552.00"
"10,824.00"
"11,119.00"
"11,659.00"
"11,945.00"
"12,038.00"
"12,097.00"
"12,210.00"
"12,304.00"
"12,758.00"
"13,806.00"
"13,847.00"
"13,604.00"
"13,211.00"
"12,644.00"
"12,071.00"
"11,415.00"
"10,827.00"
"10,300.00"
"10,003.00"
"9,900.00"
"9,890.00"
"10,031.00"
"10,539.00"
"11,332.00"
"12,376.00"
"13,353.00"
"14,011.00"
"14,341.00"
"14,373.00"
"14,162.00"
"13,949.00"
"13,881.00"
"14,362.00"
"15,328.00"
"14,986.00"
"14,545.00"
"13,946.00"
"13,153.00"
"12,539.00"
"11,919.00"
"11,242.00"
"10,652.00"
"10,281.00"
"10,092.00"
"10,055.00"
"10,138.00"
"10,321.00"
"10,812.00"
"11,519.00"
"12,164.00"
"12,754.00"
"13,140.00"
"13,364.00"
"13,246.00"
"13,122.00"
"13,142.00"
"13,685.00"
"14,792.00"
"14,606.00"
"14,311.00"
"13,905.00"
"13,220.00"
"12,412.00"
"11,623.00"
"10,937.00"
"10,584.00"
"10,433.00"
"10,442.00"
"10,482.00"
"11,003.00"
"12,311.00"
"14,340.00"
"15,693.00"
"16,113.00"
"16,252.00"
"16,388.00"
"16,358.00"
"16,494.00"
"16,436.00"
"16,450.00"
"16,947.00"
"17,476.00"
"16,751.00"
"16,220.00"
"15,418.00"
"14,503.00"
"13,436.00"
"12,495.00"
"11,609.00"
"11,104.00"
"10,856.00"
"10,766.00"
"10,859.00"
"11,270.00"
"12,591.00"
"14,712.00"
"16,165.00"
"16,563.00"
"16,652.00"
"16,708.00"
"16,560.00"
"16,616.00"
"16,537.00"
"16,546.00"
"16,825.00"
"17,442.00"
"16,720.00"
"16,175.00"
"15,358.00"
"14,488.00"
"13,450.00"
"12,568.00"
"11,740.00"
"11,218.00"
"10,923.00"
"10,864.00"
"10,927.00"
"11,375.00"
"12,694.00"
"14,836.00"
"16,270.00"
"16,716.00"
"16,837.00"
"16,865.00"
"16,771.00"
"16,841.00"
"16,807.00"
"16,722.00"
"16,990.00"
"17,676.00"
"16,868.00"
"16,271.00"
"15,492.00"
"14,546.00"
"13,497.00"
"12,616.00"
"11,781.00"
"11,296.00"
"10,987.00"
"10,868.00"
"10,913.00"
"11,345.00"
"12,669.00"
"14,778.00"
"16,220.00"
"16,560.00"
"16,725.00"
"16,859.00"
