GEMEENTECODE,GEMEENTENAAM,chemical_other_co2_scaled,food_co2_scaled,paper_co2_scaled,metal_other_co2_scaled,industry_other_co2_scaled,index,aluminium_co2_scaled,index_dup,fertilizers_co2_scaled,index_dup,refineries_co2_scaled,index_dup,steel_co2_scaled,agriculture_gas_chp_relative,agriculture_gas_final_demand_relative
1706,Cranendonck,5.2241604908264e-06,0.00019797049006088454,0.0,0.8448572584464509,0.0013114053785731753,11.0,0.0024274294084677245,0.0,0.0,59,5.71668028597922e-07,0.0,0.0,0.368,0.632
1708,Steenwijkerland,1.1204587076281267e-05,0.0005558402220940208,0.0,0.0,0.001531978146812281,0.0,0.0,0.0,0.0,266,1.2260925399208444e-06,0.0,0.0,0.03,0.97
1709,Moerdijk,0.17222120598108617,0.00023223461334065287,0.0,0.0,0.0326035177511808,38.0,0.0026971437871863677,0.0,0.0,188,1.0371324515501033e-06,0.0,0.0,0.861,0.139
1711,Echt-Susteren,4.8386534562032105e-05,0.0004720834762990317,0.0009550166531656114,0.0,0.004217883910915771,0.0,0.0,0.0,0.0,84,8.824237031320123e-07,0.0,0.0,0.058,0.942
1714,Sluis,5.666477479447037e-06,0.0006472112175067365,0.0,0.0,0.0002502616338211429,0.0,0.0,0.0,0.0,257,6.200697730206174e-07,0.0,0.0,0.004,0.996
1719,Drimmelen,6.841406311257537e-06,0.00020177761486974755,0.0,0.0,0.00043289638367725685,0.0,0.0,0.0,0.0,79,7.48639569106212e-07,0.0,0.0,0.968,0.03200000000000003
1721,Bernheze,8.07211216069884e-06,0.0004987333499610746,0.0,0.0,0.000732434845582413,0.0,0.0,0.0,0.0,36,8.833129176699698e-07,0.0,0.0,0.122,0.878
1723,Alphen-Chaam,2.603732582871119e-06,0.00017512774120770545,0.0,0.0,0.0002937263992634458,0.0,0.0,0.0,0.0,12,2.8492054852829505e-07,0.0,0.0,0.292,0.708
1724,Bergeijk,4.7879224969049935e-06,0.0003312198583710934,0.0,0.0,0.0013954242607618446,6.0,0.0008091431361559103,0.0,0.0,31,5.239314947715818e-07,0.0,0.0,0.0,1.0
1728,Bladel,0.00012120549348844072,0.0004644692266813052,0.00019454042934855,0.0,0.0029080184355527888,0.0,0.0,0.0,0.0,40,5.773099377858012e-07,0.0,0.0,0.21,0.79
1729,Gulpen-Wittem,3.562261803891025e-06,0.000871831581229664,0.0,0.0,2.752062388740056e-05,0.0,0.0,0.0,0.0,111,3.8981022622793026e-07,0.0,0.0,0.125,0.875
1730,Tynaarlo,8.645414294510249e-06,0.00019035624044315828,0.0,0.0,0.00017112546634880037,0.0,0.0,0.0,0.0,279,9.460480693182354e-07,0.0,0.0,0.032,0.968
1731,Midden-Drenthe,3.671591502267243e-05,0.010154904253359485,0.0,0.0,0.00109746222877505,0.0,0.0,0.0,0.0,186,9.187733703276384e-07,0.0,0.0,0.023,0.977
1734,Overbetuwe,1.2624513938385906e-05,0.002138426381235092,0.00026528240365711325,0.0,0.005485218910490103,0.0,0.0,0.0,0.0,225,1.3814719145472561e-06,0.0,0.0,0.655,0.345
1735,Hof van Twente,0.0003384114364329162,0.0005862972205649271,0.0,0.0,0.0028229517256051946,26.0,0.010518860770026839,0.0,0.0,139,9.639787332707965e-07,0.0,0.0,0.015,0.985
1740,Neder-Betuwe,6.31514907905957e-06,0.0012982295598223392,0.0,0.0,0.009380309463447747,0.0,0.0,0.0,0.0,193,6.9105243429397e-07,0.0,0.0,0.263,0.737
1742,Rijssen-Holten,9.680071286733388e-06,0.0013096509342489294,0.0,0.0,0.003061047954402041,44.0,0.0048548588169354595,0.0,0.0,240,1.0592682362824628e-06,0.0,0.0,0.0,1.0
1771,Geldrop-Mierlo,4.828044374805584e-05,0.0012657069133822064,0.0,0.0,0.000960969844796127,0.0,0.0,0.0,0.0,100,1.1303676603334216e-06,0.0,0.0,0.815,0.18500000000000005
1773,Olst-Wijhe,8.709561833004308e-06,0.0006692680236948234,0.0,0.0,0.0004542500970487804,0.0,0.0,0.0,0.0,213,5.103581745966302e-07,0.0,0.0,0.026,0.974
1774,Dinkelland,9.503454936244913e-06,0.0007690392113903586,0.0,0.0,0.0009145457848529461,0.0,0.0,0.0,0.0,73,7.448019002644824e-07,0.0,0.0,0.323,0.677
1783,Westland,6.345208739146893e-05,0.0012715796861602964,0.001485581460479837,0.0,0.0026123683492713604,57.0,0.05259430385013414,0.0,0.0,319,3.2489485240795175e-06,0.0,0.0,1.0,0.0
1842,Midden-Delfland,5.4639678963318736e-06,0.0001104066194570318,0.0,0.0,0.00029519907625919753,0.0,0.0,0.0,0.0,185,5.979096088459295e-07,0.0,0.0,0.991,0.009000000000000008
1859,Berkelland,2.0475516583243036e-05,0.01872305616169519,0.0,0.0,0.002066579430540008,0.0,0.0,0.0,0.0,35,1.2023763826132828e-06,0.0,0.0,0.011,0.989
1876,Bronckhorst,4.7434345660244304e-05,0.020901730102749417,0.0002122259229256908,0.0,0.00134634211436108,9.0,0.0008091431361559103,0.0,0.0,50,9.972983042017316e-07,0.0,0.0,0.014,0.986
1883,Sittard-Geleen,0.24212749139855264,0.005688498061992986,0.00028296789723425517,0.0,0.01166130966260628,0.0,0.0,0.0,0.0,255,2.55781819681923e-06,0.0,0.0,0.231,0.769
1884,Kaag en Braassem,7.0610865584567276e-06,0.0008261460835233047,0.0,0.0,0.0008080087998010688,0.0,0.0,0.0,0.0,148,7.726786800904155e-07,0.0,0.0,0.938,0.062000000000000055
1891,Dantumadiel,4.797074670406433e-06,0.0003616768568419996,0.0,0.0,0.0002130376889227688,0.0,0.0,0.0,0.0,62,5.249329963510487e-07,0.0,0.0,0.004,0.996
1892,Zuidplas,5.155031642233213e-05,0.0021083064755215127,0.0,0.0,0.0007389904154848757,60.0,0.0005394287574372735,0.0,0.0,338,1.3615098172577078e-06,0.0,0.0,0.998,0.0020000000000000018
1894,Peel en Maas,1.1355731308895747e-05,0.0012487369373071168,4.421373394285236e-05,0.0,0.014427776795169569,0.0,0.0,0.0,0.0,227,1.2426319103410994e-06,0.0,0.0,0.928,0.07199999999999995
1895,Oldambt,0.0012936400807969477,0.0004187837289749459,0.0010434441210513156,0.0,0.0025045447482915,0.0,0.0,0.0,0.0,210,1.0687955158256595e-06,0.0,0.0,0.004,0.996
1896,Zwartewaterland,3.440810883911295e-05,0.0005939114701826536,8.842746788570472e-05,0.0,0.0049256731354391375,0.0,0.0,0.0,0.0,341,6.407696914714219e-07,0.0,0.0,0.231,0.769
1900,Súdwest-Fryslân,3.217149457089222e-05,0.012143960733656088,0.001105343348571309,0.0,0.004118486145268908,0.0,0.0,0.0,0.0,269,2.482240714971577e-06,0.0,0.0,0.168,0.832
1901,Bodegraven-Reeuwijk,8.095224458785474e-05,0.00020939186448747408,0.0,0.0,0.0004283275036485341,0.0,0.0,0.0,0.0,43,1.0372207873492536e-06,0.0,0.0,0.144,0.856
1903,Eijsden-Margraten,0.002559388824040952,0.0006510183423156,0.0,0.0,0.0004483061600626918,0.0,0.0,0.0,0.0,90,7.108522082815842e-07,0.0,0.0,0.105,0.895
1904,Stichtse Vecht,1.8939322412714693e-05,0.0004568549770635786,0.0,0.0,0.0007354825846272439,0.0,0.0,0.0,0.0,268,1.777347467701946e-06,0.0,0.0,0.589,0.41100000000000003
1911,Hollands Kroon,1.5054349663134566e-05,0.0017521082737003743,0.0,0.0,0.0008848233642240105,0.0,0.0,0.0,0.0,140,1.3522237149364927e-06,0.0,0.0,0.912,0.08799999999999997
1916,Leidschendam-Voorburg,1.8961651630396408e-05,0.00022842748853178988,0.0,0.0,0.00024069222739286428,0.0,0.0,0.0,0.0,165,2.07493051286304e-06,0.0,0.0,0.966,0.03400000000000003
1924,Goeree-Overflakkee,1.2886506676281286e-05,0.000993659575113286,0.0,0.0,0.000697007885780729,0.0,0.0,0.0,0.0,104,1.410141185378918e-06,0.0,0.0,0.913,0.08699999999999997
1926,Pijnacker-Nootdorp,1.4699535431640932e-05,0.0001484778675456634,0.0,0.0,0.0005715508249978122,0.0,0.0,0.0,0.0,229,1.6085368082139764e-06,0.0,0.0,0.999,0.0010000000000000009
1930,Nissewaard,4.72988479298651e-05,0.0006624397167421898,0.0,0.0,0.0008114464172601147,0.0,0.0,0.0,0.0,199,2.407237773238474e-06,0.0,0.0,0.476,0.524
1931,Krimpenerwaard,1.9083977745019914e-05,0.0019378265277113494,0.0,0.0,0.002185130032098161,0.0,0.0,0.0,0.0,155,1.6456069677168219e-06,0.0,0.0,0.126,0.874
1940,De Fryske Marren,1.299309450942383e-05,0.008441760322944516,0.0,0.0,0.002584454694715793,0.0,0.0,0.0,0.0,64,1.4218048501059379e-06,0.0,0.0,0.0,1.0
1942,Gooise Meren,0.00044033081447999534,0.0002817272358558743,0.0,0.0,0.0004898630436100648,19.0,0.0018880006510304489,0.0,0.0,107,1.6497859488658832e-06,0.0,0.0,0.0,1.0
1945,Berg en Dal,8.884705385903466e-06,0.0001332493683102106,0.0,0.0,0.006107043224139164,5.0,0.0013485718935931838,0.0,0.0,30,9.72233150484495e-07,0.0,0.0,0.572,0.42800000000000005
1948,Meierijstad,3.220623548378247e-05,0.03087018394310593,7.074197430856379e-05,0.0,0.005386180327998908,37.0,0.0016182862723118161,0.0,0.0,182,2.313006844740851e-06,0.0,0.0,0.299,0.7010000000000001
1949,Waadhoeke,1.1635042797056653e-05,0.004888699466248779,0.015542236731668085,0.0,0.001316334996374676,0.0,0.0,0.0,0.0,305,1.273196332717115e-06,0.0,0.0,0.871,0.129
1950,Westerwolde,0.0001618829419976768,0.02336413894270486,0.0,0.0,0.0004720292870216304,0.0,0.0,0.0,0.0,318,7.144783865921623e-07,0.0,0.0,0.0,1.0
1952,Midden-Groningen,5.234440158431816e-05,0.0009137099541271572,0.05639558429541485,0.0,0.010019015986870761,0.0,0.0,0.0,0.0,187,1.6868173918396722e-06,0.0,0.0,0.666,0.33399999999999996
1954,Beekdaelen,9.035367644151873e-06,0.000871831581229664,0.0,0.0,0.0003034720816514861,0.0,0.0,0.0,0.0,27,9.887197795435061e-07,0.0,0.0,0.056,0.944
1955,Montferland,9.257410030686397e-06,0.0017322417880327385,0.00045098008621709344,0.0,0.0040091487861252705,0.0,0.0,0.0,0.0,190,1.0130173740753453e-06,0.0,0.0,0.047,0.953
1959,Altena,6.828359811629617e-05,0.002677375961338308,8.842746788570472e-05,0.0,0.0014209710014016293,0.0,0.0,0.0,0.0,13,1.5693270118229529e-06,0.0,0.0,0.695,0.30500000000000005
1960,West Betuwe,9.1561172202154e-05,0.010523745211082087,1.768549357714092e-05,0.0,0.010111556319406589,0.0,0.0,0.0,0.0,313,1.460282640089066e-06,0.0,0.0,0.778,0.22199999999999998
1961,Vijfheerenlanden,1.4948140394377142e-05,0.003176634798529289,0.0,0.0,0.047282915139544184,0.0,0.0,0.0,0.0,296,1.6357410851875957e-06,0.0,0.0,0.002,0.998
1963,Hoeksche Waard,0.0001106531983446367,0.003160838433808128,0.0018216058384455155,0.0,0.00228375605020377,0.0,0.0,0.0,0.0,138,2.4391103023755003e-06,0.0,0.0,0.964,0.03600000000000003
1966,Het Hogeland,1.1991789525659576e-05,0.02163377682422081,0.0,0.0,0.001176002137456791,0.0,0.0,0.0,0.0,132,0.00048004303815115724,0.0,0.0,0.441,0.5589999999999999
1969,Westerkwartier,1.602295430110301e-05,0.004825387167902588,0.0,0.0,0.0031101092309788986,56.0,0.03856915615676503,0.0,0.0,315,1.7533555321875639e-06,0.0,0.0,0.056,0.944
1970,Noardeast-Fryslân,5.8554857914993524e-05,0.002493666749805373,0.0,0.0,0.0007817520104716561,0.0,0.0,0.0,0.0,200,1.2425820704927647e-06,0.0,0.0,0.013,0.987
1978,Molenlanden,0.0001867258641215116,0.0002208132389140636,0.0,0.0,0.00307152914993383,39.0,0.00593371633181001,0.0,0.0,189,1.248912999488253e-06,0.0,0.0,0.01,0.99
1979,Eemsdelta,0.040598371760058094,0.0003350269831799567,8.842746788570472e-05,0.0,0.0019488239306679864,14.0,0.03501694363652888,0.0,0.0,88,1.2383643808254855e-06,0.0,0.0,0.054,0.946
1980,Dijk en Waard,0.0002621415104802007,0.0025088952490408263,0.0,0.0,0.0024901592125714748,0.0,0.0,0.0,0.0,72,2.453383887921743e-06,0.0,0.0,0.969,0.031000000000000028
1982,Land van Cuijk,2.999635197571601e-05,0.0024746252422168853,0.012772954358003333,0.0,0.01084730792602746,31.0,0.0008091431361559103,0.0,0.0,157,2.5037730305508216e-06,0.0,0.0,0.24,0.76
1991,Maashorst,0.00021746887483471914,0.0028844621543580875,0.0001591694421942684,0.0,0.0024517606369160163,35.0,0.003236572544623643,0.0,0.0,177,1.6212283262546955e-06,0.0,0.0,0.184,0.8160000000000001
1992,Voorne aan Zee,1.8561715827029858e-05,0.009623907692710354,0.00015032669540569743,0.0,0.0013979490312107093,0.0,0.0,0.0,0.0,301,2.031166445377418e-06,0.0,0.0,0.996,0.0040000000000000036
9997,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,4.934270274553425e-09,0.0,0.0,1.0,0.0
9998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,1.7744783521706751e-09,0.0,0.0,1.0,0.0
