geo_id,Woningtype ETM,Bouwjaarklasse ETM,Woningkenmerken/eigendom,Woningkenmerken/oppervlakte,Functionele vraag/ruimteverwarming,Functionele vraag ruimteverwarming (% van totaal),Gemiddelde netto warmtevraag (kWh/m2),Aantal woningen (#)
GM0014,Rijtjeshuis,>= 2005,Koop,302413,69329.9,4.0713483540641775,113.29097487512975,2249.0
GM0014,Rijtjeshuis,>= 2005,Particuliere huur,16642,3107.5,0.3454089948170311,116.30705288082085,104.0
GM0014,Rijtjeshuis,>= 2005,Sociale huur,63321,17075.9,1.2597371814019627,111.31887117865347,537.0
GM0014,Vrijstaand huis,1945 - 1964,Koop,114489,18680.5,1.0969988840038118,262.45277173277174,626.0
GM0014,Vrijstaand huis,1945 - 1964,Particuliere huur,8634,1568.5,0.17434400912969053,288.80365200132314,51.0
GM0014,Vrijstaand huis,1945 - 1964,Sociale huur,351,83.4,0.006152652623224759,313.0,3.0
GM0014,Vrijstaand huis,1965 - 1984,Koop,164543,22865.3,1.3427482445551437,207.44855328078035,776.0
GM0014,Vrijstaand huis,1965 - 1984,Particuliere huur,6006,1193.2,0.13262816174277764,261.51394831013914,33.0
GM0014,Vrijstaand huis,1965 - 1984,Sociale huur,777,316.6,0.02335647266802109,201.8146718146718,8.0
GM0014,Vrijstaand huis,1985 - 2004,Koop,311544,51301.4,3.012637699624376,141.35751519961454,1611.0
GM0014,Vrijstaand huis,1985 - 2004,Particuliere huur,7983,1251.1,0.1390639399567458,160.2595201827875,40.0
GM0014,Vrijstaand huis,1985 - 2004,Sociale huur,488,238.9,0.01762432508019658,174.63704663212434,5.0
GM0014,Vrijstaand huis,< 1945,Koop,477287,67238.6,3.9485382704948324,298.257225640591,2142.0
GM0014,Vrijstaand huis,< 1945,Particuliere huur,31312,3755.1,0.4173918958768893,254.8200478905359,123.0
GM0014,Vrijstaand huis,< 1945,Sociale huur,1417,186.9,0.013788138792334622,300.4013605442177,6.0
GM0014,Vrijstaand huis,>= 2005,Koop,167467,22823.8,1.3403111869985387,116.32594077171963,790.0
GM0014,Vrijstaand huis,>= 2005,Particuliere huur,3015,346.2,0.03848128527937447,102.3303164556962,12.0
GM0034,Appartement,1965 - 1984,Koop,21257,9032.1,0.4546065167968252,171.16718486762937,273.0
GM0034,Appartement,1965 - 1984,Particuliere huur,84887,35506.6,13.369208866919767,195.98588109568428,1013.0
GM0034,Appartement,1965 - 1984,Sociale huur,192065,92274.0,11.406645285027063,134.63471420206884,2595.0
GM0034,Appartement,1985 - 2004,Koop,150961,55235.7,2.7801407402303338,145.88675966945942,1604.0
GM0034,Appartement,1985 - 2004,Particuliere huur,282914,105255.3,39.631507664780635,140.32369350515842,2938.0
GM0034,Appartement,1985 - 2004,Sociale huur,583021,305084.0,37.71360264145042,138.09360161856637,8506.0
GM0034,Appartement,>= 2005,Koop,342590,152644.0,7.682926135664417,115.31067128586518,4710.0
GM0034,Appartement,>= 2005,Particuliere huur,114532,41380.0,15.580705077735969,123.30250141890116,1230.0
GM0034,Appartement,>= 2005,Sociale huur,109118,49321.4,6.096968970250924,124.42495864210818,1447.0
GM0034,Hoekhuis,1965 - 1984,Koop,212867,62632.3,3.1524287532217086,192.30765599831142,1784.0
GM0034,Hoekhuis,1965 - 1984,Particuliere huur,2830,900.9,0.3392135622168278,190.07064429530203,25.0
GM0034,Hoekhuis,1965 - 1984,Sociale huur,74200,27939.9,3.453849714969847,144.5097778278504,789.0
GM0034,Hoekhuis,1985 - 2004,Koop,1077425,282960.1,14.242037339431729,150.99129764480057,7978.0
GM0034,Hoekhuis,1985 - 2004,Particuliere huur,64637,16816.9,6.332024147457179,147.55278976513273,475.0
GM0034,Hoekhuis,1985 - 2004,Sociale huur,98092,38491.2,4.758170936504689,141.3423897101483,1065.0
GM0034,Hoekhuis,>= 2005,Koop,348453,76777.1,3.8643693051185806,115.63569598951025,2297.0
GM0034,Hoekhuis,>= 2005,Particuliere huur,10082,2509.9,0.945046198033096,116.37223923657346,74.0
GM0034,Hoekhuis,>= 2005,Sociale huur,20842,6529.1,0.807108478341355,111.2090263528465,196.0
GM0034,Rijtjeshuis,1965 - 1984,Koop,589061,180348.6,9.07736283424496,182.80421601609086,5106.0
GM0034,Rijtjeshuis,1965 - 1984,Particuliere huur,11368,3792.7,1.4280555859915227,177.94689767898006,102.0
GM0034,Rijtjeshuis,1965 - 1984,Sociale huur,267424,95540.2,11.810403492430614,129.6797575031839,2705.0
GM0034,Rijtjeshuis,1985 - 2004,Koop,2846384,840792.3,42.31902424160398,140.16066069625015,23530.0
GM0034,Rijtjeshuis,1985 - 2004,Particuliere huur,161359,46062.0,17.3436065077495,136.9269292795861,1268.0
GM0034,Rijtjeshuis,1985 - 2004,Sociale huur,452888,171473.3,21.197033931042668,123.37904833676147,4862.0
GM0034,Rijtjeshuis,>= 2005,Koop,579796,146732.7,7.385396712524608,114.25717258249193,4285.0
GM0034,Rijtjeshuis,>= 2005,Particuliere huur,34272,9510.6,3.581001781351274,117.49646449984222,277.0
GM0034,Rijtjeshuis,>= 2005,Sociale huur,83103,22237.1,2.748886055310004,112.2855505033686,691.0
GM0034,Vrijstaand huis,1965 - 1984,Koop,20001,4131.4,0.2079429328167761,173.75259081562714,107.0
GM0034,Vrijstaand huis,1965 - 1984,Particuliere huur,550,91.0,0.03426399618351796,,4.0
GM0034,Vrijstaand huis,1985 - 2004,Koop,530879,96407.0,4.852387646818738,141.24786067596935,2754.0
GM0034,Vrijstaand huis,1985 - 2004,Particuliere huur,17540,2524.8,0.9506564567488589,168.1057043305127,73.0
GM0034,Vrijstaand huis,>= 2005,Koop,453335,79101.8,3.981376841527342,114.68209538647184,2425.0
GM0034,Vrijstaand huis,>= 2005,Particuliere huur,6899,1234.2,0.4647101548318447,120.26088839709136,37.0
GM0034,Vrijstaand huis,>= 2005,Sociale huur,459,59.3,0.0073304946724115656,,2.0
GM0037,Appartement,1945 - 1964,Koop,2867,1103.8,0.3138354283179752,251.52921925829537,31.0
GM0037,Appartement,1945 - 1964,Particuliere huur,6678,2558.2,4.437667613803918,205.07466387809978,68.0
GM0037,Appartement,1945 - 1964,Sociale huur,31000,12955.3,7.466545406552774,247.14840100610851,383.0
GM0037,Appartement,1965 - 1984,Koop,4980,1540.4,0.4379707318182723,195.52611341059603,44.0
GM0037,Appartement,1965 - 1984,Particuliere huur,12920,6396.4,11.095730249759747,200.01031330557208,165.0
GM0037,Appartement,1965 - 1984,Sociale huur,31136,13466.9,7.761396519996106,228.0502732026144,458.0
GM0037,Appartement,1985 - 2004,Koop,7793,3202.9,0.9106572688527294,155.48536465092135,81.0
GM0037,Appartement,1985 - 2004,Particuliere huur,41306,21810.1,37.83362302549639,151.3793873656724,530.0
GM0037,Appartement,1985 - 2004,Sociale huur,59452,35260.2,20.321558307729816,156.94583968762663,829.0
GM0037,Appartement,< 1945,Koop,7534,2222.5,0.6319072652986952,316.17513343799055,50.0
GM0037,Appartement,< 1945,Particuliere huur,7589,3119.0,5.4104781828842246,339.1655027057819,73.0
GM0037,Appartement,< 1945,Sociale huur,566,557.8,0.32147762134224117,118.0,14.0
GM0037,Appartement,>= 2005,Koop,4464,2164.9,0.6155302761058021,135.6282604517059,50.0
GM0037,Appartement,>= 2005,Particuliere huur,16035,4971.3,8.623632635643586,119.12817005545286,134.0
GM0037,Appartement,>= 2005,Sociale huur,27339,13046.3,7.518991558474868,129.03364695380495,303.0
GM0037,Hoekhuis,1945 - 1964,Koop,26767,9802.6,2.7871019837196807,281.44141541585094,272.0
GM0037,Hoekhuis,1945 - 1964,Particuliere huur,1611,645.8,1.1202586760200808,327.9529411764706,18.0
GM0037,Hoekhuis,1945 - 1964,Sociale huur,34906,14474.0,8.341819812311938,249.94974419183833,374.0
GM0037,Hoekhuis,1965 - 1984,Koop,102648,35157.4,9.996047914066299,216.82730795610425,893.0
GM0037,Hoekhuis,1965 - 1984,Particuliere huur,4799,1580.9,2.7423613207187145,280.5546076736951,44.0
GM0037,Hoekhuis,1965 - 1984,Sociale huur,28379,10573.3,6.093724155141482,226.22539182445044,281.0
GM0037,Hoekhuis,1985 - 2004,Koop,94422,30768.8,8.748269185386949,167.07743465766546,826.0
GM0037,Hoekhuis,1985 - 2004,Particuliere huur,1146,406.7,0.7054958246165483,144.1533922261484,10.0
GM0037,Hoekhuis,1985 - 2004,Sociale huur,19023,6736.8,3.882628969986394,163.14862685452024,193.0
GM0037,Hoekhuis,< 1945,Koop,36838,13514.3,3.842422657109632,319.09452214610326,332.0
GM0037,Hoekhuis,< 1945,Particuliere huur,3043,1081.0,1.8751929835517303,345.5852815934066,28.0
GM0037,Hoekhuis,< 1945,Sociale huur,4705,2339.5,1.3483271694696544,296.97088204038255,62.0
GM0037,Hoekhuis,>= 2005,Koop,8904,1889.7,0.5372846610730908,130.83154421957306,57.0
GM0037,Hoekhuis,>= 2005,Particuliere huur,626,172.1,0.2985390494627685,118.0,5.0
GM0037,Hoekhuis,>= 2005,Sociale huur,17544,5458.0,3.145616452646024,118.0,143.0
GM0037,Rijtjeshuis,1945 - 1964,Koop,21366,8586.5,2.4413371129301447,274.9128565190813,230.0
GM0037,Rijtjeshuis,1945 - 1964,Particuliere huur,1260,697.7,1.2102887554338966,315.41396761133603,14.0
GM0037,Rijtjeshuis,1945 - 1964,Sociale huur,60025,24258.6,13.980991439750612,235.80959216101695,658.0
GM0037,Rijtjeshuis,1965 - 1984,Koop,135601,46086.2,13.103354155234523,211.56977185456532,1225.0
GM0037,Rijtjeshuis,1965 - 1984,Particuliere huur,8300,2837.4,4.921991278010804,262.0116626213592,77.0
GM0037,Rijtjeshuis,1965 - 1984,Sociale huur,50671,19633.6,11.315458993160677,204.42018631132154,514.0
GM0037,Rijtjeshuis,1985 - 2004,Koop,12080,4276.6,1.2159345830265018,170.81668154158214,116.0
GM0037,Rijtjeshuis,1985 - 2004,Particuliere huur,628,101.2,0.17554998143888537,220.0,4.0
GM0037,Rijtjeshuis,1985 - 2004,Sociale huur,26059,10495.5,6.048885576904791,160.94369126482823,292.0
GM0037,Rijtjeshuis,< 1945,Koop,1733,822.1999999999999,0.23377014781938682,290.8832807570978,15.0
GM0037,Rijtjeshuis,< 1945,Particuliere huur,678,149.0,0.25846785804737077,310.788256227758,4.0
GM0037,Rijtjeshuis,< 1945,Sociale huur,262,76.9,0.04431988003086832,118.0,2.0
GM0037,Rijtjeshuis,>= 2005,Koop,605,242.0,0.06880610042847435,118.0,5.0
GM0037,Rijtjeshuis,>= 2005,Sociale huur,11377,3356.6,1.9345137751835189,118.0,94.0
GM0037,Vrijstaand huis,1945 - 1964,Koop,59358,17346.5,4.932004219349299,291.32213709338487,437.0
GM0037,Vrijstaand huis,1945 - 1964,Particuliere huur,6274,1278.1,2.217099123290903,378.0975164353543,31.0
GM0037,Vrijstaand huis,1945 - 1964,Sociale huur,210,89.8,0.05175455431432997,220.0,2.0
GM0037,Vrijstaand huis,1965 - 1984,Koop,106608,27087.4,7.701563490687009,218.5282381328607,715.0
GM0037,Vrijstaand huis,1965 - 1984,Particuliere huur,8035,1305.6,2.264802922594948,207.21321929824563,38.0
GM0037,Vrijstaand huis,1965 - 1984,Sociale huur,324,71.4,0.04115005766195056,252.14814814814815,2.0
GM0037,Vrijstaand huis,1985 - 2004,Koop,151262,33650.9,9.567715722762593,146.7747068396809,906.0
GM0037,Vrijstaand huis,1985 - 2004,Particuliere huur,8677,1352.4,2.3459861155923774,156.3224884080371,34.0
GM0037,Vrijstaand huis,< 1945,Koop,366624,99826.4,28.38291447856633,314.73796997339986,2541.0
GM0037,Vrijstaand huis,< 1945,Particuliere huur,32132,6469.8,11.223056026811271,349.8805864448052,163.0
GM0037,Vrijstaand huis,< 1945,Sociale huur,1479,622.3,0.3586509927595494,313.4685598377282,15.0
GM0037,Vrijstaand huis,>= 2005,Koop,56209,12421.0,3.5315726174466113,120.58067996957107,279.0
GM0037,Vrijstaand huis,>= 2005,Particuliere huur,5190,714.7,1.2397783768218515,106.11159649122807,18.0
GM0037,Vrijstaand huis,>= 2005,Sociale huur,145,38.5,0.02218875658242432,118.0,1.0
GM0047,Appartement,1945 - 1964,Koop,7551,2778.5,0.8517234793969364,274.3633439568522,82.0
GM0047,Appartement,1945 - 1964,Particuliere huur,8014,4230.5,10.690450740030373,254.5655900621118,108.0
GM0047,Appartement,1945 - 1964,Sociale huur,18373,11283.9,9.523226785452053,253.68743210145325,289.0
GM0047,Appartement,1965 - 1984,Koop,9756,5523.6,1.6932084976774942,182.30535270205644,143.0
GM0047,Appartement,1965 - 1984,Particuliere huur,8330,4052.1,10.239634899817297,210.03222378277152,117.0
GM0047,Appartement,1965 - 1984,Sociale huur,42245,23579.2,19.900040679156238,184.84577677902624,615.0
GM0047,Appartement,1985 - 2004,Koop,16152,6039.3,1.8512915634773863,157.73871320523304,147.0
GM0047,Appartement,1985 - 2004,Particuliere huur,14442,5939.0,15.007821048348987,148.94899370409235,163.0
GM0047,Appartement,1985 - 2004,Sociale huur,39899,22920.1,19.34378275642638,138.2165337571303,592.0
GM0047,Appartement,< 1945,Koop,5799,1646.8,0.504811310372818,276.3961282722513,40.0
GM0047,Appartement,< 1945,Particuliere huur,17379,7107.6,17.960866961314238,200.9029182250076,174.0
GM0047,Appartement,< 1945,Sociale huur,148,110.1,0.09292064526256623,118.0,2.0
GM0047,Appartement,>= 2005,Koop,2984,1476.2,0.4525154580837709,119.60950413223141,27.0
GM0047,Appartement,>= 2005,Particuliere huur,7413,2837.6,7.17059993379274,129.57644856278367,76.0
GM0047,Appartement,>= 2005,Sociale huur,6334,3908.6,3.2987251051159525,118.0,73.0
GM0047,Hoekhuis,1945 - 1964,Koop,43294,16118.5,4.94097711090859,269.19888055205655,436.0
GM0047,Hoekhuis,1945 - 1964,Particuliere huur,1538,617.9,1.5614299757155816,286.5594451783355,19.0
GM0047,Hoekhuis,1945 - 1964,Sociale huur,19336,7324.9,6.181965799125989,247.98780620281354,203.0
GM0047,Hoekhuis,1965 - 1984,Koop,125149,38478.0,11.795075054970422,222.24183452296424,1035.0
GM0047,Hoekhuis,1965 - 1984,Particuliere huur,9833,3314.5,8.37572366808431,219.2991318926975,89.0
GM0047,Hoekhuis,1965 - 1984,Sociale huur,30726,10997.5,9.281514952543798,206.27739406365944,294.0
GM0047,Hoekhuis,1985 - 2004,Koop,68445,21033.3,6.447563598776167,155.77556438296415,557.0
GM0047,Hoekhuis,1985 - 2004,Particuliere huur,1259,381.09999999999997,0.9630376496928437,158.08762419006482,9.0
GM0047,Hoekhuis,1985 - 2004,Sociale huur,8731,3213.8,2.712337599862265,183.69781074291183,90.0
GM0047,Hoekhuis,< 1945,Koop,93063,26525.0,8.130993446465265,311.63034073963615,720.0
GM0047,Hoekhuis,< 1945,Particuliere huur,6473,1613.5,4.07730581941591,306.34809215844786,44.0
GM0047,Hoekhuis,< 1945,Sociale huur,3034,1319.0,1.1131910181773375,198.10118655240606,35.0
GM0047,Hoekhuis,>= 2005,Koop,30868,8798.6,2.697129460436165,111.92815597711532,210.0
GM0047,Hoekhuis,>= 2005,Particuliere huur,526,185.7,0.46926290093928386,118.0,4.0
GM0047,Hoekhuis,>= 2005,Sociale huur,1080,301.3,0.25428692477394377,118.0,8.0
GM0047,Rijtjeshuis,1945 - 1964,Koop,21656,8579.8,2.6300583439013256,260.2140119294606,235.0
GM0047,Rijtjeshuis,1945 - 1964,Particuliere huur,1096,485.2,1.2260977896378058,258.8709923664122,14.0
GM0047,Rijtjeshuis,1945 - 1964,Sociale huur,20699,7723.3,6.518201812501161,225.51946705987677,210.0
GM0047,Rijtjeshuis,1965 - 1984,Koop,176136,54600.1,16.737155712586166,207.98312626667936,1498.0
GM0047,Rijtjeshuis,1965 - 1984,Particuliere huur,12243,4006.3,10.123898546219994,224.41532935303906,111.0
GM0047,Rijtjeshuis,1965 - 1984,Sociale huur,52931,19697.6,16.624102653259985,193.22436229415106,518.0
GM0047,Rijtjeshuis,1985 - 2004,Koop,22730,6669.9,2.0445961616806283,163.1914600475407,191.0
GM0047,Rijtjeshuis,1985 - 2004,Particuliere huur,1031,434.9,1.0989899602503745,167.8699212598425,9.0
GM0047,Rijtjeshuis,1985 - 2004,Sociale huur,10913,4379.7,3.6963174392049165,190.27438319198149,118.0
GM0047,Rijtjeshuis,< 1945,Koop,6955,2135.2,0.6545258136434544,291.10465254456216,55.0
GM0047,Rijtjeshuis,< 1945,Particuliere huur,2172,420.4,1.062348538259962,283.50997150997154,12.0
GM0047,Rijtjeshuis,< 1945,Sociale huur,3362,1088.4,0.9185724823231345,206.8019036287924,31.0
GM0047,Rijtjeshuis,>= 2005,Koop,6904,2217.2,0.6796621553064196,113.94699769536979,57.0
GM0047,Rijtjeshuis,>= 2005,Sociale huur,765,240.7,0.20314259141416613,118.0,6.0
GM0047,Vrijstaand huis,1945 - 1964,Koop,22864,5791.9,1.7754533814357083,299.1711159287997,147.0
GM0047,Vrijstaand huis,1945 - 1964,Particuliere huur,1009,273.9,0.6921438264257934,375.65822784810126,7.0
GM0047,Vrijstaand huis,1945 - 1964,Sociale huur,599,277.9,0.23453812278353453,299.80651085141903,7.0
GM0047,Vrijstaand huis,1965 - 1984,Koop,84164,18765.8,5.752482443644783,205.0406767082796,504.0
GM0047,Vrijstaand huis,1965 - 1984,Particuliere huur,2576,449.3,1.1353786827787842,216.75039399624765,12.0
GM0047,Vrijstaand huis,1965 - 1984,Sociale huur,336,92.3,0.07789805229550284,,3.0
GM0047,Vrijstaand huis,1985 - 2004,Koop,135362,29607.9,9.07602793076716,143.56534500364697,811.0
GM0047,Vrijstaand huis,1985 - 2004,Particuliere huur,4030,597.0,1.5086157881569868,153.71915231788077,18.0
GM0047,Vrijstaand huis,< 1945,Koop,280101,59428.7,18.21731838763243,309.29347265864504,1608.0
GM0047,Vrijstaand huis,< 1945,Particuliere huur,11176,2473.3,6.250015793716376,353.4903417786091,65.0
GM0047,Vrijstaand huis,< 1945,Sociale huur,74,29.9,0.025234580321078386,118.0,1.0
GM0047,Vrijstaand huis,>= 2005,Koop,51619,10006.6,3.0674306888369203,116.39285304952928,240.0
GM0047,Vrijstaand huis,>= 2005,Particuliere huur,601,152.9,0.38637747740235057,97.47462562396007,3.0
GM0050,Appartement,1965 - 1984,Koop,1209,384.5,0.16432227851109057,220.0,10.0
GM0050,Appartement,1985 - 2004,Koop,23653,8378.3,3.5806016802326917,159.85326343679031,213.0
GM0050,Appartement,1985 - 2004,Particuliere huur,9518,3457.0,19.031313309257467,173.87012012436404,94.0
GM0050,Appartement,1985 - 2004,Sociale huur,31288,13646.3,19.31303381758741,111.3559744852431,413.0
GM0050,Appartement,>= 2005,Koop,21474,6074.4,2.5959928441814526,116.6777423710505,159.0
GM0050,Appartement,>= 2005,Particuliere huur,10837,4120.4,22.68343169206377,118.25841093940626,116.0
GM0050,Appartement,>= 2005,Sociale huur,18993,8666.1,12.264766447065817,90.0160831982712,237.0
GM0050,Hoekhuis,1945 - 1964,Koop,490,141.60000000000002,0.060515044570014116,,4.0
GM0050,Hoekhuis,1965 - 1984,Koop,5694,1516.7,0.648186215390822,193.2151828457447,43.0
GM0050,Hoekhuis,1965 - 1984,Particuliere huur,860,206.6,1.1373645732405533,220.0,7.0
GM0050,Hoekhuis,1965 - 1984,Sociale huur,3953,2014.1,2.850470927064684,220.0,46.0
GM0050,Hoekhuis,1985 - 2004,Koop,196496,48807.8,20.858800793533437,163.62662235078153,1316.0
GM0050,Hoekhuis,1985 - 2004,Particuliere huur,8794,2749.8,15.138069232801904,165.8719643163493,64.0
GM0050,Hoekhuis,1985 - 2004,Sociale huur,22009,8958.4,12.678446329882464,124.8725956271138,248.0
GM0050,Hoekhuis,>= 2005,Koop,78552,17936.4,7.665409925322042,118.40134335264395,517.0
GM0050,Hoekhuis,>= 2005,Particuliere huur,278,62.1,0.34186999031093107,118.0,2.0
GM0050,Hoekhuis,>= 2005,Sociale huur,5753,1550.9,2.1949234699293076,90.6705871886121,45.0
GM0050,Rijtjeshuis,1945 - 1964,Koop,109,38.4,0.016410859544410603,,1.0
GM0050,Rijtjeshuis,1965 - 1984,Koop,11767,3591.9,1.5350564166033451,181.50553526048287,97.0
GM0050,Rijtjeshuis,1965 - 1984,Particuliere huur,488,138.2,0.7608121201444551,220.0,4.0
GM0050,Rijtjeshuis,1965 - 1984,Sociale huur,15887,7150.2,10.119377003474458,219.21575105938905,179.0
GM0050,Rijtjeshuis,1985 - 2004,Koop,304814,87673.1,37.468513800079826,168.66336108846951,2359.0
GM0050,Rijtjeshuis,1985 - 2004,Particuliere huur,15754,4633.1,25.505923544437596,157.79358472911014,127.0
GM0050,Rijtjeshuis,1985 - 2004,Sociale huur,60978,23562.8,33.34743873702386,112.69514386476541,684.0
GM0050,Rijtjeshuis,>= 2005,Koop,77504,21847.6,9.336924348501697,114.47054855395774,609.0
GM0050,Rijtjeshuis,>= 2005,Particuliere huur,379,123.6,0.6804368889280367,118.0,3.0
GM0050,Rijtjeshuis,>= 2005,Sociale huur,18540,5109.7,7.231543267972007,82.03066343042072,161.0
GM0050,Vrijstaand huis,1945 - 1964,Koop,440,90.5,0.03867663512419687,290.07,3.0
GM0050,Vrijstaand huis,1965 - 1984,Koop,35407,5740.3,2.4532098188224007,196.25404831065586,166.0
GM0050,Vrijstaand huis,1965 - 1984,Particuliere huur,3033,472.4,2.6006341936052144,220.0,14.0
GM0050,Vrijstaand huis,1985 - 2004,Koop,134952,25531.7,10.911383922656986,155.945119252406,664.0
GM0050,Vrijstaand huis,1985 - 2004,Particuliere huur,9796,1893.1,10.421804809301507,162.04997614076945,48.0
GM0050,Vrijstaand huis,>= 2005,Koop,37473,6238.2,2.665995416925579,113.75634113786775,175.0
GM0050,Vrijstaand huis,>= 2005,Particuliere huur,1708,308.5,1.6983396459085704,118.0,9.0
GM0059,Appartement,1945 - 1964,Koop,2897,1067.2,0.3579425547814444,221.82415902140673,26.0
GM0059,Appartement,1945 - 1964,Particuliere huur,1707,744.9,4.638144991064924,299.30232558139534,20.0
GM0059,Appartement,1945 - 1964,Sociale huur,1964,1107.1,0.8141806126321177,218.00379815518176,26.0
GM0059,Appartement,1965 - 1984,Koop,2737,895.1,0.3002196221747291,221.78932178932178,19.0
GM0059,Appartement,1965 - 1984,Particuliere huur,4170,1147.8,7.146815439313089,180.02164667393674,29.0
GM0059,Appartement,1965 - 1984,Sociale huur,27018,18105.4,13.315026342651565,180.859618370311,512.0
GM0059,Appartement,1985 - 2004,Koop,750,122.4,0.041053381470435524,118.0,4.0
GM0059,Appartement,1985 - 2004,Particuliere huur,4177,2130.2,13.263762196222983,157.47620759289177,62.0
GM0059,Appartement,1985 - 2004,Sociale huur,29915,14152.7,10.408141953209805,144.0392664364502,390.0
GM0059,Appartement,< 1945,Koop,3840,1243.7,0.4171412625390577,215.7448,28.0
