Code,nl_inwoners,nl_woningen,nl_elektra_totaal_combi_tj,nl_fiets_mlrd_km,nl_warm_totaal_combi_tj,nl_warm_woningen_tj_temp_corrected,nl_hern_warm_tot_tj,nl_doorg_warmte_avi_combi_tj,nl_doorg_hern_warmte_tj,nl_gas_totaal,nl_biogene_fractie_afval
1,17811291.0,8125229.0,349356.0,17800000000.0,801169.0,11539.0,61146.0,15909.0,9446.0,740023.0,0.5937519642969389
