Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,6.78261600000000E+03,0.00000000000000E+00,2.70467280000000E+04,6.14203560000000E+04,4.62804685200000E+06,5.77131430543200E+05
2.01100000000000E+03,6.15459600000000E+03,0.00000000000000E+00,2.16373824000000E+04,4.91362848000000E+04,4.63526489520000E+06,5.80036728100320E+05
2.01200000000000E+03,5.52657600000000E+03,0.00000000000000E+00,1.62280368000000E+04,3.68522136000000E+04,4.64248293840000E+06,5.82942025657440E+05
2.01300000000000E+03,4.89855600000000E+03,0.00000000000000E+00,1.08186912000000E+04,2.45681424000000E+04,4.64970098160000E+06,5.85847323214560E+05
2.01400000000000E+03,4.27053600000000E+03,0.00000000000000E+00,5.40934560000000E+03,1.22840712000000E+04,4.65691902480000E+06,5.88752620771680E+05
2.01500000000000E+03,3.64251600000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.66413706800000E+06,5.91657918328800E+05
2.01600000000000E+03,2.91401280000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.56094082160000E+06,6.16560468818400E+05
2.01700000000000E+03,2.18550960000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.45774457520000E+06,6.41463019308000E+05
2.01800000000000E+03,1.45700640000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.35454832880000E+06,6.66365569797600E+05
2.01900000000000E+03,7.28503200000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.25135208240000E+06,6.91268120287200E+05
2.02000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.14815583600000E+06,7.16170670776800E+05
2.02100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.10674838400000E+06,7.15911269209200E+05
2.02200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.06534093200000E+06,7.15651867641600E+05
2.02300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.02393348000000E+06,7.15392466074000E+05
2.02400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.98252602800000E+06,7.15133064506400E+05
2.02500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.94111857600000E+06,7.14873662938800E+05
2.02600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.94060778640000E+06,7.08736962996720E+05
2.02700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.94009699680000E+06,7.02600263054640E+05
2.02800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.93958620720000E+06,6.96463563112560E+05
2.02900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.93907541760000E+06,6.90326863170480E+05
2.03000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.93856462800000E+06,6.84190163228400E+05
2.03100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.93433596000000E+06,6.79165184290320E+05
2.03200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.93010729200000E+06,6.74140205352240E+05
2.03300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.92587862400000E+06,6.69115226414160E+05
2.03400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.92164995600000E+06,6.64090247476080E+05
2.03500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.91742128800000E+06,6.59065268538000E+05
2.03600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.89714042880000E+06,6.63312042773280E+05
2.03700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.87685956960000E+06,6.67558817008560E+05
2.03800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.85657871040000E+06,6.71805591243840E+05
2.03900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.83629785120000E+06,6.76052365479120E+05
2.04000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.81601699200000E+06,6.80299139714400E+05
2.04100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.82439059200000E+06,6.77134440589680E+05
2.04200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.83276419200000E+06,6.73969741464960E+05
2.04300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.84113779200000E+06,6.70805042340240E+05
2.04400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.84951139200000E+06,6.67640343215520E+05
2.04500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.85788499200000E+06,6.64475644090800E+05
2.04600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.82203761040000E+06,6.53803122452400E+05
2.04700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.78619022880000E+06,6.43130600814000E+05
2.04800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.75034284720000E+06,6.32458079175600E+05
2.04900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.71449546560000E+06,6.21785557537200E+05
2.05000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.67864808400000E+06,6.11113035898800E+05
