utc_timestamp,cet_cest_timestamp,interpolated_values,BE_solar_generation_actual
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,,0
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,,0
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,,0
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,,0
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,,0
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,,0
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,,0
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,,0.18
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,,45.56
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,,174.55
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,,304.89
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,,311.22
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,,218.05
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,,146.14
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,,63.51
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,,6.85
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,,0
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,,0
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,,0
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,,0
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,,0
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,,0
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,,0
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,,0
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,,0
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,,0
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,,0
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,,0
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,,0
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,,0
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,,0
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,,0
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,,37.82
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,,168.89
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,,325.12
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,,534.6
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,,583.32
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,,365.46
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,,175.78
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,,28.73
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,,0
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,,0
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,,0
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,,0
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,,0
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,,0
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,SK_solar_generation_actual,0
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,,0
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,,0
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,,0
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,,0
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,,0
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,,0
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,,0
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,,0
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,,0.02
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,,87.81
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,,314.79
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,,570.56
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,,712.23
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,,546.58
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,,222.21
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,,92
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,,14.65
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,,0
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,,0
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,,0
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,,0
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,,0
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,,0
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,SK_solar_generation_actual,0
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,,0
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,,0
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,,0
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,,0
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,,0
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,,0
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,,0
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,,0
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,,0.01
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,,23.29
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,,119.79
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,,268.64
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,,383.15
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,,433.62
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,,322.98
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,,167
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,,25.78
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,,0
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,,0
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,,0
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,,0
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,,0
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,,0
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,,0
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,,0
2017-01-05T00:00:00Z,2017-01-05T01:00:00+0100,,0
2017-01-05T01:00:00Z,2017-01-05T02:00:00+0100,,0
2017-01-05T02:00:00Z,2017-01-05T03:00:00+0100,,0
2017-01-05T03:00:00Z,2017-01-05T04:00:00+0100,,0
2017-01-05T04:00:00Z,2017-01-05T05:00:00+0100,,0
2017-01-05T05:00:00Z,2017-01-05T06:00:00+0100,,0
2017-01-05T06:00:00Z,2017-01-05T07:00:00+0100,,0
2017-01-05T07:00:00Z,2017-01-05T08:00:00+0100,,0.08
2017-01-05T08:00:00Z,2017-01-05T09:00:00+0100,,104.81
2017-01-05T09:00:00Z,2017-01-05T10:00:00+0100,,346.81
2017-01-05T10:00:00Z,2017-01-05T11:00:00+0100,,667.6
2017-01-05T11:00:00Z,2017-01-05T12:00:00+0100,,846.35
2017-01-05T12:00:00Z,2017-01-05T13:00:00+0100,,773.33
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,,490.23
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,,233.21
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,,38.7
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,,0
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,,0
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,,0
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,,0
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,,0
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,,0
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,,0
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,,0
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,,0
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,,0
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,,0
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,,0
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,,0
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,,0
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,,0
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,,0.84
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,,117.13
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,,366.19
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,,699.02
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,,877.36
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,,848.99
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,,583.37
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,,289.37
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,,57.05
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,,0
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,,0
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,,0
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,,0
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,,0
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,,0
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,,0
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,,0
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,,0
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,,0
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,,0
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,,0
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,,0
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,,0
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,,0
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,,0.05
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,,5.93
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,,30.93
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,,60.05
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,,73.84
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,,68.12
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,,53.88
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,,26.54
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,,4.46
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,,0
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,,0
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,,0
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,,0
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,,0
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,,0
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,,0
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,,0
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,,0
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,,0
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,,0
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,,0
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,,0
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,,0
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,,0
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,BE_wind_offshore_generation_actual,0.07
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,BE_wind_offshore_generation_actual,35.04
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,,123.92
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,,187.12
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,,211.92
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,,190.9
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,,136.38
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,,56.34
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,,6.77
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,,0
2017-01-08T17:00:00Z,2017-01-08T18:00:00+0100,,0
2017-01-08T18:00:00Z,2017-01-08T19:00:00+0100,,0
2017-01-08T19:00:00Z,2017-01-08T20:00:00+0100,,0
2017-01-08T20:00:00Z,2017-01-08T21:00:00+0100,,0
2017-01-08T21:00:00Z,2017-01-08T22:00:00+0100,,0
2017-01-08T22:00:00Z,2017-01-08T23:00:00+0100,,0
2017-01-08T23:00:00Z,2017-01-09T00:00:00+0100,,0
2017-01-09T00:00:00Z,2017-01-09T01:00:00+0100,,0
2017-01-09T01:00:00Z,2017-01-09T02:00:00+0100,,0
2017-01-09T02:00:00Z,2017-01-09T03:00:00+0100,,0
2017-01-09T03:00:00Z,2017-01-09T04:00:00+0100,,0
2017-01-09T04:00:00Z,2017-01-09T05:00:00+0100,,0
2017-01-09T05:00:00Z,2017-01-09T06:00:00+0100,,0
2017-01-09T06:00:00Z,2017-01-09T07:00:00+0100,,0
2017-01-09T07:00:00Z,2017-01-09T08:00:00+0100,,0.12
2017-01-09T08:00:00Z,2017-01-09T09:00:00+0100,,30.59
2017-01-09T09:00:00Z,2017-01-09T10:00:00+0100,,136.63
2017-01-09T10:00:00Z,2017-01-09T11:00:00+0100,,264.7
2017-01-09T11:00:00Z,2017-01-09T12:00:00+0100,,262.86
2017-01-09T12:00:00Z,2017-01-09T13:00:00+0100,,185.92
2017-01-09T13:00:00Z,2017-01-09T14:00:00+0100,,114.43
2017-01-09T14:00:00Z,2017-01-09T15:00:00+0100,,47.65
2017-01-09T15:00:00Z,2017-01-09T16:00:00+0100,,6.6
2017-01-09T16:00:00Z,2017-01-09T17:00:00+0100,,0
2017-01-09T17:00:00Z,2017-01-09T18:00:00+0100,,0
2017-01-09T18:00:00Z,2017-01-09T19:00:00+0100,,0
2017-01-09T19:00:00Z,2017-01-09T20:00:00+0100,,0
2017-01-09T20:00:00Z,2017-01-09T21:00:00+0100,,0
2017-01-09T21:00:00Z,2017-01-09T22:00:00+0100,,0
2017-01-09T22:00:00Z,2017-01-09T23:00:00+0100,,0
2017-01-09T23:00:00Z,2017-01-10T00:00:00+0100,,0
2017-01-10T00:00:00Z,2017-01-10T01:00:00+0100,,0
2017-01-10T01:00:00Z,2017-01-10T02:00:00+0100,,0
2017-01-10T02:00:00Z,2017-01-10T03:00:00+0100,,0
2017-01-10T03:00:00Z,2017-01-10T04:00:00+0100,,0
2017-01-10T04:00:00Z,2017-01-10T05:00:00+0100,,0
2017-01-10T05:00:00Z,2017-01-10T06:00:00+0100,,0
2017-01-10T06:00:00Z,2017-01-10T07:00:00+0100,,0
2017-01-10T07:00:00Z,2017-01-10T08:00:00+0100,,0.13
2017-01-10T08:00:00Z,2017-01-10T09:00:00+0100,,67.85
2017-01-10T09:00:00Z,2017-01-10T10:00:00+0100,,165.37
2017-01-10T10:00:00Z,2017-01-10T11:00:00+0100,,263.02
2017-01-10T11:00:00Z,2017-01-10T12:00:00+0100,,289.7
2017-01-10T12:00:00Z,2017-01-10T13:00:00+0100,,235.78
2017-01-10T13:00:00Z,2017-01-10T14:00:00+0100,,164.38
2017-01-10T14:00:00Z,2017-01-10T15:00:00+0100,,100.95
2017-01-10T15:00:00Z,2017-01-10T16:00:00+0100,,14.59
2017-01-10T16:00:00Z,2017-01-10T17:00:00+0100,,0
2017-01-10T17:00:00Z,2017-01-10T18:00:00+0100,,0
2017-01-10T18:00:00Z,2017-01-10T19:00:00+0100,,0
2017-01-10T19:00:00Z,2017-01-10T20:00:00+0100,,0
2017-01-10T20:00:00Z,2017-01-10T21:00:00+0100,,0
2017-01-10T21:00:00Z,2017-01-10T22:00:00+0100,,0
2017-01-10T22:00:00Z,2017-01-10T23:00:00+0100,,0
2017-01-10T23:00:00Z,2017-01-11T00:00:00+0100,,0
2017-01-11T00:00:00Z,2017-01-11T01:00:00+0100,,0
2017-01-11T01:00:00Z,2017-01-11T02:00:00+0100,,0
2017-01-11T02:00:00Z,2017-01-11T03:00:00+0100,,0
2017-01-11T03:00:00Z,2017-01-11T04:00:00+0100,,0
2017-01-11T04:00:00Z,2017-01-11T05:00:00+0100,,0
2017-01-11T05:00:00Z,2017-01-11T06:00:00+0100,,0
2017-01-11T06:00:00Z,2017-01-11T07:00:00+0100,,0
2017-01-11T07:00:00Z,2017-01-11T08:00:00+0100,,0.04
2017-01-11T08:00:00Z,2017-01-11T09:00:00+0100,,7.58
2017-01-11T09:00:00Z,2017-01-11T10:00:00+0100,,51.63
2017-01-11T10:00:00Z,2017-01-11T11:00:00+0100,,153.19
2017-01-11T11:00:00Z,2017-01-11T12:00:00+0100,,212.66
2017-01-11T12:00:00Z,2017-01-11T13:00:00+0100,,262.12
2017-01-11T13:00:00Z,2017-01-11T14:00:00+0100,,260
2017-01-11T14:00:00Z,2017-01-11T15:00:00+0100,,145.22
2017-01-11T15:00:00Z,2017-01-11T16:00:00+0100,,27.53
2017-01-11T16:00:00Z,2017-01-11T17:00:00+0100,,0
2017-01-11T17:00:00Z,2017-01-11T18:00:00+0100,,0
2017-01-11T18:00:00Z,2017-01-11T19:00:00+0100,,0
2017-01-11T19:00:00Z,2017-01-11T20:00:00+0100,,0
2017-01-11T20:00:00Z,2017-01-11T21:00:00+0100,,0
2017-01-11T21:00:00Z,2017-01-11T22:00:00+0100,,0
2017-01-11T22:00:00Z,2017-01-11T23:00:00+0100,,0
2017-01-11T23:00:00Z,2017-01-12T00:00:00+0100,,0
2017-01-12T00:00:00Z,2017-01-12T01:00:00+0100,,0
2017-01-12T01:00:00Z,2017-01-12T02:00:00+0100,,0
2017-01-12T02:00:00Z,2017-01-12T03:00:00+0100,,0
2017-01-12T03:00:00Z,2017-01-12T04:00:00+0100,,0
2017-01-12T04:00:00Z,2017-01-12T05:00:00+0100,,0
2017-01-12T05:00:00Z,2017-01-12T06:00:00+0100,,0
2017-01-12T06:00:00Z,2017-01-12T07:00:00+0100,,0
2017-01-12T07:00:00Z,2017-01-12T08:00:00+0100,,0.5
2017-01-12T08:00:00Z,2017-01-12T09:00:00+0100,,77.8
2017-01-12T09:00:00Z,2017-01-12T10:00:00+0100,,225.56
2017-01-12T10:00:00Z,2017-01-12T11:00:00+0100,,374.11
2017-01-12T11:00:00Z,2017-01-12T12:00:00+0100,,469.96
2017-01-12T12:00:00Z,2017-01-12T13:00:00+0100,,309.32
2017-01-12T13:00:00Z,2017-01-12T14:00:00+0100,,143.56
2017-01-12T14:00:00Z,2017-01-12T15:00:00+0100,,44.51
2017-01-12T15:00:00Z,2017-01-12T16:00:00+0100,,3.35
2017-01-12T16:00:00Z,2017-01-12T17:00:00+0100,,0.11
2017-01-12T17:00:00Z,2017-01-12T18:00:00+0100,,0
2017-01-12T18:00:00Z,2017-01-12T19:00:00+0100,,0
2017-01-12T19:00:00Z,2017-01-12T20:00:00+0100,,0
2017-01-12T20:00:00Z,2017-01-12T21:00:00+0100,,0
2017-01-12T21:00:00Z,2017-01-12T22:00:00+0100,,0
2017-01-12T22:00:00Z,2017-01-12T23:00:00+0100,,0
2017-01-12T23:00:00Z,2017-01-13T00:00:00+0100,,0
2017-01-13T00:00:00Z,2017-01-13T01:00:00+0100,,0
2017-01-13T01:00:00Z,2017-01-13T02:00:00+0100,,0
2017-01-13T02:00:00Z,2017-01-13T03:00:00+0100,,0
2017-01-13T03:00:00Z,2017-01-13T04:00:00+0100,,0
2017-01-13T04:00:00Z,2017-01-13T05:00:00+0100,,0
2017-01-13T05:00:00Z,2017-01-13T06:00:00+0100,,0
2017-01-13T06:00:00Z,2017-01-13T07:00:00+0100,,0
2017-01-13T07:00:00Z,2017-01-13T08:00:00+0100,,0.16
2017-01-13T08:00:00Z,2017-01-13T09:00:00+0100,,40.93
2017-01-13T09:00:00Z,2017-01-13T10:00:00+0100,,219.52
2017-01-13T10:00:00Z,2017-01-13T11:00:00+0100,,489.71
2017-01-13T11:00:00Z,2017-01-13T12:00:00+0100,,507.78
2017-01-13T12:00:00Z,2017-01-13T13:00:00+0100,,372.48
2017-01-13T13:00:00Z,2017-01-13T14:00:00+0100,,181.4
2017-01-13T14:00:00Z,2017-01-13T15:00:00+0100,,62.33
2017-01-13T15:00:00Z,2017-01-13T16:00:00+0100,,7.78
2017-01-13T16:00:00Z,2017-01-13T17:00:00+0100,,0.01
2017-01-13T17:00:00Z,2017-01-13T18:00:00+0100,,0
2017-01-13T18:00:00Z,2017-01-13T19:00:00+0100,,0
2017-01-13T19:00:00Z,2017-01-13T20:00:00+0100,,0
2017-01-13T20:00:00Z,2017-01-13T21:00:00+0100,,0
2017-01-13T21:00:00Z,2017-01-13T22:00:00+0100,,0
2017-01-13T22:00:00Z,2017-01-13T23:00:00+0100,,0
2017-01-13T23:00:00Z,2017-01-14T00:00:00+0100,,0
2017-01-14T00:00:00Z,2017-01-14T01:00:00+0100,,0
2017-01-14T01:00:00Z,2017-01-14T02:00:00+0100,,0
2017-01-14T02:00:00Z,2017-01-14T03:00:00+0100,,0
2017-01-14T03:00:00Z,2017-01-14T04:00:00+0100,,0
2017-01-14T04:00:00Z,2017-01-14T05:00:00+0100,,0
2017-01-14T05:00:00Z,2017-01-14T06:00:00+0100,,0
