utc_timestamp,cet_cest_timestamp,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,250,2246
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,241,2172
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,231,2082
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,223,2005
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,229,2057
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,235,2118
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,240,2156
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,239,2149
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,240,2163
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,243,2185
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,237,2130
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,237,2132
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,238,2143
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,233,2094
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,228,2049
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,216,1947
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,215,1936
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,205,1849
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,191,1717
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,173,1557
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,158,1424
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,142,1277
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,144,1292
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,143,1288
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,136,1221
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,152,1369
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,169,1519
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,177,1589
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,191,1715
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,151,1362
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,110,988
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,92,826
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,76,686
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,56,508
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,34,308
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,35,314
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,51,457
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,68,616
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,100,904
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,115,1032
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,128,1153
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,137,1234
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,148,1329
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,,1539
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,,1414
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,,1453
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,,1371
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,,1345
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,,1320
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,,1235
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,,1177
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,,1079
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,,981
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,,805
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,,745
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,,680
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,,626
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,,577
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,,535
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,,523
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,,546
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,,525
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,,398
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,,470
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,,608
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,,807
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,,890
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,,936
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,,965
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,,1093
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,,1064
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,,1097
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,,949
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,,764
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,,687
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,,617
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,,680
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,,672
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,82,738
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,76,681
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,,624
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,,576
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,,618
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,,608
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,,627
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,,623
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,,562
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,,495
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,,417
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,,369
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,,348
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,,307
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,,291
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,,255
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,,251
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,,243
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,,315
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,,362
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,,309
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,,325
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,,436
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,,451
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,,412
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,,397
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,,403
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,,489
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,,598
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,,719
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,,905
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,,1049
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,,1056
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,,1102
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,,1155
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,,1108
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,,961
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,,820
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,,734
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,,645
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,,607
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,,411
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,,493
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,,637
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,,692
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,,900
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,,1097
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,,1091
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,,1175
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,,1319
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,,1429
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,,1511
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,,1497
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,,1496
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,,1627
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,,1846
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,,2004
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,,2099
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,,2178
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,,2241
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,,2327
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,,2366
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,,2353
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,,2349
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,,2354
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,,2355
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,,2366
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,,2292
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,,2224
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,,2101
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,,2025
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,,1893
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,,1614
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,,1351
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,,1123
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,,1338
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,,943
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,,997
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,,1483
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,,1678
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,,1982
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,,1930
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,,1748
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,,1764
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,,1494
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,,1595
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,,1951
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,,2081
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,,2364
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,,2488
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,,2468
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,,2270
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,,2191
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,,2272
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,,2268
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,,2287
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,,2463
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,,2502
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,,2486
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,,2467
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,,2436
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,,2349
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,,2137
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,,1686
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,,1895
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,,2104
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,,2274
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,,2228
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,,2388
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,,2437
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,,2372
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,,2456
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,,2490
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,,2451
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,,2416
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,,2426
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,,2418
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,,2440
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,,2390
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,,2334
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,,2248
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,,2186
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,,2387
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,,2408
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,,2427
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,,2443
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,,2447
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,,2376
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,,2401
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,,2362
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,,2298
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,,2299
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,,2329
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,,2325
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,,2248
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,,2212
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,,2214
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,,2279
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,,2322
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,,2416
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,,2478
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,,2459
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,,2451
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,,2480
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,,2507
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,,2524
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,,2511
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,,2509
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,,2455
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,,2355
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,,2337
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,242,2175
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,,2424
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,,2388
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,,2255
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,,2199
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,,2293
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,,2306
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,,2306
2015-01-12T01:00:00Z,2015-01-12T02:00:00+0100,,2306
2015-01-12T02:00:00Z,2015-01-12T03:00:00+0100,,2327
2015-01-12T03:00:00Z,2015-01-12T04:00:00+0100,,2320
2015-01-12T04:00:00Z,2015-01-12T05:00:00+0100,,2260
2015-01-12T05:00:00Z,2015-01-12T06:00:00+0100,,2389
2015-01-12T06:00:00Z,2015-01-12T07:00:00+0100,,2446
2015-01-12T07:00:00Z,2015-01-12T08:00:00+0100,,2437
2015-01-12T08:00:00Z,2015-01-12T09:00:00+0100,,2451
2015-01-12T09:00:00Z,2015-01-12T10:00:00+0100,,2443
2015-01-12T10:00:00Z,2015-01-12T11:00:00+0100,,2451
2015-01-12T11:00:00Z,2015-01-12T12:00:00+0100,,2478
2015-01-12T12:00:00Z,2015-01-12T13:00:00+0100,,2473
2015-01-12T13:00:00Z,2015-01-12T14:00:00+0100,,2410
2015-01-12T14:00:00Z,2015-01-12T15:00:00+0100,,2334
2015-01-12T15:00:00Z,2015-01-12T16:00:00+0100,,2313
2015-01-12T16:00:00Z,2015-01-12T17:00:00+0100,,2273
2015-01-12T17:00:00Z,2015-01-12T18:00:00+0100,,2330
2015-01-12T18:00:00Z,2015-01-12T19:00:00+0100,,2413
2015-01-12T19:00:00Z,2015-01-12T20:00:00+0100,,2414
2015-01-12T20:00:00Z,2015-01-12T21:00:00+0100,,2333
2015-01-12T21:00:00Z,2015-01-12T22:00:00+0100,,2267
2015-01-12T22:00:00Z,2015-01-12T23:00:00+0100,,2215
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,,2211
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,,2164
2015-01-13T01:00:00Z,2015-01-13T02:00:00+0100,,2200
2015-01-13T02:00:00Z,2015-01-13T03:00:00+0100,,2331
2015-01-13T03:00:00Z,2015-01-13T04:00:00+0100,,2383
2015-01-13T04:00:00Z,2015-01-13T05:00:00+0100,,2348
2015-01-13T05:00:00Z,2015-01-13T06:00:00+0100,,2339
2015-01-13T06:00:00Z,2015-01-13T07:00:00+0100,,2239
2015-01-13T07:00:00Z,2015-01-13T08:00:00+0100,,2102
2015-01-13T08:00:00Z,2015-01-13T09:00:00+0100,,1802
2015-01-13T09:00:00Z,2015-01-13T10:00:00+0100,,1370
2015-01-13T10:00:00Z,2015-01-13T11:00:00+0100,,1227
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,,957
2015-01-13T12:00:00Z,2015-01-13T13:00:00+0100,,844
2015-01-13T13:00:00Z,2015-01-13T14:00:00+0100,,876
2015-01-13T14:00:00Z,2015-01-13T15:00:00+0100,,755
2015-01-13T15:00:00Z,2015-01-13T16:00:00+0100,,923
2015-01-13T16:00:00Z,2015-01-13T17:00:00+0100,,1200
2015-01-13T17:00:00Z,2015-01-13T18:00:00+0100,,1653
2015-01-13T18:00:00Z,2015-01-13T19:00:00+0100,,2110
2015-01-13T19:00:00Z,2015-01-13T20:00:00+0100,,2092
2015-01-13T20:00:00Z,2015-01-13T21:00:00+0100,,1523
2015-01-13T21:00:00Z,2015-01-13T22:00:00+0100,,1118
2015-01-13T22:00:00Z,2015-01-13T23:00:00+0100,,995
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,,1261
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,,1593
2015-01-14T01:00:00Z,2015-01-14T02:00:00+0100,,1892
2015-01-14T02:00:00Z,2015-01-14T03:00:00+0100,,1989
2015-01-14T03:00:00Z,2015-01-14T04:00:00+0100,,2127
2015-01-14T04:00:00Z,2015-01-14T05:00:00+0100,,2131
2015-01-14T05:00:00Z,2015-01-14T06:00:00+0100,,2285
2015-01-14T06:00:00Z,2015-01-14T07:00:00+0100,,2178
2015-01-14T07:00:00Z,2015-01-14T08:00:00+0100,,2041
2015-01-14T08:00:00Z,2015-01-14T09:00:00+0100,,1793
2015-01-14T09:00:00Z,2015-01-14T10:00:00+0100,,1298
2015-01-14T10:00:00Z,2015-01-14T11:00:00+0100,,1188
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,,1706
2015-01-14T12:00:00Z,2015-01-14T13:00:00+0100,,1810
2015-01-14T13:00:00Z,2015-01-14T14:00:00+0100,,1595
2015-01-14T14:00:00Z,2015-01-14T15:00:00+0100,,1667
2015-01-14T15:00:00Z,2015-01-14T16:00:00+0100,,1411
2015-01-14T16:00:00Z,2015-01-14T17:00:00+0100,,1264
2015-01-14T17:00:00Z,2015-01-14T18:00:00+0100,,1387
2015-01-14T18:00:00Z,2015-01-14T19:00:00+0100,,1582
2015-01-14T19:00:00Z,2015-01-14T20:00:00+0100,,1767
2015-01-14T20:00:00Z,2015-01-14T21:00:00+0100,,1895
2015-01-14T21:00:00Z,2015-01-14T22:00:00+0100,,2051
2015-01-14T22:00:00Z,2015-01-14T23:00:00+0100,,2157
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,,2293
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,,2372
2015-01-15T01:00:00Z,2015-01-15T02:00:00+0100,,2395
2015-01-15T02:00:00Z,2015-01-15T03:00:00+0100,,2455
2015-01-15T03:00:00Z,2015-01-15T04:00:00+0100,,2475
2015-01-15T04:00:00Z,2015-01-15T05:00:00+0100,,2444
2015-01-15T05:00:00Z,2015-01-15T06:00:00+0100,,2205
2015-01-15T06:00:00Z,2015-01-15T07:00:00+0100,,2051
2015-01-15T07:00:00Z,2015-01-15T08:00:00+0100,,2152
2015-01-15T08:00:00Z,2015-01-15T09:00:00+0100,,2404
2015-01-15T09:00:00Z,2015-01-15T10:00:00+0100,,2515
2015-01-15T10:00:00Z,2015-01-15T11:00:00+0100,,2407
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,,2117
2015-01-15T12:00:00Z,2015-01-15T13:00:00+0100,,1828
2015-01-15T13:00:00Z,2015-01-15T14:00:00+0100,,1731
2015-01-15T14:00:00Z,2015-01-15T15:00:00+0100,,1824
2015-01-15T15:00:00Z,2015-01-15T16:00:00+0100,,2121
2015-01-15T16:00:00Z,2015-01-15T17:00:00+0100,,2250
2015-01-15T17:00:00Z,2015-01-15T18:00:00+0100,,2429
2015-01-15T18:00:00Z,2015-01-15T19:00:00+0100,,2455
2015-01-15T19:00:00Z,2015-01-15T20:00:00+0100,,2436
2015-01-15T20:00:00Z,2015-01-15T21:00:00+0100,,2453
2015-01-15T21:00:00Z,2015-01-15T22:00:00+0100,,2433
2015-01-15T22:00:00Z,2015-01-15T23:00:00+0100,,2442
2015-01-15T23:00:00Z,2015-01-16T00:00:00+0100,,2391
2015-01-16T00:00:00Z,2015-01-16T01:00:00+0100,,2481
2015-01-16T01:00:00Z,2015-01-16T02:00:00+0100,,2469
2015-01-16T02:00:00Z,2015-01-16T03:00:00+0100,,2415
2015-01-16T03:00:00Z,2015-01-16T04:00:00+0100,,2352
2015-01-16T04:00:00Z,2015-01-16T05:00:00+0100,,2251
2015-01-16T05:00:00Z,2015-01-16T06:00:00+0100,,2067
2015-01-16T06:00:00Z,2015-01-16T07:00:00+0100,,1918
2015-01-16T07:00:00Z,2015-01-16T08:00:00+0100,,1745
2015-01-16T08:00:00Z,2015-01-16T09:00:00+0100,,1649
2015-01-16T09:00:00Z,2015-01-16T10:00:00+0100,,1618
2015-01-16T10:00:00Z,2015-01-16T11:00:00+0100,,1375
2015-01-16T11:00:00Z,2015-01-16T12:00:00+0100,,1338
2015-01-16T12:00:00Z,2015-01-16T13:00:00+0100,,1107
2015-01-16T13:00:00Z,2015-01-16T14:00:00+0100,,718
2015-01-16T14:00:00Z,2015-01-16T15:00:00+0100,,608
2015-01-16T15:00:00Z,2015-01-16T16:00:00+0100,,515
2015-01-16T16:00:00Z,2015-01-16T17:00:00+0100,,563
2015-01-16T17:00:00Z,2015-01-16T18:00:00+0100,,458
2015-01-16T18:00:00Z,2015-01-16T19:00:00+0100,,504
2015-01-16T19:00:00Z,2015-01-16T20:00:00+0100,,500
2015-01-16T20:00:00Z,2015-01-16T21:00:00+0100,,457
2015-01-16T21:00:00Z,2015-01-16T22:00:00+0100,,541
2015-01-16T22:00:00Z,2015-01-16T23:00:00+0100,,585
2015-01-16T23:00:00Z,2015-01-17T00:00:00+0100,,666
2015-01-17T00:00:00Z,2015-01-17T01:00:00+0100,,573
2015-01-17T01:00:00Z,2015-01-17T02:00:00+0100,,509
2015-01-17T02:00:00Z,2015-01-17T03:00:00+0100,,583
2015-01-17T03:00:00Z,2015-01-17T04:00:00+0100,,584
2015-01-17T04:00:00Z,2015-01-17T05:00:00+0100,,561
2015-01-17T05:00:00Z,2015-01-17T06:00:00+0100,,590
2015-01-17T06:00:00Z,2015-01-17T07:00:00+0100,68,611
2015-01-17T07:00:00Z,2015-01-17T08:00:00+0100,142,705
2015-01-17T08:00:00Z,2015-01-17T09:00:00+0100,,815
2015-01-17T09:00:00Z,2015-01-17T10:00:00+0100,,902
2015-01-17T10:00:00Z,2015-01-17T11:00:00+0100,,962
2015-01-17T11:00:00Z,2015-01-17T12:00:00+0100,,1084
