PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. bio,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. bio,Other Kerosene,Gas/diesel oil excl. bio,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (transformation),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy industry own use,x,x,0,0,0,0,-10820.7,0,-2206.07,0,0,-156.67,0,-7195.27,-16271.87,0,0,-45101.42,x,0,0,0,0,0,-174883.52,0,-3910.01,0,0,0,0,0,-1746.61,-30479.99,0,0,0,0,0,-19904.01,-4600,0,-165.96,-165.96,-87.96,-31962.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-188025.84,-10746.93,-548431.65,-32216.8
Coal mines,x,x,0,0,0,0,0,0,0,0,0,-97.93,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4713.25,-252.97,-5191.93,0
Oil and gas extraction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7528.16,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2286.41,-20.98,-9835.55,0
Blast furnaces,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasification plants for biogases,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31957.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31957.84,-31957.84
Coke ovens,x,x,0,0,0,0,0,0,0,0,0,0,0,-6000.4,-16271.87,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1080.19,0,-23352.46,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,-10820.7,0,0,0,0,-58.74,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17275.91,-5297.98,-33454.33,-1
Oil refineries,x,x,0,0,0,0,0,0,-2206.07,0,0,0,0,-1194.87,0,0,0,-37573.26,x,0,0,0,0,0,-174883.52,0,-3910.01,0,0,0,0,0,-1618.78,-30279.98,0,0,0,0,0,-19904.01,-4600,0,-165.96,-165.96,-87,-4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23908.3,-5175.01,-305677.72,-257.95
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquefaction (LNG) / regasification plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Own use in electricity, CHP and heat plants",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133483.22,0,-133483.22,0
Pumped storage plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5278.55,0,-5278.55,0
Nuclear industry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (energy),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0
Losses,x,x,0,0,0,0,0,0,0,0,0,0,0,0,-14455.22,-3575.32,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-942.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88439.12,-40665.17,-148077.65,-942.83
Total final consumption,x,x,27038.48,0,52696.82,0,6394.04,4144.81,9998.83,0,0,96850.52,0,35860.15,60553.35,9322.2,0,2193237.72,x,0,0,0,0,0,17473.48,0,128662,759219.99,616,0,25370,472.98,2107890.6,124720,511191.99,4316.38,43386.01,90596.99,9639.98,10239.99,6960.01,29019.42,8663.33,8663.33,342728.14,43271.67,33149.7,94603.59,1474.8,0,0,0,0,0,0,2681.48,0,24104.37,0,0,0,1893343.14,433530.66,9252086.98,550677.08
Industry,x,x,21874.15,0,46195.14,0,6077.1,0,7506.3,0,0,64718.38,0,35860.15,60553.35,9322.2,0,798322.44,x,0,0,0,0,0,15889.49,0,7452,0,0,0,0,0,48777.02,54479.98,0,0,0,0,0,3455.99,5920.01,29019.42,8663.33,8663.33,69666.59,1953.64,0,0,467.04,0,0,0,0,0,0,0,0,0,0,0,0,814607,211987.27,2331431.34,80750.6
Iron and steel,x,x,21725.77,0,11261.36,0,0,0,2864.99,0,0,3357.02,0,30168.41,60553.35,9322.2,0,89914.04,x,0,0,0,0,0,0,0,2621.98,0,0,0,0,0,937.22,320,0,0,0,0,0,96,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96760.21,26895.84,356801.4,3.01
Chemical and petrochemical,x,x,0,0,7193.13,0,4535.94,0,0,0,0,3930.69,0,3487.4,0,0,0,221678.75,x,0,0,0,0,0,13959,0,0,0,0,0,0,0,2683.78,46720,0,0,0,0,0,223.99,0,6288.78,765.85,765.85,1053.82,124.98,0,0,172.08,0,0,0,0,0,0,0,0,0,0,0,0,187777.39,96737.4,598098.82,2116.72
Non-ferrous metals,x,x,0,0,471.68,0,0,0,429.73,0,0,339.97,0,0,0,0,0,31342.55,x,0,0,0,0,0,0,0,91.98,0,0,0,0,0,937.22,639.99,0,0,0,0,0,351.98,119.99,257.95,0,0,1,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45890.26,581.88,81470.19,14.99
Non-metallic minerals,x,x,0,0,15241.17,0,76.49,0,2549.84,0,0,43598.82,0,47.69,0,0,0,103018.81,x,0,0,0,0,0,0,0,920.01,0,0,0,0,0,5964.01,3799.98,0,0,0,0,0,2592.01,5520,21610.84,7440.57,7440.57,5337.96,31.99,0,0,135.19,0,0,0,0,0,0,0,0,0,0,0,0,44197.95,678.89,270202.8,12945.71
Transport equipment,x,x,0,0,0,0,0,0,487.05,0,0,0,0,1538.57,0,0,0,36495.37,x,0,0,0,0,0,0,0,184.01,0,0,0,0,0,2129.99,0,0,0,0,0,0,0,39.98,0,1,1,425.92,27,0,0,61.46,0,0,0,0,0,0,0,0,0,0,0,0,64595.63,19514.26,125501.26,515.4
Machinery,x,x,0,0,0,0,0,0,573.01,0,0,84.99,0,599.21,0,0,0,75009.79,x,0,0,0,0,0,0,0,1932,0,0,0,0,0,15634.18,80.01,0,0,0,0,0,0,80.01,4.02,4.98,4.98,1351.75,57.99,0,0,49.15,0,0,0,0,0,0,0,0,0,0,0,0,131250.82,13142.49,239859.39,1463.87
Mining and quarrying,x,x,0,0,58.95,0,0,0,57.32,0,0,2060.95,0,0,0,0,0,4372.74,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,894.59,0,0,0,0,0,0,192.01,39.98,0,0,0,20.98,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6481.17,57.99,14287.66,25.96
Food and tobacco,x,x,148.38,0,3478.64,0,1464.63,0,544.37,0,0,4461.87,0,0,0,0,0,109684.99,x,0,0,0,0,0,0,0,368.02,0,0,0,0,0,10266.62,1599.99,0,0,0,0,0,0,0,460.92,0,0,1874.64,738.84,0,0,24.58,0,0,0,0,0,0,0,0,0,0,0,0,64743.25,8994.25,208854,2638.06
"Paper, pulp and print",x,x,0,0,8283.88,0,0,0,0,0,0,6586.59,0,0,0,0,0,84826.91,x,0,0,0,0,0,0,0,275.99,0,0,0,0,0,1874.39,320,0,0,0,0,0,0,39.98,391.93,449.91,449.91,24809.22,891.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85443.38,29771.29,244415.21,26150.96
Wood and wood products,x,x,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0,5440.75,x,0,0,0,0,0,0,0,0,0,0,0,0,0,724.19,600.01,0,0,0,0,0,0,0,0,0,0,29989.25,9,0,0,12.31,0,0,0,0,0,0,0,0,0,0,0,0,15598.01,4752.1,57168.12,30010.56
Construction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textile and leather,x,x,0,0,206.37,0,0,0,0,0,0,0,0,0,0,0,0,10104.13,x,0,0,0,0,0,0,0,91.98,0,0,0,0,0,1150.2,280.01,0,0,0,0,0,0,0,0,0,0,86,20.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8576.74,3533.32,24049.73,106.97
Non-specified (industry),x,x,0,0,0,0,0,0,0,0,0,254.98,0,18.88,0,0,0,26433.57,x,0,0,0,0,0,1930.49,0,920.01,0,0,0,0,0,5580.59,119.99,0,0,0,0,0,0,80.01,4.98,1,1,4713.08,31.99,0,0,12.31,0,0,0,0,0,0,0,0,0,0,0,0,63292.19,7327.61,110722.69,4758.38
Transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21583.96,x,0,0,0,0,0,0,0,26311.99,745360.01,616,0,25370,0,1240341.59,0,0,0,0,0,0,0,0,0,0,0,0,1259.77,33149.7,88306.86,307.27,0,0,0,0,0,0,0,0,0,0,0,0,43510.23,0,2226117.37,123023.59
Domestic aviation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,616,0,25370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25986,0
Road,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8907.46,x,0,0,0,0,0,0,0,23552.01,745360.01,0,0,0,0,1214227.81,0,0,0,0,0,0,0,0,0,0,0,0,1259.77,33149.7,87352.81,307.27,0,0,0,0,0,0,0,0,0,0,0,0,316.86,0,2114433.69,122069.55
Rail,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,14058.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.05,0,0,0,0,0,0,0,0,0,0,0,0,0,43193.37,0,58205.44,954.05
Pipeline transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12676.5,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12676.5,0
Domestic navigation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,12055.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12055.81,0
Non-specified (transport),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,2759.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759.98,0
Other,x,x,4066.18,0,6236.36,0,0,4144.81,544.37,0,0,20425.05,0,0,0,0,0,1287250.17,x,0,0,0,0,0,0,0,46413.99,13859.98,0,0,0,129,794362.19,160.02,0,0,0,0,0,0,0,0,0,0,273061.51,40058.3,0,6296.74,700.54,0,0,0,0,0,0,2681.48,0,24104.37,0,0,0,1035225.91,221543.43,3781264.37,346902.92
Residential,x,x,2878.97,0,4417.41,0,0,4144.81,429.73,0,0,19230.52,0,0,0,0,0,904876.34,x,0,0,0,0,0,0,0,30359.99,4399.99,0,0,0,129,507067.79,0,0,0,0,0,0,0,0,0,0,0,267788.52,0,0,0,0,0,0,0,0,0,0,881.82,0,22592.64,0,0,0,493288.78,141324.85,2403811.15,291262.99
