,,Metervraag aardgas,Metervraag aardgas,Metervraag aardgas,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag warmtenet,Metervraag warmtenet,Metervraag waterstof,Metervraag waterstof,Metervraag biomassa,Metervraag biomassa,Metervraag olie,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal
,,koken,warm tapwater,ruimteverwarming,koken,warm tapwater,ruimteverwarming,hulpvraag,warm tapwater,ruimteverwarming,warm tapwater,ruimteverwarming,warm tapwater,ruimteverwarming,ruimteverwarming,aardgas,elektriciteit,warmtenet,waterstof,biomassa,olie,totaal
geo_id,bag_vbo_id,,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002062796',,,,,,,,,,0.0,,,,0.0,,,,,,,1.02492464
GM0345,'0345010002062800',,,,,,,,,,,,,,,,,,,,,1.02684224
GM0345,'0345010002062804',,,,,0.0,,,,,,,,,,,,,,,,1.02664769
GM0345,'0345010002062806',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02193427
GM0345,'0345010002062808',,,,,,,,,,,,,,,,,,,,,1.02255559
GM0345,'0345010002062810',,,,,,,,,,,,0.0,,,,,,,,,1.022223
GM0345,'0345010002062812',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02256584
GM0345,'0345010002062814',,,,,,0.0,,,,,,,,,,,,,,,1.02682614
GM0345,'0345010002062816',,,,,,,,,,,,,,0.0,,,,,,,1.03016043
GM0345,'0345010002062818',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.03176594
GM0345,'0345010002062820',,,,,,,,,,,,,,0.0,,,,,,,1.03206575
GM0345,'0345010002062822',,,,,,0.0,,,,,,,,,,,,,,,1.02833986
GM0345,'0345010002062824',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02797091
GM0345,'0345010002062828',,,,,,,,,,,,,,,,,,,,,1.02898276
GM0345,'0345010002062830',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.03075767
GM0345,'0345010002062832',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02883267
GM0345,'0345010002062834',,,,,,,,,,,,0.0,,,,,,,,,1.0249635
GM0345,'0345010002062836',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02898276
GM0345,'0345010002062838',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02935541
GM0345,'0345010002062840',,,,,,,,,,,,,,,,,,,,,1.03301203
GM0345,'0345010002062842',,,,,,,0.0,,,,,0.0,,,,,,,,,1.0251981
GM0345,'0345010002062844',,,,,,,,,,,,,,,,,,,,,1.02898276
GM0345,'0345010002062846',,,,,,,,,,,,,,,,,,,,,1.02958775
GM0345,'0345010002062850',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02914524
GM0345,'0345010002062856',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03184116
GM0345,'0345010002062858',,,,,,,,,,,,,,,,,,,,,1.02725923
GM0345,'0345010002062860',,,,,,,,,,,,,,,,,,,,,1.02725923
GM0345,'0345010002062862',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02725923
GM0345,'0345010002062866',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02728379
GM0345,'0345010002062868',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02728379
GM0345,'0345010002062870',,,,,,,,,,,,,,,,,,,,,1.02728379
GM0345,'0345010002062872',,,,,,,,,,,,,,,,,,,,,1.02728379
GM0345,'0345010002062874',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.02728379
GM0345,'0345010002062876',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02728379
GM0345,'0345010002062880',,,,,,,,0.0,,0.0,,,,,,,,,,,1.02761412
GM0345,'0345010002062882',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02758861
GM0345,'0345010002062884',,,,,,,,,,,,,,,,,,,,,1.02793312
GM0345,'0345010002062886',,,,,0.0,0.0,,,,,,,,0.0,,,,,,,1.02666211
GM0345,'0345010002062888',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02430511
GM0345,'0345010002062890',,,,,,,,,,,,,,,,,,,,,1.02430928
GM0345,'0345010002062892',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02431345
GM0345,'0345010002062894',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02919364
GM0345,'0345010002062896',,,,,,,,,,,,,,0.0,,,,,,,1.02953672
GM0345,'0345010002062898',,,,,,0.0,,,,,,,,,,,,,,,1.02919364
GM0345,'0345010002062900',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02464569
GM0345,'0345010002062902',,,,,,,,,,,,,,,,,,,,,1.02430928
GM0345,'0345010002062904',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02952206
GM0345,'0345010002062906',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02632225
GM0345,'0345010002062908',,,,,,,,,,,,,,,,,,,,,1.02431607
GM0345,'0345010002062910',,,,,,,,0.0,,,,,,0.0,,,,,,,1.0256629
GM0345,'0345010002062912',,,,,,,,,,,,,,,,,,,,,1.02952206
GM0345,'0345010002062914',,,,,,,,0.0,,,,,,,,,,,,,1.02953672
GM0345,'0345010002062916',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02733278
GM0345,'0345010002062918',,,,,,,,,,,,,,,,,,,,,1.02299786
GM0345,'0345010002062920',,,,,,,,0.0,,,,,,,,,,,,,1.02332675
GM0345,'0345010002062922',,,,,0.0,,0.0,,,0.0,,,,,,,,,,,1.03071976
GM0345,'0345010002062924',,,,,,,,,,0.0,,,,,,,,,,,1.02925861
GM0345,'0345010002062926',,,,,,,,,,,,,,,,,,,,,1.02299821
GM0345,'0345010002062928',,,,,,,,,,,,,,,,,,,,,1.02299821
GM0345,'0345010002062930',,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,1.02957594
GM0345,'0345010002062932',,,,,,,,,,0.0,,,,,,,,,,,1.02925861
GM0345,'0345010002062934',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02233863
GM0345,'0345010002062936',,,,,,,,,,,,,,,,,,,,,1.0239892
GM0345,'0345010002062938',,,,,,,,,,,,,,,,,,,,,1.0309093
GM0345,'0345010002062940',,,,,,,,,,0.0,,,,0.0,,,,,,,1.02365375
GM0345,'0345010002062944',,,,,,0.0,,,,,,,,0.0,,,,,,,1.03159571
GM0345,'0345010002062946',,,,,,,,0.0,,0.0,,,,,,,,,,,1.03159571
GM0345,'0345010002062948',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03159571
GM0345,'0345010002062950',,,,,,,,,,,,,,,,,,,,,1.03161764
GM0345,'0345010002062952',,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,1.03161764
GM0345,'0345010002062954',,,,,,,0.0,,,,,,,0.0,,,,,,,1.03161764
GM0345,'0345010002062956',,,,,,,,,,,,,,,,,,,,,1.03161764
GM0345,'0345010002062960',,,,,,,,,,,,,,0.0,,,,,,,1.02790999
GM0345,'0345010002062966',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02801025
GM0345,'0345010002062968',,,,,,,,,,,,,,0.0,,,,,,,1.02800608
GM0345,'0345010002062970',,,,,,0.0,,,,,,,,,,,,,,,1.03183353
GM0345,'0345010002062972',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02714992
GM0345,'0345010002062974',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02714992
GM0345,'0345010002062976',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.03179514
GM0345,'0345010002062978',,,,,,,0.0,,,,,0.0,,,,,,,,,1.03149164
GM0345,'0345010002062980',,,,,,0.0,,,,,,,,0.0,,,,,,,1.03149164
GM0345,'0345010002062982',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02430987
GM0345,'0345010002062984',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02233124
GM0345,'0345010002062986',,,,,,,,,,,,,,,,,,,,,1.02233124
GM0345,'0345010002062988',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02233124
GM0345,'0345010002062990',,,,,,,,,,,,,,,,,,,,,1.02266228
GM0345,'0345010002062992',,,,,,,,,,,,,,,,,,,,,1.02428746
GM0345,'0345010002062994',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02428746
GM0345,'0345010002062996',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02876031
GM0345,'0345010002062998',,,,,,,,,,,,,,,,,,,,,1.02876031
GM0345,'0345010002063000',,,,,,,,0.0,,,,,,,,,,,,,1.02876031
GM0345,'0345010002063002',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02876031
GM0345,'0345010002063004',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0258739
GM0345,'0345010002063018',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.0294559
GM0345,'0345010002063022',,,,,,,,,,,,,,,,,,,,,1.02788377
GM0345,'0345010002063024',,,,,,,,,,,,,,,,,,,,,1.02962661
GM0345,'0345010002063026',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.02725923
GM0345,'0345010002063028',,,,,,0.0,,,,,,,,,,,,,,,1.03028023
GM0345,'0345010002063030',,,,,,,,,,0.0,,,,,,,,,,,1.02884841
GM0345,'0345010002063032',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03075767
GM0345,'0345010002063034',,,,,,,,,,,,,,,,,,,,,1.02884841
GM0345,'0345010002063038',,,,,,0.0,,,,,,,,,,,,,,,1.02710557
GM0345,'0345010002063040',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02675474
GM0345,'0345010002063044',,,,,,,,,,,,,,,,,,,,,1.02167618
GM0345,'0345010002063046',,,,,,,,,,,,,,,,,,,,,1.02710557
GM0345,'0345010002063048',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.03075767
GM0345,'0345010002063050',,,,,,,,,,,,,,0.0,,,,,,,1.02708626
GM0345,'0345010002063052',,,,,,0.0,,,,,,,,,,,,,,,1.02525616
GM0345,'0345010002063054',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02609289
GM0345,'0345010002063056',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02609289
GM0345,'0345010002063058',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02463675
GM0345,'0345010002063060',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02591085
GM0345,'0345010002063062',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02231085
GM0345,'0345010002063064',,,,,,,,0.0,,,,,,0.0,,,,,,,1.03134155
GM0345,'0345010002063066',,,,,,,,,,,,,,,,,,,,,1.02432084
GM0345,'0345010002063068',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002063070',,,,,,,0.0,,,,,0.0,,,,,,,,,1.03134155
GM0345,'0345010002063072',,,,,,,,,,,,,,,,,,,,,1.02652001
GM0345,'0345010002063074',,,,,,,,,,,,,,,,,,,,,1.02432084
GM0345,'0345010002063076',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0316391
GM0345,'0345010002063078',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0316391
GM0345,'0345010002063080',,,,,,,,,,,,,,,,,,,,,1.02189231
GM0345,'0345010002063082',,,,,,,,,,,,,,,,,,,,,1.02956367
GM0345,'0345010002063084',,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,1.03129971
GM0345,'0345010002063086',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0313617
GM0345,'0345010002063088',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02231669
GM0345,'0345010002063090',,,,,,,,,,,,,,,,,,,,,1.02956367
GM0345,'0345010002063092',,,,,,,,,,,,,,,,,,,,,1.02956367
GM0345,'0345010002063094',,,,,,,,,,0.0,,,,0.0,,,,,,,1.03129971
GM0345,'0345010002063096',,,,,,0.0,,,,,,,,,,,,,,,1.02360439
GM0345,'0345010002063098',,,,,,,,,,0.0,,,,,,,,,,,1.02628374
GM0345,'0345010002063102',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03029537
GM0345,'0345010002063104',,,,,,,,,,,,,,,,,,,,,1.03206575
GM0345,'0345010002063108',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02861845
GM0345,'0345010002063112',,,,,,,0.0,,,,,,,0.0,,,,,,,1.0282954
GM0345,'0345010002063114',,,,,,,,,,,,,,,,,,,,,1.03176594
GM0345,'0345010002063116',,,,,,,,,,,,,,0.0,,,,,,,1.03206575
GM0345,'0345010002063118',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.03206575
GM0345,'0345010002063122',,,,,,,,,,,,,,0.0,,,,,,,1.02818632
GM0345,'0345010002063124',,,,,,0.0,,,,,,,,,,,,,,,1.02431607
GM0345,'0345010002063126',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02464569
GM0345,'0345010002063128',,,,,,0.0,,,,,,,,,,,,,,,1.02813768
GM0345,'0345010002063130',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02700675
GM0345,'0345010002063132',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02700675
GM0345,'0345010002063134',,,,,,0.0,,,,,,,,,,,,,,,1.02498806
GM0345,'0345010002063136',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02758861
GM0345,'0345010002063138',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02758861
GM0345,'0345010002063140',,,,,,,,,,,,,,,,,,,,,1.02758861
GM0345,'0345010002063142',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02761412
GM0345,'0345010002063144',,,,,,,,,,,,,,,,,,,,,1.02761412
GM0345,'0345010002063146',,,,,,,,,,,,,,,,,,,,,1.02761412
GM0345,'0345010002063148',,,,,,,,,,0.0,,,,,,,,,,,1.02761412
GM0345,'0345010002063152',,,,,,,,,,0.0,,,,,,,,,,,1.02525616
GM0345,'0345010002063154',,,,,,,,,,,,,,,,,,,,,1.0268718
GM0345,'0345010002063156',,,,,,,,0.0,,,,,,,,,,,,,1.02223396
GM0345,'0345010002063158',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02931964
GM0345,'0345010002063160',,,,,,,,,,0.0,,,,,,,,,,,1.02223396
GM0345,'0345010002063162',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02996206
GM0345,'0345010002063164',,,,,,,,,,,,,,,,,,,,,1.02734303
GM0345,'0345010002063180',,,,,,,,,,,,,,,,,,,,,1.02299142
GM0345,'0345010002063186',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.03275752
GM0345,'0345010002063190',,,,,,,,,,,,,,,,,,,,,1.02831864
GM0345,'0345010002063192',,,,,,,,,,0.0,,,,,,,,,,,1.02664709
GM0345,'0345010002063196',,,,,,,,,,0.0,,,,,,,,,,,1.02496934
GM0345,'0345010002063198',,,,,,,,,,,,,,,,,,,,,1.02600062
GM0345,'0345010002063200',,,,,,0.0,,,,,,,,,,,,,,,1.02498245
GM0345,'0345010002063202',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02950668
GM0345,'0345010002063204',,,,,,,,,,,,,,,,,,,,,1.02431345
GM0345,'0345010002063206',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02430511
GM0345,'0345010002063210',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.0298183
GM0345,'0345010002063212',,,,,,,,,,,,,,0.0,,,,,,,1.02464879
GM0345,'0345010002063214',,,,,,0.0,,,,,,,,,,,,,,,1.02953672
GM0345,'0345010002063216',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02950668
GM0345,'0345010002063218',,,,,,0.0,,,,,,,,,,,,,,,1.02428031
GM0345,'0345010002063220',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02299404
GM0345,'0345010002063222',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02949071
GM0345,'0345010002063224',,,,,,0.0,,,,,,,,,,,,,,,1.0233078
GM0345,'0345010002063226',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02983427
GM0345,'0345010002063228',,,,,,,,,,,,,,,,,,,,,1.0298183
GM0345,'0345010002063230',,,,,,,,,,,,,,,,,,,,,1.0298183
GM0345,'0345010002063232',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02922165
GM0345,'0345010002063234',,,,,,,,,,,,,,,,,,,,,1.02952206
GM0345,'0345010002063236',,,,,,,,,,,,,,,,,,,,,1.02562332
GM0345,'0345010002063238',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02950668
GM0345,'0345010002063240',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02953672
GM0345,'0345010002063244',,,,,,,,,,,,,,,,,,,,,1.02950668
GM0345,'0345010002063246',,,,,,,,0.0,,,,,,,,,,,,,1.02068365
GM0345,'0345010002063248',,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,1.03311074
GM0345,'0345010002063250',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02611113
GM0345,'0345010002063254',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02720606
GM0345,'0345010002063256',,,,,,,,,,,,,,,,,,,,,1.02679217
GM0345,'0345010002063258',,,,,,,,0.0,,,,,,,,,,,,,1.02130008
GM0345,'0345010002063260',,,,,,,,,,0.0,,,,0.0,,,,,,,1.0233078
GM0345,'0345010002063262',,,,,,,,,,,,,,,,,,,,,1.02364504
GM0345,'0345010002063264',,,,,,,,,,0.0,,,,,,,,,,,1.03311074
GM0345,'0345010002063266',,,,,,,,,,0.0,,,,,,,,,,,1.02632618
GM0345,'0345010002063268',,,,,,,,,,,,,,,,,,,,,1.02679217
GM0345,'0345010002063276',,,,,,,,,,,,0.0,,,,,,,,,1.02632618
GM0345,'0345010002063284',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02565825
GM0345,'0345010002063286',,,,,,,,,,,,,,,,,,,,,1.02565825
GM0345,'0345010002063288',,,,,,,,,,,,,,0.0,,,,,,,1.02565825
GM0345,'0345010002063294',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02005112
GM0345,'0345010002063300',,,,,,,,,,0.0,,,,0.0,,,,,,,1.02790999
GM0345,'0345010002063302',,,,,,,,,,,,,,,,,,,,,1.02767789
GM0345,'0345010002063306',,,,,,,,,,,,,,,,,,,,,1.02696073
GM0345,'0345010002063308',,,,,,,,,,,,,,,,,,,,,1.02696073
GM0345,'0345010002063310',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02696073
GM0345,'0345010002063312',,,,,,,0.0,,,,,0.0,,,,,,,,,1.0253222
GM0345,'0345010002063314',,,,,,0.0,,,,,,,,,,,,,,,1.02498245
GM0345,'0345010002063316',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02498245
GM0345,'0345010002063318',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02631199
GM0345,'0345010002063322',,,,,,,,0.0,,,,,,,,,,,,,1.03046894
GM0345,'0345010002063324',,,,,,,0.0,,,,,0.0,,,,,,,,,1.03224802
GM0345,'0345010002063326',,,,,,,,,,,,,,,,,,,,,1.03226912
GM0345,'0345010002063328',,,,,,,,0.0,,,,,,,,,,,,,1.03226912
GM0345,'0345010002063332',,,,,0.0,,0.0,,,0.0,,,,,,,,,,,1.03228951
GM0345,'0345010002063334',,,,,,,,,,0.0,,,,,,,,,,,1.03048491
GM0345,'0345010002063336',,,,,,,,,,,,,,,,,,,,,1.03046894
GM0345,'0345010002063338',,,,,,,,,,,,,,,,,,,,,1.0268718
GM0345,'0345010002063340',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.03071976
GM0345,'0345010002063342',,,,,,,,,,,,,,,,,,,,,1.03132105
GM0345,'0345010002063344',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02831149
GM0345,'0345010002063346',,,,,,,,,,,,,,,,,,,,,1.03071976
GM0345,'0345010002063348',,,,,,,,0.0,,,,,,,,,,,,,1.03132105
GM0345,'0345010002063352',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.03132105
GM0345,'0345010002063354',,,,,,,,,,,,,,,,,,,,,1.03132105
GM0345,'0345010002063356',,,,,,,,,,,,,,,,,,,,,1.02498806
GM0345,'0345010002063358',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02428746
GM0345,'0345010002063360',,,,,,,,,,,,,,,,,,,,,1.02428746
GM0345,'0345010002063362',,,,,,,,,,,,,,,,,,,,,1.02430987
GM0345,'0345010002063364',,,,,,,0.0,,,,,,,0.0,,,,,,,1.0239706
GM0345,'0345010002063366',,,,,,,,,,,,,,,,,,,,,1.02428746
GM0345,'0345010002063368',,,,,,,,,,,,,,0.0,,,,,,,1.02364874
GM0345,'0345010002063370',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02365136
GM0345,'0345010002063372',,,,,,,,,,0.0,,,,0.0,,,,,,,1.0219245
GM0345,'0345010002063374',,,,,,,,,,,,,,,,,,,,,1.02432168
GM0345,'0345010002063376',,,,,,,,,,,,,,,,,,,,,1.02731025
GM0345,'0345010002063378',,,,,,,,,,,,,,,,,,,,,1.02731025
GM0345,'0345010002063382',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02731025
GM0345,'0345010002063384',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02731025
GM0345,'0345010002063386',,,,,,0.0,,,,,,,,,,,,,,,1.02731025
GM0345,'0345010002063390',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02657366
GM0345,'0345010002063392',,,,,,,,,,,,,,,,,,,,,1.02657366
GM0345,'0345010002063394',,,,,,,,,,,,,,,,,,,,,1.02657366
GM0345,'0345010002063396',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02199507
GM0345,'0345010002063398',,,,,,,,,,,,,,,,,,,,,1.03028023
GM0345,'0345010002063400',,,,,,,,,,,,,,,,,,,,,1.02996945
GM0345,'0345010002063402',,,,,,,,,,0.0,,,,,,,,,,,1.02933025
GM0345,'0345010002063406',,,,,,,,,,0.0,,,,,,,,,,,1.02996206
GM0345,'0345010002063408',,,,,,,,,,,,,,,,,,,,,1.02933025
GM0345,'0345010002063410',,,,,,,,,,,,,,,,,,,,,1.02932537
GM0345,'0345010002063412',,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,1.02900469
GM0345,'0345010002063416',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02266085
GM0345,'0345010002063418',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.0229975
GM0345,'0345010002063420',,,,,,,,,,,,,,,,,,,,,1.02134097
GM0345,'0345010002063422',,,,,,,,,,,,,,,,,,,,,1.02430928
GM0345,'0345010002063424',,,,,,,,,,0.0,,,,0.0,,,,,,,1.02430928
GM0345,'0345010002063426',,,,,,,,,,,,,,,,,,,,,1.02431345
GM0345,'0345010002063430',,,,,,,,,,,,,,,,,,,,,1.02621818
GM0345,'0345010002063434',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02700865
GM0345,'0345010002063436',,,,,,,,,,,,,,,,,,,,,1.02955043
GM0345,'0345010002063438',,,,,,,,,,,,,,0.0,,,,,,,1.03043425
GM0345,'0345010002063440',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002063442',,,,,,,,,,,,,,,,,,,,,1.03228951
GM0345,'0345010002063444',,,,,,,,,,,,,,0.0,,,,,,,1.02133381
GM0345,'0345010002063446',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02331603
GM0345,'0345010002063448',,,,,,,,,,,,,,0.0,,,,,,,1.0213474
GM0345,'0345010002063450',,,,,,0.0,,,,,,,,,,,,,,,1.02134097
GM0345,'0345010002063452',,,,,,0.0,,,,,,,,0.0,,,,,,,1.0213474
GM0345,'0345010002063454',,,,,,,,,,,,,,,,,,,,,1.0257808
GM0345,'0345010002063456',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.03071976
GM0345,'0345010002063460',,,,,,,0.0,,,,,0.0,,,,,,,,,1.0316391
GM0345,'0345010002063462',,,,,,,,,,,,,,,,,,,,,1.02432168
GM0345,'0345010002063464',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02363598
GM0345,'0345010002063466',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02428031
GM0345,'0345010002063468',,,,,,,,,,,,,,,,,,,,,1.02428031
GM0345,'0345010002063470',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02735543
GM0345,'0345010002063472',,,,,,,,,,,,,,,,,,,,,1.02692199
GM0345,'0345010002063474',,,,,,,,,,,,,,,,,,,,,1.02958775
GM0345,'0345010002063476',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02898276
GM0345,'0345010002063478',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03330231
GM0345,'0345010002063480',,,,,,,,,,,,,,,,,,,,,1.02957594
GM0345,'0345010002063482',,,,,,,,0.0,,,,,,,,,,,,,1.03228951
GM0345,'0345010002063488',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02732301
GM0345,'0345010002063496',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02859783
GM0345,'0345010002063500',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.0299542
GM0345,'0345010002063502',,,,,,,,,,,,,,,,,,,,,1.02363598
GM0345,'0345010002063504',,,,,,,,,,,,,,,,,,,,,1.02959836
GM0345,'0345010002063512',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.02717471
GM0345,'0345010002063516',,,,,,0.0,,,,,,,,0.0,,,,,,,1.03497672
GM0345,'0345010002063518',,,,,,,,0.0,,0.0,,,,,,,,,,,1.0268718
GM0345,'0345010002063520',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0268718
GM0345,'0345010002063522',,,,,,,,,,,,,,,,,,,,,1.0268718
GM0345,'0345010002063524',,,,,0.0,0.0,,,,,,,,0.0,,,,,,,1.02833986
GM0345,'0345010002063526',,,,,,,0.0,,,,,,,0.0,,,,,,,1.0268718
GM0345,'0345010002063528',,,,,,,,,,,,,,,,,,,,,1.02801025
GM0345,'0345010002063530',,,,,,0.0,,,,,,,,0.0,,,,,,,1.03193414
GM0345,'0345010002063532',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.0268718
GM0345,'0345010002063536',,,,,,,,,,,,,,0.0,,,,,,,1.03222656
GM0345,'0345010002063538',,,,,,0.0,,,,,,,,,,,,,,,1.02430511
GM0345,'0345010002063542',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02868223
GM0345,'0345010002063544',,,,,,,,,,,,,,,,,,,,,1.02900541
GM0345,'0345010002063546',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02561569
GM0345,'0345010002063548',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02865744
GM0345,'0345010002063550',,,,,,,,,,,,,,,,,,,,,1.02594078
GM0345,'0345010002063552',,,,,,,,0.0,,,,,,0.0,,,,,,,1.03012729
GM0345,'0345010002063554',,,,,,,,,,,,,,,,,,,,,1.03022969
GM0345,'0345010002063556',,,,,,,,0.0,,,,,,,,,,,,,1.02976477
GM0345,'0345010002063558',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02664065
GM0345,'0345010002063560',,,,,,,,,,,,,,,,,,,,,1.0213722
GM0345,'0345010002063562',,,,,,,,0.0,,,,,,,,,,,,,1.02624357
GM0345,'0345010002063564',,,,,0.0,,0.0,,,0.0,,,,,,,,,,,1.02795327
GM0345,'0345010002063566',,,,,,,,,,0.0,,,,,,,,,,,1.02234483
GM0345,'0345010002063570',,,,,,,,,,,,,,,,,,,,,1.02766311
