,,Metervraag aardgas,Metervraag aardgas,Metervraag aardgas,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag warmtenet,Metervraag warmtenet,Metervraag waterstof,Metervraag waterstof,Metervraag biomassa,Metervraag biomassa,Metervraag olie,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal
,,koken,warm tapwater,ruimteverwarming,koken,warm tapwater,ruimteverwarming,hulpvraag,warm tapwater,ruimteverwarming,warm tapwater,ruimteverwarming,warm tapwater,ruimteverwarming,ruimteverwarming,aardgas,elektriciteit,warmtenet,waterstof,biomassa,olie,totaal
geo_id,bag_vbo_id,,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032884',,,,,,,,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002032886',,,,,,,,,,,,,,,,,,,,,1.02865744
GM0345,'0345010002032888',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032890',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032892',,,,,,,,,,,,,,,,,,,,,1.0283308
GM0345,'0345010002032894',,,,,,,,,,,,,,,,,,,,,1.0283308
GM0345,'0345010002032896',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032898',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032900',,,,,,,,,,,,,,,,,,,,,1.02163434
GM0345,'0345010002032902',,,,,,,,,,,,,,,,,,,,,1.02744961
GM0345,'0345010002032904',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032906',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032908',,,,,,,,,,,,,,,,,,,,,1.02558851
GM0345,'0345010002032910',,,,,,,,,,,,,,,,,,,,,1.02263987
GM0345,'0345010002032912',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032914',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032918',,,,,,,,,,,,,,,,,,,,,1.02263987
GM0345,'0345010002032920',,,,,,,,,,,,,,,,,,,,,1.02263987
GM0345,'0345010002032922',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032924',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032926',,,,,,,,,,,,,,,,,,,,,1.02096713
GM0345,'0345010002032928',,,,,,,,,,,,,,,,,,,,,1.02096713
GM0345,'0345010002032930',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032932',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032934',,,,,,,,,,,,,,,,,,,,,1.02591085
GM0345,'0345010002032936',,,,,,,,,,,,,,,,,,,,,1.03010952
GM0345,'0345010002032938',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032940',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032942',,,,,,,,,,,,,,,,,,,,,1.02833605
GM0345,'0345010002032944',,,,,,,,,,,,,,,,,,,,,1.02833605
GM0345,'0345010002032946',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032948',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032950',,,,,,,,,,,,,,,,,,,,,1.02659893
GM0345,'0345010002032954',,,,,,,,,,,,,,,,,,,,,1.02591085
GM0345,'0345010002032956',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032958',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032964',,,,,,,,,,,,,,,,,,,,,1.02365136
GM0345,'0345010002032966',,,,,,,,,,,,,,,,,,,,,1.02365136
GM0345,'0345010002032968',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032974',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032976',,,,,,,,,,,,,,,,,,,,,1.03192496
GM0345,'0345010002032980',,,,,,,,,,,,,,,,,,,,,1.02365136
GM0345,'0345010002032982',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032984',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032986',,,,,,,,,,,,,,,,,,,,,1.02430987
GM0345,'0345010002032988',,,,,,,,,,,,,,,,,,,,,1.02430987
GM0345,'0345010002032990',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032994',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002032996',,,,,,,,,,,,,,,,,,,,,1.02430987
GM0345,'0345010002032998',,,,,,,,,,,,,,,,,,,,,1.02430987
GM0345,'0345010002033002',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033004',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033006',,,,,,,,,,,,,,,,,,,,,1.02699304
GM0345,'0345010002033008',,,,,,,,,,,,,,,,,,,,,1.02430511
GM0345,'0345010002033012',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033018',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033020',,,,,,,,,,,,,,,,,,,,,1.02167034
GM0345,'0345010002033022',,,,,,,,,,,,,,,,,,,,,1.03014433
GM0345,'0345010002033024',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033026',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033030',,,,,,,,,,,,,,,,,,,,,1.03073931
GM0345,'0345010002033032',,,,,,,,,,,,,,,,,,,,,1.03014433
GM0345,'0345010002033034',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033042',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033044',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033046',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033048',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033050',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033052',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033054',,,,,,,,,,,,,,,,,,,,,1.02986407
GM0345,'0345010002033056',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033060',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033062',,,,,,,,,,,,,,,,,,,,,1.02432168
GM0345,'0345010002033064',,,,,,,,,,,,,,,,,,,,,1.02432168
GM0345,'0345010002033066',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033068',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033070',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033072',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033074',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033076',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033078',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033080',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033082',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033086',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033088',,,,,,,,,,,,,,,,,,,,,1.03134155
GM0345,'0345010002033094',,,,,,,,,,,,,,,,,,,,,1.02609289
GM0345,'0345010002033096',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033098',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033100',,,,,,,,,,,,,,,,,,,,,1.02200067
GM0345,'0345010002033102',,,,,,,,,,,,,,,,,,,,,1.02964854
GM0345,'0345010002033104',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033106',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033110',,,,,,,,,,,,,,,,,,,,,1.02657366
GM0345,'0345010002033112',,,,,,,,,,,,,,,,,,,,,1.022223
GM0345,'0345010002033114',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033116',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033118',,,,,,,,,,,,,,,,,,,,,1.02933025
GM0345,'0345010002033120',,,,,,,,,,,,,,,,,,,,,1.02933025
GM0345,'0345010002033122',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033124',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033126',,,,,,,,,,,,,,,,,,,,,1.02933025
GM0345,'0345010002033128',,,,,,,,,,,,,,,,,,,,,1.03215563
GM0345,'0345010002033130',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033132',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033136',,,,,,,,,,,,,,,,,,,,,1.02933025
GM0345,'0345010002033138',,,,,,,,,,,,,,,,,,,,,1.02933025
GM0345,'0345010002033140',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033142',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033144',,,,,,,,,,,,,,,,,,,,,1.02900469
GM0345,'0345010002033146',,,,,,,,,,,,,,,,,,,,,1.02900469
GM0345,'0345010002033148',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033152',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033154',,,,,,,,,,,,,,,,,,,,,1.02331638
GM0345,'0345010002033158',,,,,,,,,,,,,,,,,,,,,1.02363491
GM0345,'0345010002033160',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033164',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033166',,,,,,,,,,,,,,,,,,,,,1.02166414
GM0345,'0345010002033168',,,,,,,,,,,,,,,,,,,,,1.029109
GM0345,'0345010002033172',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033174',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033176',,,,,,,,,,,,,,,,,,,,,1.02879786
GM0345,'0345010002033178',,,,,,,,,,,,,,,,,,,,,1.02299273
GM0345,'0345010002033180',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033192',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033194',,,,,,,,,,,,,,,,,,,,,1.02881563
GM0345,'0345010002033196',,,,,,,,,,,,,,,,,,,,,1.02619135
GM0345,'0345010002033198',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033200',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033202',,,,,,,,,,,,,,,,,,,,,1.02621818
GM0345,'0345010002033204',,,,,,,,,,,,,,,,,,,,,1.02498543
GM0345,'0345010002033206',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033210',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033212',,,,,,,,,,,,,,,,,,,,,1.03282607
GM0345,'0345010002033214',,,,,,,,,,,,,,,,,,,,,1.03282607
GM0345,'0345010002033216',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033218',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033222',,,,,,,,,,,,,,,,,,,,,1.02498245
GM0345,'0345010002033224',,,,,,,,,,,,,,,,,,,,,1.02498245
GM0345,'0345010002033226',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033228',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033230',,,,,,,,,,,,,,,,,,,,,1.0253222
GM0345,'0345010002033234',,,,,,,,,,,,,,,,,,,,,1.026232
GM0345,'0345010002033236',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033238',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033240',,,,,,,,,,,,,,,,,,,,,1.02624357
GM0345,'0345010002033242',,,,,,,,,,,,,,,,,,,,,1.02624357
GM0345,'0345010002033244',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033246',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033248',,,,,,,,,,,,,,,,,,,,,1.02624357
GM0345,'0345010002033250',,,,,,,,,,,,,,,,,,,,,1.02332652
GM0345,'0345010002033252',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033256',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033258',,,,,,,,,,,,,,,,,,,,,1.02429378
GM0345,'0345010002033260',,,,,,,,,,,,,,,,,,,,,1.02658796
GM0345,'0345010002033262',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033264',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033266',,,,,,,,,,,,,,,,,,,,,1.02658796
GM0345,'0345010002033268',,,,,,,,,,,,,,,,,,,,,1.02931297
GM0345,'0345010002033272',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033274',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033276',,,,,,,,,,,,,,,,,,,,,1.02364087
GM0345,'0345010002033278',,,,,,,,,,,,,,,,,,,,,1.02364087
GM0345,'0345010002033280',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033282',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033286',,,,,,,,,,,,,,,,,,,,,1.02429378
GM0345,'0345010002033288',,,,,,,,,,,,,,,,,,,,,1.02429378
GM0345,'0345010002033290',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033292',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033294',,,,,,,,,,,,,,,,,,,,,1.02364087
GM0345,'0345010002033300',,,,,,,,,,,,,,,,,,,,,1.02330279
GM0345,'0345010002033304',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033306',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033308',,,,,,,,,,,,,,,,,,,,,1.02364087
GM0345,'0345010002033310',,,,,,,,,,,,,,,,,,,,,1.03115892
GM0345,'0345010002033312',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033314',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033316',,,,,,,,,,,,,,,,,,,,,1.02330279
GM0345,'0345010002033320',,,,,,,,,,,,,,,,,,,,,1.02797842
GM0345,'0345010002033322',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033324',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033330',,,,,,,,,,,,,,,,,,,,,1.02364087
GM0345,'0345010002033334',,,,,,,,,,,,,,,,,,,,,1.02200556
GM0345,'0345010002033336',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033338',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033340',,,,,,,,,,,,,,,,,,,,,1.02200556
GM0345,'0345010002033342',,,,,,,,,,,,,,,,,,,,,1.02233529
GM0345,'0345010002033346',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033348',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033350',,,,,,,,,,,,,,,,,,,,,1.02398956
GM0345,'0345010002033354',,,,,,,,,,,,,,,,,,,,,1.02398956
GM0345,'0345010002033356',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033358',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033360',,,,,,,,,,,,,,,,,,,,,1.03211021
GM0345,'0345010002033362',,,,,,,,,,,,,,,,,,,,,1.03211021
GM0345,'0345010002033364',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033366',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033368',,,,,,,,,,,,,,,,,,,,,1.03211021
GM0345,'0345010002033370',,,,,,,,,,,,,,,,,,,,,1.03211021
GM0345,'0345010002033372',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033374',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033376',,,,,,,,,,,,,,,,,,,,,1.03240907
GM0345,'0345010002033378',,,,,,,,,,,,,,,,,,,,,1.02830374
GM0345,'0345010002033388',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033390',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033392',,,,,,,,,,,,,,,,,,,,,1.0298183
GM0345,'0345010002033394',,,,,,,,,,,,,,,,,,,,,1.02983427
GM0345,'0345010002033400',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033402',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033406',,,,,,,,,,,,,,,,,,,,,1.0282954
GM0345,'0345010002033408',,,,,,,,,,,,,,,,,,,,,1.02398908
GM0345,'0345010002033412',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033414',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033416',,,,,,,,,,,,,,,,,,,,,1.03183353
GM0345,'0345010002033418',,,,,,,,,,,,,,,,,,,,,1.03183353
GM0345,'0345010002033420',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033422',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033424',,,,,,,,,,,,,,,,,,,,,1.03183353
GM0345,'0345010002033428',,,,,,,,,,,,,,,,,,,,,1.03183353
GM0345,'0345010002033430',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033432',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033434',,,,,,,,,,,,,,,,,,,,,1.03169835
GM0345,'0345010002033436',,,,,,,,,,,,,,,,,,,,,1.0278374
GM0345,'0345010002033438',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033440',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033442',,,,,,,,,,,,,,,,,,,,,1.02451193
GM0345,'0345010002033444',,,,,,,,,,,,,,,,,,,,,1.02421093
GM0345,'0345010002033446',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033448',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033450',,,,,,,,,,,,,,,,,,,,,1.02453911
GM0345,'0345010002033454',,,,,,,,,,,,,,,,,,,,,1.02453911
GM0345,'0345010002033456',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033458',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033462',,,,,,,,,,,,,,,,,,,,,1.02958775
GM0345,'0345010002033464',,,,,,,,,,,,,,,,,,,,,1.03132105
GM0345,'0345010002033466',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033468',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033470',,,,,,,,,,,,,,,,,,,,,1.03138053
GM0345,'0345010002033476',,,,,,,,,,,,,,,,,,,,,1.02360439
GM0345,'0345010002033478',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033480',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033482',,,,,,,,,,,,,,,,,,,,,1.03122973
GM0345,'0345010002033484',,,,,,,,,,,,,,,,,,,,,1.03029537
GM0345,'0345010002033486',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033488',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033490',,,,,,,,,,,,,,,,,,,,,1.03176594
GM0345,'0345010002033492',,,,,,,,,,,,,,,,,,,,,1.02830374
GM0345,'0345010002033494',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033496',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033500',,,,,,,,,,,,,,,,,,,,,1.02194357
GM0345,'0345010002033502',,,,,,,,,,,,,,,,,,,,,1.02861845
GM0345,'0345010002033504',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033506',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033508',,,,,,,,,,,,,,,,,,,,,1.02430987
GM0345,'0345010002033510',,,,,,,,,,,,,,,,,,,,,1.02861845
GM0345,'0345010002033512',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033514',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033520',,,,,,,,,,,,,,,,,,,,,1.0282954
GM0345,'0345010002033526',,,,,,,,,,,,,,,,,,,,,1.02130008
GM0345,'0345010002033528',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033530',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033532',,,,,,,,,,,,,,,,,,,,,1.03206575
GM0345,'0345010002033534',,,,,,,,,,,,,,,,,,,,,1.03206575
GM0345,'0345010002033536',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033538',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033540',,,,,,,,,,,,,,,,,,,,,1.02431607
GM0345,'0345010002033542',,,,,,,,,,,,,,,,,,,,,1.02818632
GM0345,'0345010002033544',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033546',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033548',,,,,,,,,,,,,,,,,,,,,1.02818632
GM0345,'0345010002033550',,,,,,,,,,,,,,,,,,,,,1.02431607
GM0345,'0345010002033552',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033554',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033556',,,,,,,,,,,,,,,,,,,,,1.02464569
GM0345,'0345010002033558',,,,,,,,,,,,,,,,,,,,,1.02431607
GM0345,'0345010002033560',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033562',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033566',,,,,,,,,,,,,,,,,,,,,1.02431667
GM0345,'0345010002033568',,,,,,,,,,,,,,,,,,,,,1.02813768
GM0345,'0345010002033570',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033572',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033574',,,,,,,,,,,,,,,,,,,,,1.02696073
GM0345,'0345010002033576',,,,,,,,,,,,,,,,,,,,,1.02700675
GM0345,'0345010002033578',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033580',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033582',,,,,,,,,,,,,,,,,,,,,1.02657366
GM0345,'0345010002033584',,,,,,,,,,,,,,,,,,,,,1.02657366
GM0345,'0345010002033586',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033590',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033592',,,,,,,,,,,,,,,,,,,,,1.03043425
GM0345,'0345010002033594',,,,,,,,,,,,,,,,,,,,,1.03014433
GM0345,'0345010002033598',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033600',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033602',,,,,,,,,,,,,,,,,,,,,1.03129971
GM0345,'0345010002033606',,,,,,,,,,,,,,,,,,,,,1.02955043
GM0345,'0345010002033614',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033618',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033620',,,,,,,,,,,,,,,,,,,,,1.02331603
GM0345,'0345010002033622',,,,,,,,,,,,,,,,,,,,,1.02134097
GM0345,'0345010002033624',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033626',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033628',,,,,,,,,,,,,,,,,,,,,1.02331603
GM0345,'0345010002033632',,,,,,,,,,,,,,,,,,,,,1.0213474
GM0345,'0345010002033634',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033638',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033640',,,,,,,,,,,,,,,,,,,,,1.0213474
GM0345,'0345010002033642',,,,,,,,,,,,,,,,,,,,,1.02134097
GM0345,'0345010002033644',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033646',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033648',,,,,,,,,,,,,,,,,,,,,1.02134097
GM0345,'0345010002033652',,,,,,,,,,,,,,,,,,,,,1.02167034
GM0345,'0345010002033654',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033656',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033658',,,,,,,,,,,,,,,,,,,,,1.0257808
GM0345,'0345010002033660',,,,,,,,,,,,,,,,,,,,,1.0257808
GM0345,'0345010002033662',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033666',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033668',,,,,,,,,,,,,,,,,,,,,1.0257808
GM0345,'0345010002033674',,,,,,,,,,,,,,,,,,,,,1.02432168
GM0345,'0345010002033676',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033678',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033680',,,,,,,,,,,,,,,,,,,,,1.0313617
GM0345,'0345010002033682',,,,,,,,,,,,,,,,,,,,,1.02432168
GM0345,'0345010002033684',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033686',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033690',,,,,,,,,,,,,,,,,,,,,1.02363598
GM0345,'0345010002033692',,,,,,,,,,,,,,,,,,,,,1.03284836
GM0345,'0345010002033694',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033698',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033700',,,,,,,,,,,,,,,,,,,,,1.03102171
GM0345,'0345010002033702',,,,,,,,,,,,,,,,,,,,,1.03102171
GM0345,'0345010002033704',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033708',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033710',,,,,,,,,,,,,,,,,,,,,1.02035701
GM0345,'0345010002033712',,,,,,,,,,,,,,,,,,,,,1.03106081
GM0345,'0345010002033714',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033716',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033718',,,,,,,,,,,,,,,,,,,,,1.02363062
GM0345,'0345010002033720',,,,,,,,,,,,,,,,,,,,,1.03086472
GM0345,'0345010002033722',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033724',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033726',,,,,,,,,,,,,,,,,,,,,1.02986407
GM0345,'0345010002033728',,,,,,,,,,,,,,,,,,,,,1.03117275
GM0345,'0345010002033730',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033732',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033736',,,,,,,,,,,,,,,,,,,,,1.03117275
GM0345,'0345010002033738',,,,,,,,,,,,,,,,,,,,,1.0302043
GM0345,'0345010002033740',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033742',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033744',,,,,,,,,,,,,,,,,,,,,1.03117275
GM0345,'0345010002033746',,,,,,,,,,,,,,,,,,,,,1.03117275
GM0345,'0345010002033748',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033750',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033752',,,,,,,,,,,,,,,,,,,,,1.03117275
GM0345,'0345010002033754',,,,,,,,,,,,,,,,,,,,,1.02510357
GM0345,'0345010002033756',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033758',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033760',,,,,,,,,,,,,,,,,,,,,1.02510357
GM0345,'0345010002033762',,,,,,,,,,,,,,,,,,,,,1.02510357
GM0345,'0345010002033766',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033768',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033770',,,,,,,,,,,,,,,,,,,,,1.02510357
GM0345,'0345010002033772',,,,,,,,,,,,,,,,,,,,,1.02508545
GM0345,'0345010002033776',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033778',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033780',,,,,,,,,,,,,,,,,,,,,1.03123891
GM0345,'0345010002033782',,,,,,,,,,,,,,,,,,,,,1.03123891
GM0345,'0345010002033784',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033788',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033790',,,,,,,,,,,,,,,,,,,,,1.03117275
GM0345,'0345010002033792',,,,,,,,,,,,,,,,,,,,,1.02986407
GM0345,'0345010002033796',,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002033798',,,,,,,,,,,,,,,,,,,,,
