Key,Value,Source
country,example,
base_year,2011,
metal_steel_production,20,
metal_steel_share_blast_furnace_current,0.98,
metal_steel_share_blast_furnace_bat,0,
metal_steel_share_cyclone,0,
metal_steel_share_electric,0.02,
metal_steel_burner_share_coal,0,
metal_steel_burner_share_coal_gas,0.725,
metal_steel_burner_share_network_gas,0.275,
metal_aluminium_production,1.25,
metal_aluminium_share_electrolysis_current,0.8,
metal_aluminium_share_electrolysis_bat,0,
metal_aluminium_share_melting_oven,0.2,
metal_aluminium_share_carbothermal_reduction,0,
