nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,8191092.369,0.0,0.0,3400.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989340.276,396805.035,0.0,2740.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4223394.64,451041.592,0.0,19888.229,46.231,0.0,0.0,37935.117,0.0,2623.911,8691.834,0.0,0.0,3174.994,0.0,0.0,0.0,0.0,34961.352,3533.0,7570.342,0.0,5944.4,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,501858.552,0.0,0.0,22304.15,0.0,0.0,0.0,10253.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149018.388,0.0,0.0,0.0,0.0,0.0,31095.971,10505.176,22506.345,87.537,0.0,10677.206,2481.483,8304.87,89599.211,41101.735,397.498,2104.711,17573.43,14641.095,0.0,0.0,951.559,0.0,0.0,0.0,0.0,0.0,0.0,2699.284,1181.475,1.895,0.0,1956.4,0.0,17285.549,0.0,0.0,0.0,659.71,0.0,0.0,0.0,0.0,0.0,44470.8
Exports,7484349.486,0.0,0.0,2216.837,0.0,0.0,0.0,2.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2598737.073,0.0,0.0,0.0,0.0,0.0,39037.803,272566.527,160246.502,27.042,0.0,433.802,2260.854,95564.813,176528.98,67430.916,84.38,57.928,87.435,5382.195,0.0,0.0,4015876.294,0.0,0.0,0.0,0.0,0.0,0.0,402.192,68.558,0.407,0.0,0.0,0.0,3024.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44312.4
Change in stock,34802.691,0.0,0.0,-188.663,0.0,0.0,0.0,-6.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26307.043,0.0,0.0,0.0,0.0,0.0,-46.561,1277.846,-1921.898,0.0,0.0,-235.24,-14.223,1056.629,4898.962,1251.373,0.0,0.0,0.0,162.365,0.0,0.0,2286.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.458,0.0,-2.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,1243404.126,0.0,0.0,23299.312,0.0,0.0,0.0,10243.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565928.635,396805.035,0.0,2740.754,0.0,0.0,-7988.392,-260783.505,-139662.055,60.494,0.0,10008.165,206.406,-86203.313,-82030.808,-25077.808,313.118,2046.783,17485.995,9421.265,0.0,0.0,210756.186,451041.592,0.0,19888.229,46.231,0.0,0.0,40232.209,1112.917,2603.941,8691.834,1953.532,0.0,17436.245,0.0,0.0,0.0,659.71,34961.352,3533.0,7570.342,0.0,5944.4,158.4
International maritime bunkers,13918.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10269.739,1446.984,0.0,0.0,0.0,0.0,0.0,0.0,2201.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,1229485.885,0.0,0.0,23299.312,0.0,0.0,0.0,10243.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565928.635,396805.035,0.0,2740.754,0.0,0.0,-7988.392,-260783.505,-139662.055,60.494,0.0,10008.165,206.406,-86203.313,-92300.546,-26524.792,313.118,2046.783,17485.995,9421.265,0.0,0.0,208554.668,451041.592,0.0,19888.229,46.231,0.0,0.0,40232.209,1112.917,2603.941,8691.834,1953.532,0.0,17436.245,0.0,0.0,0.0,659.71,34961.352,3533.0,7570.342,0.0,5944.4,158.4
International aviation,22995.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184,0.0,22976.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,1206490.091,0.0,0.0,23299.312,0.0,0.0,0.0,10243.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565928.635,396805.035,0.0,2740.754,0.0,0.0,-7988.392,-260783.505,-139662.055,41.31,0.0,-12968.445,206.406,-86203.313,-92300.546,-26524.792,313.118,2046.783,17485.995,9421.265,0.0,0.0,208554.668,451041.592,0.0,19888.229,46.231,0.0,0.0,40232.209,1112.917,2603.941,8691.834,1953.532,0.0,17436.245,0.0,0.0,0.0,659.71,34961.352,3533.0,7570.342,0.0,5944.4,158.4
