party,category,classification,measure,gas,unit,year,numberValue,stringValue
NOR,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,CS,D,PS"
NOR,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,CS,D,PS"
NOR,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,PS"
NOR,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,PS"
NOR,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,CS,D"
NOR,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,CS,D"
NOR,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,471.79045986,
NOR,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,168.85793071,
NOR,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,0.845241731,
NOR,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,0.6817816869,
NOR,1.  Energy,Total for category,Method,CH4,no unit,1990,,"CS,T2,T3"
NOR,1.  Energy,Total for category,Method,CH4,no unit,2019,,"CS,T1,T2,T3"
NOR,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
NOR,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
NOR,1.  Energy,Total for category,Method,N2O,no unit,1990,,"CS,T1,T2,T3"
NOR,1.  Energy,Total for category,Method,N2O,no unit,2019,,"CS,T1,T2,T3"
NOR,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,28397.2330042318,
NOR,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,35690.7736306622,
NOR,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,43.5383449823551,
NOR,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,38.28085177935794,
NOR,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,598.5516878627,
NOR,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,232.1264711917,
NOR,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,27032.3882042896,
NOR,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,34415.8360639877,
NOR,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,0.2503284332,
NOR,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,0.5452729299,
NOR,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,254.14346014,
NOR,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,83.6167116596,
NOR,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,176.0416436128,
NOR,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,141.0805109304,
NOR,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,0.55007977523115,
NOR,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,0.76631591265087,
NOR,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,22.51066273,
NOR,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,7.0227067333,
NOR,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,43.5383449823551,
NOR,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,38.28085177935794,
NOR,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,0.55007977523115,
NOR,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,0.76631591265087,
NOR,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,471.79045986,
NOR,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,168.85793071,
NOR,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
NOR,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
NOR,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,1060.4795702,
NOR,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,9383.544084500001,
NOR,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,6.19982495161131,
NOR,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,28.76991115179323,
NOR,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,232.43061133795712,
NOR,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,107.14067921657453,
NOR,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,2.22986624773359,
NOR,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,3.74735829909768,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,247.2986616826,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,1022.2365990778001,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,0.0065747877,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,0.2699637296,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,246.487914813,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,1005.359286672,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,0.0023647276,
NOR,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.0351635018,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
NOR,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
NOR,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,89890.51802,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,197012.06999634,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,21.74840264648416,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,20.99983261927485,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,1990,60.42321225461773,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,2019,59.76645549203531,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,1990,0.10281632371886,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,2019,0.104796825902,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,5488.662341379,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,11896.026540153201,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,1990,1.95497518,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,2019,4.1372204939,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,1990,5431.47385,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,2019,11774.71311283,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,1990,0.0092422126,
NOR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,2019,0.0206462396,
NOR,1.A.1  Energy Industries,Liquid Fuels,Amount captured,CO2,kt,1990,,NO
NOR,1.A.1  Energy Industries,Liquid Fuels,Amount captured,CO2,kt,2019,,NO
NOR,1.A.1  Energy Industries,Liquid Fuels,Fuel Consumption,No gas,TJ,1990,25112.908220156998,
NOR,1.A.1  Energy Industries,Liquid Fuels,Fuel Consumption,No gas,TJ,2019,35718.112954719996,
NOR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CH4,kg/TJ,1990,1.67243282346283,
NOR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CH4,kg/TJ,2019,0.77465659328298,
NOR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CO2,t/TJ,1990,55.41051178941077,
NOR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CO2,t/TJ,2019,62.32000303909812,
NOR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,N2O,kg/TJ,1990,0.57659662007515,
NOR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,N2O,kg/TJ,2019,0.33701650183088,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,1396.5322920254,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,2229.9176097688,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CH4,kt,1990,0.041999652,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CH4,kt,2019,0.0276692717,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CO2,kt,1990,1391.5190969994,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CO2,kt,2019,2225.952907889,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,N2O,kt,1990,0.014480018,
NOR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,N2O,kt,2019,0.01203759348,
NOR,1.A.1  Energy Industries,Other Fossil Fuels,Amount captured,CO2,kt,1990,,NO
NOR,1.A.1  Energy Industries,Other Fossil Fuels,Amount captured,CO2,kt,2019,,NO
NOR,1.A.1  Energy Industries,Other Fossil Fuels,Fuel Consumption,No gas,TJ,1990,2273.4134567,
