
[
lv_net_total_costs_present, AREA(lv_net_total_costs_present),
lv_net_costs_per_capacity_step, AREA(lv_net_costs_per_capacity_step),
mv_net_total_costs_present, AREA(mv_net_total_costs_present),
mv_net_costs_per_capacity_step, AREA(mv_net_costs_per_capacity_step),
hv_net_total_costs_present, AREA(hv_net_total_costs_present),
hv_net_costs_per_capacity_step, AREA(hv_net_costs_per_capacity_step),
lv_mv_trafo_total_costs_present, AREA(lv_mv_trafo_total_costs_present),
lv_mv_trafo_costs_per_capacity_step, AREA(lv_mv_trafo_costs_per_capacity_step),
mv_hv_trafo_total_costs_present, AREA(mv_hv_trafo_total_costs_present),
mv_hv_trafo_costs_per_capacity_step, AREA(mv_hv_trafo_costs_per_capacity_step),
offshore_suitable_for_wind, AREA(offshore_suitable_for_wind),
annual_infrastructure_cost_gas, AREA(annual_infrastructure_cost_gas),
input_transport_road_human_powered_bicycle_demand, SUM(Q(transport_bicycle_using_electricity_pkm),Q(transport_bicycle_using_human_energy_pkm)),
file_carriers_imported_ammonia_co2_conversion_per_mj,V(CARRIER(imported_ammonia), co2_per_mj),
energy_power_combined_cycle_network_gas_full_load_hours,QUERY_PRESENT( -> { V(energy_power_combined_cycle_network_gas, full_load_hours) } ),
energy_power_ultra_supercritical_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_network_gas, full_load_hours) } ),
energy_power_turbine_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_turbine_network_gas, full_load_hours) } ),
energy_power_engine_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_engine_network_gas, full_load_hours) } ),
energy_power_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_supercritical_coal, full_load_hours) } ),
energy_power_combined_cycle_coal_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_combined_cycle_coal_gas, full_load_hours) } ),
energy_power_ultra_supercritical_ccs_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_ccs_coal, full_load_hours) } ),
energy_power_ultra_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_coal, full_load_hours) } ),
energy_power_ultra_supercritical_cofiring_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_cofiring_coal, full_load_hours) } ),
energy_power_ultra_supercritical_lignite_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_lignite, full_load_hours) } ),
energy_power_ultra_supercritical_oxyfuel_ccs_lignite_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_oxyfuel_ccs_lignite, full_load_hours) } ),
energy_power_engine_diesel_full_load_hours, QUERY_PRESENT( -> { V(energy_power_engine_diesel, full_load_hours) } ),
energy_power_ultra_supercritical_crude_oil_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_crude_oil, full_load_hours) } ),
energy_power_nuclear_gen2_uranium_oxide_full_load_hours, QUERY_PRESENT( -> { V(energy_power_nuclear_gen2_uranium_oxide, full_load_hours) } ),
energy_power_nuclear_gen3_uranium_oxide_full_load_hours, QUERY_PRESENT( -> { V(energy_power_nuclear_gen3_uranium_oxide, full_load_hours) } ),
energy_power_wind_turbine_inland_full_load_hours, QUERY_PRESENT( -> { V(energy_power_wind_turbine_inland, full_load_hours) } ),
energy_power_wind_turbine_coastal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_wind_turbine_coastal, full_load_hours) } ),
input_energy_power_wind_turbine_offshore_full_load_hours, QUERY_PRESENT( -> { V(energy_power_wind_turbine_offshore, full_load_hours) } ),
input_solar_pv_on_roof_households_full_load_hours, QUERY_PRESENT( -> { V(households_solar_pv_solar_radiation, full_load_hours) } ),
input_solar_pv_on_roof_buildings_full_load_hours, QUERY_PRESENT( -> { V(buildings_solar_pv_solar_radiation, full_load_hours) } ),
input_solar_pv_on_land_full_load_hours, QUERY_PRESENT( -> { V(energy_power_solar_pv_solar_radiation, full_load_hours) } ),
input_solar_csp_full_load_hours, QUERY_PRESENT( -> { V(energy_power_solar_csp_solar_radiation, full_load_hours) } ),
energy_power_geothermal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_geothermal, full_load_hours) } ),
energy_power_hydro_mountain_full_load_hours, QUERY_PRESENT( -> { V(energy_power_hydro_mountain, full_load_hours) } ),
energy_power_hydro_river_full_load_hours, QUERY_PRESENT( -> { V(energy_power_hydro_river, full_load_hours) } ),
energy_power_supercritical_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_power_supercritical_waste_mix, full_load_hours) } ),
energy_power_supercritical_ccs_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_power_supercritical_ccs_waste_mix, full_load_hours) } ),
energy_chp_coal_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_coal_gas, full_load_hours) } ),
industry_chp_turbine_gas_power_fuelmix_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_turbine_gas_power_fuelmix, full_load_hours) } ),
industry_chp_combined_cycle_gas_power_fuelmix_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_combined_cycle_gas_power_fuelmix, full_load_hours) } ),
industry_chp_engine_gas_power_fuelmix_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_engine_gas_power_fuelmix, full_load_hours) } ),
agriculture_chp_engine_network_gas_dispatchable_full_load_hours, QUERY_PRESENT( -> { V(agriculture_chp_engine_network_gas_dispatchable, full_load_hours) } ),
input_energy_chp_local_engine_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_local_engine_ht_network_gas, full_load_hours) } ),
input_energy_chp_combined_cycle_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_combined_cycle_ht_network_gas, full_load_hours) } ),
input_energy_chp_ultra_supercritical_cofiring_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_ultra_supercritical_cofiring_ht_coal, full_load_hours) } ),
input_energy_chp_ultra_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_ultra_supercritical_ht_coal, full_load_hours) } ),
input_energy_chp_ultra_supercritical_lignite_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_ultra_supercritical_ht_lignite, full_load_hours) } ),
industry_chp_ultra_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_ultra_supercritical_coal, full_load_hours) } ),
input_energy_chp_local_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_local_ht_wood_pellets_must_run, full_load_hours) } ),
industry_chp_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_wood_pellets, full_load_hours) } ),
agriculture_chp_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(agriculture_chp_wood_pellets, full_load_hours) } ),
input_energy_chp_local_engine_biogas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_local_engine_ht_biogas, full_load_hours) } ),
agriculture_chp_engine_biogas_full_load_hours, QUERY_PRESENT( -> { V(agriculture_chp_engine_biogas, full_load_hours) } ),
input_energy_chp_supercritical_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_supercritical_ht_waste_mix, full_load_hours) } ),
industry_chp_turbine_hydrogen_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_turbine_hydrogen, full_load_hours) } ),
input_energy_heat_burner_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_coal, full_load_hours) } ),
industry_heat_burner_coal_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_coal, full_load_hours) } ),
industry_heat_burner_crude_oil_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_crude_oil, full_load_hours) } ),
input_energy_heat_burner_crude_oil_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_crude_oil, full_load_hours) } ),
input_energy_heat_burner_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_network_gas, full_load_hours) } ),
industry_heat_burner_lignite_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_lignite, full_load_hours) } ),
input_energy_heat_burner_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_wood_pellets, full_load_hours) } ),
input_energy_heat_solar_solar_thermal_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_solar_ht_solar_thermal, full_load_hours) } ),
input_energy_heat_burner_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_waste_mix, full_load_hours) } ),
input_energy_heat_heatpump_water_water_electricity_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_heatpump_water_water_ht_electricity, full_load_hours) } ),
industry_heat_burner_hydrogen_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_hydrogen, full_load_hours) } ),
energy_power_combined_cycle_network_gas_full_load_hours,QUERY_PRESENT( -> { V(energy_power_combined_cycle_network_gas, full_load_hours) } ),
energy_power_ultra_supercritical_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_network_gas, full_load_hours) } ),
energy_power_turbine_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_turbine_network_gas, full_load_hours) } ),
energy_power_engine_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_engine_network_gas, full_load_hours) } ),
energy_power_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_supercritical_coal, full_load_hours) } ),
energy_power_combined_cycle_coal_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_power_combined_cycle_coal_gas, full_load_hours) } ),
energy_power_ultra_supercritical_ccs_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_ccs_coal, full_load_hours) } ),
energy_power_ultra_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_coal, full_load_hours) } ),
energy_power_ultra_supercritical_cofiring_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_cofiring_coal, full_load_hours) } ),
energy_power_ultra_supercritical_lignite_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_lignite, full_load_hours) } ),
energy_power_ultra_supercritical_oxyfuel_ccs_lignite_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_oxyfuel_ccs_lignite, full_load_hours) } ),
energy_power_engine_diesel_full_load_hours, QUERY_PRESENT( -> { V(energy_power_engine_diesel, full_load_hours) } ),
energy_power_ultra_supercritical_crude_oil_full_load_hours, QUERY_PRESENT( -> { V(energy_power_ultra_supercritical_crude_oil, full_load_hours) } ),
energy_power_nuclear_gen2_uranium_oxide_full_load_hours, QUERY_PRESENT( -> { V(energy_power_nuclear_gen2_uranium_oxide, full_load_hours) } ),
energy_power_nuclear_gen3_uranium_oxide_full_load_hours, QUERY_PRESENT( -> { V(energy_power_nuclear_gen3_uranium_oxide, full_load_hours) } ),
energy_power_wind_turbine_inland_full_load_hours, QUERY_PRESENT( -> { V(energy_power_wind_turbine_inland, full_load_hours) } ),
energy_power_wind_turbine_coastal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_wind_turbine_coastal, full_load_hours) } ),
input_energy_power_wind_turbine_offshore_full_load_hours, QUERY_PRESENT( -> { V(energy_power_wind_turbine_offshore, full_load_hours) } ),
energy_power_geothermal_full_load_hours, QUERY_PRESENT( -> { V(energy_power_geothermal, full_load_hours) } ),
energy_power_hydro_mountain_full_load_hours, QUERY_PRESENT( -> { V(energy_power_hydro_mountain, full_load_hours) } ),
energy_power_hydro_river_full_load_hours, QUERY_PRESENT( -> { V(energy_power_hydro_river, full_load_hours) } ),
energy_power_supercritical_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_power_supercritical_waste_mix, full_load_hours) } ),
energy_power_supercritical_ccs_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_power_supercritical_ccs_waste_mix, full_load_hours) } ),
energy_chp_coal_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_coal_gas, full_load_hours) } ),
industry_chp_turbine_gas_power_fuelmix_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_turbine_gas_power_fuelmix, full_load_hours) } ),
industry_chp_combined_cycle_gas_power_fuelmix_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_combined_cycle_gas_power_fuelmix, full_load_hours) } ),
industry_chp_engine_gas_power_fuelmix_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_engine_gas_power_fuelmix, full_load_hours) } ),
agriculture_chp_engine_network_gas_dispatchable_full_load_hours, QUERY_PRESENT( -> { V(agriculture_chp_engine_network_gas_dispatchable, full_load_hours) } ),
input_energy_chp_local_engine_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_local_engine_ht_network_gas, full_load_hours) } ),
input_energy_chp_combined_cycle_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_combined_cycle_ht_network_gas, full_load_hours) } ),
input_energy_chp_ultra_supercritical_cofiring_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_ultra_supercritical_cofiring_ht_coal, full_load_hours) } ),
input_energy_chp_ultra_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_ultra_supercritical_ht_coal, full_load_hours) } ),
input_energy_chp_ultra_supercritical_lignite_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_ultra_supercritical_ht_lignite, full_load_hours) } ),
industry_chp_ultra_supercritical_coal_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_ultra_supercritical_coal, full_load_hours) } ),
input_energy_chp_local_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_local_ht_wood_pellets_must_run, full_load_hours) } ),
industry_chp_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_wood_pellets, full_load_hours) } ),
agriculture_chp_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(agriculture_chp_wood_pellets, full_load_hours) } ),
input_energy_chp_local_engine_biogas_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_local_engine_ht_biogas, full_load_hours) } ),
agriculture_chp_engine_biogas_full_load_hours, QUERY_PRESENT( -> { V(agriculture_chp_engine_biogas, full_load_hours) } ),
input_energy_chp_supercritical_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_chp_supercritical_ht_waste_mix, full_load_hours) } ),
industry_chp_turbine_hydrogen_full_load_hours, QUERY_PRESENT( -> { V(industry_chp_turbine_hydrogen, full_load_hours) } ),
input_energy_heat_burner_coal_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_coal, full_load_hours) } ),
industry_heat_burner_coal_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_coal, full_load_hours) } ),
industry_heat_burner_crude_oil_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_crude_oil, full_load_hours) } ),
input_energy_heat_burner_crude_oil_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_crude_oil, full_load_hours) } ),
input_energy_heat_burner_network_gas_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_network_gas, full_load_hours) } ),
industry_heat_burner_lignite_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_lignite, full_load_hours) } ),
input_energy_heat_burner_wood_pellets_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_wood_pellets, full_load_hours) } ),
input_energy_heat_solar_solar_thermal_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_solar_ht_solar_thermal, full_load_hours) } ),
input_energy_heat_burner_waste_mix_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_burner_ht_waste_mix, full_load_hours) } ),
input_energy_heat_heatpump_water_water_electricity_full_load_hours, QUERY_PRESENT( -> { V(energy_heat_heatpump_water_water_ht_electricity, full_load_hours) } ),
industry_heat_burner_hydrogen_full_load_hours, QUERY_PRESENT( -> { V(industry_heat_burner_hydrogen, full_load_hours) } ),
input_energy_power_supercritical_coal_electricity_output_conversion, PRODUCT(V(energy_power_supercritical_coal, electricity_output_conversion),100),
input_energy_power_ultra_supercritical_coal_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_coal, electricity_output_conversion),100),
input_energy_power_ultra_supercritical_ccs_coal_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_ccs_coal, electricity_output_conversion),100),
input_energy_power_ultra_supercritical_cofiring_coal_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_cofiring_coal, electricity_output_conversion),100),
input_energy_power_combined_cycle_coal_electricity_output_conversion, PRODUCT(V(energy_power_combined_cycle_coal, electricity_output_conversion),100),
input_energy_power_combined_cycle_ccs_coal_electricity_output_conversion, PRODUCT(V(energy_power_combined_cycle_ccs_coal, electricity_output_conversion),100),
input_energy_power_ultra_supercritical_lignite_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_lignite, electricity_output_conversion),100),
input_energy_power_ultra_supercritical_oxyfuel_ccs_lignite_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_oxyfuel_ccs_lignite, electricity_output_conversion),100),
input_energy_chp_ultra_supercritical_cofiring_coal_electricity_output_conversion, PRODUCT(V(energy_chp_ultra_supercritical_cofiring_ht_coal, electricity_output_conversion),100),
input_energy_chp_ultra_supercritical_cofiring_coal_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_ultra_supercritical_cofiring_ht_coal, steam_hot_water_output_conversion),100),
input_energy_chp_ultra_supercritical_coal_electricity_output_conversion, PRODUCT(V(energy_chp_ultra_supercritical_ht_coal, electricity_output_conversion),100),
input_energy_chp_ultra_supercritical_coal_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_ultra_supercritical_ht_coal, steam_hot_water_output_conversion),100),
input_industry_chp_ultra_supercritical_coal_electricity_output_conversion, PRODUCT(V(industry_chp_ultra_supercritical_coal, electricity_output_conversion),100),
input_industry_chp_ultra_supercritical_coal_steam_hot_water_output_conversion, PRODUCT(V(industry_chp_ultra_supercritical_coal, steam_hot_water_output_conversion),100),
input_energy_chp_ultra_supercritical_lignite_electricity_output_conversion, PRODUCT(V(energy_chp_ultra_supercritical_ht_lignite, electricity_output_conversion),100),
input_energy_chp_ultra_supercritical_lignite_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_ultra_supercritical_ht_lignite, steam_hot_water_output_conversion),100),
input_energy_power_turbine_network_gas_electricity_output_conversion, PRODUCT(V(energy_power_turbine_network_gas, electricity_output_conversion),100),
input_energy_power_combined_cycle_network_gas_electricity_output_conversion, PRODUCT(V(energy_power_combined_cycle_network_gas, electricity_output_conversion),100),
input_energy_power_combined_cycle_ccs_network_gas_electricity_output_conversion, PRODUCT(V(energy_power_combined_cycle_ccs_network_gas, electricity_output_conversion),100),
input_energy_power_ultra_supercritical_network_gas_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_network_gas, electricity_output_conversion),100),
input_energy_power_engine_network_gas_electricity_output_conversion, PRODUCT(V(energy_power_engine_network_gas, electricity_output_conversion),100),
input_energy_chp_combined_cycle_network_gas_electricity_output_conversion, PRODUCT(V(energy_chp_combined_cycle_ht_network_gas, electricity_output_conversion),100),
input_energy_chp_combined_cycle_network_gas_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_combined_cycle_ht_network_gas, steam_hot_water_output_conversion),100),
input_energy_chp_local_engine_network_gas_electricity_output_conversion, PRODUCT(V(energy_chp_local_engine_ht_network_gas, electricity_output_conversion),100),
input_energy_chp_local_engine_network_gas_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_local_engine_ht_network_gas, steam_hot_water_output_conversion),100),
input_industry_chp_engine_gas_power_fuelmix_electricity_output_conversion, PRODUCT(V(industry_chp_engine_gas_power_fuelmix, electricity_output_conversion),100),
input_industry_chp_engine_gas_power_fuelmix_steam_hot_water_output_conversion, PRODUCT(V(industry_chp_engine_gas_power_fuelmix, steam_hot_water_output_conversion),100),
input_agriculture_chp_engine_network_gas_dispatchable_electricity_output_conversion, PRODUCT(V(agriculture_chp_engine_network_gas_dispatchable, electricity_output_conversion),100),
input_agriculture_chp_engine_network_gas_dispatchable_steam_hot_water_output_conversion, PRODUCT(V(agriculture_chp_engine_network_gas_dispatchable, steam_hot_water_output_conversion),100),
input_industry_chp_turbine_gas_power_fuelmix_electricity_output_conversion, PRODUCT(V(industry_chp_turbine_gas_power_fuelmix, electricity_output_conversion),100),
input_industry_chp_turbine_gas_power_fuelmix_steam_hot_water_output_conversion, PRODUCT(V(industry_chp_turbine_gas_power_fuelmix, steam_hot_water_output_conversion),100),
input_industry_chp_combined_cycle_gas_power_fuelmix_electricity_output_conversion, PRODUCT(V(industry_chp_combined_cycle_gas_power_fuelmix, electricity_output_conversion),100),
input_industry_chp_combined_cycle_gas_power_fuelmix_steam_hot_water_output_conversion, PRODUCT(V(industry_chp_combined_cycle_gas_power_fuelmix, steam_hot_water_output_conversion),100),
input_energy_power_ultra_supercritical_crude_oil_electricity_output_conversion, PRODUCT(V(energy_power_ultra_supercritical_crude_oil, electricity_output_conversion),100),
input_energy_power_engine_diesel_electricity_output_conversion, PRODUCT(V(energy_power_engine_diesel, electricity_output_conversion),100),
input_energy_power_supercritical_waste_mix_electricity_output_conversion, PRODUCT(V(energy_power_supercritical_waste_mix, electricity_output_conversion),100),
input_energy_power_supercritical_ccs_waste_mix_electricity_output_conversion, PRODUCT(V(energy_power_supercritical_ccs_waste_mix, electricity_output_conversion),100),
input_energy_power_nuclear_gen2_uranium_oxide_electricity_output_conversion, PRODUCT(V(energy_power_nuclear_gen2_uranium_oxide, electricity_output_conversion),100),
input_energy_power_nuclear_gen3_uranium_oxide_electricity_output_conversion, PRODUCT(V(energy_power_nuclear_gen3_uranium_oxide, electricity_output_conversion),100),
input_energy_chp_local_wood_pellets_electricity_output_conversion, PRODUCT(V(energy_chp_local_ht_wood_pellets_must_run, electricity_output_conversion),100),
input_energy_chp_local_wood_pellets_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_local_ht_wood_pellets_must_run, steam_hot_water_output_conversion),100),
input_industry_chp_wood_pellets_electricity_output_conversion, PRODUCT(V(industry_chp_wood_pellets, electricity_output_conversion),100),
input_industry_chp_wood_pellets_steam_hot_water_output_conversion, PRODUCT(V(industry_chp_wood_pellets, steam_hot_water_output_conversion),100),
input_agriculture_chp_wood_pellets_electricity_output_conversion, PRODUCT(V(agriculture_chp_wood_pellets, electricity_output_conversion),100),
input_agriculture_chp_wood_pellets_steam_hot_water_output_conversion, PRODUCT(V(agriculture_chp_wood_pellets, steam_hot_water_output_conversion),100),
input_energy_chp_local_engine_biogas_electricity_output_conversion, PRODUCT(V(energy_chp_local_engine_ht_biogas, electricity_output_conversion),100),
input_energy_chp_local_engine_biogas_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_local_engine_ht_biogas, steam_hot_water_output_conversion),100),
input_agriculture_chp_engine_biogas_electricity_output_conversion, PRODUCT(V(agriculture_chp_engine_biogas, electricity_output_conversion),100),
input_agriculture_chp_engine_biogas_steam_hot_water_output_conversion, PRODUCT(V(agriculture_chp_engine_biogas, steam_hot_water_output_conversion),100),
input_energy_chp_supercritical_waste_mix_electricity_output_conversion, PRODUCT(V(energy_chp_supercritical_ht_waste_mix, electricity_output_conversion),100),
input_energy_chp_supercritical_waste_mix_steam_hot_water_output_conversion, PRODUCT(V(energy_chp_supercritical_ht_waste_mix, steam_hot_water_output_conversion),100),
input_industry_chp_turbine_hydrogen_electricity_output_conversion, PRODUCT(V(industry_chp_turbine_hydrogen, electricity_output_conversion),100),
input_industry_chp_turbine_hydrogen_steam_hot_water_output_conversion, PRODUCT(V(industry_chp_turbine_hydrogen, steam_hot_water_output_conversion),100),
input_energy_heat_burner_wood_pellets_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_burner_ht_wood_pellets, steam_hot_water_output_conversion),100),
input_energy_heat_burner_coal_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_burner_ht_coal, steam_hot_water_output_conversion),100),
input_energy_heat_burner_hydrogen_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_burner_ht_hydrogen, steam_hot_water_output_conversion),100),
input_energy_heat_burner_crude_oil_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_burner_ht_crude_oil, steam_hot_water_output_conversion),100),
input_energy_heat_burner_network_gas_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_burner_ht_network_gas, steam_hot_water_output_conversion),100),
input_energy_heat_burner_waste_mix_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_burner_ht_waste_mix, steam_hot_water_output_conversion),100),
input_energy_heat_boiler_electricity_steam_hot_water_output_conversion, PRODUCT(V(energy_heat_boiler_ht_electricity, steam_hot_water_output_conversion),100),
input_industry_heat_burner_lignite_steam_hot_water_output_conversion, PRODUCT(V(industry_heat_burner_lignite, steam_hot_water_output_conversion),100),
input_industry_heat_burner_coal_steam_hot_water_output_conversion, PRODUCT(V(industry_heat_burner_coal, steam_hot_water_output_conversion),100),
input_industry_heat_burner_crude_oil_steam_hot_water_output_conversion, PRODUCT(V(industry_heat_burner_crude_oil, steam_hot_water_output_conversion),100),
input_industry_heat_burner_hydrogen_steam_hot_water_output_conversion, PRODUCT(V(industry_heat_burner_hydrogen, steam_hot_water_output_conversion),100),
input_energy_heat_distribution_ht_loss_share, PRODUCT(V(energy_distribution_ht_steam_hot_water, loss_output_conversion),100),
input_energy_heat_distribution_mt_loss_share, PRODUCT(V(energy_distribution_mt_steam_hot_water, loss_output_conversion),100),
input_energy_heat_distribution_lt_loss_share, PRODUCT(V(energy_distribution_lt_steam_hot_water, loss_output_conversion),100),
input_energy_cokesoven_transformation_cokes_output_conversion, V(energy_cokesoven_transformation_coal, cokes_output_conversion),
input_energy_cokesoven_transformation_coal_gas_output_conversion, V(energy_cokesoven_transformation_coal, coal_gas_output_conversion),
input_energy_cokesoven_transformation_loss_output_conversion, V(energy_cokesoven_transformation_coal, loss_output_conversion),
input_energy_blastfurnace_transformation_coal_gas_output_conversion, V(energy_blastfurnace_transformation_cokes, coal_gas_output_conversion),
input_energy_blastfurnace_transformation_loss_output_conversion, V(energy_blastfurnace_transformation_cokes, loss_output_conversion),
input_energy_power_combined_cycle_coal_gas_electricity_output_conversion, V(energy_power_combined_cycle_coal_gas, electricity_output_conversion),
input_energy_power_combined_cycle_coal_gas_loss_output_conversion, V(energy_power_combined_cycle_coal_gas, loss_output_conversion),
input_energy_chp_coal_gas_electricity_output_conversion, V(energy_chp_coal_gas, electricity_output_conversion),
input_energy_chp_coal_gas_steam_hot_water_output_conversion, V(energy_chp_coal_gas, steam_hot_water_output_conversion),
input_energy_chp_coal_gas_loss_output_conversion, V(energy_chp_coal_gas, loss_output_conversion),
input_percentage_of_diesel_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, diesel_input_conversion),
input_percentage_of_biodiesel_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, biodiesel_input_conversion),
input_percentage_of_kerosene_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, kerosene_input_conversion),
input_percentage_of_bio_kerosene_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, bio_kerosene_input_conversion),
input_percentage_of_lpg_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, lpg_input_conversion),
input_percentage_of_bio_oil_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, bio_oil_input_conversion),
input_percentage_of_crude_oil_buildings_final_demand_crude_oil, V(buildings_final_demand_crude_oil, crude_oil_input_conversion),
input_percentage_of_diesel_households_final_demand_crude_oil, V(households_final_demand_crude_oil, diesel_input_conversion),
input_percentage_of_biodiesel_households_final_demand_crude_oil, V(households_final_demand_crude_oil, biodiesel_input_conversion),
