key,demand,full_load_hours
energy_chp_local_engine_network_gas,1.40093448517792E+04,3.60800000000000E+03
energy_chp_local_engine_biogas,5.00130861273666E+03,8.00000000000000E+03
energy_chp_local_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,9.34142249661545E+03,3.70000000000000E+03
industry_chp_engine_gas_power_fuelmix,2.73295409979064E+02,1.30000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,1.28593035130487E+04,2.12000000000000E+03
industry_chp_ultra_supercritical_coal,9.73800000000000E+03,4.50000000000000E+03
industry_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
energy_chp_combined_cycle_network_gas,6.31114285714286E+04,4.90000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,0.00000000000000E+00,5.80000000000000E+03
energy_chp_ultra_supercritical_coal,0.00000000000000E+00,5.90000000000000E+03
energy_chp_ultra_supercritical_lignite,0.00000000000000E+00,4.50000000000000E+03
energy_chp_supercritical_waste_mix,1.48800000000000E+04,5.10000000000000E+03
