Key,Value,Source
country,es,
base_year,2012,
metal_steel_production,13.639,World Steel Association
metal_steel_share_blast_furnace_current,0.251,World Steel Association
metal_steel_share_blast_furnace_bat,0,
metal_steel_share_cyclone,0,
metal_steel_share_electric,0.749,World Steel Association
metal_steel_burner_share_coal,0,Optimized
metal_steel_burner_share_coal_gas,0.825,Optimized
metal_steel_burner_share_network_gas,0.175,Optimized
metal_aluminium_production,0.07,http://en.wikipedia.org/wiki/List_of_countries_by_aluminium_production
metal_aluminium_share_electrolysis_current,0.8,Based on NL dataset
metal_aluminium_share_electrolysis_bat,0,
metal_aluminium_share_melting_oven,0.2,Based on NL dataset
metal_aluminium_share_carbothermal_reduction,0,
