,demand_fertilizers_coal_energetic,demand_fertilizers_network_gas_energetic,demand_fertilizers_crude_oil_energetic,demand_fertilizers_wood_pellets_energetic,demand_fertilizers_heat_energetic,demand_fertilizers_electricity_energetic,demand_fertilizers_coal_non_energetic,demand_fertilizers_network_gas_non_energetic,demand_fertilizers_crude_oil_non_energetic
CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
