party,category,classification,measure,gas,unit,year,numberValue,stringValue
POL,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CS,D"
POL,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CS,D"
POL,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
POL,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D"
POL,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,D
POL,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,D
POL,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NA
POL,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NA
POL,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NA
POL,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NA
POL,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
POL,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
POL,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2"
POL,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2"
POL,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T3"
POL,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T3"
POL,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,385148.73853626545,
POL,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,323527.8906328706,
POL,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,1013.096195140823,
POL,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,848.4233619303236,
POL,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,,"NO,NA,IE"
POL,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,,"NO,IE,NA"
POL,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,354870.99537840515,
POL,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,297263.8308058773,
