party,category,classification,measure,gas,unit,year,numberValue,stringValue
AUT,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CS,D"
AUT,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CS,D,IE"
AUT,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
AUT,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,NO"
AUT,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CS,D"
AUT,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CS,D,IE"
AUT,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,"IE,NE"
AUT,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,"IE,NE"
AUT,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NE
AUT,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NE
AUT,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
AUT,1.  Energy,Total for category,Method,CH4,no unit,2019,,"IE,T1,T2,T3"
AUT,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
AUT,1.  Energy,Total for category,Method,CO2,no unit,2019,,"D,NO,T1,T2,T3"
AUT,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T2,T3"
AUT,1.  Energy,Total for category,Method,N2O,no unit,2019,,"IE,T1,T2,T3"
AUT,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,52664.96271091631,
AUT,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,54937.467945424905,
AUT,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,48.29240983693243,
AUT,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,22.20041291546906,
AUT,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,1199.082061964242,
AUT,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,480.6571756066583,
AUT,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,50930.27386071236,
AUT,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,53745.681523128405,
AUT,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,,NE
AUT,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,,NE
AUT,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,163.52701264737047,
AUT,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,35.81872909742098,
AUT,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,199.8054209897282,
AUT,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,132.16619308518267,
AUT,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,1.44340141422582,
AUT,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,2.15160324778629,
AUT,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,71.62482622103651,
AUT,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,10.46559814188978,
AUT,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,48.29240983693243,
AUT,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,22.20041291546906,
AUT,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,1.44340141422582,
AUT,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,2.15160324778629,
AUT,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,"IE,NE"
AUT,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,"IE,NE"
AUT,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
AUT,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
AUT,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,1659.0,
AUT,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,55488.538047498565,
AUT,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,28.73116335141652,
AUT,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,9.64045425363653,
AUT,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,109.9071729957806,
AUT,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,104.85783199357712,
AUT,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,3.92525617842074,
AUT,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,3.51737323630566,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,185.3963,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,5885.107055250212,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,0.047665,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,0.53493471264808,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,182.336,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,5818.407800153816,
AUT,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,0.006512,
