utc_timestamp,cet_cest_timestamp,PL_wind_onshore_generation_actual
2015-12-31T23:00:00Z,2016-01-01T00:00:00+0100,1365.05
2016-01-01T00:00:00Z,2016-01-01T01:00:00+0100,1278.125
2016-01-01T01:00:00Z,2016-01-01T02:00:00+0100,1199.138
2016-01-01T02:00:00Z,2016-01-01T03:00:00+0100,1025.988
2016-01-01T03:00:00Z,2016-01-01T04:00:00+0100,877.988
2016-01-01T04:00:00Z,2016-01-01T05:00:00+0100,891.563
2016-01-01T05:00:00Z,2016-01-01T06:00:00+0100,785.575
2016-01-01T06:00:00Z,2016-01-01T07:00:00+0100,745.5
2016-01-01T07:00:00Z,2016-01-01T08:00:00+0100,761.65
2016-01-01T08:00:00Z,2016-01-01T09:00:00+0100,720.213
2016-01-01T09:00:00Z,2016-01-01T10:00:00+0100,618.913
2016-01-01T10:00:00Z,2016-01-01T11:00:00+0100,556.9
2016-01-01T11:00:00Z,2016-01-01T12:00:00+0100,583.325
2016-01-01T12:00:00Z,2016-01-01T13:00:00+0100,572.638
2016-01-01T13:00:00Z,2016-01-01T14:00:00+0100,577.125
2016-01-01T14:00:00Z,2016-01-01T15:00:00+0100,640.2
2016-01-01T15:00:00Z,2016-01-01T16:00:00+0100,785.05
2016-01-01T16:00:00Z,2016-01-01T17:00:00+0100,1005.9
2016-01-01T17:00:00Z,2016-01-01T18:00:00+0100,1138.375
2016-01-01T18:00:00Z,2016-01-01T19:00:00+0100,1213.3
2016-01-01T19:00:00Z,2016-01-01T20:00:00+0100,1214.425
2016-01-01T20:00:00Z,2016-01-01T21:00:00+0100,1207.338
2016-01-01T21:00:00Z,2016-01-01T22:00:00+0100,1180.263
2016-01-01T22:00:00Z,2016-01-01T23:00:00+0100,1139.188
2016-01-01T23:00:00Z,2016-01-02T00:00:00+0100,1150.95
2016-01-02T00:00:00Z,2016-01-02T01:00:00+0100,1227.888
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,1229.588
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,1478.25
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,1743.463
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,2079.413
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,2241.85
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,2379.763
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,2459.113
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,2646.15
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,2866.9
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,2992.225
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,2995.713
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,2896.338
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,2861.5
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,2763.388
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,2838.4
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,3026.163
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,3064.288
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,2987.313
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,2850.813
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,2604.15
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,2379.35
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,2270.088
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,2178.525
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,2089.075
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,1998.75
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,1815.463
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,1622.963
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,1442.688
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,1340.1
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,1266.363
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,1217.213
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,1060.175
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,978.525
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,985.775
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,1017.525
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,1073.425
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,1045.038
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,1114.088
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,1326.413
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,1580.675
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,1712.675
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,1803.663
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,1830.088
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,1752.363
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,1657.4
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,1615.788
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,1637.75
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,1690.375
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,1722.838
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,1749.913
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,1907.025
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,1953.938
