party,category,classification,measure,gas,unit,year,numberValue,stringValue
HUN,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CS,D,M,OTH"
HUN,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CS,D,M,OTH"
HUN,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
HUN,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,PS"
HUN,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CS,D,M,OTH"
HUN,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CS,D,M,OTH"
HUN,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NE
HUN,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NE
HUN,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NE
HUN,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NE
HUN,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
HUN,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
HUN,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
HUN,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
HUN,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T2,T3"
HUN,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T2,T3"
HUN,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,69449.16249879681,
HUN,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,46649.975641443154,
HUN,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,156.63336813704095,
HUN,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,87.98374916827483,
HUN,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,1403.2048376189473,
HUN,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,348.62399054999776,
HUN,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,64781.22072060169,
HUN,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,43886.96948299325,
HUN,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,1.90842672700341,
HUN,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,4.96121280445362,
HUN,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,183.22054420966563,
HUN,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,48.08118285312572,
HUN,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,209.9575726043418,
HUN,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,89.82410064743212,
HUN,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,1.06493385040744,
HUN,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,1.13004219523854,
HUN,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,824.7537963437235,
