# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  260,19971012,   13,  129
  260,19971012,   14,  118
  260,19971012,   15,  121
  260,19971012,   16,  107
  260,19971012,   17,   93
  260,19971012,   18,   98
  260,19971012,   19,   97
  260,19971012,   20,   89
  260,19971012,   21,   84
  260,19971012,   22,   70
  260,19971012,   23,   64
  260,19971012,   24,   69
  260,19971013,    1,   80
  260,19971013,    2,   83
  260,19971013,    3,   73
  260,19971013,    4,   69
  260,19971013,    5,   67
  260,19971013,    6,   81
  260,19971013,    7,   86
  260,19971013,    8,   95
  260,19971013,    9,  100
  260,19971013,   10,   75
  260,19971013,   11,   86
  260,19971013,   12,   99
  260,19971013,   13,  116
  260,19971013,   14,  120
  260,19971013,   15,  106
  260,19971013,   16,   96
  260,19971013,   17,   93
  260,19971013,   18,   91
  260,19971013,   19,   91
  260,19971013,   20,   88
  260,19971013,   21,   94
  260,19971013,   22,   95
  260,19971013,   23,   89
  260,19971013,   24,   80
  260,19971014,    1,   78
  260,19971014,    2,   68
  260,19971014,    3,   61
  260,19971014,    4,   79
  260,19971014,    5,   80
  260,19971014,    6,   73
  260,19971014,    7,   64
  260,19971014,    8,   93
  260,19971014,    9,  114
  260,19971014,   10,  116
  260,19971014,   11,  114
  260,19971014,   12,  109
  260,19971014,   13,  112
  260,19971014,   14,   99
  260,19971014,   15,   96
  260,19971014,   16,   90
  260,19971014,   17,   86
  260,19971014,   18,   86
  260,19971014,   19,   84
  260,19971014,   20,   85
  260,19971014,   21,   82
  260,19971014,   22,   81
  260,19971014,   23,   80
  260,19971014,   24,   78
  260,19971015,    1,   78
  260,19971015,    2,   78
  260,19971015,    3,   80
  260,19971015,    4,   80
  260,19971015,    5,   78
  260,19971015,    6,   74
  260,19971015,    7,   74
  260,19971015,    8,   74
  260,19971015,    9,   76
  260,19971015,   10,   84
  260,19971015,   11,   88
  260,19971015,   12,   89
  260,19971015,   13,   99
  260,19971015,   14,   99
  260,19971015,   15,   98
  260,19971015,   16,   95
  260,19971015,   17,   82
  260,19971015,   18,   63
  260,19971015,   19,   52
  260,19971015,   20,   45
  260,19971015,   21,   43
  260,19971015,   22,   45
  260,19971015,   23,   44
  260,19971015,   24,   54
  260,19971016,    1,   57
  260,19971016,    2,   59
  260,19971016,    3,   55
  260,19971016,    4,   48
  260,19971016,    5,   40
  260,19971016,    6,   32
  260,19971016,    7,   37
  260,19971016,    8,   45
  260,19971016,    9,   51
  260,19971016,   10,   56
  260,19971016,   11,   64
  260,19971016,   12,   77
  260,19971016,   13,   96
  260,19971016,   14,  103
  260,19971016,   15,  108
  260,19971016,   16,  105
  260,19971016,   17,   91
  260,19971016,   18,   93
  260,19971016,   19,   89
  260,19971016,   20,   88
  260,19971016,   21,   90
  260,19971016,   22,   92
  260,19971016,   23,   92
  260,19971016,   24,   94
  260,19971017,    1,   95
  260,19971017,    2,   99
  260,19971017,    3,   98
  260,19971017,    4,  105
  260,19971017,    5,  102
  260,19971017,    6,  105
  260,19971017,    7,  109
  260,19971017,    8,  115
  260,19971017,    9,  122
  260,19971017,   10,  131
  260,19971017,   11,  143
  260,19971017,   12,  154
  260,19971017,   13,  162
  260,19971017,   14,  167
  260,19971017,   15,  165
  260,19971017,   16,  157
  260,19971017,   17,  142
  260,19971017,   18,  129
  260,19971017,   19,  133
  260,19971017,   20,  132
  260,19971017,   21,  121
  260,19971017,   22,  118
  260,19971017,   23,  114
  260,19971017,   24,  111
  260,19971018,    1,  107
  260,19971018,    2,   99
  260,19971018,    3,   95
  260,19971018,    4,   91
  260,19971018,    5,   90
  260,19971018,    6,   88
  260,19971018,    7,   90
  260,19971018,    8,  105
  260,19971018,    9,  129
  260,19971018,   10,  149
  260,19971018,   11,  166
  260,19971018,   12,  177
  260,19971018,   13,  188
  260,19971018,   14,  193
  260,19971018,   15,  192
  260,19971018,   16,  179
  260,19971018,   17,  150
  260,19971018,   18,  130
  260,19971018,   19,  109
  260,19971018,   20,  112
  260,19971018,   21,  107
  260,19971018,   22,   92
  260,19971018,   23,   91
  260,19971018,   24,   90
  260,19971019,    1,   82
  260,19971019,    2,   80
  260,19971019,    3,   85
  260,19971019,    4,   85
  260,19971019,    5,   88
  260,19971019,    6,   89
  260,19971019,    7,   92
  260,19971019,    8,  105
  260,19971019,    9,  122
  260,19971019,   10,  142
  260,19971019,   11,  159
  260,19971019,   12,  175
  260,19971019,   13,  180
  260,19971019,   14,  191
  260,19971019,   15,  186
  260,19971019,   16,  172
  260,19971019,   17,  144
  260,19971019,   18,  129
  260,19971019,   19,  113
  260,19971019,   20,  107
  260,19971019,   21,  104
  260,19971019,   22,  103
  260,19971019,   23,  107
  260,19971019,   24,  112
  260,19971020,    1,  123
  260,19971020,    2,  126
  260,19971020,    3,  126
  260,19971020,    4,  126
  260,19971020,    5,  128
  260,19971020,    6,  124
  260,19971020,    7,  121
  260,19971020,    8,  111
  260,19971020,    9,  108
  260,19971020,   10,  108
  260,19971020,   11,  111
  260,19971020,   12,  112
  260,19971020,   13,  112
  260,19971020,   14,  109
  260,19971020,   15,  104
  260,19971020,   16,  100
  260,19971020,   17,   83
  260,19971020,   18,   78
  260,19971020,   19,   74
  260,19971020,   20,   68
  260,19971020,   21,   68
  260,19971020,   22,   64
  260,19971020,   23,   58
  260,19971020,   24,   48
  260,19971021,    1,   42
  260,19971021,    2,   32
  260,19971021,    3,   30
  260,19971021,    4,   33
  260,19971021,    5,   33
  260,19971021,    6,   21
  260,19971021,    7,   21
  260,19971021,    8,   28
  260,19971021,    9,   60
  260,19971021,   10,   75
  260,19971021,   11,   83
  260,19971021,   12,   94
  260,19971021,   13,   98
  260,19971021,   14,   97
  260,19971021,   15,   93
  260,19971021,   16,   86
  260,19971021,   17,   64
  260,19971021,   18,   50
  260,19971021,   19,   44
  260,19971021,   20,   36
  260,19971021,   21,   35
  260,19971021,   22,   24
  260,19971021,   23,   16
  260,19971021,   24,    7
  260,19971022,    1,   -8
  260,19971022,    2,   -6
  260,19971022,    3,  -17
  260,19971022,    4,  -15
  260,19971022,    5,  -16
  260,19971022,    6,  -13
  260,19971022,    7,   -7
  260,19971022,    8,   16
  260,19971022,    9,   39
  260,19971022,   10,   59
  260,19971022,   11,   78
  260,19971022,   12,   84
  260,19971022,   13,   94
  260,19971022,   14,   99
  260,19971022,   15,   96
  260,19971022,   16,   80
  260,19971022,   17,   49
  260,19971022,   18,   36
  260,19971022,   19,   17
  260,19971022,   20,   12
  260,19971022,   21,    1
  260,19971022,   22,    7
  260,19971022,   23,   14
  260,19971022,   24,   32
  260,19971023,    1,   21
  260,19971023,    2,   12
  260,19971023,    3,    6
  260,19971023,    4,   15
  260,19971023,    5,   31
  260,19971023,    6,   38
  260,19971023,    7,   49
  260,19971023,    8,   63
  260,19971023,    9,   82
  260,19971023,   10,  105
  260,19971023,   11,  114
  260,19971023,   12,  113
  260,19971023,   13,  100
  260,19971023,   14,  114
  260,19971023,   15,  111
  260,19971023,   16,  103
  260,19971023,   17,   87
  260,19971023,   18,   67
  260,19971023,   19,   71
  260,19971023,   20,   86
  260,19971023,   21,   70
  260,19971023,   22,   70
  260,19971023,   23,   63
  260,19971023,   24,   70
  260,19971024,    1,   68
  260,19971024,    2,   54
  260,19971024,    3,   50
  260,19971024,    4,   43
  260,19971024,    5,   29
  260,19971024,    6,   27
  260,19971024,    7,   27
  260,19971024,    8,   46
  260,19971024,    9,   76
  260,19971024,   10,   92
  260,19971024,   11,  104
  260,19971024,   12,  103
  260,19971024,   13,   97
  260,19971024,   14,   96
  260,19971024,   15,   91
  260,19971024,   16,   80
  260,19971024,   17,   77
  260,19971024,   18,   60
  260,19971024,   19,   47
  260,19971024,   20,   42
  260,19971024,   21,   46
  260,19971024,   22,   57
  260,19971024,   23,   53
  260,19971024,   24,   52
  260,19971025,    1,   42
  260,19971025,    2,   40
  260,19971025,    3,   42
  260,19971025,    4,   46
  260,19971025,    5,   49
  260,19971025,    6,   61
  260,19971025,    7,   63
  260,19971025,    8,   73
  260,19971025,    9,   88
  260,19971025,   10,   95
  260,19971025,   11,  103
  260,19971025,   12,  105
  260,19971025,   13,  107
  260,19971025,   14,  103
  260,19971025,   15,  102
  260,19971025,   16,  101
  260,19971025,   17,   95
  260,19971025,   18,   86
  260,19971025,   19,   83
  260,19971025,   20,   82
  260,19971025,   21,   80
  260,19971025,   22,   79
  260,19971025,   23,   75
  260,19971025,   24,   62
  260,19971026,    1,   56
  260,19971026,    2,   62
  260,19971026,    3,   64
  260,19971026,    4,   66
  260,19971026,    5,   73
  260,19971026,    6,   74
  260,19971026,    7,   77
  260,19971026,    8,   82
  260,19971026,    9,   89
  260,19971026,   10,  104
  260,19971026,   11,  104
  260,19971026,   12,  114
  260,19971026,   13,  115
  260,19971026,   14,  106
  260,19971026,   15,   97
  260,19971026,   16,   93
  260,19971026,   17,   90
  260,19971026,   18,   89
  260,19971026,   19,   85
  260,19971026,   20,   86
  260,19971026,   21,   81
  260,19971026,   22,   78
  260,19971026,   23,   75
  260,19971026,   24,   72
  260,19971027,    1,   68
  260,19971027,    2,   64
  260,19971027,    3,   59
  260,19971027,    4,   54
  260,19971027,    5,   48
  260,19971027,    6,   32
  260,19971027,    7,   22
  260,19971027,    8,   27
  260,19971027,    9,   41
  260,19971027,   10,   47
  260,19971027,   11,   54
  260,19971027,   12,   61
  260,19971027,   13,   62
  260,19971027,   14,   63
  260,19971027,   15,   59
  260,19971027,   16,   48
  260,19971027,   17,   34
  260,19971027,   18,   26
  260,19971027,   19,   22
  260,19971027,   20,   12
  260,19971027,   21,   10
  260,19971027,   22,   10
  260,19971027,   23,    2
  260,19971027,   24,   -5
  260,19971028,    1,   -7
  260,19971028,    2,  -10
  260,19971028,    3,  -19
  260,19971028,    4,  -19
  260,19971028,    5,  -26
  260,19971028,    6,  -30
  260,19971028,    7,  -24
  260,19971028,    8,   -8
  260,19971028,    9,   21
  260,19971028,   10,   39
  260,19971028,   11,   51
  260,19971028,   12,   59
  260,19971028,   13,   61
  260,19971028,   14,   65
  260,19971028,   15,   61
  260,19971028,   16,   51
  260,19971028,   17,   35
  260,19971028,   18,   18
  260,19971028,   19,   11
  260,19971028,   20,   -1
  260,19971028,   21,  -10
  260,19971028,   22,  -12
  260,19971028,   23,  -19
  260,19971028,   24,  -30
  260,19971029,    1,  -31
  260,19971029,    2,  -36
  260,19971029,    3,  -33
  260,19971029,    4,  -42
  260,19971029,    5,  -46
  260,19971029,    6,  -43
  260,19971029,    7,  -44
  260,19971029,    8,  -10
  260,19971029,    9,   23
  260,19971029,   10,   37
  260,19971029,   11,   51
  260,19971029,   12,   67
  260,19971029,   13,   75
  260,19971029,   14,   78
  260,19971029,   15,   68
  260,19971029,   16,   44
  260,19971029,   17,   14
  260,19971029,   18,   -3
  260,19971029,   19,   14
  260,19971029,   20,   23
  260,19971029,   21,   19
  260,19971029,   22,    1
  260,19971029,   23,  -21
  260,19971029,   24,   -3
  260,19971030,    1,   -3
  260,19971030,    2,   -2
  260,19971030,    3,   -9
  260,19971030,    4,  -24
  260,19971030,    5,  -11
  260,19971030,    6,   -6
  260,19971030,    7,   -3
  260,19971030,    8,    9
  260,19971030,    9,   27
  260,19971030,   10,   55
  260,19971030,   11,   75
  260,19971030,   12,   96
  260,19971030,   13,  106
  260,19971030,   14,  109
  260,19971030,   15,  111
  260,19971030,   16,   94
  260,19971030,   17,   71
  260,19971030,   18,   43
  260,19971030,   19,   42
  260,19971030,   20,   43
  260,19971030,   21,   23
  260,19971030,   22,   26
  260,19971030,   23,   15
  260,19971030,   24,   13
  260,19971031,    1,    9
  260,19971031,    2,   13
  260,19971031,    3,    3
  260,19971031,    4,   -1
  260,19971031,    5,  -11
  260,19971031,    6,   13
  260,19971031,    7,   16
  260,19971031,    8,   29
  260,19971031,    9,   47
  260,19971031,   10,   69
  260,19971031,   11,   88
  260,19971031,   12,  101
  260,19971031,   13,  112
  260,19971031,   14,  114
  260,19971031,   15,  110
  260,19971031,   16,   96
  260,19971031,   17,   80
  260,19971031,   18,   70
  260,19971031,   19,   59
  260,19971031,   20,   47
  260,19971031,   21,   33
  260,19971031,   22,   34
  260,19971031,   23,   30
  260,19971031,   24,   25
  260,19971101,    1,   12
  260,19971101,    2,   11
  260,19971101,    3,   10
  260,19971101,    4,   12
  260,19971101,    5,   14
  260,19971101,    6,   16
  260,19971101,    7,   17
  260,19971101,    8,   22
  260,19971101,    9,   28
  260,19971101,   10,   33
  260,19971101,   11,   37
  260,19971101,   12,   42
  260,19971101,   13,   45
  260,19971101,   14,   54
  260,19971101,   15,   48
  260,19971101,   16,   34
  260,19971101,   17,   10
  260,19971101,   18,    3
  260,19971101,   19,  -11
  260,19971101,   20,   -5
  260,19971101,   21,    9
  260,19971101,   22,   18
  260,19971101,   23,   19
  260,19971101,   24,   17
  260,19971102,    1,   16
  260,19971102,    2,    9
  260,19971102,    3,   10
  260,19971102,    4,    6
  260,19971102,    5,    3
  260,19971102,    6,    3
  260,19971102,    7,   -1
  260,19971102,    8,    3
  260,19971102,    9,    6
  260,19971102,   10,   12
  260,19971102,   11,   21
  260,19971102,   12,   30
  260,19971102,   13,   35
  260,19971102,   14,   40
  260,19971102,   15,   42
  260,19971102,   16,   41
  260,19971102,   17,   39
  260,19971102,   18,   39
  260,19971102,   19,   39
  260,19971102,   20,   36
  260,19971102,   21,   38
  260,19971102,   22,   40
  260,19971102,   23,   41
  260,19971102,   24,   42
  260,19971103,    1,   41
  260,19971103,    2,   41
  260,19971103,    3,   42
  260,19971103,    4,   43
  260,19971103,    5,   42
  260,19971103,    6,   44
  260,19971103,    7,   44
  260,19971103,    8,   49
  260,19971103,    9,   55
  260,19971103,   10,   66
  260,19971103,   11,   81
  260,19971103,   12,   92
  260,19971103,   13,   98
  260,19971103,   14,   86
  260,19971103,   15,   78
  260,19971103,   16,   75
  260,19971103,   17,   73
  260,19971103,   18,   69
  260,19971103,   19,   58
  260,19971103,   20,   54
  260,19971103,   21,   48
  260,19971103,   22,   42
  260,19971103,   23,   36
  260,19971103,   24,   29
  260,19971104,    1,   23
  260,19971104,    2,   21
  260,19971104,    3,   20
  260,19971104,    4,   16
  260,19971104,    5,   12
  260,19971104,    6,    7
  260,19971104,    7,    3
  260,19971104,    8,   12
  260,19971104,    9,   32
  260,19971104,   10,   50
  260,19971104,   11,   58
  260,19971104,   12,   70
  260,19971104,   13,   78
  260,19971104,   14,   81
  260,19971104,   15,   80
  260,19971104,   16,   69
  260,19971104,   17,   69
  260,19971104,   18,   73
  260,19971104,   19,   66
  260,19971104,   20,   66
  260,19971104,   21,   68
  260,19971104,   22,   58
  260,19971104,   23,   55
  260,19971104,   24,   56
  260,19971105,    1,   60
  260,19971105,    2,   66
  260,19971105,    3,   71
  260,19971105,    4,   76
  260,19971105,    5,   81
  260,19971105,    6,   86
  260,19971105,    7,   86
  260,19971105,    8,   92
  260,19971105,    9,  100
  260,19971105,   10,  115
  260,19971105,   11,  133
  260,19971105,   12,  147
  260,19971105,   13,  151
  260,19971105,   14,  145
  260,19971105,   15,  141
  260,19971105,   16,  135
  260,19971105,   17,  122
  260,19971105,   18,  114
  260,19971105,   19,  110
  260,19971105,   20,  112
  260,19971105,   21,  105
  260,19971105,   22,  101
  260,19971105,   23,  101
  260,19971105,   24,  101
  260,19971106,    1,   99
  260,19971106,    2,  103
  260,19971106,    3,  104
  260,19971106,    4,  104
  260,19971106,    5,  104
  260,19971106,    6,  106
  260,19971106,    7,  109
  260,19971106,    8,  108
  260,19971106,    9,  117
  260,19971106,   10,  124
  260,19971106,   11,  126
  260,19971106,   12,  128
  260,19971106,   13,  130
  260,19971106,   14,  129
  260,19971106,   15,  131
  260,19971106,   16,  118
  260,19971106,   17,  113
  260,19971106,   18,   96
  260,19971106,   19,   95
  260,19971106,   20,   93
  260,19971106,   21,  101
  260,19971106,   22,  102
  260,19971106,   23,   99
  260,19971106,   24,  102
  260,19971107,    1,  104
  260,19971107,    2,  108
  260,19971107,    3,  110
  260,19971107,    4,  117
  260,19971107,    5,  125
  260,19971107,    6,  114
  260,19971107,    7,  103
  260,19971107,    8,  103
  260,19971107,    9,  101
  260,19971107,   10,  102
  260,19971107,   11,  103
  260,19971107,   12,  106
  260,19971107,   13,  109
  260,19971107,   14,  109
  260,19971107,   15,  110
  260,19971107,   16,  109
  260,19971107,   17,  110
  260,19971107,   18,  110
  260,19971107,   19,  104
  260,19971107,   20,   97
  260,19971107,   21,   90
  260,19971107,   22,   92
  260,19971107,   23,   82
  260,19971107,   24,   80
  260,19971108,    1,   84
  260,19971108,    2,   84
  260,19971108,    3,   81
  260,19971108,    4,   90
  260,19971108,    5,   94
  260,19971108,    6,   91
  260,19971108,    7,   86
  260,19971108,    8,   93
  260,19971108,    9,  102
  260,19971108,   10,  106
  260,19971108,   11,  118
  260,19971108,   12,  119
  260,19971108,   13,  118
  260,19971108,   14,  129
  260,19971108,   15,  123
  260,19971108,   16,  109
  260,19971108,   17,  107
  260,19971108,   18,   99
  260,19971108,   19,   95
  260,19971108,   20,   91
  260,19971108,   21,   92
  260,19971108,   22,   94
  260,19971108,   23,   92
  260,19971108,   24,  103
  260,19971109,    1,  103
  260,19971109,    2,  101
  260,19971109,    3,  101
  260,19971109,    4,  103
  260,19971109,    5,  101
  260,19971109,    6,   99
  260,19971109,    7,   83
  260,19971109,    8,   88
  260,19971109,    9,  103
  260,19971109,   10,  111
  260,19971109,   11,  116
  260,19971109,   12,  119
  260,19971109,   13,  119
  260,19971109,   14,  122
  260,19971109,   15,  112
  260,19971109,   16,  103
  260,19971109,   17,   96
  260,19971109,   18,   95
  260,19971109,   19,   92
  260,19971109,   20,   87
  260,19971109,   21,   83
  260,19971109,   22,   84
  260,19971109,   23,   92
  260,19971109,   24,   89
  260,19971110,    1,   84
  260,19971110,    2,   77
  260,19971110,    3,   73
  260,19971110,    4,   71
  260,19971110,    5,   72
  260,19971110,    6,   79
  260,19971110,    7,   87
  260,19971110,    8,   91
  260,19971110,    9,   95
  260,19971110,   10,   99
  260,19971110,   11,  104
  260,19971110,   12,  117
  260,19971110,   13,  119
  260,19971110,   14,  112
  260,19971110,   15,  111
  260,19971110,   16,  107
  260,19971110,   17,   88
  260,19971110,   18,   85
  260,19971110,   19,   86
  260,19971110,   20,   86
  260,19971110,   21,   80
  260,19971110,   22,   84
  260,19971110,   23,   81
  260,19971110,   24,   79
  260,19971111,    1,   84
  260,19971111,    2,   87
  260,19971111,    3,   85
  260,19971111,    4,   79
  260,19971111,    5,   69
  260,19971111,    6,   62
  260,19971111,    7,   66
  260,19971111,    8,   72
  260,19971111,    9,   80
  260,19971111,   10,   88
  260,19971111,   11,   88
  260,19971111,   12,   87
  260,19971111,   13,   80
  260,19971111,   14,   75
  260,19971111,   15,   71
  260,19971111,   16,   72
  260,19971111,   17,   71
  260,19971111,   18,   74
  260,19971111,   19,   69
  260,19971111,   20,   58
  260,19971111,   21,   60
  260,19971111,   22,   71
  260,19971111,   23,   64
  260,19971111,   24,   53
  260,19971112,    1,   49
  260,19971112,    2,   44
  260,19971112,    3,   25
  260,19971112,    4,   27
  260,19971112,    5,   17
  260,19971112,    6,   10
  260,19971112,    7,   12
  260,19971112,    8,   19
  260,19971112,    9,   22
  260,19971112,   10,   46
  260,19971112,   11,   69
  260,19971112,   12,   94
  260,19971112,   13,   96
  260,19971112,   14,  100
  260,19971112,   15,   94
  260,19971112,   16,   73
  260,19971112,   17,   61
  260,19971112,   18,   53
  260,19971112,   19,   56
  260,19971112,   20,   58
  260,19971112,   21,   61
  260,19971112,   22,   63
  260,19971112,   23,   67
  260,19971112,   24,   65
  260,19971113,    1,   60
  260,19971113,    2,   55
  260,19971113,    3,   52
  260,19971113,    4,   49
  260,19971113,    5,   44
  260,19971113,    6,   36
  260,19971113,    7,   37
  260,19971113,    8,   35
  260,19971113,    9,   38
  260,19971113,   10,   49
  260,19971113,   11,   53
  260,19971113,   12,   60
  260,19971113,   13,   66
  260,19971113,   14,   67
  260,19971113,   15,   63
  260,19971113,   16,   65
  260,19971113,   17,   63
  260,19971113,   18,   64
  260,19971113,   19,   65
  260,19971113,   20,   64
  260,19971113,   21,   65
  260,19971113,   22,   65
  260,19971113,   23,   64
  260,19971113,   24,   56
  260,19971114,    1,   50
  260,19971114,    2,   43
  260,19971114,    3,   47
  260,19971114,    4,   48
  260,19971114,    5,   50
  260,19971114,    6,   43
  260,19971114,    7,   48
  260,19971114,    8,   52
  260,19971114,    9,   54
  260,19971114,   10,   60
  260,19971114,   11,   69
  260,19971114,   12,   74
  260,19971114,   13,   75
  260,19971114,   14,   78
  260,19971114,   15,   79
  260,19971114,   16,   81
  260,19971114,   17,   79
  260,19971114,   18,   72
  260,19971114,   19,   62
  260,19971114,   20,   62
  260,19971114,   21,   70
  260,19971114,   22,   74
  260,19971114,   23,   77
  260,19971114,   24,   78
  260,19971115,    1,   79
  260,19971115,    2,   77
  260,19971115,    3,   74
  260,19971115,    4,   75
  260,19971115,    5,   76
  260,19971115,    6,   78
  260,19971115,    7,   80
  260,19971115,    8,   84
  260,19971115,    9,   89
  260,19971115,   10,   91
  260,19971115,   11,   91
  260,19971115,   12,   96
  260,19971115,   13,   97
  260,19971115,   14,   99
  260,19971115,   15,  101
  260,19971115,   16,  101
  260,19971115,   17,  102
  260,19971115,   18,  103
  260,19971115,   19,  104
  260,19971115,   20,  105
  260,19971115,   21,  106
  260,19971115,   22,  107
  260,19971115,   23,  107
  260,19971115,   24,  106
  260,19971116,    1,  106
  260,19971116,    2,  105
  260,19971116,    3,  105
  260,19971116,    4,  105
  260,19971116,    5,  104
  260,19971116,    6,  104
  260,19971116,    7,  103
  260,19971116,    8,  103
  260,19971116,    9,  105
  260,19971116,   10,  109
  260,19971116,   11,  112
  260,19971116,   12,  114
  260,19971116,   13,  114
  260,19971116,   14,  113
  260,19971116,   15,  113
  260,19971116,   16,  110
  260,19971116,   17,  107
  260,19971116,   18,  102
  260,19971116,   19,   98
  260,19971116,   20,  105
  260,19971116,   21,  102
  260,19971116,   22,   96
  260,19971116,   23,   91
  260,19971116,   24,   83
  260,19971117,    1,   76
  260,19971117,    2,   70
  260,19971117,    3,   67
  260,19971117,    4,   69
  260,19971117,    5,   71
  260,19971117,    6,   64
  260,19971117,    7,   58
  260,19971117,    8,   58
  260,19971117,    9,   65
  260,19971117,   10,   72
  260,19971117,   11,   76
  260,19971117,   12,   82
  260,19971117,   13,   85
  260,19971117,   14,   89
  260,19971117,   15,   83
  260,19971117,   16,   77
  260,19971117,   17,   70
  260,19971117,   18,   56
  260,19971117,   19,   50
  260,19971117,   20,   55
  260,19971117,   21,   49
  260,19971117,   22,   40
  260,19971117,   23,   36
  260,19971117,   24,   33
  260,19971118,    1,   32
  260,19971118,    2,   33
  260,19971118,    3,   29
  260,19971118,    4,   29
  260,19971118,    5,   29
  260,19971118,    6,   26
  260,19971118,    7,   29
  260,19971118,    8,   35
  260,19971118,    9,   46
  260,19971118,   10,   56
  260,19971118,   11,   65
  260,19971118,   12,   75
  260,19971118,   13,   81
  260,19971118,   14,   83
  260,19971118,   15,   79
  260,19971118,   16,   72
  260,19971118,   17,   69
  260,19971118,   18,   64
  260,19971118,   19,   56
  260,19971118,   20,   49
  260,19971118,   21,   44
  260,19971118,   22,   41
  260,19971118,   23,   41
  260,19971118,   24,   41
  260,19971119,    1,   42
  260,19971119,    2,   43
  260,19971119,    3,   45
  260,19971119,    4,   46
  260,19971119,    5,   45
  260,19971119,    6,   39
  260,19971119,    7,   30
  260,19971119,    8,   24
  260,19971119,    9,   29
  260,19971119,   10,   34
  260,19971119,   11,   41
  260,19971119,   12,   49
  260,19971119,   13,   54
  260,19971119,   14,   54
  260,19971119,   15,   48
  260,19971119,   16,   43
  260,19971119,   17,   40
  260,19971119,   18,   36
  260,19971119,   19,   32
  260,19971119,   20,   28
  260,19971119,   21,   27
  260,19971119,   22,   25
  260,19971119,   23,   24
  260,19971119,   24,   23
  260,19971120,    1,   23
  260,19971120,    2,   23
  260,19971120,    3,   16
  260,19971120,    4,   11
  260,19971120,    5,    9
  260,19971120,    6,    6
  260,19971120,    7,    7
  260,19971120,    8,   11
  260,19971120,    9,   13
  260,19971120,   10,   17
  260,19971120,   11,   23
  260,19971120,   12,   31
  260,19971120,   13,   40
  260,19971120,   14,   43
  260,19971120,   15,   47
  260,19971120,   16,   52
  260,19971120,   17,   50
  260,19971120,   18,   50
  260,19971120,   19,   51
  260,19971120,   20,   57
  260,19971120,   21,   61
  260,19971120,   22,   62
  260,19971120,   23,   68
  260,19971120,   24,   70
  260,19971121,    1,   72
  260,19971121,    2,   70
  260,19971121,    3,   62
  260,19971121,    4,   62
  260,19971121,    5,   65
  260,19971121,    6,   71
  260,19971121,    7,   80
  260,19971121,    8,   81
  260,19971121,    9,   85
  260,19971121,   10,   89
  260,19971121,   11,   89
  260,19971121,   12,   93
  260,19971121,   13,   92
  260,19971121,   14,   92
  260,19971121,   15,   93
  260,19971121,   16,   91
  260,19971121,   17,   83
  260,19971121,   18,   87
  260,19971121,   19,   85
  260,19971121,   20,   85
  260,19971121,   21,   85
  260,19971121,   22,   80
  260,19971121,   23,   79
  260,19971121,   24,   72
  260,19971122,    1,   71
  260,19971122,    2,   72
  260,19971122,    3,   65
  260,19971122,    4,   63
  260,19971122,    5,   64
  260,19971122,    6,   64
  260,19971122,    7,   64
  260,19971122,    8,   62
  260,19971122,    9,   79
  260,19971122,   10,   90
  260,19971122,   11,   96
  260,19971122,   12,  103
  260,19971122,   13,  100
  260,19971122,   14,   94
  260,19971122,   15,   84
  260,19971122,   16,   73
  260,19971122,   17,   67
  260,19971122,   18,   58
  260,19971122,   19,   54
  260,19971122,   20,   49
  260,19971122,   21,   52
  260,19971122,   22,   53
  260,19971122,   23,   53
  260,19971122,   24,   52
  260,19971123,    1,   53
  260,19971123,    2,   56
  260,19971123,    3,   58
  260,19971123,    4,   60
  260,19971123,    5,   58
  260,19971123,    6,   51
  260,19971123,    7,   48
  260,19971123,    8,   49
  260,19971123,    9,   53
  260,19971123,   10,   61
  260,19971123,   11,   63
  260,19971123,   12,   66
  260,19971123,   13,   63
  260,19971123,   14,   65
  260,19971123,   15,   63
  260,19971123,   16,   59
  260,19971123,   17,   58
  260,19971123,   18,   57
  260,19971123,   19,   51
  260,19971123,   20,   50
  260,19971123,   21,   50
  260,19971123,   22,   50
  260,19971123,   23,   50
  260,19971123,   24,   50
  260,19971124,    1,   49
  260,19971124,    2,   42
  260,19971124,    3,   34
  260,19971124,    4,   27
  260,19971124,    5,   27
  260,19971124,    6,   22
  260,19971124,    7,   23
  260,19971124,    8,   19
  260,19971124,    9,   26
  260,19971124,   10,   31
  260,19971124,   11,   37
  260,19971124,   12,   42
  260,19971124,   13,   50
