party,category,classification,measure,gas,unit,year,numberValue,stringValue
EUA,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,, 
EUA,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,, 
EUA,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,, 
EUA,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,, 
EUA,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,, 
EUA,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,, 
EUA,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,2654.659273109826,
EUA,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,767.376428703302,
EUA,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,17.74962002897177,
EUA,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,5.5872245598134,
EUA,1.  Energy,Total for category,Method,CH4,no unit,1990,, 
EUA,1.  Energy,Total for category,Method,CH4,no unit,2019,, 
EUA,1.  Energy,Total for category,Method,CO2,no unit,1990,, 
EUA,1.  Energy,Total for category,Method,CO2,no unit,2019,, 
EUA,1.  Energy,Total for category,Method,N2O,no unit,1990,, 
EUA,1.  Energy,Total for category,Method,N2O,no unit,2019,, 
EUA,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,3747086.1494784327,
EUA,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,2764013.9811103744,
EUA,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,6366.915869241551,
EUA,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,2614.776490203363,
EUA,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,48579.309990051,
EUA,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,12707.112381292374,
EUA,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,3545561.506017273,
EUA,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,2667932.7043030635,
EUA,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,56.7567438159014,
EUA,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,69.5094234841815,
EUA,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,8288.68256324141,
EUA,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,1890.9743014953283,
EUA,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,12795.470023143711,
EUA,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,4804.599629675097,
EUA,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,87.73961932979878,
EUA,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,86.29258521364856,
EUA,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,17234.24904096815,
EUA,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,1347.2930121522368,
EUA,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,6366.915869241551,
EUA,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,2614.776490203363,
EUA,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,87.73961932979878,
EUA,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,86.29258521364856,
EUA,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,2654.659273109826,
EUA,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,767.376428703302,
EUA,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,"NO,IE"
EUA,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,"NO,NA"
