Country_code,Country,Format_name,Pollutant_name,Sector_code,Sector_name,Parent_sector_code,Unit,Year,emissions,Notation,PublicationDate,DataSource,Country_code_3
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.D.2,4.D.2 - Land converted to wetlands,4.D,Gg CO2 equivalent,2019,3278.97491,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.E.1,4.E.1 - Settlements remaining settlements,4.E,Gg CO2 equivalent,1990,1214.96445,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,2.B.10,2.B.10 - Other chemical industry,2.B,Gg,2019,1.69702,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,2.C,2.C - Metal Industry,2,Gg,1990,0.09255,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,2.D.2,2.D.2 - Paraffin Wax Use,2.D,Gg,2019,0.00464,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,3,3 - Agriculture,Sectors/Totals_incl_incl,Gg,1990,656.22992,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,3,3 - Agriculture,Sectors/Totals_incl_incl,Gg,2019,512.67054,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,3.B.4,3.B.4 - Manure Management - Other livestock,3.B,Gg,1990,7.63425,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,3.D.2,3.D.2 - Indirect N2O emissions from managed soils,3.D,Gg,1990,124.55669,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,3.F,3.F - Field Burning of Agricultural Residues,3,Gg,1990,1.67311,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,3.J,3.J - Other agriculture emissions,3,Gg,2019,0.59963,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,4,"4 - Land Use, Land-Use Change and Forestry",Sectors/Totals_incl_incl,Gg,2019,38.39749,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,4(II).B,4(II).B 4(II) Emissions and removals from drainage and rewetting and other management of organic and mineral soils,4.B,Gg,2019,,"IE,NA,NE,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,4(II).D,4(II).D 4(II)  Emissions and removals from drainage and rewetting and other management of organic and mineral soils,4.D,Gg,2019,0.71696,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,4.A,4.A - Forest Land,4,Gg,1990,18.66847,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,4.C,4.C - Grassland,4,Gg,2019,1.64479,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.E.2,4.E.2 - Land converted to settlements,4.E,Gg CO2 equivalent,1990,23040.27542,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.F.2,4.F.2 - Land converted to other land,4.F,Gg CO2 equivalent,1990,1215.51592,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.G,4.G - Harvested Wood Products,4,Gg CO2 equivalent,2019,-40782.6559,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,4.D.2,4.D.2 - Land converted to wetlands,4.D,Gg,2019,0.31538,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.A.1,5.A.1 - Managed Waste Disposal Sites,5.A,Gg CO2 equivalent,2019,65947.4499,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.B,5.B - Biological Treatment of Solid Waste,5,Gg CO2 equivalent,1990,827.02202,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.B.1,5.B.1 - Waste Composting,5.B,Gg CO2 equivalent,1990,818.85416,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,5.C,5.C - Incineration and Open Burning of Waste,5,Gg,2019,1.61353,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,5.C.1,5.C.1 - Waste Incineration,5.C,Gg,2019,0.44367,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,5.D.1,5.D.1 - Domestic wastewater,5.D,Gg,1990,25.42989,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,5.D.2,5.D.2 - Industrial wastewater,5.D,Gg,2019,3.16633,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,5.E,5.E - Other Disposal,5,Gg,1990,,"NA,NE,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,N₂O,Sectors/Totals_incl,Total net emissions (UNFCCC),,Gg,2019,711.57479,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),2.C.7,2.C.7 - Other Metal Industry,2.C,Gg CO2 equivalent,1990,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),2.C.7,2.C.7 - Other Metal Industry,2.C,Gg CO2 equivalent,2019,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),2.E.1,2.E.1 - Integrated Circuit or Semiconductor,2.E,Gg CO2 equivalent,2019,65.43789,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),Sectors/Totals_incl,Total net emissions (UNFCCC),,Gg CO2 equivalent,2019,3395486.4197,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A,1.A - Fuel combustion activities (sectoral approach),1,Gg,1990,1173.42125,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.2.e,"1.A.2.e - Food Processing, Beverages and Tobacco",1.A.2,Gg,2019,18.11104,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.2.f,1.A.2.f - Non-metallic minerals,1.A.2,Gg,1990,9.19298,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3,1.A.3 - Transport,1.AA,Gg,1990,225.8475,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.a,1.A.3.a - Domestic Aviation,1.A.3,Gg,1990,0.3532,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.a,1.A.3.a - Domestic Aviation,1.A.3,Gg,2019,0.28869,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.4.a,1.A.4.a - Commercial/Institutional,1.A.4,Gg,1990,73.60332,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.5.b,1.A.5.b - Mobile,1.A.5,Gg,1990,1.50061,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.5.b,1.A.5.b - Mobile,1.A.5,Gg,2019,0.13156,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),2.F.3,2.F.3 - Fire Protection,2.F,Gg CO2 equivalent,1990,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,1.B,Gg,1990,2179.47202,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.D.1,1.D.1 - International Bunkers,1.D,Gg,1990,7.65442,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.D.1,1.D.1 - International Bunkers,1.D,Gg,2019,11.81277,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.D.2,1.D.2 - Multilateral Operations,1.D,Gg,1990,,"C,IE,NA,NE,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.B.10,2.B.10 - Other chemical industry,2.B,Gg,1990,3.87102,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),1,1 - Energy,Sectors/Totals_incl_incl,Gg CO2 equivalent,2019,2758225.4677,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),1.A,1.A - Fuel combustion activities (sectoral approach),1,Gg CO2 equivalent,2019,2690297.11226,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),6,6 - Other Sector,Sectors/Totals_incl_incl,Gg CO2 equivalent,1990,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),6,6 - Other Sector,Sectors/Totals_incl_incl,Gg CO2 equivalent,2019,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,NF3 - (CO2 equivalent),Sectors/Totals_incl,Total net emissions (UNFCCC),,Gg CO2 equivalent,1990,21.86687,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.D.2,2.D.2 - Paraffin Wax Use,2.D,Gg,1990,0.00698,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.G,2.G - Other Product Manufacture and Use,2,Gg,2019,3.24261,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.A.1,3.A.1 - Enteric Fermentation - Cattle,3.A,Gg,1990,7312.0965,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),1.A.2.f,1.A.2.f - Non-metallic minerals,1.A.2,Gg CO2 equivalent,2019,84987.05445,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.E.5,2.E.5 - Other electronics industry,2.E,Gg CO2 equivalent,1990,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F,2.F - Product Uses as Substitutes for ODS,2,Gg CO2 equivalent,1990,,"IE,NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F.1,2.F.1 - Refrigeration and Air conditioning,2.F,Gg CO2 equivalent,1990,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F.1,2.F.1 - Refrigeration and Air conditioning,2.F,Gg CO2 equivalent,2019,87.645,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),1.A.3.b.iii,1.A.3.b.iii - Heavy duty trucks and buses,1.A.3.b,Gg CO2 equivalent,2019,208486.25163,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),1.A.4,1.A.4 - Other Sectors,1.AA,Gg CO2 equivalent,1990,714111.60458,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F.2,2.F.2 - Foam Blowing Agents,2.F,Gg CO2 equivalent,2019,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F.3,2.F.3 - Fire Protection,2.F,Gg CO2 equivalent,2019,11.23021,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F.6,2.F.6 - Other Applications,2.F,Gg CO2 equivalent,1990,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.F.6,2.F.6 - Other Applications,2.F,Gg CO2 equivalent,2019,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),2.G,2.G - Other Product Manufacture and Use,2,Gg CO2 equivalent,2019,399.79526,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),Sectors/Totals_excl,Total emissions (UNFCCC),,Gg CO2 equivalent,2019,2308.88859,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,PFCs - (CO2 equivalent),Sectors/Totals_incl,Total net emissions (UNFCCC),,Gg CO2 equivalent,1990,21787.37208,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,SF6 - (CO2 equivalent),2.C.3,2.C.3 - Aluminium Production,2.C,Gg CO2 equivalent,1990,14.1,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.A.4,3.A.4 - Enteric Fermentation - Other livestock,3.A,Gg,2019,227.00747,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.C.1,3.C.1 - Irrigated,3.C,Gg,2019,101.21064,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.E,3.E - Prescribed Burning of Savannas,3,Gg,1990,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.E,3.E - Prescribed Burning of Savannas,3,Gg,2019,,"NA,NO",20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.F.1,3.F.1 - Cereals,3.F,Gg,2019,15.8014,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.F.3,3.F.3 - Tubers and roots,3.F,Gg,2019,0.10573,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4(II).A,4(II).A 4(II) Emissions and removals from drainage and rewetting and other management of organic and mineral soils,4.A,Gg,1990,74.58181,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,Unspecified mix of HFCs and PFCs - (CO2 equivalent),2,2 - Industrial Processes and Product Use,Sectors/Totals_incl_incl,Gg CO2 equivalent,2019,1578.4548,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),2.B,2.B - Chemical Industry,2,Gg CO2 equivalent,1990,161723.06266,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),2.C,2.C - Metal Industry,2,Gg CO2 equivalent,2019,74928.52826,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),2.C.6,2.C.6 - Zinc Production,2.C,Gg CO2 equivalent,2019,1062.34071,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),2.E,2.E - Electronics Industry,2,Gg CO2 equivalent,2019,793.95105,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4(II).D,4(II).D 4(II)  Emissions and removals from drainage and rewetting and other management of organic and mineral soils,4.D,Gg,2019,300.07234,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.A.1,4.A.1 - Forest Land remaining forest land,4.A,Gg,1990,112.71373,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.A.1,4.A.1 - Forest Land remaining forest land,4.A,Gg,2019,67.16063,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),2.E.5,2.E.5 - Other electronics industry,2.E,Gg CO2 equivalent,1990,,—,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),2.F.1,2.F.1 - Refrigeration and Air conditioning,2.F,Gg CO2 equivalent,1990,4.66278,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),3.A,3.A - Enteric Fermentation,3.1,Gg CO2 equivalent,1990,240658.38695,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),3.A.4,3.A.4 - Enteric Fermentation - Other livestock,3.A,Gg CO2 equivalent,1990,6832.41681,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),3.D.1,3.D.1 - Direct N2O emissions from managed soils,3.D,Gg CO2 equivalent,1990,113209.00215,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),3.F.5,3.F.5 - Other Agricultural residues,3.F,Gg CO2 equivalent,2019,48.51988,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,Unspecified mix of HFCs and PFCs - (CO2 equivalent),2.E.4,2.E.4 - Heat Transfer Fluid,2.E,Gg CO2 equivalent,1990,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,Unspecified mix of HFCs and PFCs - (CO2 equivalent),2.F.4,2.F.4 - Aerosols,2.F,Gg CO2 equivalent,1990,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,Unspecified mix of HFCs and PFCs - (CO2 equivalent),2.F.4,2.F.4 - Aerosols,2.F,Gg CO2 equivalent,2019,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4,"4 - Land Use, Land-Use Change and Forestry",Sectors/Totals_incl_incl,Gg CO2 equivalent,1990,-237322.97389,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4(II).A,4(II).A 4(II) Emissions and removals from drainage and rewetting and other management of organic and mineral soils,4.A,Gg CO2 equivalent,2019,7594.56932,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.A.2,4.A.2 - Land converted to forest land,4.A,Gg CO2 equivalent,2019,-57718.01484,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.C.1,4.C.1 - Grassland remaining grassland,4.C,Gg,2019,105.81815,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.C.2,4.C.2 - Land converted to grassland,4.C,Gg,1990,4.77791,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.E.1,4.E.1 - Settlements remaining settlements,4.E,Gg,1990,1.4673,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.C,4.C - Grassland,4,Gg CO2 equivalent,2019,13935.74075,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.D.1,4.D.1 - Wetlands remaining wetlands,4.D,Gg CO2 equivalent,2019,20422.52989,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.E,4.E - Settlements,4,Gg CO2 equivalent,1990,24255.23987,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.E.2,4.E.2 - Land converted to settlements,4.E,Gg CO2 equivalent,2019,23978.71726,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),4.H,4.H - Other LULUCF,4,Gg CO2 equivalent,2019,290.27267,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5,5 - Waste management,Sectors/Totals_incl_incl,Gg CO2 equivalent,2019,112658.63787,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.B,5.B - Biological Treatment of Solid Waste,5,Gg CO2 equivalent,2019,6301.57666,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.B.2,5.B.2 - Anaerobic Digestion at Biogas Facilities,5.B,Gg CO2 equivalent,2019,1619.02767,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.C.1,5.C.1 - Waste Incineration,5.C,Gg CO2 equivalent,2019,2640.07098,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),5.D.1,5.D.1 - Domestic wastewater,5.D,Gg CO2 equivalent,2019,19889.56976,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,All greenhouse gases - (CO2 equivalent),ind_CO2,ind_CO2 - Indirect CO2,Sectors/Totals_incl_incl,Gg CO2 equivalent,1990,7641.66063,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.1,1.A.1 - Energy Industries,1.AA,Gg,1990,38.85763,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.1.c,1.A.1.c - Manufacture of Solid Fuels and Other Energy Industries,1.A.1,Gg,1990,14.53199,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.2.b,1.A.2.b - Non-Ferrous Metals,1.A.2,Gg,2019,0.86584,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.b,1.A.3.b - Road Transportation,1.A.3,Gg,1990,220.34113,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.b.i,1.A.3.b.i - Cars,1.A.3.b,Gg,2019,25.84908,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.b.iii,1.A.3.b.iii - Heavy duty trucks and buses,1.A.3.b,Gg,1990,13.30114,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.b.iii,1.A.3.b.iii - Heavy duty trucks and buses,1.A.3.b,Gg,2019,5.31426,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.3.e,1.A.3.e - Other Transportation,1.A.3,Gg,1990,0.49273,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.4,1.A.4 - Other Sectors,1.AA,Gg,1990,849.83415,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.4.b,1.A.4.b - Residential,1.A.4,Gg,2019,570.22259,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.A.5,1.A.5 - Other Other Sectors,1.AA,Gg,1990,11.9972,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,1.D.1.b,1.D.1.b - International Navigation,1.D.1,Gg,2019,10.94351,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.B.1,2.B.1 - Ammonia Production,2.B,Gg,2019,0.08207,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.C,2.C - Metal Industry,2,Gg,2019,6.7269,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.D.1,2.D.1 - Lubricant Use,2.D,Gg,2019,0.0182,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,2.D.3,2.D.3 - Other non energy products,2.D,Gg,2019,0.01544,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.A,3.A - Enteric Fermentation,3.1,Gg,1990,8594.94239,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.A.1,3.A.1 - Enteric Fermentation - Cattle,3.A,Gg,2019,5636.89786,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.B.4,3.B.4 - Manure Management - Other livestock,3.B,Gg,1990,102.36957,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.C.3,3.C.3 - Deep Water,3.C,Gg,1990,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,3.C.3,3.C.3 - Deep Water,3.C,Gg,2019,,NO,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.B,4.B - Cropland,4,Gg,1990,53.28891,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.B.1,4.B.1 - Cropland remaining cropland,4.B,Gg,2019,26.33211,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.E,4.E - Settlements,4,Gg,1990,3.10476,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,4.F,4.F - Other Land,4,Gg,1990,0.00516,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,5.A.1,5.A.1 - Managed Waste Disposal Sites,5.A,Gg,1990,3643.74575,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,5.B.1,5.B.1 - Waste Composting,5.B,Gg,1990,18.31228,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,5.D,5.D - Wastewater Treatment and Discharge,5,Gg,1990,1307.45671,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,5.D,5.D - Wastewater Treatment and Discharge,5,Gg,2019,602.56497,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CH₄,5.D.1,5.D.1 - Domestic wastewater,5.D,Gg,1990,955.64583,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.A.1.b,1.A.1.b - Petroleum Refining,1.A.1,Gg,1990,107029.52307,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.A.2.e,"1.A.2.e - Food Processing, Beverages and Tobacco",1.A.2,Gg,1990,45578.10204,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.A.3.b.iii,1.A.3.b.iii - Heavy duty trucks and buses,1.A.3.b,Gg,2019,205806.5695,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.A.3.b.v,1.A.3.b.v - Other Road Transportation,1.A.3.b,Gg,1990,399.81645,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.A.3.c,1.A.3.c - Railways,1.A.3,Gg,1990,12212.60659,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.A.4.c,1.A.4.c - Agriculture/Forestry/Fishing,1.A.4,Gg,1990,87648.23767,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.B,1.B - Fugitive Emissions from Fuels,1,Gg,2019,21463.9322,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,1.D.1.b,1.D.1.b - International Navigation,1.D.1,Gg,2019,134719.87381,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2,2 - Industrial Processes and Product Use,Sectors/Totals_incl_incl,Gg,2019,240255.72209,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2.A,2.A - Mineral Industry,2,Gg,2019,105204.05085,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2.A.4,2.A.4 - Other Process Uses of Carbonates,2.A,Gg,2019,9983.42658,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2.B.5,2.B.5 - Carbide Production,2.B,Gg,1990,1798.92781,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2.B.5,2.B.5 - Carbide Production,2.B,Gg,2019,261.14138,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2.B.7,2.B.7 - Soda Ash Production,2.B,Gg,2019,1948.85506,,20250315,EEA,EUA
EUA,EU-27,IPCC Common Reporting Format,CO₂,2.C.2,2.C.2 - Ferroalloys Production,2.C,Gg,2019,2588.24574,,20250315,EEA,EUA
