,Crude oil,Natural gas liquids,Refinery gas,Ethane,Liquefied petroleum gases,Naphtha,Motor gasoline (excluding biofuel portion),Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Paraffin waxes,Petroleum coke,Bitumen,Other oil products,Blended biogasoline,Blended biodiesels,Blended bio jet kerosene,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons
RS,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0.0636069188891186,1.0,0.0,0.0,0,0,0,0,0,0
