PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.73510120000000E+05,x,3.30669990000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.89440100000000E+04,1.54999900000000E+04,6.82890100000000E+04,6.41501000000000E+03,0.00000000000000E+00,c,5.58020000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.48100000000000E+01,1.40010000000000E+02,2.17441000000000E+03,1.53798000000000E+03,0.00000000000000E+00,5.08787900000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.11200000000000E+02,6.68793360000000E+05,1.49002060000000E+05
Imports,x,x,0.00000000000000E+00,0.00000000000000E+00,6.37859400000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.39490000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.47436900000000E+04,x,1.79095020000000E+05,0.00000000000000E+00,4.78241000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.14999000000000E+03,2.93920100000000E+04,8.80100000000000E+01,0.00000000000000E+00,3.86570200000000E+04,0.00000000000000E+00,1.58344190000000E+05,1.54999980000000E+05,0.00000000000000E+00,4.36010000000000E+02,2.30998000000000E+03,7.80001000000000E+03,0.00000000000000E+00,5.63200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.88600000000000E+03,2.36102000000000E+03,3.99149800000000E+04,0.00000000000000E+00,c,1.10250200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.63220100000000E+04,1.51020000000000E+02,7.84315800000000E+05,5.38260000000000E+04
Exports,x,x,0.00000000000000E+00,0.00000000000000E+00,-2.13045000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-8.23490800000000E+04,x,-1.94532000000000E+05,0.00000000000000E+00,-1.40056000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.32400000000000E+03,-5.87840100000000E+04,-8.80100000000000E+01,0.00000000000000E+00,-2.70899000000000E+03,0.00000000000000E+00,-1.09524590000000E+05,-1.82119980000000E+05,0.00000000000000E+00,-8.72100000000000E+01,-8.39900000000000E+01,0.00000000000000E+00,0.00000000000000E+00,-9.60000000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,c,-1.08748000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.50423900000000E+04,0.00000000000000E+00,-6.86963780000000E+05,-1.08748000000000E+03
International marine bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.85309900000000E+04,-1.34000200000000E+04,0.00000000000000E+00,0.00000000000000E+00,-8.39900000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.20149900000000E+04,0.00000000000000E+00
International aviation bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.65500100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.65500100000000E+04,0.00000000000000E+00
Stock changes,x,x,0.00000000000000E+00,0.00000000000000E+00,1.08975300000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.86200000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.52081000000000E+03,x,-3.18201000000000E+03,0.00000000000000E+00,1.70801000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-9.19800000000000E+01,-1.05599000000000E+03,4.40000000000000E+01,0.00000000000000E+00,-3.56900000000000E+03,0.00000000000000E+00,-1.86588100000000E+04,-1.13999900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.16980000000000E+02,0.00000000000000E+00,1.12001000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,c,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.04918300000000E+04,c
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.69331687733888E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.98110000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.00000000000773E-02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.14824258990575E+05,0.00000000000000E+00,3.12051000000000E+05,0.00000000000000E+00,-7.51517999999999E+03,0.00000000000000E+00,0.00000000000000E+00,-3.69203859004343E+02,0.00000000000000E+00,-3.30326834586466E+03,-3.04480000000000E+04,4.40000000000000E+01,0.00000000000000E+00,-4.17097000000000E+03,0.00000000000000E+00,1.15538499248120E+04,-5.24523546069777E+04,0.00000000000000E+00,3.48800000000000E+02,2.14201000000000E+03,7.91699000000000E+03,0.00000000000000E+00,6.65600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.52263333333333E+04,1.24453733333333E+04,9.49731330952349E+04,5.22464054135338E+03,0.00000000000000E+00,9.93750000000000E+03,5.58020000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.48100000000000E+01,1.40010000000000E+02,2.17441000000000E+03,1.53801000000000E+03,0.00000000000000E+00,5.08787900000000E+04,0.00000000000000E+00,2.12794600000000E+04,5.94691348590838E+04,6.98618796039268E+05,2.01740540000000E+05
Transfers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,7.69880900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.22010000000000E+02,-1.54440200000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.30000000000000E+01,-4.57523900000000E+04,-1.48800100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,6.32670000000000E+02,0.00000000000000E+00
Statistical differences,x,x,0.00000000000000E+00,0.00000000000000E+00,3.39382000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.80000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-9.00000000000000E+00,x,3.39700000000000E+03,0.00000000000000E+00,7.04551000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-4.94900000000000E+01,0.00000000000000E+00,2.75990000000000E+02,-5.28000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,-8.60000000000000E+01,-4.30000000000000E+01,-9.88319000000000E+03,2.95998000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.19900000000000E+01,0.00000000000000E+00,0.00000000000000E+00,1.00000000000000E+00,1.00000000000000E+00,1.00000000000000E+00,2.19800000000000E+01,0.00000000000000E+00,-2.25000000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,7.20000000000000E+00,-4.68000000000000E+02,5.84201000000000E+03,-2.02010000000000E+02
