Key,Value,Source
country,uk,
base_year,2012,
metal_steel_production,9.579,World Steel Association
metal_steel_share_blast_furnace_current,0.786,World Steel Association
metal_steel_share_blast_furnace_bat,0,
metal_steel_share_cyclone,0,
metal_steel_share_electric,0.214,World Steel Association
metal_steel_burner_share_coal,0.7,Optimized
metal_steel_burner_share_coal_gas,0.12,Optimized
metal_steel_burner_share_network_gas,0.18,Optimized
metal_aluminium_production,0.253,http://en.wikipedia.org/wiki/List_of_countries_by_aluminium_production
metal_aluminium_share_electrolysis_current,0.8,
metal_aluminium_share_electrolysis_bat,0,
metal_aluminium_share_melting_oven,0.2,
metal_aluminium_share_carbothermal_reduction,0,
