party,category,classification,measure,gas,unit,year,numberValue,stringValue
MLT,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"D,M"
MLT,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"D,M"
MLT,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,D
MLT,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,M"
MLT,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"D,M"
MLT,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"D,M"
MLT,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NO
MLT,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NO
MLT,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NO
MLT,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NO
MLT,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T3"
MLT,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T3"
MLT,1.  Energy,Total for category,Method,CO2,no unit,1990,,T1
MLT,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2"
MLT,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T3"
MLT,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T3"
MLT,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,2434.9404074673216,
MLT,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,1652.1545603836673,
MLT,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,0.17945548687024,
MLT,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,0.09791946887019,
MLT,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,21.61443215190703,
MLT,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,5.18488885049273,
MLT,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,2421.8836863985957,
MLT,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,1643.4840896344365,
MLT,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,0.00213385450169,
MLT,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,,NO
MLT,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,2.90592838873798,
MLT,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,1.3435274481001,
MLT,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,7.26739817749299,
MLT,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,5.2624558901262,
MLT,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,0.0303093110806,
MLT,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,0.0223725495127,
MLT,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,10.23100197919819,
MLT,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,0.12317990011851,
MLT,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,0.17945548687024,
MLT,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,0.09791946887019,
MLT,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,0.0303093110806,
MLT,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,0.0223725495127,
MLT,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NO
MLT,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,,NO
MLT,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,,NO
MLT,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
MLT,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
MLT,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,,NO
MLT,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,12888.4767955774,
MLT,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,,NO
MLT,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,1.0000000000002,
