utc_timestamp,cet_cest_timestamp,BE_wind_offshore_generation_actual,BE_wind_onshore_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,508.79,177.09
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,492.51,205.15
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,519.8,216.15
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,532.52,237.18
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,412.29,326.19
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,413.86,317.5
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,547.23,271.06
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,614.85,323.95
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,629.62,460.06
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,644.79,501.68
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,659.94,479.26
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,636.36,432.8
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,607.53,414.95
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,609.41,490.71
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,585.46,514.08
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,580.25,509.1
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,625.37,570.98
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,659.36,696.95
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,661.91,801.41
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,661.91,870.94
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,661.91,878.63
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,666.25,927.23
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,666,957.8
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,661.91,972.27
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,661.91,968.45
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,654.77,985.66
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,644.99,997.43
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,631.66,990.99
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,655.04,968.45
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,656.06,924.95
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,662.12,889.58
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,660.55,847.45
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,589.12,824.24
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,504.36,741.71
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,385.02,611.56
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,632.37,511.45
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,650.93,473.95
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,656.56,528.02
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,661.07,484.36
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,664.54,455.64
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,664.54,457.7
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,663.49,455.9
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,657.38,468.55
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,639.06,461.34
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,639,427.06
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,620.55,407.42
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,583.92,340.13
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,508.56,278.81
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,460.28,263.09
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,384,190.88
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,278.65,201.83
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,335.93,261.65
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,372.5,363.84
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,466.91,471.05
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,478.3,493.47
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,409.44,368.52
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,372.28,368.78
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,472.16,298.3
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,385.45,228.54
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,248.78,122.47
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,318.92,120.05
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,272.56,148.38
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,164.21,140.44
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,9.69,225.69
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,8.39,393.8
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,25.84,361.43
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,242.39,202.66
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,257.8,256.9
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,274.79,195.39
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,288.94,85.96
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,187.44,96.41
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,227.24,101.25
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,266.92,151.47
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,237.26,185.55
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,175.43,169.91
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,166.07,174.59
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,156.2,186.18
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,113,193.05
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,131.02,141.31
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,118.82,108.85
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,94.59,124.46
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,63.96,132.42
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,36.58,112.56
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,27.47,94.37
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,29.55,85.74
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,27.43,67.28
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,21.74,60.53
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,30.55,63.11
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,25.08,65.37
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,29.74,106.94
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,30.31,113.03
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,73.9,80.22
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,128.97,101.58
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,180.07,134.23
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,224.77,144.61
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,138.66,183.56
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,56.37,241.59
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,73.85,282.62
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,141.05,250.56
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,206.6,309.84
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,217.97,317.65
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,130.47,281.44
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,46.83,212.1
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,99.35,235.94
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,135.42,239.27
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,215.49,259.2
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,240.46,288.98
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,219.66,259.89
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,179.51,177.61
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,169.04,123
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,153.07,97.71
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,166.13,90.19
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,171.35,104.34
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,139.67,107.85
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,140.95,113.55
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,169.48,130.7
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,156.67,136.82
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,122.75,136.31
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,83.28,102.74
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,76.58,87.52
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,65.64,96.01
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,86.96,115.44
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,103.99,163.49
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,105.77,206.56
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,103.86,196.08
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,101.18,189.19
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,71.73,180.21
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,76.74,229.64
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,90.29,202.02
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,106.01,313.63
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,104.44,286.17
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,158.35,267.64
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,218.8,249.73
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,251.95,178.99
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,304.42,138.25
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,421.5,153.23
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,521.65,219.43
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,591.48,299.65
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,501.57,328.71
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,503.01,404.8
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,494.14,423.98
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,482.29,371.2
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,434.01,289.07
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,279.02,217.94
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,211.22,146.9
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,199.5,124
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,174.82,129.86
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,90.24,144.96
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,62.46,130.58
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,93.61,115.89
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,154,105.11
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,230.09,116.37
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,297.68,170.5
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,371.36,260.52
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,406.18,250.83
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,412.55,141.25
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,474.87,221.74
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,551.63,192.7
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,579.42,221.4
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,627.56,279.04
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,641.64,320.28
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,645.79,400.64
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,654.23,470.26
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,655.45,538.21
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,659.09,507.13
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,658.21,567.14
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,659.37,621.74
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,660.12,714.22
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,662.82,755.84
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,659.31,749.8
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,658.28,794.25
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,658.73,791.61
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,651.43,753.48
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,657.28,721.9
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,658.27,745.1
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,648.79,753.63
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,629.92,765.43
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,629.7,787.11
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,626.49,665.52
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,316.77,875.1
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,86.1,874.35
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,350.2,888.61
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,330.51,895.06
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,183.92,848.89
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,365.05,712.11
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,345.21,514.34
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,536.39,511.32
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,629.94,514.8
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,628.09,560.57
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,621.36,614.12
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,577.86,685.41
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,463.69,649.95
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,552.4,730.01
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,530.76,800.43
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,609.79,899.01
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,648.79,888.18
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,649.52,923.29
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,649.52,1010.21
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,588.43,1004.45
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,614.8,1003.75
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,645.43,1024.08
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,644.13,1005.39
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,646.98,982.34
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,652.8,957.77
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,653.31,966.92
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,651.33,955.09
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,656.97,940.33
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,661.35,944.37
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,644.7,972.58
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,430.37,968.89
