Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Bio-residues
2.01000000000000E+03,4.92500000000000E+05,1.47750000000000E+06,5.87000000000000E+05,1.24000000000000E+05,1.46600000000000E+06,6.73000000000000E+05
2.01100000000000E+03,4.70640000000000E+05,1.49036000000000E+06,5.74000000000000E+05,1.21200000000000E+05,1.40000000000000E+06,6.88200000000000E+05
2.01200000000000E+03,4.09920000000000E+05,1.54208000000000E+06,5.61000000000000E+05,1.18400000000000E+05,1.33400000000000E+06,7.03400000000000E+05
2.01300000000000E+03,3.69170000000000E+05,1.57383000000000E+06,5.48000000000000E+05,1.15600000000000E+05,1.26800000000000E+06,7.18600000000000E+05
2.01400000000000E+03,3.28780000000000E+05,1.60522000000000E+06,5.35000000000000E+05,1.12800000000000E+05,1.20200000000000E+06,7.33800000000000E+05
2.01500000000000E+03,2.88750000000000E+05,1.63625000000000E+06,5.22000000000000E+05,1.10000000000000E+05,1.13600000000000E+06,7.49000000000000E+05
2.01600000000000E+03,2.24448000000000E+05,1.64595200000000E+06,5.13200000000000E+05,1.07200000000000E+05,9.85200000000000E+05,7.65000000000000E+05
2.01700000000000E+03,1.63422000000000E+05,1.65237800000000E+06,5.04400000000000E+05,1.04400000000000E+05,8.34400000000000E+05,7.81000000000000E+05
2.01800000000000E+03,7.04480000000000E+04,1.69075200000000E+06,4.95600000000000E+05,1.01600000000000E+05,6.83600000000000E+05,7.97000000000000E+05
2.01900000000000E+03,0.00000000000000E+00,1.70660000000000E+06,4.86800000000000E+05,9.88000000000000E+04,5.32800000000000E+05,8.13000000000000E+05
2.02000000000000E+03,0.00000000000000E+00,1.65200000000000E+06,4.78000000000000E+05,9.60000000000000E+04,3.82000000000000E+05,8.29000000000000E+05
2.02100000000000E+03,0.00000000000000E+00,1.64780000000000E+06,4.69400000000000E+05,7.68000000000000E+04,3.00000000000000E+05,8.41200000000000E+05
2.02200000000000E+03,0.00000000000000E+00,1.64360000000000E+06,4.60800000000000E+05,5.76000000000000E+04,2.00000000000000E+05,8.53400000000000E+05
2.02300000000000E+03,0.00000000000000E+00,1.63940000000000E+06,4.52200000000000E+05,3.84000000000000E+04,1.00000000000000E+05,8.65600000000000E+05
2.02400000000000E+03,0.00000000000000E+00,1.63520000000000E+06,4.43600000000000E+05,1.92000000000000E+04,0.00000000000000E+00,8.77800000000000E+05
2.02500000000000E+03,0.00000000000000E+00,1.63100000000000E+06,4.35000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,8.90000000000000E+05
2.02600000000000E+03,0.00000000000000E+00,1.62700000000000E+06,4.22000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.00600000000000E+05
2.02700000000000E+03,0.00000000000000E+00,1.62300000000000E+06,4.09000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.11200000000000E+05
2.02800000000000E+03,0.00000000000000E+00,1.61900000000000E+06,3.96000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.21800000000000E+05
2.02900000000000E+03,0.00000000000000E+00,1.61500000000000E+06,3.83000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.32400000000000E+05
2.03000000000000E+03,0.00000000000000E+00,1.61100000000000E+06,3.70000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.43000000000000E+05
2.03100000000000E+03,0.00000000000000E+00,1.60673300000000E+06,2.96000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.53600000000000E+05
2.03200000000000E+03,0.00000000000000E+00,1.60264800000000E+06,2.22000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.64200000000000E+05
2.03300000000000E+03,0.00000000000000E+00,1.59856400000000E+06,1.48000000000000E+05,0.00000000000000E+00,0.00000000000000E+00,9.74800000000000E+05
2.03400000000000E+03,0.00000000000000E+00,1.59447900000000E+06,7.40000000000000E+04,0.00000000000000E+00,0.00000000000000E+00,9.85400000000000E+05
2.03500000000000E+03,0.00000000000000E+00,1.59039400000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,9.96000000000000E+05
2.03600000000000E+03,0.00000000000000E+00,1.58630900000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.00660000000000E+06
2.03700000000000E+03,0.00000000000000E+00,1.58222400000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.01720000000000E+06
2.03800000000000E+03,0.00000000000000E+00,1.57813900000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.02780000000000E+06
2.03900000000000E+03,0.00000000000000E+00,1.57405500000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.03840000000000E+06
2.04000000000000E+03,0.00000000000000E+00,1.56997000000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.04900000000000E+06
2.04100000000000E+03,0.00000000000000E+00,1.56588500000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.05960000000000E+06
