utc_timestamp,cet_cest_timestamp,FR_wind_onshore_generation_actual
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,4683
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,5302
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,5822
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,6246
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,6630
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,6730
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,6649
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,6362
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,5858
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,4972
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,4106
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,3385
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,2742
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,2376
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,2172
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,2086
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,1815
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,1562
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,1370
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,1273
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,1164
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,1061
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,1019
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,970
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,928
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,889
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,892
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,895
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,896
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,890
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,920
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,884
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,901
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,951
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,957
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,1005
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,982
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,1057
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,1048
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,1010
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,947
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,821
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,760
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,731
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,825
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,848
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,796
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,702
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,576
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,515
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,476
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,436
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,429
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,469
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,546
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,602
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,610
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,598
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,623
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,678
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,729
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,736
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,739
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,736
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,753
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,754
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,823
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,986
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,1114
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,1120
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,1110
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,1143
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,1220
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,1248
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,1280
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,1348
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,1381
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,1504
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,1586
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,1553
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,1519
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,1468
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,1387
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,1348
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,1240
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,997
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,818
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,708
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,638
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,565
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,528
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,569
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,697
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,869
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,1012
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,1060
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,969
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,879
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,858
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,900
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,973
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,1117
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,1416
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,1890
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,2233
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,2523
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,2790
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,2955
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,3302
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,3402
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,3473
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,3490
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,3685
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,3848
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,4102
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,4307
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,4597
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,4863
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,5172
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,5422
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,5651
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,5849
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,5985
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,5873
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,5190
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,4529
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,4231
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,4020
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,3860
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,3800
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,3675
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,3730
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,4067
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,4479
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,5019
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,5199
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,5363
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,5803
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,6117
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,6371
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,6406
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,6305
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,6277
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,6195
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,6188
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,6295
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,6404
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,6337
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,6403
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,6432
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,6583
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,6710
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,6761
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,6801
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,6767
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,6630
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,6552
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,6558
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,6582
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,6547
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,6451
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,6372
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,6275
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,6160
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,6284
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,6347
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,6249
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,6291
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,6322
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,6408
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,6451
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,6336
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,6171
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,5819
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,5596
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,5287
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,4793
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,4140
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,3725
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,3467
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,3126
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,3111
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,3203
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,3419
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,3431
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,3538
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,3973
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,4305
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,4689
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,4720
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,4636
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,4445
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,4564
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,4658
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,4606
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,4433
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,3958
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,3706
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,3894
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,4332
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,4622
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,4747
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,4849
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,4823
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,4771
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,4858
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,4893
2015-01-12T01:00:00Z,2015-01-12T02:00:00+0100,4962
2015-01-12T02:00:00Z,2015-01-12T03:00:00+0100,5105
2015-01-12T03:00:00Z,2015-01-12T04:00:00+0100,5253
2015-01-12T04:00:00Z,2015-01-12T05:00:00+0100,5313
2015-01-12T05:00:00Z,2015-01-12T06:00:00+0100,5367
2015-01-12T06:00:00Z,2015-01-12T07:00:00+0100,5495
2015-01-12T07:00:00Z,2015-01-12T08:00:00+0100,5602
2015-01-12T08:00:00Z,2015-01-12T09:00:00+0100,5587
2015-01-12T09:00:00Z,2015-01-12T10:00:00+0100,5491
2015-01-12T10:00:00Z,2015-01-12T11:00:00+0100,5499
2015-01-12T11:00:00Z,2015-01-12T12:00:00+0100,5567
2015-01-12T12:00:00Z,2015-01-12T13:00:00+0100,5508
2015-01-12T13:00:00Z,2015-01-12T14:00:00+0100,5364
2015-01-12T14:00:00Z,2015-01-12T15:00:00+0100,5283
2015-01-12T15:00:00Z,2015-01-12T16:00:00+0100,5294
2015-01-12T16:00:00Z,2015-01-12T17:00:00+0100,5398
2015-01-12T17:00:00Z,2015-01-12T18:00:00+0100,5594
2015-01-12T18:00:00Z,2015-01-12T19:00:00+0100,5716
2015-01-12T19:00:00Z,2015-01-12T20:00:00+0100,5830
2015-01-12T20:00:00Z,2015-01-12T21:00:00+0100,5981
2015-01-12T21:00:00Z,2015-01-12T22:00:00+0100,6006
2015-01-12T22:00:00Z,2015-01-12T23:00:00+0100,6005
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,5923
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,5818
2015-01-13T01:00:00Z,2015-01-13T02:00:00+0100,5883
2015-01-13T02:00:00Z,2015-01-13T03:00:00+0100,5928
2015-01-13T03:00:00Z,2015-01-13T04:00:00+0100,5928
2015-01-13T04:00:00Z,2015-01-13T05:00:00+0100,6012
2015-01-13T05:00:00Z,2015-01-13T06:00:00+0100,5970
2015-01-13T06:00:00Z,2015-01-13T07:00:00+0100,5954
2015-01-13T07:00:00Z,2015-01-13T08:00:00+0100,5816
2015-01-13T08:00:00Z,2015-01-13T09:00:00+0100,5689
2015-01-13T09:00:00Z,2015-01-13T10:00:00+0100,5519
2015-01-13T10:00:00Z,2015-01-13T11:00:00+0100,5038
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,5136
2015-01-13T12:00:00Z,2015-01-13T13:00:00+0100,5427
2015-01-13T13:00:00Z,2015-01-13T14:00:00+0100,5561
2015-01-13T14:00:00Z,2015-01-13T15:00:00+0100,5396
2015-01-13T15:00:00Z,2015-01-13T16:00:00+0100,5279
2015-01-13T16:00:00Z,2015-01-13T17:00:00+0100,4852
2015-01-13T17:00:00Z,2015-01-13T18:00:00+0100,4444
2015-01-13T18:00:00Z,2015-01-13T19:00:00+0100,4434
2015-01-13T19:00:00Z,2015-01-13T20:00:00+0100,4514
2015-01-13T20:00:00Z,2015-01-13T21:00:00+0100,4694
2015-01-13T21:00:00Z,2015-01-13T22:00:00+0100,4846
2015-01-13T22:00:00Z,2015-01-13T23:00:00+0100,5145
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,5331
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,5229
2015-01-14T01:00:00Z,2015-01-14T02:00:00+0100,5267
2015-01-14T02:00:00Z,2015-01-14T03:00:00+0100,5384
2015-01-14T03:00:00Z,2015-01-14T04:00:00+0100,5272
2015-01-14T04:00:00Z,2015-01-14T05:00:00+0100,4766
2015-01-14T05:00:00Z,2015-01-14T06:00:00+0100,4688
2015-01-14T06:00:00Z,2015-01-14T07:00:00+0100,5270
2015-01-14T07:00:00Z,2015-01-14T08:00:00+0100,5436
2015-01-14T08:00:00Z,2015-01-14T09:00:00+0100,5423
2015-01-14T09:00:00Z,2015-01-14T10:00:00+0100,5219
2015-01-14T10:00:00Z,2015-01-14T11:00:00+0100,5093
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,4978
2015-01-14T12:00:00Z,2015-01-14T13:00:00+0100,5015
2015-01-14T13:00:00Z,2015-01-14T14:00:00+0100,4726
2015-01-14T14:00:00Z,2015-01-14T15:00:00+0100,3970
2015-01-14T15:00:00Z,2015-01-14T16:00:00+0100,3145
2015-01-14T16:00:00Z,2015-01-14T17:00:00+0100,3167
2015-01-14T17:00:00Z,2015-01-14T18:00:00+0100,3730
2015-01-14T18:00:00Z,2015-01-14T19:00:00+0100,4343
2015-01-14T19:00:00Z,2015-01-14T20:00:00+0100,5016
2015-01-14T20:00:00Z,2015-01-14T21:00:00+0100,5498
2015-01-14T21:00:00Z,2015-01-14T22:00:00+0100,5824
2015-01-14T22:00:00Z,2015-01-14T23:00:00+0100,6053
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,6265
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,6367
2015-01-15T01:00:00Z,2015-01-15T02:00:00+0100,6453
2015-01-15T02:00:00Z,2015-01-15T03:00:00+0100,6524
2015-01-15T03:00:00Z,2015-01-15T04:00:00+0100,6549
2015-01-15T04:00:00Z,2015-01-15T05:00:00+0100,6585
2015-01-15T05:00:00Z,2015-01-15T06:00:00+0100,6590
2015-01-15T06:00:00Z,2015-01-15T07:00:00+0100,6604
2015-01-15T07:00:00Z,2015-01-15T08:00:00+0100,6575
2015-01-15T08:00:00Z,2015-01-15T09:00:00+0100,6446
2015-01-15T09:00:00Z,2015-01-15T10:00:00+0100,6346
2015-01-15T10:00:00Z,2015-01-15T11:00:00+0100,6030
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,6033
2015-01-15T12:00:00Z,2015-01-15T13:00:00+0100,6270
2015-01-15T13:00:00Z,2015-01-15T14:00:00+0100,6256
2015-01-15T14:00:00Z,2015-01-15T15:00:00+0100,5918
2015-01-15T15:00:00Z,2015-01-15T16:00:00+0100,5576
2015-01-15T16:00:00Z,2015-01-15T17:00:00+0100,5379
2015-01-15T17:00:00Z,2015-01-15T18:00:00+0100,4963
2015-01-15T18:00:00Z,2015-01-15T19:00:00+0100,4467
2015-01-15T19:00:00Z,2015-01-15T20:00:00+0100,4171
2015-01-15T20:00:00Z,2015-01-15T21:00:00+0100,4032
2015-01-15T21:00:00Z,2015-01-15T22:00:00+0100,3639
2015-01-15T22:00:00Z,2015-01-15T23:00:00+0100,3263
2015-01-15T23:00:00Z,2015-01-16T00:00:00+0100,2705
2015-01-16T00:00:00Z,2015-01-16T01:00:00+0100,2237
2015-01-16T01:00:00Z,2015-01-16T02:00:00+0100,1937
2015-01-16T02:00:00Z,2015-01-16T03:00:00+0100,1824
2015-01-16T03:00:00Z,2015-01-16T04:00:00+0100,1737
2015-01-16T04:00:00Z,2015-01-16T05:00:00+0100,1652
2015-01-16T05:00:00Z,2015-01-16T06:00:00+0100,1631
2015-01-16T06:00:00Z,2015-01-16T07:00:00+0100,1709
2015-01-16T07:00:00Z,2015-01-16T08:00:00+0100,1539
2015-01-16T08:00:00Z,2015-01-16T09:00:00+0100,1477
2015-01-16T09:00:00Z,2015-01-16T10:00:00+0100,1357
2015-01-16T10:00:00Z,2015-01-16T11:00:00+0100,1170
2015-01-16T11:00:00Z,2015-01-16T12:00:00+0100,1139
2015-01-16T12:00:00Z,2015-01-16T13:00:00+0100,1179
2015-01-16T13:00:00Z,2015-01-16T14:00:00+0100,1147
2015-01-16T14:00:00Z,2015-01-16T15:00:00+0100,1113
2015-01-16T15:00:00Z,2015-01-16T16:00:00+0100,1002
2015-01-16T16:00:00Z,2015-01-16T17:00:00+0100,1071
2015-01-16T17:00:00Z,2015-01-16T18:00:00+0100,1071
2015-01-16T18:00:00Z,2015-01-16T19:00:00+0100,1084
2015-01-16T19:00:00Z,2015-01-16T20:00:00+0100,1116
2015-01-16T20:00:00Z,2015-01-16T21:00:00+0100,1151
2015-01-16T21:00:00Z,2015-01-16T22:00:00+0100,1096
2015-01-16T22:00:00Z,2015-01-16T23:00:00+0100,1127
2015-01-16T23:00:00Z,2015-01-17T00:00:00+0100,1118
2015-01-17T00:00:00Z,2015-01-17T01:00:00+0100,1122
2015-01-17T01:00:00Z,2015-01-17T02:00:00+0100,1172
2015-01-17T02:00:00Z,2015-01-17T03:00:00+0100,1126
2015-01-17T03:00:00Z,2015-01-17T04:00:00+0100,994
2015-01-17T04:00:00Z,2015-01-17T05:00:00+0100,908
2015-01-17T05:00:00Z,2015-01-17T06:00:00+0100,857
2015-01-17T06:00:00Z,2015-01-17T07:00:00+0100,819
2015-01-17T07:00:00Z,2015-01-17T08:00:00+0100,799
2015-01-17T08:00:00Z,2015-01-17T09:00:00+0100,851
2015-01-17T09:00:00Z,2015-01-17T10:00:00+0100,910
2015-01-17T10:00:00Z,2015-01-17T11:00:00+0100,958
2015-01-17T11:00:00Z,2015-01-17T12:00:00+0100,896
2015-01-17T12:00:00Z,2015-01-17T13:00:00+0100,1028
2015-01-17T13:00:00Z,2015-01-17T14:00:00+0100,1225
2015-01-17T14:00:00Z,2015-01-17T15:00:00+0100,1207
2015-01-17T15:00:00Z,2015-01-17T16:00:00+0100,1165
2015-01-17T16:00:00Z,2015-01-17T17:00:00+0100,1351
2015-01-17T17:00:00Z,2015-01-17T18:00:00+0100,1708
2015-01-17T18:00:00Z,2015-01-17T19:00:00+0100,2031
2015-01-17T19:00:00Z,2015-01-17T20:00:00+0100,2243
2015-01-17T20:00:00Z,2015-01-17T21:00:00+0100,2277
2015-01-17T21:00:00Z,2015-01-17T22:00:00+0100,2254
2015-01-17T22:00:00Z,2015-01-17T23:00:00+0100,2250
2015-01-17T23:00:00Z,2015-01-18T00:00:00+0100,2198
2015-01-18T00:00:00Z,2015-01-18T01:00:00+0100,2241
2015-01-18T01:00:00Z,2015-01-18T02:00:00+0100,2215
