PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. bio,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. bio,Other Kerosene,Gas/diesel oil excl. bio,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Transformation processes,x,x,-966.9,-114942.02,-220709.38,0,0,0,2964,0,3603.41,0,0,13736.39,12101.69,0,0,-398932.71,x,-2026157.69,-176923.99,1699.84,-7310.19,0,63854.98,0,10533.99,277639.98,1979.98,0,276146,17200,853150.18,339800.02,234827.98,2223.61,20538.01,17628.02,12160.02,0,50840.02,0,-40681.17,-33284.6,-29481.35,-7975.48,0,0,0,0,179.99,0,0,-31543.85,-410.47,0,-1857.93,0,0,-20260.85,-442.88,363215.37,115969.71,-419888.27,-100487.26
Main activity producer electricity plants,x,x,0,0,-160890.52,0,0,0,0,0,0,0,0,-1896.66,-14249.27,0,0,-129161.73,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11670.75,-286.96,0,0,0,0,0,0,0,-31543.85,-410.47,0,-39.61,0,0,-15518.79,0,173428.81,0,-192239.81,-27926.58
Autoproducer electricity plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4042.56,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4690.1,-501.91,0,0,0,0,0,0,0,0,0,0,-1818.33,0,0,-4742.05,-442.88,9638.93,0,-6598.9,-11752.39
Main activity producer CHP plants,x,x,0,0,-59818.86,0,0,0,0,0,0,0,0,0,-8751.33,0,0,-181588.01,x,0,0,0,0,0,-5692.5,0,0,0,0,0,0,0,-894.59,0,0,0,0,0,0,0,0,0,0,0,-12760.53,-676.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104411.59,89234.86,-76536.25,-13437.41
Autoproducer CHP plants,x,x,0,0,0,0,0,0,0,0,0,0,0,-175.47,-527.91,0,0,-78678.97,x,0,0,0,0,0,-9949.51,0,0,0,0,0,0,0,-127.78,0,0,0,0,0,0,0,-160.02,0,-40681.17,-33284.6,0,-5018.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75736.03,27371.75,-65495.7,-45699.22
Main activity producer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5888.82,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5594.9,-293.91,0
Autoproducer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7121.45,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6765.7,-355.75,0
Heat pumps,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electric boilers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical heat for electricity production,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blast furnaces,x,x,-966.9,-34491.19,0,0,0,0,-53608.5,0,0,0,0,0,35630.17,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53436.42,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,-80450.83,0,0,0,0,56572.5,0,3603.41,0,0,15808.48,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4466.44,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-2026157.69,-176923.99,-152178.16,-7310.19,0,86872.5,0,69322.02,277639.98,1979.98,0,276146,17500.99,854172.6,339800.02,336423.99,2223.61,20538.01,17628.02,13159.99,0,51080.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917.68,0
Petrochemical plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,153878,0,0,0,0,-58787.99,0,0,0,0,-300.99,0,0,-101596.01,0,0,0,-1000.02,0,-80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7887.01,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For blended natural gas,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7548.84,x,0,0,0,0,0,-7375.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1491.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1318.38,-1491.71
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.94,0,0,0,0,0,179.99,0,0,0,0,0,0,0,0,0,0,0,0,-179.95,-179.95
Non-specified (transformation),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12997.5,-12997.5,0
Energy industry own use,x,x,0,0,0,0,0,0,0,0,0,0,0,-6078.65,-1417.73,0,0,-76944.26,x,0,0,0,0,0,-78110.99,0,-91.98,0,0,0,0,0,-42.58,-280.01,0,0,0,0,0,0,-9960.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30432.68,-17774.6,-221133.5,0
Coal mines,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil and gas extraction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31396.56,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5307.36,0,-36703.92,0
Blast furnaces,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasification plants for biogases,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,0,0,0,0,0,0,0,0,0,0,-6078.65,-1417.73,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-313.26,0,-7809.64,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43677.16,x,0,0,0,0,0,-78110.99,0,-91.98,0,0,0,0,0,-42.58,-280.01,0,0,0,0,0,0,-9960.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9455.3,-14275.27,-155893.32,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquefaction (LNG) / regasification plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Own use in electricity, CHP and heat plants",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1870.58,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14636.63,0,-16507.21,0
Pumped storage plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear industry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (energy),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-720.13,-3499.33,-4219.46,0
Losses,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16156.11,-19345.28,-35501.38,0
Total final consumption,x,x,1113.4,1863.63,0,0,619.98,0,4275.02,0,4609,0,0,7657.7,10683.96,0,0,907711.43,x,0,182336.02,0,0,0,0,0,152352,165615.99,44,0,1806.02,4472,308594.42,2360.02,246751.99,13472.41,4241.98,8190.01,11519.98,0,41400,0,0,0,17328.66,5074.02,5237.98,8140.02,0,0,270.01,0,0,0,0,992.82,0,1088.78,0,0,0,382288,78849.84,2580961.07,38132.29
Industry,x,x,908.28,1863.63,0,0,480.02,0,4132.5,0,0,0,0,7657.7,10683.96,0,0,208241.09,x,0,90376.01,0,0,0,0,0,322.01,0,0,0,0,0,15336,200,0,0,0,0,0,0,2319.99,0,0,0,2750.48,1004.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125716.62,42962.72,514955.8,3755.27
Iron and steel,x,x,58.62,1863.63,0,0,0,0,3192.02,0,0,0,0,7657.7,10683.96,0,0,11364.65,x,0,0,0,0,0,0,0,0,0,0,0,0,0,170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9534.52,8,44533.48,0
Chemical and petrochemical,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81038.99,x,0,90376.01,0,0,0,0,0,0,0,0,0,0,0,42.58,0,0,0,0,0,0,0,2319.99,0,0,0,0,54.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44867.67,33315.58,252015.8,54.97
Non-ferrous metals,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697.43,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10225.84,20.98,12944.25,0
Non-metallic minerals,x,x,0,0,0,0,320,0,883.5,0,0,0,0,0,0,0,0,16853.08,x,0,0,0,0,0,0,0,91.98,0,0,0,0,0,170.4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4410.79,2.01,22931.77,0
Transport equipment,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953.35,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962.35,4.02,3919.72,0
Machinery,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11450.14,x,0,0,0,0,0,0,0,138,0,0,0,0,0,170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9682.14,96.97,21537.65,0
Mining and quarrying,x,x,0,0,0,0,160.02,0,0,0,0,0,0,0,0,0,0,3312.85,x,0,0,0,0,0,0,0,0,0,0,0,0,0,340.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.34,0,4595.01,0
Food and tobacco,x,x,849.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51099.14,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,42.58,0,0,0,0,0,0,0,0,0,0,0,0,784.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23162.97,3705.28,79690.55,784.86
"Paper, pulp and print",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13787.68,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9181.65,5614.92,28749.21,164.96
Wood and wood products,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807.97,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.71,37.97,2333.47,871.82
Construction,x,x,0,0,0,0,0,0,56.98,0,0,0,0,0,0,0,0,3778.04,x,0,0,0,0,0,0,0,0,0,0,0,0,0,14313.58,0,0,0,0,0,0,0,0,0,0,0,96.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757.12,0,20002.69,96.97
Textile and leather,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966.47,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357.44,44,4367.92,0
Non-specified (industry),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7131.38,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,85.2,0,0,0,0,0,0,0,0,0,0,0,1781.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8177.07,112.96,17334.27,1781.65
Transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.66,x,0,0,0,0,0,0,0,12236.01,165615.99,44,0,1806.02,0,263310.62,0,0,0,0,0,0,0,0,0,0,0,0,0,5237.98,8140.02,0,0,0,0,0,0,0,0,0,0,0,0,0,6290.33,0,463536.62,13378
Domestic aviation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,44,0,1806.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850.02,0
Road,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.66,x,0,0,0,0,0,0,0,12236.01,165615.99,0,0,0,0,249678.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5237.98,8140.02,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,0,441879.48,13378
Rail,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6175.11,0,7282.73,0
Pipeline transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic navigation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,12524.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12524.39,0
Non-specified (transport),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,x,x,205.11,0,0,0,140.01,0,0,0,0,0,0,0,0,0,0,616708.35,x,0,0,0,0,0,0,0,5013.99,0,0,0,0,2021.01,29947.8,2119.99,0,0,0,0,0,0,0,0,0,0,14578.19,4069.23,0,0,0,0,270.01,0,0,0,0,992.82,0,1088.78,0,0,0,250281.04,35887.11,963323.44,20999.02
Residential,x,x,205.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331545.53,x,0,0,0,0,0,0,0,1011.99,0,0,0,0,558.98,2129.99,0,0,0,0,0,0,0,0,0,0,0,12820.53,0,0,0,0,0,270.01,0,0,0,0,0,0,934.83,0,0,0,90491.49,11141.87,451110.32,14025.36
Commercial and public services,x,x,0,0,0,0,140.01,0,0,0,0,0,0,0,0,0,0,202087.75,x,0,0,0,0,0,0,0,3036.02,0,0,0,0,1461.99,7582.8,0,0,0,0,0,0,0,0,0,0,0,591.89,1839.64,0,0,0,0,0,0,0,0,0,0,0,153.99,0,0,0,130361.46,20560.04,367815.57,2585.52
Agriculture/forestry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83075.11,x,0,0,0,0,0,0,0,966.02,0,0,0,0,0,14697.01,0,0,0,0,0,0,0,0,0,0,0,1165.77,2229.55,0,0,0,0,0,0,0,0,0,992.82,0,0,0,0,0,29428.1,4185.21,136739.59,4388.14
Fishing,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,5538.01,2119.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7657.99,0
Non-specified (other),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-energy use,x,x,0,0,0,0,0,0,142.52,0,4609,0,0,0,0,0,0,81906.33,x,0,91960.01,0,0,0,0,0,134780,0,0,0,0,2450.99,0,39.98,246751.99,13472.41,4241.98,8190.01,11519.98,0,39080.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639145.21,0
