year,preset_demand
2.01000000000000E+03,6.69669116350545E+06
2.01100000000000E+03,5.86709841000000E+06
2.01200000000000E+03,5.64001935288152E+06
2.01300000000000E+03,5.41294029576303E+06
2.01400000000000E+03,5.18586123864455E+06
2.01500000000000E+03,4.95878218152606E+06
2.01600000000000E+03,4.85894221566304E+06
2.01700000000000E+03,4.75910224980003E+06
2.01800000000000E+03,4.65926228393701E+06
2.01900000000000E+03,4.55942231807399E+06
2.02000000000000E+03,4.45958235221097E+06
2.02100000000000E+03,4.34287228473039E+06
2.02200000000000E+03,4.22616221724981E+06
2.02300000000000E+03,4.10945214976923E+06
2.02400000000000E+03,3.99274208228865E+06
2.02500000000000E+03,3.87603201480807E+06
2.02600000000000E+03,3.75822175981060E+06
2.02700000000000E+03,3.64041150481314E+06
2.02800000000000E+03,3.52260124981567E+06
2.02900000000000E+03,3.40479099481820E+06
2.03000000000000E+03,3.28698073982073E+06
2.03100000000000E+03,3.16209708399765E+06
2.03200000000000E+03,3.03721342817456E+06
2.03300000000000E+03,2.91232977235147E+06
2.03400000000000E+03,2.78744611652838E+06
2.03500000000000E+03,2.66256246070529E+06
2.03600000000000E+03,2.62734838693183E+06
2.03700000000000E+03,2.59213431315836E+06
2.03800000000000E+03,2.55692023938489E+06
2.03900000000000E+03,2.52170616561142E+06
2.04000000000000E+03,2.48649209183795E+06
2.04100000000000E+03,2.47024421665352E+06
2.04200000000000E+03,2.45399634146908E+06
2.04300000000000E+03,2.43774846628464E+06
2.04400000000000E+03,2.42150059110020E+06
2.04500000000000E+03,2.40525271591577E+06
2.04600000000000E+03,2.37039315675497E+06
2.04700000000000E+03,2.33553359759417E+06
2.04800000000000E+03,2.30067403843337E+06
2.04900000000000E+03,2.26581447927258E+06
2.05000000000000E+03,2.23095492011178E+06
