year,preset_demand
2.01000000000000E+03,3.79853270083584E+06
2.01100000000000E+03,3.85809119000000E+06
2.01200000000000E+03,3.74732849357933E+06
2.01300000000000E+03,3.63656579715865E+06
2.01400000000000E+03,3.52580310073798E+06
2.01500000000000E+03,3.41504040431730E+06
2.01600000000000E+03,3.35490024200118E+06
2.01700000000000E+03,3.29476007968505E+06
2.01800000000000E+03,3.23461991736893E+06
2.01900000000000E+03,3.17447975505281E+06
2.02000000000000E+03,3.11433959273668E+06
2.02100000000000E+03,3.05144253108698E+06
2.02200000000000E+03,2.98854546943728E+06
2.02300000000000E+03,2.92564840778758E+06
2.02400000000000E+03,2.86275134613788E+06
2.02500000000000E+03,2.79985428448818E+06
2.02600000000000E+03,2.70830595528647E+06
2.02700000000000E+03,2.61675762608477E+06
2.02800000000000E+03,2.52520929688306E+06
2.02900000000000E+03,2.43366096768135E+06
2.03000000000000E+03,2.34211263847964E+06
2.03100000000000E+03,2.24881778727974E+06
2.03200000000000E+03,2.15552293607984E+06
2.03300000000000E+03,2.06222808487994E+06
2.03400000000000E+03,1.96893323368004E+06
2.03500000000000E+03,1.87563838248014E+06
2.03600000000000E+03,1.80200032477430E+06
2.03700000000000E+03,1.72836226706846E+06
2.03800000000000E+03,1.65472420936263E+06
2.03900000000000E+03,1.58108615165679E+06
2.04000000000000E+03,1.50744809395096E+06
2.04100000000000E+03,1.43562154861004E+06
2.04200000000000E+03,1.36379500326913E+06
2.04300000000000E+03,1.29196845792821E+06
2.04400000000000E+03,1.22014191258730E+06
2.04500000000000E+03,1.14831536724638E+06
2.04600000000000E+03,1.20037403952350E+06
2.04700000000000E+03,1.25243271180063E+06
2.04800000000000E+03,1.30449138407775E+06
2.04900000000000E+03,1.35655005635488E+06
2.05000000000000E+03,1.40860872863200E+06
