key,share
industry_final_demand_for_other_minerals_electricity,6.36029962990279E-02
industry_final_demand_for_other_transport_equipment_electricity,2.83065640107352E-02
industry_final_demand_for_other_machinery_electricity,1.53926209383240E-01
industry_final_demand_for_other_mining_electricity,1.84413897569221E-02
industry_final_demand_for_other_food_electricity,3.17420204545445E-01
industry_final_demand_for_other_paper_electricity,1.24776907013921E-01
industry_final_demand_for_other_wood_products_electricity,1.16002157167881E-02
industry_final_demand_for_other_construction_electricity,2.34979575882731E-02
industry_final_demand_for_other_textile_electricity,1.79953070446511E-02
industry_final_demand_for_other_non_specified_electricity,2.40432248640997E-01
