Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.02500000000000E+03,4.47081616201606E+04,0.00000000000000E+00,2.26955708168489E+03,1.45302032617803E+04,5.93382899246573E+05,3.78759084616289E+05
2.02600000000000E+03,3.96069662521759E+04,0.00000000000000E+00,2.31224619789737E+03,1.46765964148164E+04,5.93382899246573E+05,3.81798410736138E+05
2.02700000000000E+03,3.45057708841911E+04,0.00000000000000E+00,2.35493531410985E+03,1.48229895678526E+04,5.93382899246573E+05,3.84837736855987E+05
2.02800000000000E+03,2.94045755162063E+04,0.00000000000000E+00,2.39762443032234E+03,1.49693827208887E+04,5.93382899246573E+05,3.87877062975836E+05
2.02900000000000E+03,2.43033801482215E+04,0.00000000000000E+00,2.44031354653482E+03,1.51157758739248E+04,5.93382899246573E+05,3.90916389095685E+05
2.03000000000000E+03,1.92021847802367E+04,0.00000000000000E+00,2.48300266274730E+03,1.52621690269610E+04,5.93382899246573E+05,3.93955715215534E+05
2.03100000000000E+03,1.68266254801214E+04,0.00000000000000E+00,2.45819724853039E+03,1.54177567634756E+04,5.93382899246573E+05,3.87975737707060E+05
2.03200000000000E+03,1.44510661800061E+04,0.00000000000000E+00,2.43339183431349E+03,1.55733444999902E+04,5.93382899246573E+05,3.81995760198586E+05
2.03300000000000E+03,1.20755068798909E+04,0.00000000000000E+00,2.40858642009658E+03,1.57289322365048E+04,5.93382899246573E+05,3.76015782690111E+05
2.03400000000000E+03,9.69994757977557E+03,0.00000000000000E+00,2.38378100587967E+03,1.58845199730194E+04,5.93382899246573E+05,3.70035805181637E+05
2.03500000000000E+03,7.32438827966028E+03,0.00000000000000E+00,2.35897559166276E+03,1.60401077095339E+04,5.93382899246573E+05,3.64055827673163E+05
2.03600000000000E+03,7.25672378327271E+03,0.00000000000000E+00,2.31742802544480E+03,1.61465137157436E+04,5.26123140553948E+05,3.69809335258384E+05
2.03700000000000E+03,7.18905928688514E+03,0.00000000000000E+00,2.27588045922684E+03,1.62529197219533E+04,4.58863381861323E+05,3.75562842843606E+05
2.03800000000000E+03,7.12139479049756E+03,0.00000000000000E+00,2.23433289300888E+03,1.63593257281629E+04,3.91603623168697E+05,3.81316350428828E+05
2.03900000000000E+03,7.05373029410999E+03,0.00000000000000E+00,2.19278532679092E+03,1.64657317343726E+04,3.24343864476072E+05,3.87069858014049E+05
2.04000000000000E+03,6.98606579772242E+03,0.00000000000000E+00,2.15123776057296E+03,1.65721377405822E+04,2.57084105783447E+05,3.92823365599271E+05
2.04100000000000E+03,6.13879914074196E+03,0.00000000000000E+00,2.14259657444281E+03,1.64892208358077E+04,2.05667284626758E+05,3.97675929996481E+05
2.04200000000000E+03,5.29153248376150E+03,0.00000000000000E+00,2.13395538831267E+03,1.64063039310332E+04,1.54250463470068E+05,4.02528494393691E+05
2.04300000000000E+03,4.44426582678104E+03,0.00000000000000E+00,2.12531420218252E+03,1.63233870262586E+04,1.02833642313379E+05,4.07381058790901E+05
2.04400000000000E+03,3.59699916980058E+03,0.00000000000000E+00,2.11667301605238E+03,1.62404701214841E+04,5.14168211566894E+04,4.12233623188111E+05
2.04500000000000E+03,2.74973251282012E+03,0.00000000000000E+00,2.10803182992223E+03,1.61575532167096E+04,0.00000000000000E+00,4.17086187585321E+05
2.04600000000000E+03,2.75526154814848E+03,0.00000000000000E+00,2.09188325493662E+03,1.60970063816864E+04,0.00000000000000E+00,4.18335658587047E+05
2.04700000000000E+03,2.76079058347683E+03,0.00000000000000E+00,2.07573467995101E+03,1.60364595466632E+04,0.00000000000000E+00,4.19585129588773E+05
2.04800000000000E+03,2.76631961880518E+03,0.00000000000000E+00,2.05958610496539E+03,1.59759127116400E+04,0.00000000000000E+00,4.20834600590500E+05
2.04900000000000E+03,2.77184865413353E+03,0.00000000000000E+00,2.04343752997978E+03,1.59153658766168E+04,0.00000000000000E+00,4.22084071592226E+05
2.05000000000000E+03,2.77737768946188E+03,0.00000000000000E+00,2.02728895499417E+03,1.58548190415935E+04,0.00000000000000E+00,4.23333542593952E+05
