Key,Value,Source
country,nl,
base_year,2019,
metal_steel_production,6.657,Steel statistical year book
metal_steel_share_blast_furnace_bof,1,Steel statistical year book
metal_steel_share_cyclone_furnace_eaf,0,Quintel assumption
metal_steel_share_scrap_hbi_eaf,0,Steel statistical year book
metal_steel_share_dri_network_gas_eaf,0,Quintel assumption
metal_steel_share_dri_hydrogen_eaf,0,Quintel assumption
metal_steel_scrap_hbi_eaf_share_coal,0,Steel statistical year book
metal_steel_scrap_hbi_eaf_share_electricity,0,Steel statistical year book
metal_steel_scrap_hbi_eaf_share_network_gas,0,Steel statistical year book
metal_aluminium_production,0.15,
metal_aluminium_share_electrolysis_current,0.642857142857143,
metal_aluminium_share_electrolysis_bat,0,
metal_aluminium_share_melting_oven,0.357142857142857,
metal_aluminium_share_carbothermal_reduction,0,
