utc_timestamp,cet_cest_timestamp,PL_wind_onshore_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,1415.065
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,1440.421
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,1444.425
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,1509.135
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,1548.331
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,1618.571
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,1660.386
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,1786.571
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,1866.695
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,1891.923
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,1853.64
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,1932.161
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,1963.515
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,1922.167
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,1853.867
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,1811.967
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,1800.101
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,1870.326
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,1919.237
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,1969.041
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,2017.609
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,2116.715
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,2200.645
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,2285.53
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,2384.263
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,2481.975
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,2556.375
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,2825.388
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,3006.45
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,3114.638
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,3197.1
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,3216.213
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,3274.388
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,3345.038
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,3372.15
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,3363.538
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,3284.613
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,3313.938
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,3321.75
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,3329.463
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,3404.463
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,3476.35
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,3533.213
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,3537.875
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,3554.938
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,3540.888
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,3515.913
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,3500.188
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,3497.863
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,3485.688
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,3515.688
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,3508.675
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,3489.913
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,3451.65
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,3453.088
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,3481.425
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,3493.563
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,3474.725
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,3466.238
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,3491.638
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,3484.563
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,3497.7
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,3483.875
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,3458.563
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,3361.125
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,3253.888
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,3190.038
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,3243.525
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,3169.463
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,3121.45
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,3011.338
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,2975.675
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,2912.575
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,2917.125
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,2908.213
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,2938.363
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,3024.513
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,3150.313
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,3195.4
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,3213.438
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,3254.125
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,3297.9
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,3348.025
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,3423.675
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,3462.25
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,3501.913
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,3442.7
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,3415.238
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,3369.588
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,3334.138
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,3339.85
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,3323.75
