party,category,classification,measure,gas,unit,year,numberValue,stringValue
EST,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CS,D"
EST,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CS,D"
EST,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,PS"
EST,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,PS"
EST,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CS,D"
EST,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CS,D"
EST,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NE
EST,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NE
EST,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NE
EST,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NE
EST,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
EST,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
EST,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
EST,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
EST,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T2,T3"
EST,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T2,T3"
EST,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,36184.55295766586,
EST,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,12035.788006089027,
EST,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,6.36065258409434,
EST,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,2.11447504132577,
EST,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,222.30060912691118,
EST,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,110.0032419320187,
EST,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,35945.95286607572,
EST,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,11919.209430604438,
EST,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,,NO
EST,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,,NO
EST,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,27.29289360243998,
EST,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,12.56266071081033,
EST,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,78.887716831444,
