utc_timestamp,cet_cest_timestamp,UK_solar_profile
2015-03-16T15:00:00Z,2015-03-16T16:00:00+0100,0.2496
2015-03-16T16:00:00Z,2015-03-16T17:00:00+0100,0.1785
2015-03-16T17:00:00Z,2015-03-16T18:00:00+0100,0.0923
2015-03-16T18:00:00Z,2015-03-16T19:00:00+0100,0.0308
2015-03-16T19:00:00Z,2015-03-16T20:00:00+0100,0.002
2015-03-16T20:00:00Z,2015-03-16T21:00:00+0100,0
2015-03-16T21:00:00Z,2015-03-16T22:00:00+0100,0
2015-03-16T22:00:00Z,2015-03-16T23:00:00+0100,0
2015-03-16T23:00:00Z,2015-03-17T00:00:00+0100,0
2015-03-17T00:00:00Z,2015-03-17T01:00:00+0100,0
2015-03-17T01:00:00Z,2015-03-17T02:00:00+0100,0
2015-03-17T02:00:00Z,2015-03-17T03:00:00+0100,0
2015-03-17T03:00:00Z,2015-03-17T04:00:00+0100,0
2015-03-17T04:00:00Z,2015-03-17T05:00:00+0100,0
2015-03-17T05:00:00Z,2015-03-17T06:00:00+0100,0
2015-03-17T06:00:00Z,2015-03-17T07:00:00+0100,0.0011
2015-03-17T07:00:00Z,2015-03-17T08:00:00+0100,0.016
2015-03-17T08:00:00Z,2015-03-17T09:00:00+0100,0.0748
2015-03-17T09:00:00Z,2015-03-17T10:00:00+0100,0.1811
2015-03-17T10:00:00Z,2015-03-17T11:00:00+0100,0.3174
2015-03-17T11:00:00Z,2015-03-17T12:00:00+0100,0.4204
2015-03-17T12:00:00Z,2015-03-17T13:00:00+0100,0.4952
2015-03-17T13:00:00Z,2015-03-17T14:00:00+0100,0.5682
2015-03-17T14:00:00Z,2015-03-17T15:00:00+0100,0.5465
2015-03-17T15:00:00Z,2015-03-17T16:00:00+0100,0.4576
2015-03-17T16:00:00Z,2015-03-17T17:00:00+0100,0.3614
2015-03-17T17:00:00Z,2015-03-17T18:00:00+0100,0.2133
2015-03-17T18:00:00Z,2015-03-17T19:00:00+0100,0.0656
2015-03-17T19:00:00Z,2015-03-17T20:00:00+0100,0.0028
2015-03-17T20:00:00Z,2015-03-17T21:00:00+0100,0
2015-03-17T21:00:00Z,2015-03-17T22:00:00+0100,0
2015-03-17T22:00:00Z,2015-03-17T23:00:00+0100,0
2015-03-17T23:00:00Z,2015-03-18T00:00:00+0100,0
2015-03-18T00:00:00Z,2015-03-18T01:00:00+0100,0
2015-03-18T01:00:00Z,2015-03-18T02:00:00+0100,0
2015-03-18T02:00:00Z,2015-03-18T03:00:00+0100,0
2015-03-18T03:00:00Z,2015-03-18T04:00:00+0100,0
2015-03-18T04:00:00Z,2015-03-18T05:00:00+0100,0
2015-03-18T05:00:00Z,2015-03-18T06:00:00+0100,0
2015-03-18T06:00:00Z,2015-03-18T07:00:00+0100,0.0026
2015-03-18T07:00:00Z,2015-03-18T08:00:00+0100,0.0348
2015-03-18T08:00:00Z,2015-03-18T09:00:00+0100,0.1524
2015-03-18T09:00:00Z,2015-03-18T10:00:00+0100,0.337
2015-03-18T10:00:00Z,2015-03-18T11:00:00+0100,0.5344
2015-03-18T11:00:00Z,2015-03-18T12:00:00+0100,0.6849
2015-03-18T12:00:00Z,2015-03-18T13:00:00+0100,0.7483
2015-03-18T13:00:00Z,2015-03-18T14:00:00+0100,0.7872
2015-03-18T14:00:00Z,2015-03-18T15:00:00+0100,0.7214
2015-03-18T15:00:00Z,2015-03-18T16:00:00+0100,0.5604
2015-03-18T16:00:00Z,2015-03-18T17:00:00+0100,0.4032
2015-03-18T17:00:00Z,2015-03-18T18:00:00+0100,0.219
2015-03-18T18:00:00Z,2015-03-18T19:00:00+0100,0.0736
2015-03-18T19:00:00Z,2015-03-18T20:00:00+0100,0.004
2015-03-18T20:00:00Z,2015-03-18T21:00:00+0100,0
2015-03-18T21:00:00Z,2015-03-18T22:00:00+0100,0
2015-03-18T22:00:00Z,2015-03-18T23:00:00+0100,0
2015-03-18T23:00:00Z,2015-03-19T00:00:00+0100,0
2015-03-19T00:00:00Z,2015-03-19T01:00:00+0100,0
2015-03-19T01:00:00Z,2015-03-19T02:00:00+0100,0
2015-03-19T02:00:00Z,2015-03-19T03:00:00+0100,0
2015-03-19T03:00:00Z,2015-03-19T04:00:00+0100,0
2015-03-19T04:00:00Z,2015-03-19T05:00:00+0100,0
2015-03-19T05:00:00Z,2015-03-19T06:00:00+0100,0
2015-03-19T06:00:00Z,2015-03-19T07:00:00+0100,0.0017
2015-03-19T07:00:00Z,2015-03-19T08:00:00+0100,0.0198
2015-03-19T08:00:00Z,2015-03-19T09:00:00+0100,0.0802
2015-03-19T09:00:00Z,2015-03-19T10:00:00+0100,0.1658
2015-03-19T10:00:00Z,2015-03-19T11:00:00+0100,0.2584
2015-03-19T11:00:00Z,2015-03-19T12:00:00+0100,0.3224
2015-03-19T12:00:00Z,2015-03-19T13:00:00+0100,0.3836
2015-03-19T13:00:00Z,2015-03-19T14:00:00+0100,0.4232
2015-03-19T14:00:00Z,2015-03-19T15:00:00+0100,0.404
2015-03-19T15:00:00Z,2015-03-19T16:00:00+0100,0.3518
2015-03-19T16:00:00Z,2015-03-19T17:00:00+0100,0.262
2015-03-19T17:00:00Z,2015-03-19T18:00:00+0100,0.1594
2015-03-19T18:00:00Z,2015-03-19T19:00:00+0100,0.0568
2015-03-19T19:00:00Z,2015-03-19T20:00:00+0100,0.0023
2015-03-19T20:00:00Z,2015-03-19T21:00:00+0100,0
2015-03-19T21:00:00Z,2015-03-19T22:00:00+0100,0
2015-03-19T22:00:00Z,2015-03-19T23:00:00+0100,0
2015-03-19T23:00:00Z,2015-03-20T00:00:00+0100,0
2015-03-20T00:00:00Z,2015-03-20T01:00:00+0100,0
2015-03-20T01:00:00Z,2015-03-20T02:00:00+0100,0
2015-03-20T02:00:00Z,2015-03-20T03:00:00+0100,0
2015-03-20T03:00:00Z,2015-03-20T04:00:00+0100,0
2015-03-20T04:00:00Z,2015-03-20T05:00:00+0100,0
2015-03-20T05:00:00Z,2015-03-20T06:00:00+0100,0
2015-03-20T06:00:00Z,2015-03-20T07:00:00+0100,0.0032
2015-03-20T07:00:00Z,2015-03-20T08:00:00+0100,0.0332
2015-03-20T08:00:00Z,2015-03-20T09:00:00+0100,0.1277
2015-03-20T09:00:00Z,2015-03-20T10:00:00+0100,0.1997
2015-03-20T10:00:00Z,2015-03-20T11:00:00+0100,0.197
2015-03-20T11:00:00Z,2015-03-20T12:00:00+0100,0.4946
2015-03-20T12:00:00Z,2015-03-20T13:00:00+0100,0.7123
2015-03-20T13:00:00Z,2015-03-20T14:00:00+0100,0.772
2015-03-20T14:00:00Z,2015-03-20T15:00:00+0100,0.7258
2015-03-20T15:00:00Z,2015-03-20T16:00:00+0100,0.6274
2015-03-20T16:00:00Z,2015-03-20T17:00:00+0100,0.4334
2015-03-20T17:00:00Z,2015-03-20T18:00:00+0100,0.2308
2015-03-20T18:00:00Z,2015-03-20T19:00:00+0100,0.0779
2015-03-20T19:00:00Z,2015-03-20T20:00:00+0100,0.0048
2015-03-20T20:00:00Z,2015-03-20T21:00:00+0100,0
2015-03-20T21:00:00Z,2015-03-20T22:00:00+0100,0
2015-03-20T22:00:00Z,2015-03-20T23:00:00+0100,0
2015-03-20T23:00:00Z,2015-03-21T00:00:00+0100,0
2015-03-21T00:00:00Z,2015-03-21T01:00:00+0100,0
2015-03-21T01:00:00Z,2015-03-21T02:00:00+0100,0
2015-03-21T02:00:00Z,2015-03-21T03:00:00+0100,0
2015-03-21T03:00:00Z,2015-03-21T04:00:00+0100,0
2015-03-21T04:00:00Z,2015-03-21T05:00:00+0100,0
2015-03-21T05:00:00Z,2015-03-21T06:00:00+0100,0
2015-03-21T06:00:00Z,2015-03-21T07:00:00+0100,0.0038
2015-03-21T07:00:00Z,2015-03-21T08:00:00+0100,0.0414
2015-03-21T08:00:00Z,2015-03-21T09:00:00+0100,0.1616
2015-03-21T09:00:00Z,2015-03-21T10:00:00+0100,0.311
2015-03-21T10:00:00Z,2015-03-21T11:00:00+0100,0.4123
2015-03-21T11:00:00Z,2015-03-21T12:00:00+0100,0.4677
2015-03-21T12:00:00Z,2015-03-21T13:00:00+0100,0.4998
2015-03-21T13:00:00Z,2015-03-21T14:00:00+0100,0.5279
2015-03-21T14:00:00Z,2015-03-21T15:00:00+0100,0.5048
2015-03-21T15:00:00Z,2015-03-21T16:00:00+0100,0.432
2015-03-21T16:00:00Z,2015-03-21T17:00:00+0100,0.3216
2015-03-21T17:00:00Z,2015-03-21T18:00:00+0100,0.1926
2015-03-21T18:00:00Z,2015-03-21T19:00:00+0100,0.072
2015-03-21T19:00:00Z,2015-03-21T20:00:00+0100,0.007
2015-03-21T20:00:00Z,2015-03-21T21:00:00+0100,0
2015-03-21T21:00:00Z,2015-03-21T22:00:00+0100,0
2015-03-21T22:00:00Z,2015-03-21T23:00:00+0100,0
2015-03-21T23:00:00Z,2015-03-22T00:00:00+0100,0
2015-03-22T00:00:00Z,2015-03-22T01:00:00+0100,0
2015-03-22T01:00:00Z,2015-03-22T02:00:00+0100,0
2015-03-22T02:00:00Z,2015-03-22T03:00:00+0100,0
2015-03-22T03:00:00Z,2015-03-22T04:00:00+0100,0
2015-03-22T04:00:00Z,2015-03-22T05:00:00+0100,0
2015-03-22T05:00:00Z,2015-03-22T06:00:00+0100,0
2015-03-22T06:00:00Z,2015-03-22T07:00:00+0100,0.0038
2015-03-22T07:00:00Z,2015-03-22T08:00:00+0100,0.0371
2015-03-22T08:00:00Z,2015-03-22T09:00:00+0100,0.1408
2015-03-22T09:00:00Z,2015-03-22T10:00:00+0100,0.2938
2015-03-22T10:00:00Z,2015-03-22T11:00:00+0100,0.4526
2015-03-22T11:00:00Z,2015-03-22T12:00:00+0100,0.5826
2015-03-22T12:00:00Z,2015-03-22T13:00:00+0100,0.6938
2015-03-22T13:00:00Z,2015-03-22T14:00:00+0100,0.7468
2015-03-22T14:00:00Z,2015-03-22T15:00:00+0100,0.7696
2015-03-22T15:00:00Z,2015-03-22T16:00:00+0100,0.6408
2015-03-22T16:00:00Z,2015-03-22T17:00:00+0100,0.4559
2015-03-22T17:00:00Z,2015-03-22T18:00:00+0100,0.2706
2015-03-22T18:00:00Z,2015-03-22T19:00:00+0100,0.0915
2015-03-22T19:00:00Z,2015-03-22T20:00:00+0100,0.0072
2015-03-22T20:00:00Z,2015-03-22T21:00:00+0100,0
2015-03-22T21:00:00Z,2015-03-22T22:00:00+0100,0
2015-03-22T22:00:00Z,2015-03-22T23:00:00+0100,0
2015-03-22T23:00:00Z,2015-03-23T00:00:00+0100,0
2015-03-23T00:00:00Z,2015-03-23T01:00:00+0100,0
2015-03-23T01:00:00Z,2015-03-23T02:00:00+0100,0
2015-03-23T02:00:00Z,2015-03-23T03:00:00+0100,0
2015-03-23T03:00:00Z,2015-03-23T04:00:00+0100,0
2015-03-23T04:00:00Z,2015-03-23T05:00:00+0100,0
2015-03-23T05:00:00Z,2015-03-23T06:00:00+0100,0
2015-03-23T06:00:00Z,2015-03-23T07:00:00+0100,0.006
2015-03-23T07:00:00Z,2015-03-23T08:00:00+0100,0.0523
2015-03-23T08:00:00Z,2015-03-23T09:00:00+0100,0.1747
2015-03-23T09:00:00Z,2015-03-23T10:00:00+0100,0.4247
2015-03-23T10:00:00Z,2015-03-23T11:00:00+0100,0.6816
2015-03-23T11:00:00Z,2015-03-23T12:00:00+0100,0.542
2015-03-23T12:00:00Z,2015-03-23T13:00:00+0100,0.5268
2015-03-23T13:00:00Z,2015-03-23T14:00:00+0100,0.4454
2015-03-23T14:00:00Z,2015-03-23T15:00:00+0100,0.4126
2015-03-23T15:00:00Z,2015-03-23T16:00:00+0100,0.3449
2015-03-23T16:00:00Z,2015-03-23T17:00:00+0100,0.2256
2015-03-23T17:00:00Z,2015-03-23T18:00:00+0100,0.1353
2015-03-23T18:00:00Z,2015-03-23T19:00:00+0100,0.0475
2015-03-23T19:00:00Z,2015-03-23T20:00:00+0100,0.0018
2015-03-23T20:00:00Z,2015-03-23T21:00:00+0100,0
2015-03-23T21:00:00Z,2015-03-23T22:00:00+0100,0
2015-03-23T22:00:00Z,2015-03-23T23:00:00+0100,0
2015-03-23T23:00:00Z,2015-03-24T00:00:00+0100,0
2015-03-24T00:00:00Z,2015-03-24T01:00:00+0100,0
2015-03-24T01:00:00Z,2015-03-24T02:00:00+0100,0
2015-03-24T02:00:00Z,2015-03-24T03:00:00+0100,0
2015-03-24T03:00:00Z,2015-03-24T04:00:00+0100,0
2015-03-24T04:00:00Z,2015-03-24T05:00:00+0100,0
2015-03-24T05:00:00Z,2015-03-24T06:00:00+0100,0
2015-03-24T06:00:00Z,2015-03-24T07:00:00+0100,0.0055
2015-03-24T07:00:00Z,2015-03-24T08:00:00+0100,0.0552
2015-03-24T08:00:00Z,2015-03-24T09:00:00+0100,0.2152
2015-03-24T09:00:00Z,2015-03-24T10:00:00+0100,0.4416
2015-03-24T10:00:00Z,2015-03-24T11:00:00+0100,0.6942
2015-03-24T11:00:00Z,2015-03-24T12:00:00+0100,0.6904
2015-03-24T12:00:00Z,2015-03-24T13:00:00+0100,0.737
2015-03-24T13:00:00Z,2015-03-24T14:00:00+0100,0.7465
2015-03-24T14:00:00Z,2015-03-24T15:00:00+0100,0.679
2015-03-24T15:00:00Z,2015-03-24T16:00:00+0100,0.5409
2015-03-24T16:00:00Z,2015-03-24T17:00:00+0100,0.3311
2015-03-24T17:00:00Z,2015-03-24T18:00:00+0100,0.2282
2015-03-24T18:00:00Z,2015-03-24T19:00:00+0100,0.1068
2015-03-24T19:00:00Z,2015-03-24T20:00:00+0100,0.0114
2015-03-24T20:00:00Z,2015-03-24T21:00:00+0100,0
2015-03-24T21:00:00Z,2015-03-24T22:00:00+0100,0
2015-03-24T22:00:00Z,2015-03-24T23:00:00+0100,0
2015-03-24T23:00:00Z,2015-03-25T00:00:00+0100,0
2015-03-25T00:00:00Z,2015-03-25T01:00:00+0100,0
2015-03-25T01:00:00Z,2015-03-25T02:00:00+0100,0
2015-03-25T02:00:00Z,2015-03-25T03:00:00+0100,0
2015-03-25T03:00:00Z,2015-03-25T04:00:00+0100,0
2015-03-25T04:00:00Z,2015-03-25T05:00:00+0100,0
2015-03-25T05:00:00Z,2015-03-25T06:00:00+0100,0.0032
2015-03-25T06:00:00Z,2015-03-25T07:00:00+0100,0.019
2015-03-25T07:00:00Z,2015-03-25T08:00:00+0100,0.0802
2015-03-25T08:00:00Z,2015-03-25T09:00:00+0100,0.2634
2015-03-25T09:00:00Z,2015-03-25T10:00:00+0100,0.4828
2015-03-25T10:00:00Z,2015-03-25T11:00:00+0100,0.6574
2015-03-25T11:00:00Z,2015-03-25T12:00:00+0100,0.744
2015-03-25T12:00:00Z,2015-03-25T13:00:00+0100,0.7671
2015-03-25T13:00:00Z,2015-03-25T14:00:00+0100,0.7347
2015-03-25T14:00:00Z,2015-03-25T15:00:00+0100,0.6075
2015-03-25T15:00:00Z,2015-03-25T16:00:00+0100,0.539
2015-03-25T16:00:00Z,2015-03-25T17:00:00+0100,0.457
2015-03-25T17:00:00Z,2015-03-25T18:00:00+0100,0.2679
2015-03-25T18:00:00Z,2015-03-25T19:00:00+0100,0.0932
2015-03-25T19:00:00Z,2015-03-25T20:00:00+0100,0.0066
2015-03-25T20:00:00Z,2015-03-25T21:00:00+0100,0
2015-03-25T21:00:00Z,2015-03-25T22:00:00+0100,0
2015-03-25T22:00:00Z,2015-03-25T23:00:00+0100,0
2015-03-25T23:00:00Z,2015-03-26T00:00:00+0100,0
2015-03-26T00:00:00Z,2015-03-26T01:00:00+0100,0
2015-03-26T01:00:00Z,2015-03-26T02:00:00+0100,0
2015-03-26T02:00:00Z,2015-03-26T03:00:00+0100,0
2015-03-26T03:00:00Z,2015-03-26T04:00:00+0100,0
2015-03-26T04:00:00Z,2015-03-26T05:00:00+0100,0
2015-03-26T05:00:00Z,2015-03-26T06:00:00+0100,0.0006
2015-03-26T06:00:00Z,2015-03-26T07:00:00+0100,0.004
2015-03-26T07:00:00Z,2015-03-26T08:00:00+0100,0.0206
2015-03-26T08:00:00Z,2015-03-26T09:00:00+0100,0.108
2015-03-26T09:00:00Z,2015-03-26T10:00:00+0100,0.215
2015-03-26T10:00:00Z,2015-03-26T11:00:00+0100,0.3271
2015-03-26T11:00:00Z,2015-03-26T12:00:00+0100,0.4156
2015-03-26T12:00:00Z,2015-03-26T13:00:00+0100,0.57
2015-03-26T13:00:00Z,2015-03-26T14:00:00+0100,0.6788
2015-03-26T14:00:00Z,2015-03-26T15:00:00+0100,0.643
2015-03-26T15:00:00Z,2015-03-26T16:00:00+0100,0.5802
2015-03-26T16:00:00Z,2015-03-26T17:00:00+0100,0.5098
2015-03-26T17:00:00Z,2015-03-26T18:00:00+0100,0.3502
2015-03-26T18:00:00Z,2015-03-26T19:00:00+0100,0.1258
2015-03-26T19:00:00Z,2015-03-26T20:00:00+0100,0.015
2015-03-26T20:00:00Z,2015-03-26T21:00:00+0100,0
2015-03-26T21:00:00Z,2015-03-26T22:00:00+0100,0
2015-03-26T22:00:00Z,2015-03-26T23:00:00+0100,0
2015-03-26T23:00:00Z,2015-03-27T00:00:00+0100,0
2015-03-27T00:00:00Z,2015-03-27T01:00:00+0100,0
2015-03-27T01:00:00Z,2015-03-27T02:00:00+0100,0
2015-03-27T02:00:00Z,2015-03-27T03:00:00+0100,0
2015-03-27T03:00:00Z,2015-03-27T04:00:00+0100,0
2015-03-27T04:00:00Z,2015-03-27T05:00:00+0100,0
2015-03-27T05:00:00Z,2015-03-27T06:00:00+0100,0.0034
2015-03-27T06:00:00Z,2015-03-27T07:00:00+0100,0.02
2015-03-27T07:00:00Z,2015-03-27T08:00:00+0100,0.0741
2015-03-27T08:00:00Z,2015-03-27T09:00:00+0100,0.2173
2015-03-27T09:00:00Z,2015-03-27T10:00:00+0100,0.388
2015-03-27T10:00:00Z,2015-03-27T11:00:00+0100,0.5766
2015-03-27T11:00:00Z,2015-03-27T12:00:00+0100,0.7033
2015-03-27T12:00:00Z,2015-03-27T13:00:00+0100,0.6842
2015-03-27T13:00:00Z,2015-03-27T14:00:00+0100,0.6544
2015-03-27T14:00:00Z,2015-03-27T15:00:00+0100,0.5874
2015-03-27T15:00:00Z,2015-03-27T16:00:00+0100,0.5109
2015-03-27T16:00:00Z,2015-03-27T17:00:00+0100,0.4153
2015-03-27T17:00:00Z,2015-03-27T18:00:00+0100,0.2238
2015-03-27T18:00:00Z,2015-03-27T19:00:00+0100,0.099
2015-03-27T19:00:00Z,2015-03-27T20:00:00+0100,0.0119
2015-03-27T20:00:00Z,2015-03-27T21:00:00+0100,0
2015-03-27T21:00:00Z,2015-03-27T22:00:00+0100,0
2015-03-27T22:00:00Z,2015-03-27T23:00:00+0100,0
2015-03-27T23:00:00Z,2015-03-28T00:00:00+0100,0
2015-03-28T00:00:00Z,2015-03-28T01:00:00+0100,0
2015-03-28T01:00:00Z,2015-03-28T02:00:00+0100,0
2015-03-28T02:00:00Z,2015-03-28T03:00:00+0100,0
2015-03-28T03:00:00Z,2015-03-28T04:00:00+0100,0
2015-03-28T04:00:00Z,2015-03-28T05:00:00+0100,0
2015-03-28T05:00:00Z,2015-03-28T06:00:00+0100,0
2015-03-28T06:00:00Z,2015-03-28T07:00:00+0100,0.0038
2015-03-28T07:00:00Z,2015-03-28T08:00:00+0100,0.029
2015-03-28T08:00:00Z,2015-03-28T09:00:00+0100,0.0908
2015-03-28T09:00:00Z,2015-03-28T10:00:00+0100,0.159
2015-03-28T10:00:00Z,2015-03-28T11:00:00+0100,0.2035
2015-03-28T11:00:00Z,2015-03-28T12:00:00+0100,0.2754
2015-03-28T12:00:00Z,2015-03-28T13:00:00+0100,0.3359
2015-03-28T13:00:00Z,2015-03-28T14:00:00+0100,0.3684
2015-03-28T14:00:00Z,2015-03-28T15:00:00+0100,0.3318
2015-03-28T15:00:00Z,2015-03-28T16:00:00+0100,0.306
2015-03-28T16:00:00Z,2015-03-28T17:00:00+0100,0.2711
2015-03-28T17:00:00Z,2015-03-28T18:00:00+0100,0.1562
2015-03-28T18:00:00Z,2015-03-28T19:00:00+0100,0.0613
2015-03-28T19:00:00Z,2015-03-28T20:00:00+0100,0.0092
2015-03-28T20:00:00Z,2015-03-28T21:00:00+0100,0
2015-03-28T21:00:00Z,2015-03-28T22:00:00+0100,0
2015-03-28T22:00:00Z,2015-03-28T23:00:00+0100,0
2015-03-28T23:00:00Z,2015-03-29T00:00:00+0100,0
2015-03-29T00:00:00Z,2015-03-29T01:00:00+0100,0
2015-03-29T01:00:00Z,2015-03-29T03:00:00+0200,0
2015-03-29T02:00:00Z,2015-03-29T04:00:00+0200,0
2015-03-29T03:00:00Z,2015-03-29T05:00:00+0200,0
2015-03-29T04:00:00Z,2015-03-29T06:00:00+0200,0.001
2015-03-29T05:00:00Z,2015-03-29T07:00:00+0200,0.0057
2015-03-29T06:00:00Z,2015-03-29T08:00:00+0200,0.019
2015-03-29T07:00:00Z,2015-03-29T09:00:00+0200,0.0551
2015-03-29T08:00:00Z,2015-03-29T10:00:00+0200,0.111
2015-03-29T09:00:00Z,2015-03-29T11:00:00+0200,0.1742
2015-03-29T10:00:00Z,2015-03-29T12:00:00+0200,0.2098
2015-03-29T11:00:00Z,2015-03-29T13:00:00+0200,0.2442
2015-03-29T12:00:00Z,2015-03-29T14:00:00+0200,0.2736
2015-03-29T13:00:00Z,2015-03-29T15:00:00+0200,0.377
2015-03-29T14:00:00Z,2015-03-29T16:00:00+0200,0.3868
2015-03-29T15:00:00Z,2015-03-29T17:00:00+0200,0.3326
2015-03-29T16:00:00Z,2015-03-29T18:00:00+0200,0.199
2015-03-29T17:00:00Z,2015-03-29T19:00:00+0200,0.073
2015-03-29T18:00:00Z,2015-03-29T20:00:00+0200,0.0106
2015-03-29T19:00:00Z,2015-03-29T21:00:00+0200,0
2015-03-29T20:00:00Z,2015-03-29T22:00:00+0200,0
2015-03-29T21:00:00Z,2015-03-29T23:00:00+0200,0
2015-03-29T22:00:00Z,2015-03-30T00:00:00+0200,0
2015-03-29T23:00:00Z,2015-03-30T01:00:00+0200,0
2015-03-30T00:00:00Z,2015-03-30T02:00:00+0200,0
2015-03-30T01:00:00Z,2015-03-30T03:00:00+0200,0
2015-03-30T02:00:00Z,2015-03-30T04:00:00+0200,0
2015-03-30T03:00:00Z,2015-03-30T05:00:00+0200,0
2015-03-30T04:00:00Z,2015-03-30T06:00:00+0200,0.0005
2015-03-30T05:00:00Z,2015-03-30T07:00:00+0200,0.0139
2015-03-30T06:00:00Z,2015-03-30T08:00:00+0200,0.092
2015-03-30T07:00:00Z,2015-03-30T09:00:00+0200,0.2629
2015-03-30T08:00:00Z,2015-03-30T10:00:00+0200,0.4209
2015-03-30T09:00:00Z,2015-03-30T11:00:00+0200,0.53
2015-03-30T10:00:00Z,2015-03-30T12:00:00+0200,0.6284
2015-03-30T11:00:00Z,2015-03-30T13:00:00+0200,0.6229
2015-03-30T12:00:00Z,2015-03-30T14:00:00+0200,0.5234
2015-03-30T13:00:00Z,2015-03-30T15:00:00+0200,0.3776
2015-03-30T14:00:00Z,2015-03-30T16:00:00+0200,0.253
2015-03-30T15:00:00Z,2015-03-30T17:00:00+0200,0.1508
2015-03-30T16:00:00Z,2015-03-30T18:00:00+0200,0.0717
2015-03-30T17:00:00Z,2015-03-30T19:00:00+0200,0.0293
2015-03-30T18:00:00Z,2015-03-30T20:00:00+0200,0.004
2015-03-30T19:00:00Z,2015-03-30T21:00:00+0200,0
2015-03-30T20:00:00Z,2015-03-30T22:00:00+0200,0
2015-03-30T21:00:00Z,2015-03-30T23:00:00+0200,0
2015-03-30T22:00:00Z,2015-03-31T00:00:00+0200,0
2015-03-30T23:00:00Z,2015-03-31T01:00:00+0200,0
2015-03-31T00:00:00Z,2015-03-31T02:00:00+0200,0
2015-03-31T01:00:00Z,2015-03-31T03:00:00+0200,0
2015-03-31T02:00:00Z,2015-03-31T04:00:00+0200,0
2015-03-31T03:00:00Z,2015-03-31T05:00:00+0200,0
2015-03-31T04:00:00Z,2015-03-31T06:00:00+0200,0.0001
2015-03-31T05:00:00Z,2015-03-31T07:00:00+0200,0.0102
2015-03-31T06:00:00Z,2015-03-31T08:00:00+0200,0.0692
2015-03-31T07:00:00Z,2015-03-31T09:00:00+0200,0.2004
2015-03-31T08:00:00Z,2015-03-31T10:00:00+0200,0.3692
2015-03-31T09:00:00Z,2015-03-31T11:00:00+0200,0.5186
2015-03-31T10:00:00Z,2015-03-31T12:00:00+0200,0.6282
2015-03-31T11:00:00Z,2015-03-31T13:00:00+0200,0.6462
2015-03-31T12:00:00Z,2015-03-31T14:00:00+0200,0.6104
2015-03-31T13:00:00Z,2015-03-31T15:00:00+0200,0.5362
2015-03-31T14:00:00Z,2015-03-31T16:00:00+0200,0.4793
2015-03-31T15:00:00Z,2015-03-31T17:00:00+0200,0.357
2015-03-31T16:00:00Z,2015-03-31T18:00:00+0200,0.2295
2015-03-31T17:00:00Z,2015-03-31T19:00:00+0200,0.1056
2015-03-31T18:00:00Z,2015-03-31T20:00:00+0200,0.0174
2015-03-31T19:00:00Z,2015-03-31T21:00:00+0200,0
2015-03-31T20:00:00Z,2015-03-31T22:00:00+0200,0
2015-03-31T21:00:00Z,2015-03-31T23:00:00+0200,0
2015-03-31T22:00:00Z,2015-04-01T00:00:00+0200,0
2015-03-31T23:00:00Z,2015-04-01T01:00:00+0200,0
2015-04-01T00:00:00Z,2015-04-01T02:00:00+0200,0
2015-04-01T01:00:00Z,2015-04-01T03:00:00+0200,0
2015-04-01T02:00:00Z,2015-04-01T04:00:00+0200,0
2015-04-01T03:00:00Z,2015-04-01T05:00:00+0200,0
2015-04-01T04:00:00Z,2015-04-01T06:00:00+0200,0.0002
2015-04-01T05:00:00Z,2015-04-01T07:00:00+0200,0.0229
2015-04-01T06:00:00Z,2015-04-01T08:00:00+0200,0.1248
2015-04-01T07:00:00Z,2015-04-01T09:00:00+0200,0.2644
2015-04-01T08:00:00Z,2015-04-01T10:00:00+0200,0.3869
2015-04-01T09:00:00Z,2015-04-01T11:00:00+0200,0.4384
2015-04-01T10:00:00Z,2015-04-01T12:00:00+0200,0.419
2015-04-01T11:00:00Z,2015-04-01T13:00:00+0200,0.4918
2015-04-01T12:00:00Z,2015-04-01T14:00:00+0200,0.4137
2015-04-01T13:00:00Z,2015-04-01T15:00:00+0200,0.2745
2015-04-01T14:00:00Z,2015-04-01T16:00:00+0200,0.2537
2015-04-01T15:00:00Z,2015-04-01T17:00:00+0200,0.1272
2015-04-01T16:00:00Z,2015-04-01T18:00:00+0200,0.1192
2015-04-01T17:00:00Z,2015-04-01T19:00:00+0200,0.0535
2015-04-01T18:00:00Z,2015-04-01T20:00:00+0200,0.0121
2015-04-01T19:00:00Z,2015-04-01T21:00:00+0200,0
2015-04-01T20:00:00Z,2015-04-01T22:00:00+0200,0
2015-04-01T21:00:00Z,2015-04-01T23:00:00+0200,0
2015-04-01T22:00:00Z,2015-04-02T00:00:00+0200,0
2015-04-01T23:00:00Z,2015-04-02T01:00:00+0200,0
2015-04-02T00:00:00Z,2015-04-02T02:00:00+0200,0
2015-04-02T01:00:00Z,2015-04-02T03:00:00+0200,0
2015-04-02T02:00:00Z,2015-04-02T04:00:00+0200,0
2015-04-02T03:00:00Z,2015-04-02T05:00:00+0200,0
2015-04-02T04:00:00Z,2015-04-02T06:00:00+0200,0.0011
2015-04-02T05:00:00Z,2015-04-02T07:00:00+0200,0.0129
2015-04-02T06:00:00Z,2015-04-02T08:00:00+0200,0.056
2015-04-02T07:00:00Z,2015-04-02T09:00:00+0200,0.1316
2015-04-02T08:00:00Z,2015-04-02T10:00:00+0200,0.2182
