key,share
industry_final_demand_for_chemical_refineries_crude_oil,7.56946268081035E-01
industry_final_demand_for_chemical_fertilizers_crude_oil,0.00000000000000E+00
industry_final_demand_for_chemical_other_crude_oil,2.43053731918965E-01
