Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,6.78680279999991E+03,0.00000000000000E+00,2.70383543999998E+04,6.45604560000002E+04,4.62802591800000E+06,5.81426379355320E+05
2.01100000000000E+03,7.16340639999995E+03,0.00000000000000E+00,2.29759221999999E+04,5.20718580000001E+04,4.63482699900000E+06,5.82091427634981E+05
2.01200000000000E+03,7.54001000000000E+03,0.00000000000000E+00,1.89134900000000E+04,3.95832600000000E+04,4.64162808000000E+06,5.82756475914641E+05
2.01300000000000E+03,7.02582071780910E+03,0.00000000000000E+00,1.68457392167289E+04,4.33777239251664E+04,4.61973069710172E+06,5.83421524194302E+05
2.01400000000000E+03,6.51163143561821E+03,0.00000000000000E+00,1.47779884334579E+04,4.71721878503328E+04,4.59783331420345E+06,5.84086572473963E+05
2.01500000000000E+03,5.99744215342731E+03,0.00000000000000E+00,1.27102376501868E+04,5.09666517754991E+04,4.57593593130517E+06,5.84751620753623E+05
2.01600000000000E+03,4.79795372274185E+03,0.00000000000000E+00,1.26293955384123E+04,5.01725405274098E+04,4.47314855402697E+06,6.41484812142119E+05
2.01700000000000E+03,3.59846529205639E+03,0.00000000000000E+00,1.25485534266378E+04,4.93784292793204E+04,4.37036117674877E+06,6.98218003530614E+05
2.01800000000000E+03,2.39897686137092E+03,0.00000000000000E+00,1.24677113148633E+04,4.85843180312310E+04,4.26757379947057E+06,7.54951194919110E+05
2.01900000000000E+03,1.19948843068546E+03,0.00000000000000E+00,1.23868692030888E+04,4.77902067831417E+04,4.16478642219237E+06,8.11684386307605E+05
2.02000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.23060270913143E+04,4.69960955350523E+04,4.06199904491417E+06,8.68417577696100E+05
2.02100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.22355753839899E+04,4.56467050471124E+04,4.03988316874376E+06,8.59653894632232E+05
2.02200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.21651236766655E+04,4.42973145591726E+04,4.01776729257336E+06,8.50890211568364E+05
2.02300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.20946719693411E+04,4.29479240712327E+04,3.99565141640295E+06,8.42126528504496E+05
2.02400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.20242202620166E+04,4.15985335832929E+04,3.97353554023255E+06,8.33362845440627E+05
2.02500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.19537685546922E+04,4.02491430953530E+04,3.95141966406214E+06,8.24599162376759E+05
2.02600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.18733673054724E+04,3.98333923365239E+04,3.95141966406214E+06,8.14884862134949E+05
2.02700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.17929660562527E+04,3.94176415776947E+04,3.95141966406214E+06,8.05170561893138E+05
2.02800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.17125648070329E+04,3.90018908188655E+04,3.95141966406214E+06,7.95456261651328E+05
2.02900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.16321635578131E+04,3.85861400600363E+04,3.95141966406214E+06,7.85741961409517E+05
