Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide
2.01000000000000E+03,3.10287118876416E+06,3.79853270083584E+06,6.69669116350545E+06,4.20389889120000E+06,9.90439037640000E+06
2.01100000000000E+03,3.15162851000000E+06,3.85809119000000E+06,5.86709841000000E+06,3.52403878000000E+06,9.89912108000000E+06
2.01200000000000E+03,3.06112425576538E+06,3.74732849357933E+06,5.64001935288152E+06,3.46498857350305E+06,9.65426039984553E+06
2.01300000000000E+03,2.97062000153076E+06,3.63656579715865E+06,5.41294029576303E+06,3.40593836700610E+06,9.40939971969106E+06
2.01400000000000E+03,2.88011574729614E+06,3.52580310073798E+06,5.18586123864455E+06,3.34688816050915E+06,9.16453903953659E+06
2.01500000000000E+03,2.78961149306152E+06,3.41504040431730E+06,4.95878218152606E+06,3.28783795401220E+06,8.91967835938212E+06
2.01600000000000E+03,2.74048537209980E+06,3.35490024200118E+06,4.85894221566304E+06,3.21414621678880E+06,8.71813832626275E+06
2.01700000000000E+03,2.69135925113808E+06,3.29476007968505E+06,4.75910224980003E+06,3.14045447956540E+06,8.51659829314338E+06
2.01800000000000E+03,2.64223313017636E+06,3.23461991736893E+06,4.65926228393701E+06,3.06676274234200E+06,8.31505826002401E+06
2.01900000000000E+03,2.59310700921465E+06,3.17447975505281E+06,4.55942231807399E+06,2.99307100511860E+06,8.11351822690464E+06
2.02000000000000E+03,2.54398088825293E+06,3.11433959273668E+06,4.45958235221097E+06,2.91937926789520E+06,7.91197819378526E+06
2.02100000000000E+03,2.49260276521931E+06,3.05144253108698E+06,4.34287228473039E+06,2.82188424023228E+06,7.79277679329180E+06
2.02200000000000E+03,2.44122464218569E+06,2.98854546943728E+06,4.22616221724981E+06,2.72438921256936E+06,7.67357539279834E+06
2.02300000000000E+03,2.38984651915207E+06,2.92564840778758E+06,4.10945214976923E+06,2.62689418490644E+06,7.55437399230487E+06
2.02400000000000E+03,2.33846839611844E+06,2.86275134613788E+06,3.99274208228865E+06,2.52939915724352E+06,7.43517259181141E+06
2.02500000000000E+03,2.28709027308482E+06,2.79985428448818E+06,3.87603201480807E+06,2.43190412958061E+06,7.31597119131795E+06
2.02600000000000E+03,2.21230806231250E+06,2.70830595528647E+06,3.75822175981060E+06,2.34921911996780E+06,7.42058182191089E+06
2.02700000000000E+03,2.13752585154017E+06,2.61675762608477E+06,3.64041150481314E+06,2.26653411035499E+06,7.52519245250382E+06
2.02800000000000E+03,2.06274364076785E+06,2.52520929688306E+06,3.52260124981567E+06,2.18384910074219E+06,7.62980308309676E+06
2.02900000000000E+03,1.98796142999552E+06,2.43366096768135E+06,3.40479099481820E+06,2.10116409112938E+06,7.73441371368970E+06
2.03000000000000E+03,1.91317921922319E+06,2.34211263847964E+06,3.28698073982073E+06,2.01847908151657E+06,7.83902434428264E+06
2.03100000000000E+03,1.83697034367909E+06,2.24881778727974E+06,3.16209708399765E+06,1.92277362588645E+06,7.84334401739488E+06
2.03200000000000E+03,1.76076146813498E+06,2.15552293607984E+06,3.03721342817456E+06,1.82706817025633E+06,7.84766369050712E+06
2.03300000000000E+03,1.68455259259088E+06,2.06222808487994E+06,2.91232977235147E+06,1.73136271462621E+06,7.85198336361936E+06
2.03400000000000E+03,1.60834371704677E+06,1.96893323368004E+06,2.78744611652838E+06,1.63565725899609E+06,7.85630303673160E+06
2.03500000000000E+03,1.53213484150267E+06,1.87563838248014E+06,2.66256246070529E+06,1.53995180336597E+06,7.86062270984384E+06
2.03600000000000E+03,1.47198282343482E+06,1.80200032477430E+06,2.62734838693183E+06,1.47310028233052E+06,7.72142183476411E+06
2.03700000000000E+03,1.41183080536697E+06,1.72836226706846E+06,2.59213431315836E+06,1.40624876129507E+06,7.58222095968438E+06
2.03800000000000E+03,1.35167878729912E+06,1.65472420936263E+06,2.55692023938489E+06,1.33939724025962E+06,7.44302008460466E+06
2.03900000000000E+03,1.29152676923128E+06,1.58108615165679E+06,2.52170616561142E+06,1.27254571922417E+06,7.30381920952493E+06
2.04000000000000E+03,1.23137475116343E+06,1.50744809395096E+06,2.48649209183795E+06,1.20569419818872E+06,7.16461833444520E+06
2.04100000000000E+03,1.17270248592855E+06,1.43562154861004E+06,2.47024421665352E+06,1.14117273649475E+06,7.11999536269048E+06
2.04200000000000E+03,1.11403022069368E+06,1.36379500326913E+06,2.45399634146908E+06,1.07665127480079E+06,7.07537239093576E+06
2.04300000000000E+03,1.05535795545880E+06,1.29196845792821E+06,2.43774846628464E+06,1.01212981310683E+06,7.03074941918104E+06
2.04400000000000E+03,9.96685690223925E+05,1.22014191258730E+06,2.42150059110020E+06,9.47608351412866E+05,6.98612644742632E+06
2.04500000000000E+03,9.38013424989049E+05,1.14831536724638E+06,2.40525271591577E+06,8.83086889718903E+05,6.94150347567160E+06
2.04600000000000E+03,9.80538096238676E+05,1.20037403952350E+06,2.37039315675497E+06,8.23936061500852E+05,6.92500735647036E+06
2.04700000000000E+03,1.02306276748830E+06,1.25243271180063E+06,2.33553359759417E+06,7.64785233282800E+05,6.90851123726911E+06
2.04800000000000E+03,1.06558743873793E+06,1.30449138407775E+06,2.30067403843337E+06,7.05634405064748E+05,6.89201511806787E+06
2.04900000000000E+03,1.10811210998756E+06,1.35655005635488E+06,2.26581447927258E+06,6.46483576846697E+05,6.87551899886663E+06
2.05000000000000E+03,1.15063678123719E+06,1.40860872863200E+06,2.23095492011178E+06,5.87332748628645E+05,6.85902287966539E+06
