nrg_bal,Total,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,Brown coal briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat and peat products,Oil shale and oil sands,Crude oil,Natural gas liquids,Refinery feedstocks,Additives and oxygenates (excluding biofuel portion),Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases,Motor gasoline (excluding biofuel portion),Aviation gasoline,Gasoline-type jet fuel,Kerosene-type jet fuel (excluding biofuel portion),Other kerosene,Naphtha,Gas oil and diesel oil (excluding biofuel portion),Fuel oil,White spirit and special boiling point industrial spirits,Lubricants,Bitumen,Petroleum coke,Paraffin waxes,Other oil products,Natural gas,Hydro,"Tide, wave, ocean",Wind,Solar photovoltaic,Solar thermal,Geothermal,Primary solid biofuels,Charcoal,Biogases,Renewable municipal waste,Pure biogasoline,Blended biogasoline,Pure biodiesels,Blended biodiesels,Pure bio jet kerosene,Blended bio jet kerosene,Other liquid biofuels,Ambient heat (heat pumps),Industrial waste (non-renewable),Non-renewable municipal waste,Nuclear heat,Heat,Electricity
Primary production,5087189.449,0.0,21179.86,37582.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2114064.497,139258.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422362.067,21365.377,50.368,231605.438,46505.052,2232.0,34.0,197197.0,0.0,114931.0,48783.0,5579.85,0.0,18967.424,0.0,0.0,0.0,0.0,46526.0,12092.0,52018.0,554855.67,0.0,0.0
Recovered and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imports,5873952.806,0.0,65832.48,110062.08,0.0,0.0,509.58,25538.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932780.171,77847.571,230130.138,553.927,15027.278,0.0,0.0,37903.566,126519.661,777.241,0.0,420123.854,28248.949,72438.479,642946.12,31978.014,6135.765,15505.505,37256.211,21180.964,2022.722,5109.273,1678036.637,0.0,0.0,0.0,0.0,0.0,0.0,146358.0,0.0,0.0,0.0,10435.392,0.0,44294.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88400.113
Exports,3176737.427,0.0,92.22,19585.775,0.0,0.0,311.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770719.553,91320.797,86814.0,0.0,0.0,0.0,0.0,40108.864,422557.464,0.0,0.0,62300.737,833.432,20224.12,180855.35,90294.0,440.762,13487.915,5825.073,18175.02,2662.099,39589.405,283494.714,0.0,0.0,0.0,0.0,0.0,0.0,4482.0,0.0,0.0,0.0,0.0,0.0,10376.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12186.421
Change in stock,-40174.243,0.0,245.92,218.52,0.0,0.0,283.1,4410.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8001.93,905.927,2814.0,-366.839,0.0,0.0,0.0,367.55,5982.956,0.0,0.0,-9659.029,0.0,954.397,-5950.034,-1112.858,-87.819,690.908,-648.943,-13007.573,-173.167,357.436,-18706.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.957,0.0,148.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross available energy,7744230.585,0.0,87166.04,128277.269,0.0,0.0,481.27,29949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268123.185,126691.104,146130.138,187.088,15027.278,0.0,0.0,-1837.749,-290054.847,777.241,0.0,348164.089,27415.518,53168.756,456140.736,-59428.844,5607.184,2708.498,30782.195,-10001.629,-812.544,-34122.696,2798197.103,21365.377,50.368,231605.438,46505.052,2232.0,34.0,339073.0,0.0,114931.0,48783.0,16015.241,160.957,52885.642,148.764,0.0,0.0,0.0,46526.0,12092.0,52018.0,554855.67,0.0,76213.692
International maritime bunkers,97984.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68431.812,29552.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross inland consumption,7646246.537,0.0,87166.04,128277.269,0.0,0.0,481.27,29949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268123.185,126691.104,146130.138,187.088,15027.278,0.0,0.0,-1837.749,-290054.847,777.241,0.0,348164.089,27415.518,53168.756,387708.924,-88981.081,5607.184,2708.498,30782.195,-10001.629,-812.544,-34122.696,2798197.103,21365.377,50.368,231605.438,46505.052,2232.0,34.0,339073.0,0.0,114931.0,48783.0,16015.241,160.957,52885.642,148.764,0.0,0.0,0.0,46526.0,12092.0,52018.0,554855.67,0.0,76213.692
International aviation,506065.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.95,0.0,505433.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total energy supply,7140180.784,0.0,87166.04,128277.269,0.0,0.0,481.27,29949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268123.185,126691.104,146130.138,187.088,15027.278,0.0,0.0,-1837.749,-290054.847,145.291,0.0,-157269.714,27415.518,53168.756,387708.924,-88981.081,5607.184,2708.498,30782.195,-10001.629,-812.544,-34122.696,2798197.103,21365.377,50.368,231605.438,46505.052,2232.0,34.0,339073.0,0.0,114931.0,48783.0,16015.241,160.957,52885.642,148.764,0.0,0.0,0.0,46526.0,12092.0,52018.0,554855.67,0.0,76213.692
