PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural Gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other Kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production,x,x,5.95773700000000E+04,1.83164000000000E+05,7.40844600000000E+04,0.00000000000000E+00,1.67593442000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,4.00513560000000E+05,x,1.11253700000000E+05,0.00000000000000E+00,0.00000000000000E+00,2.99693700000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.94525600000000E+04,1.08652110000000E+05,1.08652110000000E+05,4.94402970000000E+05,2.68581380000000E+05,1.64819700000000E+04,1.04334890000000E+05,3.79760000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.08521349000000E+06,7.63121300000000E+04,3.76628000000000E+03,9.49850900000000E+04,2.41153800000000E+04,0.00000000000000E+00,1.82444830000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.16568967000000E+06,1.37787462000000E+06
Imports,x,x,4.58568100000000E+04,2.68424000000000E+05,9.80663860000000E+05,0.00000000000000E+00,0.00000000000000E+00,4.17621000000000E+03,9.32271000000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.21392000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.10104185000000E+06,x,3.99440168000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,5.00480000000000E+04,6.78480200000000E+04,6.60010000000000E+02,0.00000000000000E+00,2.07689980000000E+05,4.72980000000000E+02,5.77187390000000E+05,9.55200000000000E+04,2.67035990000000E+05,5.18841000000000E+03,3.62880000000000E+04,8.42401000000000E+03,1.24000000000000E+04,3.70880100000000E+04,9.20010000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.81275000000000E+04,3.14455100000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.66594780000000E+05,0.00000000000000E+00,1.00719440200000E+07,4.95730100000000E+04
Exports,x,x,-7.27992000000000E+03,-1.74000000000000E+02,-2.84928000000000E+03,0.00000000000000E+00,-2.49450000000000E+03,-3.14000000000000E+01,-6.24570000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-2.97804600000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-5.96950890000000E+05,x,-8.29485000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.39379800000000E+04,-2.18284010000000E+05,-4.40000000000000E+01,0.00000000000000E+00,-4.87189900000000E+04,0.00000000000000E+00,-2.65611010000000E+05,-8.22800000000000E+04,-1.41680100000000E+04,-4.79598000000000E+03,-4.72500100000000E+04,-4.98420100000000E+04,-8.00001000000000E+03,-2.28160100000000E+04,-3.60002000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.45977000000000E+03,-4.11768000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.40559290000000E+05,-2.50960000000000E+02,-1.71689586000000E+06,-4.26365700000000E+04
International marine bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.84457800000000E+04,-8.69200200000000E+04,0.00000000000000E+00,0.00000000000000E+00,-4.19900000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.05407800000000E+05,0.00000000000000E+00
International aviation bunkers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.48084980000000E+05,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.48084980000000E+05,0.00000000000000E+00
Stock changes,x,x,5.65875000000000E+03,8.16060100000000E+04,-7.24726700000000E+04,0.00000000000000E+00,1.80740000000000E+02,0.00000000000000E+00,3.46667000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-1.05380000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.77573500000000E+04,x,-3.25380900000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.42598000000000E+03,1.62800000000000E+03,4.40000000000000E+01,0.00000000000000E+00,-3.35400000000000E+03,4.30000000000000E+01,2.47079800000000E+04,-5.55999000000000E+03,-1.97998000000000E+03,8.72100000000000E+01,-2.30998000000000E+03,-1.44298000000000E+03,8.00100000000000E+01,-9.28000000000000E+02,1.56000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.75546200000000E+04,0.00000000000000E+00
Total primary energy supply,0.00000000000000E+00,0.00000000000000E+00,9.68193964974875E+04,5.20915248698526E+05,9.37988320563835E+05,0.00000000000000E+00,1.65610567834586E+06,4.14481000000000E+03,9.04480300000000E+04,0.00000000000000E+00,0.00000000000000E+00,-3.49458339856278E+04,0.00000000000000E+00,-5.22740000000005E+02,-2.85444000000001E+03,-2.83647000000000E+03,0.00000000000000E+00,2.88609236056396E+06,0.00000000000000E+00,4.06482248000000E+06,0.00000000000000E+00,2.18278728425503E-11,2.99693700000000E+04,0.00000000000000E+00,-3.53694408706138E+02,0.00000000000000E+00,3.75225596431791E+04,-1.48808050000000E+05,6.60000000000000E+02,0.00000000000000E+00,-1.92468000000000E+05,5.15980000000000E+02,3.16921528712498E+05,-8.00892597646256E+04,2.50888000000000E+05,4.79600000000000E+02,-1.33139800000000E+04,-4.28609800000000E+04,4.47995000000000E+03,1.34917331524679E+04,-2.24419745085181E+03,5.45982666666667E+04,9.23565566666667E+04,9.23565566666667E+04,4.87502706159317E+05,3.16135774285714E+05,3.31497000000000E+04,9.46036000000000E+04,3.67667619452379E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.08521349000000E+06,7.63121400000000E+04,3.76623000000000E+03,9.49850900000000E+04,2.41153800000000E+04,0.00000000000000E+00,1.82444830000000E+05,0.00000000000000E+00,-7.38912399999998E+04,-1.49603666005978E+04,1.29433327906070E+07,1.38481106000000E+06
Transfers,x,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,x,0.00000000000000E+00,0.00000000000000E+00,4.13911200000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.51470100000000E+04,0.00000000000000E+00,-1.47200000000000E+03,4.81360200000000E+04,-4.40000000000000E+01,0.00000000000000E+00,-1.97801000000000E+03,-2.57990000000000E+02,-4.23870000000000E+04,-1.28399900000000E+04,8.66359900000000E+04,2.09281000000000E+03,-5.07780100000000E+04,-1.04520100000000E+04,1.60020000000000E+02,0.00000000000000E+00,-4.19200000000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.14339500000000E+04,0.00000000000000E+00
Statistical differences,x,x,-6.05328000000000E+03,2.15553000000000E+03,3.00105200000000E+04,0.00000000000000E+00,8.46140000000000E+03,0.00000000000000E+00,-2.71601900000000E+04,0.00000000000000E+00,0.00000000000000E+00,3.50578000000000E+03,0.00000000000000E+00,-8.04370000000000E+02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.85344700000000E+04,x,-5.60118000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.47480000000000E+02,0.00000000000000E+00,-2.89802000000000E+03,2.46402000000000E+03,0.00000000000000E+00,0.00000000000000E+00,-4.47200000000000E+03,8.60000000000000E+01,1.74661000000000E+03,-2.14800000000000E+04,-4.92799000000000E+03,1.00278000000000E+03,3.78001000000000E+03,3.70498000000000E+03,-5.59980000000000E+02,-3.87199000000000E+03,1.99599800000000E+04,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,3.60000000000000E+00,2.50960000000000E+02,2.80851000000000E+04,0.00000000000000E+00
Transformation processes,0.00000000000000E+00,0.00000000000000E+00,-6.37276264974875E+04,-5.23070778698526E+05,-9.15920303294985E+05,0.00000000000000E+00,-1.65242538571429E+06,0.00000000000000E+00,-5.10829400000000E+04,0.00000000000000E+00,0.00000000000000E+00,1.22638294436945E+05,0.00000000000000E+00,4.43825400000000E+04,9.41348800000000E+04,1.57339900000000E+04,0.00000000000000E+00,-7.43184700179530E+05,0.00000000000000E+00,-4.05922130000000E+06,0.00000000000000E+00,-4.13911200000000E+04,-2.99693700000000E+04,0.00000000000000E+00,1.76084512748520E+05,0.00000000000000E+00,9.90974909456358E+04,8.57428000000000E+05,0.00000000000000E+00,0.00000000000000E+00,2.24288010000000E+05,1.29000000000000E+02,1.83203751135126E+06,2.67154244341936E+05,1.78595990000000E+05,7.41190000000000E+02,1.03697990000000E+05,1.40205000000000E+05,5.55999000000000E+03,2.02303304286240E+04,3.32000093582817E+04,-2.55788466666667E+04,-8.35272866666667E+04,-8.35272866666667E+04,-1.57006834054054E+05,-2.39958494285714E+05,0.00000000000000E+00,0.00000000000000E+00,-3.26423458351440E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.08521349000000E+06,-7.63121400000000E+04,-1.08476000000000E+03,-9.49850900000000E+04,-1.10100000000000E+01,0.00000000000000E+00,-1.82444830000000E+05,0.00000000000000E+00,2.24369573000000E+06,4.99652276600598E+05,-3.15422084709630E+06,-8.00974360000000E+05
Main activity producer electricity plants,x,x,-4.69259900000000E+04,-1.86838500000000E+05,-6.74593130000000E+05,0.00000000000000E+00,-1.41621571000000E+06,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-3.44101000000000E+03,0.00000000000000E+00,-4.31157000000000E+03,-2.29066100000000E+04,0.00000000000000E+00,0.00000000000000E+00,-1.51496090000000E+05,x,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-4.89902000000000E+03,-3.67999000000000E+03,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-2.65598000000000E+03,-1.24800100000000E+04,-9.11923000000000E+03,-3.71308500000000E+04,-3.71308500000000E+04,-5.53093900000000E+04,-5.63501800000000E+04,0.00000000000000E+00,0.00000000000000E+00,-3.68900000000000E+01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.08521349000000E+06,-7.50519100000000E+04,-9.13810000000000E+02,-9.49850900000000E+04,0.00000000000000E+00,0.00000000000000E+00,-1.82444830000000E+05,0.00000000000000E+00,1.78687918000000E+06,0.00000000000000E+00,-2.37725095000000E+06,-5.02222950000000E+05
