key,Value,Comment
co2_emission_1990,,"Taken from Other_emission data excel, which is based on UNFCCC database"
co2_emission_1990_aviation_bunkers,,"Taken from Other_emission data excel, which is based on UNFCCC database"
co2_emission_1990_marine_bunkers,,"Taken from Other_emission data excel, which is based on UNFCCC database"
energetic_emissions_other_ghg_agriculture,,"Taken from Other_emission data excel, which is based on UNFCCC database"
energetic_emissions_other_ghg_buildings,,"Taken from Other_emission data excel, which is based on UNFCCC database"
energetic_emissions_other_ghg_energy,,"Taken from Other_emission data excel, which is based on UNFCCC database"
energetic_emissions_other_ghg_households,,"Taken from Other_emission data excel, which is based on UNFCCC database"
energetic_emissions_other_ghg_industry,,"Taken from Other_emission data excel, which is based on UNFCCC database"
energetic_emissions_other_ghg_transport,,"Taken from Other_emission data excel, which is based on UNFCCC database"
indirect_emissions_co2,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_co2_agriculture_manure,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_co2_agriculture_soil_cultivation,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_co2_chemical_industry,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_co2_other_industry,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_co2_waste_management,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_agriculture_fermentation,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_agriculture_manure,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_agriculture_other,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_agriculture_soil_cultivation,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_chemical_industry,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_other_industry,,"Taken from Other_emission data excel, which is based on UNFCCC database"
non_energetic_emissions_other_ghg_waste_management,,"Taken from Other_emission data excel, which is based on UNFCCC database"
