Year,Coal,Lignite,Natural gas,Crude oil,Uranium oxide,Woody biomass
2.01000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,3.18417408500000E+05,5.16294900000000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.57318573500000E+05,4.65874200000000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.21829082000000E+05,4.25690100000000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.85904864000000E+05,3.69715500000000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.77921704500000E+05,3.48443700000000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.73510120000000E+05,3.46397089400000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.58510108300000E+05,3.43517703500000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.39098512200000E+05,3.39124740100000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.30427484600000E+05,3.24682786500000E+05,0.00000000000000E+00,6.59430000000000E+04
2.01900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.38883548000000E+05,3.24174238100000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.31488687400000E+05,3.43378378400000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.23062561500000E+05,3.07916467900000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.17972974900000E+05,2.66731106600000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.05913040800000E+05,2.29098604100000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,9.45352105700000E+04,1.87914760900000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,9.51826015000000E+04,1.71311850300000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,8.49109810200000E+04,1.52994054900000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,8.04546467400000E+04,1.28494505500000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,7.31681408600000E+04,1.13091429400000E+05,0.00000000000000E+00,6.59430000000000E+04
2.02900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,6.28889584900000E+04,1.03390852400000E+05,0.00000000000000E+00,6.59430000000000E+04
2.03000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,5.42363040700000E+04,9.60512412900000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,4.49184458100000E+04,8.58713513500000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,3.64459897300000E+04,7.92411642400000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,2.28178018600000E+04,7.36819538500000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.91646952800000E+04,6.63340006700000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.73798801000000E+04,6.14229284200000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.72772010000000E+04,5.77259875300000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.72877214800000E+04,5.27123224900000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.74668359300000E+04,4.83353133400000E+04,0.00000000000000E+00,6.59430000000000E+04
2.03900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.77001645600000E+04,4.60353430400000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04000000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.65082657200000E+04,4.30166320200000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04100000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.63629966500000E+04,3.99979210000000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04200000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.62348407700000E+04,3.69792099800000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04300000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.61066848900000E+04,3.39604989600000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04400000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.59785290100000E+04,3.09417879400000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04500000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.58503731300000E+04,2.79230769200000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04600000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.57222172400000E+04,2.49043659000000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04700000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.55940613600000E+04,2.18856548900000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04800000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.54659054800000E+04,1.88669438700000E+04,0.00000000000000E+00,6.59430000000000E+04
2.04900000000000E+03,0.00000000000000E+00,0.00000000000000E+00,1.53377496000000E+04,1.58482328500000E+04,0.00000000000000E+00,6.59430000000000E+04
