geo_id,group,subgroup,key,unit,value,commit
GM0014,transport,transport_plane_transport,bunkers_total_useful_demand_planes_demand,TJ,,nan
GM0014,transport,transport_plane_transport,input_transport_plane_bio_ethanol_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,transport,transport_plane_transport,input_transport_plane_electricity_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,transport,transport_plane_transport,input_transport_plane_gasoline_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,transport,transport_plane_transport,transport_final_demand_kerosene_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,transport,transport_rail_transport,input_transport_rail_biodiesel_demand,TJ,2.6349849548645956,"Final biodiesel demand rail transport is calculated by multiplying municipal diesel demand share (Klimaatmonitor, 2023) with national biodiesel demand for rail transport (Klimaatmonitor, 2023)."
GM0014,transport,transport_rail_transport,input_transport_rail_diesel_demand,TJ,40.0,Final diesel demand rail transport in the transport sector is directly retrieved from Klimaatmonitor (2023).
GM0014,transport,transport_rail_transport,input_transport_rail_electricity_demand,TJ,51.71699507580002,"Final electricity demand rail transport in the transport sector is calculated by multiplying the municipal train share (NS Dashboard, 2023) by final national electricity demand rail transport (CBS, 2023)."
GM0014,transport,transport_rail_transport,transport_final_demand_coal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,transport,transport_rail_transport,transport_final_demand_for_rail_electricity_transport_freight_train_using_electricity_parent_share,%,,nan
GM0014,transport,transport_rail_transport,transport_final_demand_for_rail_electricity_transport_passenger_train_using_electricity_parent_share,%,,nan
GM0014,transport,transport_rail_transport,transport_final_demand_for_rail_electricity_transport_tram_using_electricity_parent_share,%,,nan
GM0014,transport,transport_rail_transport,transport_rail_mixer_diesel_transport_freight_train_using_diesel_mix_parent_share,%,,nan
GM0014,transport,transport_rail_transport,transport_rail_mixer_diesel_transport_passenger_train_using_diesel_mix_parent_share,%,,nan
GM0014,transport,transport_road_transport,input_transport_road_bio_ethanol_demand,TJ,128.90655114814876,"Final bio-ethanol demand in the transport sector is calculated by multiplying the total biofuel use in road transport (excluding mobile machinery) (Klimaatmonitor, 2023) by the share of bio-ethanol in biofuels (co2emissiefactoren, 2023)."
