geo_id,group,subgroup,key,unit,value,commit
GM0014,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_appliances_coal_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_space_heating_coal_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_appliances_crude_oil_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_space_heating_crude_oil_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_appliances_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_cooling_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_lighting_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_space_heating_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_airconditioning_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_collective_heatpump_water_water_ts_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_heatpump_air_water_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_efficient_fluorescent_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_led_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_standard_fluorescent_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_collective_heatpump_water_water_ts_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_heatpump_air_water_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_heatpump_air_water_network_gas_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_network_gas_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_appliances_network_gas_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_cooling_network_gas_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_space_heating_network_gas_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_appliances_wood_pellets_parent_share,%,,nan
GM0014,buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_space_heating_wood_pellets_parent_share,%,,nan
GM0014,buildings,buildings_building_stock,buildings_roof_surface_available_for_pv,km<sup>2</sup>,4.680075,"Total roof surface area with ‘functie onbekend, bijeenkomstfunctie, gezondheidszorgfunctie, industriefunctie, kantoorfunctie, logiesfunctie, onderwijsfunctie, overige gebruiksfunctie, sportfunctie, standplaats en winkelfunctie’ according to the BAG (Atlas of the Living Environment, 2021) https://www.atlasleefomgeving.nl/platte-daken-in-nederland-bag."
GM0014,buildings,buildings_building_stock,present_number_of_buildings,#,,nan
GM0014,buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_future,kWh/m<sup>2</sup>,,nan
GM0014,buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_present,kWh/m<sup>2</sup>,,nan
GM0014,buildings,buildings_energy_demand,buildings_final_demand_coal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,buildings,buildings_energy_demand,buildings_final_demand_network_gas_demand,TJ,1574.2902116,"Final gas demand in the buildings sector is calculated by adding total gas demand in public buildings (Klimaatmonitor, 2023) by the total gas demand in commercial buildings (Klimaatmonitor, 2023)."
GM0014,buildings,buildings_energy_demand,buildings_final_demand_wood_pellets_demand,TJ,0.0,"Final biomass demand in the buildings sector is calculated by adding total biomass demand in  (Klimaatmonitor, 2023) by the total gas demand in commercial buildings (Klimaatmonitor, 2023)."
GM0014,buildings,buildings_energy_demand,input_buildings_electricity_demand,TJ,1622.7384019071771,"Final electricity demand in the buildings sector is based on corrected building electricity demand. The total electricity consumption of public and commercial buildings is corrected by subtracting three components: 1. electricity used by ICT services (SBI J), 2. electricity used by rail 3. electricity used by electric vehicles in the transport sector, minus the at-home charging of e-bikes. Finally, the behind-the-meter solar electricity consumption generated by rooftop solar panels is added. This provides the net electricity demand specifically attributable to buildings after removing transport-related consumption and accounting for on-site solar generation.   "
GM0014,buildings,buildings_energy_demand,input_buildings_final_demand_crude_oil_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,buildings,buildings_energy_demand,input_buildings_final_demand_steam_hot_water_demand,TJ,194.15799329904888,"The steam and hot water demand for buildings is calculated as the sum of three components: biogas heat from non-agricultural sources, remaining heat demand from district heating systems, and thermal storage from shallow geothermal systems. The biogas component is derived by subtracting agricultural biogas usage from total biogas heat production, while remaining heat demand represents surplus capacity from renewable district heating after accounting for household consumption. All data is derived from Klimaatmonitor (2023)."
GM0014,buildings,buildings_energy_demand,input_percentage_of_bio_kerosene_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_bio_oil_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_biodiesel_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_crude_oil_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_diesel_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_ht_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_kerosene_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_lpg_buildings_final_demand_crude_oil,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_lt_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0014,buildings,buildings_energy_demand,input_percentage_of_mt_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0014,buildings,buildings_energy_supply,buildings_final_demand_solar_thermal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0014,buildings,buildings_energy_supply,input_buildings_solar_pv_demand,TJ,411.09083999999996,The solar PV production in the buildings sector is based on the registered capacity of solar PV systems installed on non-residential buildings.
GM0034,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_appliances_coal_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_space_heating_coal_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_appliances_crude_oil_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_space_heating_crude_oil_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_appliances_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_cooling_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_lighting_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_space_heating_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_airconditioning_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_collective_heatpump_water_water_ts_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_heatpump_air_water_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_efficient_fluorescent_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_led_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_standard_fluorescent_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_collective_heatpump_water_water_ts_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_heatpump_air_water_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_heatpump_air_water_network_gas_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_network_gas_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_appliances_network_gas_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_cooling_network_gas_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_space_heating_network_gas_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_appliances_wood_pellets_parent_share,%,,nan
GM0034,buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_space_heating_wood_pellets_parent_share,%,,nan
GM0034,buildings,buildings_building_stock,buildings_roof_surface_available_for_pv,km<sup>2</sup>,4.066546,"Total roof surface area with ‘functie onbekend, bijeenkomstfunctie, gezondheidszorgfunctie, industriefunctie, kantoorfunctie, logiesfunctie, onderwijsfunctie, overige gebruiksfunctie, sportfunctie, standplaats en winkelfunctie’ according to the BAG (Atlas of the Living Environment, 2021) https://www.atlasleefomgeving.nl/platte-daken-in-nederland-bag."
GM0034,buildings,buildings_building_stock,present_number_of_buildings,#,,nan
GM0034,buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_future,kWh/m<sup>2</sup>,,nan
GM0034,buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_present,kWh/m<sup>2</sup>,,nan
GM0034,buildings,buildings_energy_demand,buildings_final_demand_coal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0034,buildings,buildings_energy_demand,buildings_final_demand_network_gas_demand,TJ,244.5127712,"Final gas demand in the buildings sector is calculated by adding total gas demand in public buildings (Klimaatmonitor, 2023) by the total gas demand in commercial buildings (Klimaatmonitor, 2023)."
GM0034,buildings,buildings_energy_demand,buildings_final_demand_wood_pellets_demand,TJ,0.0,"Final biomass demand in the buildings sector is calculated by adding total biomass demand in  (Klimaatmonitor, 2023) by the total gas demand in commercial buildings (Klimaatmonitor, 2023)."
GM0034,buildings,buildings_energy_demand,input_buildings_electricity_demand,TJ,907.3216491770113,"Final electricity demand in the buildings sector is based on corrected building electricity demand. The total electricity consumption of public and commercial buildings is corrected by subtracting three components: 1. electricity used by ICT services (SBI J), 2. electricity used by rail 3. electricity used by electric vehicles in the transport sector, minus the at-home charging of e-bikes. Finally, the behind-the-meter solar electricity consumption generated by rooftop solar panels is added. This provides the net electricity demand specifically attributable to buildings after removing transport-related consumption and accounting for on-site solar generation.   "
GM0034,buildings,buildings_energy_demand,input_buildings_final_demand_crude_oil_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0034,buildings,buildings_energy_demand,input_buildings_final_demand_steam_hot_water_demand,TJ,342.0,"The steam and hot water demand for buildings is calculated as the sum of three components: biogas heat from non-agricultural sources, remaining heat demand from district heating systems, and thermal storage from shallow geothermal systems. The biogas component is derived by subtracting agricultural biogas usage from total biogas heat production, while remaining heat demand represents surplus capacity from renewable district heating after accounting for household consumption. All data is derived from Klimaatmonitor (2023)."
GM0034,buildings,buildings_energy_demand,input_percentage_of_bio_kerosene_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_bio_oil_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_biodiesel_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_crude_oil_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_diesel_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_ht_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_kerosene_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_lpg_buildings_final_demand_crude_oil,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_lt_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0034,buildings,buildings_energy_demand,input_percentage_of_mt_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0034,buildings,buildings_energy_supply,buildings_final_demand_solar_thermal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0034,buildings,buildings_energy_supply,input_buildings_solar_pv_demand,TJ,376.57277999999997,The solar PV production in the buildings sector is based on the registered capacity of solar PV systems installed on non-residential buildings.
GM0037,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_appliances_coal_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_space_heating_coal_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_appliances_crude_oil_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_space_heating_crude_oil_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_appliances_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_cooling_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_lighting_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_electricity_buildings_final_demand_for_space_heating_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_airconditioning_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_collective_heatpump_water_water_ts_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_cooling_electricity_buildings_cooling_heatpump_air_water_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_efficient_fluorescent_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_led_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_lighting_electricity_buildings_lighting_standard_fluorescent_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_collective_heatpump_water_water_ts_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_heatpump_air_water_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_electricity_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_heatpump_air_water_network_gas_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_hybrid_heatpump_air_water_electricity_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_for_space_heating_network_gas_buildings_space_heater_network_gas_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_appliances_network_gas_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_cooling_network_gas_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_network_gas_buildings_final_demand_for_space_heating_network_gas_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_appliances_wood_pellets_parent_share,%,,nan
GM0037,buildings,buildings_applications,buildings_final_demand_wood_pellets_buildings_final_demand_for_space_heating_wood_pellets_parent_share,%,,nan
GM0037,buildings,buildings_building_stock,buildings_roof_surface_available_for_pv,km<sup>2</sup>,1.151227,"Total roof surface area with ‘functie onbekend, bijeenkomstfunctie, gezondheidszorgfunctie, industriefunctie, kantoorfunctie, logiesfunctie, onderwijsfunctie, overige gebruiksfunctie, sportfunctie, standplaats en winkelfunctie’ according to the BAG (Atlas of the Living Environment, 2021) https://www.atlasleefomgeving.nl/platte-daken-in-nederland-bag."
GM0037,buildings,buildings_building_stock,present_number_of_buildings,#,,nan
GM0037,buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_future,kWh/m<sup>2</sup>,,nan
GM0037,buildings,buildings_building_stock,typical_useful_demand_for_space_heating_buildings_present,kWh/m<sup>2</sup>,,nan
GM0037,buildings,buildings_energy_demand,buildings_final_demand_coal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0037,buildings,buildings_energy_demand,buildings_final_demand_network_gas_demand,TJ,147.97834065,"Final gas demand in the buildings sector is calculated by adding total gas demand in public buildings (Klimaatmonitor, 2023) by the total gas demand in commercial buildings (Klimaatmonitor, 2023)."
GM0037,buildings,buildings_energy_demand,buildings_final_demand_wood_pellets_demand,TJ,0.0,"Final biomass demand in the buildings sector is calculated by adding total biomass demand in  (Klimaatmonitor, 2023) by the total gas demand in commercial buildings (Klimaatmonitor, 2023)."
GM0037,buildings,buildings_energy_demand,input_buildings_electricity_demand,TJ,172.8652642802707,"Final electricity demand in the buildings sector is based on corrected building electricity demand. The total electricity consumption of public and commercial buildings is corrected by subtracting three components: 1. electricity used by ICT services (SBI J), 2. electricity used by rail 3. electricity used by electric vehicles in the transport sector, minus the at-home charging of e-bikes. Finally, the behind-the-meter solar electricity consumption generated by rooftop solar panels is added. This provides the net electricity demand specifically attributable to buildings after removing transport-related consumption and accounting for on-site solar generation.   "
GM0037,buildings,buildings_energy_demand,input_buildings_final_demand_crude_oil_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0037,buildings,buildings_energy_demand,input_buildings_final_demand_steam_hot_water_demand,TJ,15.0,"The steam and hot water demand for buildings is calculated as the sum of three components: biogas heat from non-agricultural sources, remaining heat demand from district heating systems, and thermal storage from shallow geothermal systems. The biogas component is derived by subtracting agricultural biogas usage from total biogas heat production, while remaining heat demand represents surplus capacity from renewable district heating after accounting for household consumption. All data is derived from Klimaatmonitor (2023)."
GM0037,buildings,buildings_energy_demand,input_percentage_of_bio_kerosene_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_bio_oil_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_biodiesel_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_crude_oil_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_diesel_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_ht_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_kerosene_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_lpg_buildings_final_demand_crude_oil,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_lt_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0037,buildings,buildings_energy_demand,input_percentage_of_mt_steam_hot_water_buildings_final_demand_steam_hot_water,%,,nan
GM0037,buildings,buildings_energy_supply,buildings_final_demand_solar_thermal_demand,TJ,0.0,No data available. Set to 0 for all municipalities.
GM0037,buildings,buildings_energy_supply,input_buildings_solar_pv_demand,TJ,560.05236,The solar PV production in the buildings sector is based on the registered capacity of solar PV systems installed on non-residential buildings.
GM0047,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_appliances_coal_parent_share,%,,nan
GM0047,buildings,buildings_applications,buildings_final_demand_coal_buildings_final_demand_for_space_heating_coal_parent_share,%,,nan
GM0047,buildings,buildings_applications,buildings_final_demand_crude_oil_buildings_final_demand_for_appliances_crude_oil_parent_share,%,,nan
