Key,Value,Source
country,br,
base_year,2013,
metal_steel_production,34.163,Based on World Steel Association 2013
metal_steel_share_blast_furnace_current,0.749,Based on World Steel Association 2013
metal_steel_share_blast_furnace_bat,0,Based on World Steel Association 2013
metal_steel_share_cyclone,0,Based on World Steel Association 2013
metal_steel_share_electric,0.251,Based on World Steel Association 2013
metal_steel_burner_share_coal,0.608,Based on EPE 2008
metal_steel_burner_share_coal_gas,0.057,Based on EPE 2008
metal_steel_burner_share_network_gas,0.335,Based on EPE 2008
metal_aluminium_production,1.436,Based on Abal 2012
metal_aluminium_share_electrolysis_current,0.8,Based on NL dataset
metal_aluminium_share_electrolysis_bat,0,Based on NL dataset
metal_aluminium_share_melting_oven,0.2,Based on NL dataset
metal_aluminium_share_carbothermal_reduction,0,Based on NL dataset
