utc_timestamp,cet_cest_timestamp,ES_wind_onshore_generation_actual
2015-12-31T23:00:00Z,2016-01-01T00:00:00+0100,3055
2016-01-01T00:00:00Z,2016-01-01T01:00:00+0100,3333
2016-01-01T01:00:00Z,2016-01-01T02:00:00+0100,3698
2016-01-01T02:00:00Z,2016-01-01T03:00:00+0100,4324
2016-01-01T03:00:00Z,2016-01-01T04:00:00+0100,5112
2016-01-01T04:00:00Z,2016-01-01T05:00:00+0100,5711
2016-01-01T05:00:00Z,2016-01-01T06:00:00+0100,6120
2016-01-01T06:00:00Z,2016-01-01T07:00:00+0100,6514
2016-01-01T07:00:00Z,2016-01-01T08:00:00+0100,6942
2016-01-01T08:00:00Z,2016-01-01T09:00:00+0100,6942
2016-01-01T09:00:00Z,2016-01-01T10:00:00+0100,7689
2016-01-01T10:00:00Z,2016-01-01T11:00:00+0100,8796
2016-01-01T11:00:00Z,2016-01-01T12:00:00+0100,9597
2016-01-01T12:00:00Z,2016-01-01T13:00:00+0100,10382
2016-01-01T13:00:00Z,2016-01-01T14:00:00+0100,11170
2016-01-01T14:00:00Z,2016-01-01T15:00:00+0100,11281
2016-01-01T15:00:00Z,2016-01-01T16:00:00+0100,11683
2016-01-01T16:00:00Z,2016-01-01T17:00:00+0100,11540
2016-01-01T17:00:00Z,2016-01-01T18:00:00+0100,11469
2016-01-01T18:00:00Z,2016-01-01T19:00:00+0100,11716
2016-01-01T19:00:00Z,2016-01-01T20:00:00+0100,11613
2016-01-01T20:00:00Z,2016-01-01T21:00:00+0100,11623
2016-01-01T21:00:00Z,2016-01-01T22:00:00+0100,11825
2016-01-01T22:00:00Z,2016-01-01T23:00:00+0100,11429
2016-01-01T23:00:00Z,2016-01-02T00:00:00+0100,11465
2016-01-02T00:00:00Z,2016-01-02T01:00:00+0100,10872
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,10737
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,10613
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,10314
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,11012
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,10849
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,10442
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,10438
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,10407
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,10144
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,10226
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,10886
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,11408
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,11312
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,10799
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,9918
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,8990
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,8378
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,8178
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,7595
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,7167
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,7125
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,7575
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,8781
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,9680
